Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
gonna,1,252,[238],"[252, 273]",SRDJ.tsv,S0247,S0248
know i,2,254,[238],[254],SRDJ.tsv,S0247,S0248
and we,2,240,[240],[79],SRDJ.tsv,S0247,S0248
have the,2,240,[240],[85],SRDJ.tsv,S0247,S0248
to to,2,240,[240],"[85, 95]",SRDJ.tsv,S0247,S0248
you know for,3,240,[240],"[107, 256]",SRDJ.tsv,S0247,S0248
i didn't,2,240,[240],[164],SRDJ.tsv,S0247,S0248
stop,1,240,[240],[184],SRDJ.tsv,S0247,S0248
do it,2,240,[240],"[196, 254]",SRDJ.tsv,S0247,S0248
song,1,240,[240],[239],SRDJ.tsv,S0247,S0248
excuse,1,241,[240],[241],SRDJ.tsv,S0247,S0248
every,1,242,[240],"[242, 260]",SRDJ.tsv,S0247,S0248
i think it's,3,256,[240],[256],SRDJ.tsv,S0247,S0248
we'd,1,256,[240],[256],SRDJ.tsv,S0247,S0248
difficult,1,256,[240],[256],SRDJ.tsv,S0247,S0248
be quite,2,243,[243],[42],SRDJ.tsv,S0247,S0248
might be,2,243,[243],[123],SRDJ.tsv,S0247,S0248
corn dollies,2,243,[243],[242],SRDJ.tsv,S0247,S0248
corn,1,244,[243],[244],SRDJ.tsv,S0247,S0248
dollies,1,248,[243],[248],SRDJ.tsv,S0247,S0248
be quite a,3,273,[243],[273],SRDJ.tsv,S0247,S0248
quite a,2,283,[243],[283],SRDJ.tsv,S0247,S0248
make,1,247,[247],"[19, 101, 242]",SRDJ.tsv,S0247,S0248
make some,2,248,[247],[248],SRDJ.tsv,S0247,S0248
model,1,248,[247],[248],SRDJ.tsv,S0247,S0248
still,1,272,[272],[184],SRDJ.tsv,S0247,S0248
still think,2,272,[272],[192],SRDJ.tsv,S0247,S0248
but i i,3,272,[272],[250],SRDJ.tsv,S0247,S0248
think it's,2,272,[272],[256],SRDJ.tsv,S0247,S0248
site be,2,274,[274],[273],SRDJ.tsv,S0247,S0248
a it's,2,280,[280],[141],SRDJ.tsv,S0247,S0248
quite good,2,280,[280],[258],SRDJ.tsv,S0247,S0248
you be just,3,288,[288],[25],SRDJ.tsv,S0247,S0248
have you,2,288,[288],"[121, 260]",SRDJ.tsv,S0247,S0248
be just,2,288,[288],[254],SRDJ.tsv,S0247,S0248
at but,2,288,[288],[258],SRDJ.tsv,S0247,S0248
see,1,288,[288],[262],SRDJ.tsv,S0247,S0248
the one,2,288,[288],"[273, 275]",SRDJ.tsv,S0247,S0248
site,1,288,[288],[273],SRDJ.tsv,S0247,S0248
do you think,3,294,[294],[1],SRDJ.tsv,S0247,S0248
