Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
put,1,11,"[2, 34, 46, 98, 104, 315, 453]","[11, 105, 133, 167, 189, 248, 262, 399, 401, 416, 422, 505, 551, 173, 420, 513]",S3M4.tsv,S0517,S0525
think,1,11,"[2, 4, 14, 58, 74, 78, 80, 112, 156, 206, 287, 325, 361, 447, 464, 482, 530, 562]","[11, 39, 45, 49, 59, 91, 157, 195, 207, 217, 225, 286, 308, 324, 342, 363, 412, 416, 434, 436, 485, 113, 155, 159, 161, 165, 181, 268, 288, 326, 330, 426, 440, 446, 487, 489, 497]",S3M4.tsv,S0517,S0525
the morning off,3,19,[2],[19],S3M4.tsv,S0517,S0525
ski plenty,2,19,[2],[19],S3M4.tsv,S0517,S0525
so i,2,21,"[2, 80]","[21, 169]",S3M4.tsv,S0517,S0525
shall i,2,33,"[2, 8, 568]",[33],S3M4.tsv,S0517,S0525
take,1,35,"[2, 34, 114, 281, 296, 315, 402]","[35, 41, 43, 125, 155, 165, 167, 217, 278, 469, 515, 507]",S3M4.tsv,S0517,S0525
speak to him,3,79,[2],[79],S3M4.tsv,S0517,S0525
i'm just,2,103,"[2, 14]",[103],S3M4.tsv,S0517,S0525
actually i'm,2,103,[2],[103],S3M4.tsv,S0517,S0525
i don't,2,144,"[2, 80, 90, 116, 255, 307, 309, 323, 339, 341, 374, 413, 474, 476, 530]","[144, 157, 420, 155, 165, 185, 225, 268, 477]",S3M4.tsv,S0517,S0525
to say,2,149,"[2, 96]","[149, 223]",S3M4.tsv,S0517,S0525
know i,2,153,"[2, 86, 307]","[153, 416, 543]",S3M4.tsv,S0517,S0525
i think so,3,159,[2],"[159, 161]",S3M4.tsv,S0517,S0525
thing,1,163,"[2, 283, 398]","[163, 195, 288, 426, 469, 505]",S3M4.tsv,S0517,S0525
i don't know i,4,165,[2],[165],S3M4.tsv,S0517,S0525
i haven't,2,165,[2],"[165, 551]",S3M4.tsv,S0517,S0525
speak to,2,165,[2],[165],S3M4.tsv,S0517,S0525
morning,1,169,"[2, 18, 296, 309, 319, 548, 552, 556]","[169, 189]",S3M4.tsv,S0517,S0525
put that,2,173,"[2, 46, 104]",[173],S3M4.tsv,S0517,S0525
i'm not,2,179,"[2, 14, 92, 568]","[179, 183, 185, 225, 274, 330]",S3M4.tsv,S0517,S0525
i don't know i think,5,268,[2],[268],S3M4.tsv,S0517,S0525
about the,2,268,[2],[268],S3M4.tsv,S0517,S0525
i'm not go to,4,330,[2],[330],S3M4.tsv,S0517,S0525
to tell,2,393,[2],[393],S3M4.tsv,S0517,S0525
i put,2,420,[2],"[420, 513]",S3M4.tsv,S0517,S0525
to him,2,440,[2],[440],S3M4.tsv,S0517,S0525
take the,2,507,"[2, 281]",[507],S3M4.tsv,S0517,S0525
we need to,3,5,[4],[5],S3M4.tsv,S0517,S0525
yes,1,5,"[4, 18, 58, 69, 122, 134, 188, 190, 327, 343, 347, 351, 388, 390, 394, 423, 425, 427, 435, 449, 451, 460, 498, 500, 558]","[5, 33, 35, 55, 167, 232, 238, 244, 356, 377, 387, 430, 463, 493, 495]",S3M4.tsv,S0517,S0525
to get,2,11,"[4, 136, 319]","[11, 87, 193, 286, 352, 393]",S3M4.tsv,S0517,S0525
anyway,1,11,"[4, 16, 72]","[11, 268]",S3M4.tsv,S0517,S0525
get,1,27,"[4, 20, 58, 60, 102, 136, 269, 273, 283, 305, 315, 317, 319, 349, 374, 406, 411, 415, 429, 460, 472, 506, 520, 534, 576]","[27, 43, 45, 53, 91, 93, 95, 131, 155, 165, 169, 173, 183, 189, 225, 258, 268, 278, 284, 286, 293, 302, 306, 346, 371, 373, 381, 412, 416, 420, 430, 434, 459, 467, 487, 505, 523, 549, 87, 193, 352, 393]",S3M4.tsv,S0517,S0525
need to,2,133,[4],"[133, 165]",S3M4.tsv,S0517,S0525
be she,2,225,"[6, 128, 261, 534]","[225, 448]",S3M4.tsv,S0517,S0525
go and ask her what the soup be,8,9,[8],[9],S3M4.tsv,S0517,S0525
soup,1,13,"[8, 14, 57, 355]","[13, 17, 53, 563]",S3M4.tsv,S0517,S0525
ask,1,59,"[8, 361]","[59, 89, 371, 373, 539, 157, 165, 463]",S3M4.tsv,S0517,S0525
i go,2,148,"[8, 349, 568, 576]","[148, 412]",S3M4.tsv,S0517,S0525
ask her,2,157,[8],"[157, 165, 463]",S3M4.tsv,S0517,S0525
the soup,2,563,[8],[563],S3M4.tsv,S0517,S0525
chicken,1,13,"[12, 16, 239]","[13, 17, 53, 244]",S3M4.tsv,S0517,S0525
be come,2,87,[12],[87],S3M4.tsv,S0517,S0525
come,1,87,"[12, 14, 60, 283, 315, 319, 386, 441, 572]","[87, 105, 119, 121, 125, 225, 326, 369, 438, 440, 444, 452]",S3M4.tsv,S0517,S0525
she be,2,105,"[12, 14, 108]","[105, 189, 201, 217, 225, 324]",S3M4.tsv,S0517,S0525
she say,2,163,"[12, 411]","[163, 179, 189, 213, 223, 225, 227, 248, 268, 278]",S3M4.tsv,S0517,S0525
well,1,14,"[14, 44, 50, 74, 80, 114, 120, 190, 200, 222, 273, 321, 327, 331, 374, 376, 398, 400, 413, 421, 435, 460, 466, 576]","[5, 13, 43, 91, 93, 105, 142, 151, 169, 179, 211, 213, 223, 225, 256, 270, 274, 278, 286, 322, 363, 373, 428, 430, 442, 452, 479, 501, 505, 507, 533, 539, 543, 551, 555, 561, 113, 324, 393, 420, 529]",S3M4.tsv,S0517,S0525
i'll,1,14,"[14, 46, 102, 305, 386, 576]","[11, 37, 41, 45, 121, 165, 302, 505, 541, 575]",S3M4.tsv,S0517,S0525
two soup,2,14,[14],[13],S3M4.tsv,S0517,S0525
drink,1,29,"[14, 388]","[29, 149]",S3M4.tsv,S0517,S0525
be you,2,35,"[14, 104, 317, 333, 572]","[35, 440, 459]",S3M4.tsv,S0517,S0525
go to have,3,43,[14],[43],S3M4.tsv,S0517,S0525
think i'm,2,45,[14],[45],S3M4.tsv,S0517,S0525
two,1,53,"[14, 16, 104, 500, 568]","[53, 201, 215, 278, 363, 485, 523, 569, 155]",S3M4.tsv,S0517,S0525
do you,2,59,"[14, 18, 112, 154, 156, 166, 277, 294, 361, 516, 528, 562]","[59, 91, 280, 308, 324, 342, 529]",S3M4.tsv,S0517,S0525
i say,2,87,"[14, 283, 411]","[87, 149, 169, 225, 246, 278, 286, 373]",S3M4.tsv,S0517,S0525
be still,2,93,"[14, 80]","[93, 123, 223]",S3M4.tsv,S0517,S0525
still,1,101,"[14, 80, 305, 325, 402]","[101, 109, 125, 324, 123, 223]",S3M4.tsv,S0517,S0525
well i,2,113,"[14, 50, 222, 374, 576]","[113, 324, 393, 420, 529]",S3M4.tsv,S0517,S0525
want,1,149,"[14, 283, 339, 341, 347, 361, 516]","[149, 223, 290, 440]",S3M4.tsv,S0517,S0525
have two,2,155,"[14, 16]",[155],S3M4.tsv,S0517,S0525
i'm not sure if,4,179,[14],[179],S3M4.tsv,S0517,S0525
i'm not sure,3,183,[14],"[183, 185, 274]",S3M4.tsv,S0517,S0525
friend,1,183,[14],[183],S3M4.tsv,S0517,S0525
to have,2,197,[14],"[197, 199]",S3M4.tsv,S0517,S0525
say i,2,223,[14],"[223, 225, 268, 442]",S3M4.tsv,S0517,S0525
sure,1,225,"[14, 296, 411]","[225, 274]",S3M4.tsv,S0517,S0525
a drink,2,293,"[14, 388]",[293],S3M4.tsv,S0517,S0525
if she be,3,324,[14],[324],S3M4.tsv,S0517,S0525
i think i'm,3,330,[14],[330],S3M4.tsv,S0517,S0525
i say i,3,373,[14],[373],S3M4.tsv,S0517,S0525
we have,2,278,"[16, 279, 349, 476]",[278],S3M4.tsv,S0517,S0525
you be,2,18,"[18, 136, 283, 347, 550, 564, 566]","[1, 13, 25, 43, 310, 326, 342, 346, 385, 420]",S3M4.tsv,S0517,S0525
have the morning off,4,19,[18],[19],S3M4.tsv,S0517,S0525
have the,2,37,[18],"[37, 189, 436, 507]",S3M4.tsv,S0517,S0525
say to,2,121,[18],[121],S3M4.tsv,S0517,S0525
yes so,2,167,[18],[167],S3M4.tsv,S0517,S0525
so what,2,246,"[18, 158]",[246],S3M4.tsv,S0517,S0525
what do you,3,280,[18],[280],S3M4.tsv,S0517,S0525
you say,2,346,"[18, 90, 108]",[346],S3M4.tsv,S0517,S0525
see if,2,20,"[20, 368]","[11, 549]",S3M4.tsv,S0517,S0525
see,1,35,"[20, 50, 58, 80, 82, 245, 315, 327, 353, 368, 398, 435, 476, 544, 546]","[35, 49, 83, 105, 119, 169, 348, 362, 387, 424, 442, 463, 549]",S3M4.tsv,S0517,S0525
let's,1,43,"[20, 212]",[43],S3M4.tsv,S0517,S0525
back,1,87,"[20, 60, 112, 283, 315, 386, 433, 453, 520]","[87, 225, 248, 262, 416, 420, 422, 426, 434, 541]",S3M4.tsv,S0517,S0525
get back,2,420,"[20, 315]",[420],S3M4.tsv,S0517,S0525
back to,2,426,[20],[426],S3M4.tsv,S0517,S0525
of course,2,22,[22],"[11, 469]",S3M4.tsv,S0517,S0525
you should,2,105,[24],"[105, 256]",S3M4.tsv,S0517,S0525
at the,2,26,"[26, 353, 378]","[5, 91, 95, 113, 187, 219, 276, 346, 426]",S3M4.tsv,S0517,S0525
the other,2,26,"[26, 333]","[25, 59, 142, 183, 219, 469, 485, 27, 29]",S3M4.tsv,S0517,S0525
the other one's,3,27,[26],"[27, 29]",S3M4.tsv,S0517,S0525
whatsapp chat,2,79,[26],[79],S3M4.tsv,S0517,S0525
the whatsapp,2,101,[26],[101],S3M4.tsv,S0517,S0525
join,1,101,"[26, 453]",[101],S3M4.tsv,S0517,S0525
can't,1,117,"[26, 80, 323]","[117, 123, 201, 393, 420, 444, 463]",S3M4.tsv,S0517,S0525
busy,1,165,[26],"[165, 213]",S3M4.tsv,S0517,S0525
yeah,1,28,"[28, 30, 46, 63, 64, 72, 80, 86, 90, 106, 120, 122, 170, 176, 190, 196, 198, 200, 218, 220, 245, 323, 376, 396, 406, 411, 415, 417, 421, 423, 425, 427, 429, 470, 512, 532, 550, 556]","[3, 7, 9, 43, 59, 109, 127, 129, 135, 137, 159, 161, 163, 167, 179, 181, 191, 205, 209, 213, 215, 225, 229, 231, 240, 248, 262, 268, 284, 288, 297, 306, 316, 318, 320, 328, 330, 334, 346, 348, 350, 371, 373, 379, 389, 395, 410, 461, 463, 483, 507, 513, 515, 517, 519, 521, 523, 525, 527, 531, 541, 565, 571]",S3M4.tsv,S0517,S0525
next,1,41,"[30, 42, 76, 283, 472]","[41, 121, 225]",S3M4.tsv,S0517,S0525
for the,2,163,"[30, 349, 453, 500, 524]","[163, 199, 215, 225]",S3M4.tsv,S0517,S0525
the next,2,225,[30],[225],S3M4.tsv,S0517,S0525
wait for,2,452,[30],[452],S3M4.tsv,S0517,S0525
intend to,2,32,[32],[11],S3M4.tsv,S0517,S0525
although,1,32,[32],"[11, 207]",S3M4.tsv,S0517,S0525
the snow,2,35,[32],[35],S3M4.tsv,S0517,S0525
today,1,91,"[32, 154]","[91, 165, 543, 547]",S3M4.tsv,S0517,S0525
i do,2,420,"[32, 530]","[420, 430, 440, 446, 529, 531]",S3M4.tsv,S0517,S0525
photo,1,37,[34],[37],S3M4.tsv,S0517,S0525
later,1,39,[34],[39],S3M4.tsv,S0517,S0525
watch this space,3,41,[34],[41],S3M4.tsv,S0517,S0525
we'll take,2,41,[34],[41],S3M4.tsv,S0517,S0525
we'll,1,41,"[34, 72, 80, 104, 512, 520]","[41, 95, 362, 463, 539]",S3M4.tsv,S0517,S0525
take a,2,167,[34],[167],S3M4.tsv,S0517,S0525
and put it,3,248,[34],[248],S3M4.tsv,S0517,S0525
put it,2,262,[34],[262],S3M4.tsv,S0517,S0525
watch,1,434,"[34, 46, 429, 435]",[434],S3M4.tsv,S0517,S0525
okay,1,36,"[36, 38, 40, 42, 64, 94, 96, 166, 180, 192, 265, 451, 508, 532, 542, 564, 576]","[11, 39, 43, 577, 320, 401]",S3M4.tsv,S0517,S0525
oh okay,2,320,"[36, 166, 192, 265, 508]","[320, 401]",S3M4.tsv,S0517,S0525
right,1,42,"[42, 174, 186, 303, 496]","[17, 81, 352, 401, 440, 454, 467, 489, 497, 527]",S3M4.tsv,S0517,S0525
next to,2,42,[42],[41],S3M4.tsv,S0517,S0525
look,1,42,"[42, 46, 60, 222, 224, 239, 301, 319, 447, 552, 554, 556]","[41, 93, 142, 304, 446, 557, 559]",S3M4.tsv,S0517,S0525
my ski,2,45,[42],[45],S3M4.tsv,S0517,S0525
else's,1,121,[42],[121],S3M4.tsv,S0517,S0525
they be,2,167,"[42, 287, 400]","[167, 189, 290, 575]",S3M4.tsv,S0517,S0525
big,1,183,[42],"[183, 187, 189, 197, 258]",S3M4.tsv,S0517,S0525
everybody,1,189,[42],"[189, 326, 448]",S3M4.tsv,S0517,S0525
tiny,1,217,[42],[217],S3M4.tsv,S0517,S0525
be about,2,371,[42],[371],S3M4.tsv,S0517,S0525
hold,1,44,"[44, 108, 283, 307]","[35, 278, 45]",S3M4.tsv,S0517,S0525
a bite,2,44,"[44, 66, 247]","[41, 121, 142, 373, 414, 475, 547, 575, 459]",S3M4.tsv,S0517,S0525
well you,2,44,[44],"[43, 256, 278, 507]",S3M4.tsv,S0517,S0525
hold them,2,45,[44],[45],S3M4.tsv,S0517,S0525
well you will,3,105,[44],[105],S3M4.tsv,S0517,S0525
them up,2,286,[44],"[286, 452]",S3M4.tsv,S0517,S0525
will have,2,338,"[44, 453]",[338],S3M4.tsv,S0517,S0525
up a bite,3,459,[44],[459],S3M4.tsv,S0517,S0525
watch this space i'll,4,46,[46],[41],S3M4.tsv,S0517,S0525
i'll put,2,505,[46],[505],S3M4.tsv,S0517,S0525
's reply,2,48,[48],[11],S3M4.tsv,S0517,S0525
's,1,48,"[48, 378]","[39, 93]",S3M4.tsv,S0517,S0525
you go,2,278,"[48, 353]","[278, 312, 352, 459]",S3M4.tsv,S0517,S0525
go down,2,318,"[48, 58, 319, 386, 400, 518, 568]","[318, 551, 571, 575]",S3M4.tsv,S0517,S0525
no the,2,563,"[48, 58]",[563],S3M4.tsv,S0517,S0525
one,1,50,"[50, 58, 102, 126, 245, 283, 374, 472, 476, 486, 532, 546, 568, 570]","[25, 127, 149, 183, 187, 201, 203, 219, 330, 354, 373, 485, 523, 567, 571]",S3M4.tsv,S0517,S0525
restaurant,1,59,"[50, 58]",[59],S3M4.tsv,S0517,S0525
it be,2,151,"[50, 58, 200, 243, 283, 313, 398, 400, 402, 404, 409, 476, 548]","[151, 157, 163, 179, 189, 217, 225, 234, 304, 395, 399, 416, 420, 430, 434, 446, 467, 499, 547]",S3M4.tsv,S0517,S0525
i just,2,225,"[50, 518]","[225, 330, 416, 422]",S3M4.tsv,S0517,S0525
see the,2,424,[50],[424],S3M4.tsv,S0517,S0525
thank you,2,57,"[57, 230, 235, 384, 468, 470, 536, 558]","[19, 56, 232, 234, 236, 469, 493, 497, 557]",S3M4.tsv,S0517,S0525
thank,1,517,"[57, 230, 235, 384, 468, 470, 536, 558]","[517, 537, 541]",S3M4.tsv,S0517,S0525
i i,2,58,"[58, 251]","[21, 33, 165, 185, 268, 416, 426, 113, 181]",S3M4.tsv,S0517,S0525
else,1,58,"[58, 190]","[35, 199, 448, 487, 489]",S3M4.tsv,S0517,S0525
be it,2,77,"[58, 126, 174, 184, 200, 241]","[77, 215, 354, 399, 465, 477, 485, 491, 499, 539, 567, 121]",S3M4.tsv,S0517,S0525
be the same,3,105,[58],[105],S3M4.tsv,S0517,S0525
the same,2,105,[58],"[105, 276, 326]",S3M4.tsv,S0517,S0525
i i think,3,113,[58],"[113, 181]",S3M4.tsv,S0517,S0525
be it i,3,121,[58],[121],S3M4.tsv,S0517,S0525
cos,1,121,"[58, 386]","[121, 129, 165, 268, 278, 422, 573]",S3M4.tsv,S0517,S0525
there's,1,125,"[58, 329, 351, 400, 466, 486, 554]","[125, 278, 306, 375, 545]",S3M4.tsv,S0517,S0525
the one,2,127,"[58, 126]","[127, 187]",S3M4.tsv,S0517,S0525
like,1,133,"[58, 116, 138, 194, 237, 239, 283, 349, 374, 398, 402, 413, 439]","[133, 151, 183, 213, 248, 256, 276, 330, 399, 420, 428, 483]",S3M4.tsv,S0517,S0525
something,1,133,"[58, 429]","[133, 148, 151, 165, 169, 201, 215, 420, 426, 442, 551]",S3M4.tsv,S0517,S0525
be do,2,153,"[58, 154, 325]","[153, 167, 217, 324, 326, 342, 348]",S3M4.tsv,S0517,S0525
get to,2,155,[58],"[155, 165]",S3M4.tsv,S0517,S0525
sort of,2,155,[58],"[155, 225]",S3M4.tsv,S0517,S0525
i think it be,4,157,[58],[157],S3M4.tsv,S0517,S0525
it i,2,157,[58],"[157, 446, 529]",S3M4.tsv,S0517,S0525
be the,2,157,"[58, 80, 398]","[157, 424, 446, 469, 543]",S3M4.tsv,S0517,S0525
you can,2,169,"[58, 283, 329, 447, 576]","[169, 549]",S3M4.tsv,S0517,S0525
like the,2,183,[58],[183],S3M4.tsv,S0517,S0525
and then,2,189,"[58, 380, 447, 520]","[189, 225, 227, 507]",S3M4.tsv,S0517,S0525
so they,2,189,"[58, 283, 323]",[189],S3M4.tsv,S0517,S0525
place,1,189,"[58, 180, 182]",[189],S3M4.tsv,S0517,S0525
or something,2,201,[58],"[201, 426]",S3M4.tsv,S0517,S0525
always,1,217,[58],"[217, 346, 375]",S3M4.tsv,S0517,S0525
sort,1,219,[58],"[219, 221]",S3M4.tsv,S0517,S0525
like a,2,256,"[58, 194, 398]",[256],S3M4.tsv,S0517,S0525
must,1,268,"[58, 74, 406]","[268, 278, 393, 561]",S3M4.tsv,S0517,S0525
call,1,276,"[58, 170]","[276, 469, 545]",S3M4.tsv,S0517,S0525
you get,2,286,"[58, 374, 534]","[286, 373]",S3M4.tsv,S0517,S0525
and you,2,286,"[58, 351, 550]",[286],S3M4.tsv,S0517,S0525
down there,2,316,"[58, 568]","[316, 318]",S3M4.tsv,S0517,S0525
but that,2,348,[58],[348],S3M4.tsv,S0517,S0525
point,1,369,"[58, 380]","[369, 426]",S3M4.tsv,S0517,S0525
we go,2,383,[58],[383],S3M4.tsv,S0517,S0525
erm a,2,393,[58],[393],S3M4.tsv,S0517,S0525
think it be,3,434,[58],[434],S3M4.tsv,S0517,S0525
so that,2,438,[58],[438],S3M4.tsv,S0517,S0525
wait,1,452,"[58, 347]",[452],S3M4.tsv,S0517,S0525
little,1,452,"[58, 233, 271, 283, 394]","[452, 509]",S3M4.tsv,S0517,S0525
and then you,3,507,"[58, 447]",[507],S3M4.tsv,S0517,S0525
to a,2,545,[58],[545],S3M4.tsv,S0517,S0525
be call,2,545,[58],[545],S3M4.tsv,S0517,S0525
you can see,3,549,[58],[549],S3M4.tsv,S0517,S0525
they must,2,561,[58],[561],S3M4.tsv,S0517,S0525
cos you,2,573,[58],[573],S3M4.tsv,S0517,S0525
please,1,60,[60],"[53, 55, 149, 467]",S3M4.tsv,S0517,S0525
video,1,65,[60],"[65, 68]",S3M4.tsv,S0517,S0525
come back,2,87,"[60, 283, 386]","[87, 225]",S3M4.tsv,S0517,S0525
he's,1,93,"[60, 74, 76, 82, 90, 102, 305, 317, 366]","[93, 125, 306, 393, 430]",S3M4.tsv,S0517,S0525
get it,2,95,"[60, 283]","[95, 302]",S3M4.tsv,S0517,S0525
mm yeah,2,63,"[63, 376, 421, 425, 427]","[59, 109, 135, 248, 348]",S3M4.tsv,S0517,S0525
it'll,1,113,[66],[113],S3M4.tsv,S0517,S0525
how funny,2,70,[70],[31],S3M4.tsv,S0517,S0525
funny,1,434,"[70, 394]",[434],S3M4.tsv,S0517,S0525
send,1,72,[72],"[41, 85, 101]",S3M4.tsv,S0517,S0525
it will be a,4,72,[72],"[65, 68]",S3M4.tsv,S0517,S0525
send that,2,81,[72],[81],S3M4.tsv,S0517,S0525
be a,2,121,"[72, 200, 313]","[121, 187, 189, 225, 227, 391, 420, 424, 547, 276]",S3M4.tsv,S0517,S0525
old,1,201,"[72, 415]","[201, 223, 225, 545]",S3M4.tsv,S0517,S0525
it will,2,225,[72],[225],S3M4.tsv,S0517,S0525
will be a,3,276,[72],[276],S3M4.tsv,S0517,S0525
will be,2,276,"[72, 305]","[276, 452]",S3M4.tsv,S0517,S0525
home,1,74,[74],"[21, 73, 375, 434]",S3M4.tsv,S0517,S0525
work,1,119,"[74, 194, 368, 409]","[119, 123, 165, 225, 286, 434, 125]",S3M4.tsv,S0517,S0525
i mean,2,121,"[74, 182, 315, 349, 394]","[121, 201, 272, 326, 543, 463]",S3M4.tsv,S0517,S0525
he's work,2,125,[74],[125],S3M4.tsv,S0517,S0525
mean,1,137,"[74, 182, 277, 315, 349, 394, 435]","[137, 280, 201, 272, 326, 463, 543]",S3M4.tsv,S0517,S0525
well no,2,223,"[74, 421]",[223],S3M4.tsv,S0517,S0525
be on the,3,225,[74],[225],S3M4.tsv,S0517,S0525
be on,2,276,"[74, 366]","[276, 416, 446, 452]",S3M4.tsv,S0517,S0525
apparently,1,276,[74],"[276, 523]",S3M4.tsv,S0517,S0525
because he's,2,393,"[74, 82]",[393],S3M4.tsv,S0517,S0525
but i,2,424,"[74, 315, 341, 349]","[424, 426, 463, 489]",S3M4.tsv,S0517,S0525
but i mean,3,463,"[74, 349]",[463],S3M4.tsv,S0517,S0525
be start,2,79,[76],[79],S3M4.tsv,S0517,S0525
to be,2,95,[76],"[95, 121, 183, 223, 371, 391, 477]",S3M4.tsv,S0517,S0525
suppose,1,121,[76],"[121, 426]",S3M4.tsv,S0517,S0525
the week,2,215,[76],[215],S3M4.tsv,S0517,S0525
start,1,371,"[76, 349]",[371],S3M4.tsv,S0517,S0525
week,1,426,"[76, 78, 80]","[426, 430]",S3M4.tsv,S0517,S0525
a week,2,426,"[78, 80]",[426],S3M4.tsv,S0517,S0525
yeah i,2,137,"[80, 86, 411, 556]","[137, 248, 318, 410, 463, 513, 531, 565, 288, 161]",S3M4.tsv,S0517,S0525
which be,2,148,"[80, 374]","[148, 189, 201, 248, 424, 497]",S3M4.tsv,S0517,S0525
yeah i think,3,161,[80],[161],S3M4.tsv,S0517,S0525
think it's,2,195,[80],[195],S3M4.tsv,S0517,S0525
twenty,1,201,"[80, 506, 568]","[201, 569]",S3M4.tsv,S0517,S0525
well yeah,2,213,[80],[213],S3M4.tsv,S0517,S0525
erm but,2,262,[80],[262],S3M4.tsv,S0517,S0525
isn't it,2,284,"[80, 116, 247, 435]","[284, 332, 497]",S3M4.tsv,S0517,S0525
yeah i think it's,4,288,[80],[288],S3M4.tsv,S0517,S0525
know we'll see,3,362,[80],[362],S3M4.tsv,S0517,S0525
it's a,2,373,"[80, 116]","[373, 420, 567]",S3M4.tsv,S0517,S0525
but he,2,545,[80],[545],S3M4.tsv,S0517,S0525
see it,2,82,"[82, 476]","[49, 105]",S3M4.tsv,S0517,S0525
it he,2,149,[82],[149],S3M4.tsv,S0517,S0525
he have,2,442,"[82, 283]","[442, 545]",S3M4.tsv,S0517,S0525
but he have,3,545,[82],[545],S3M4.tsv,S0517,S0525
picture,1,91,[84],[91],S3M4.tsv,S0517,S0525
the the,2,223,[84],[223],S3M4.tsv,S0517,S0525
fifteen,1,86,"[86, 576]","[85, 448]",S3M4.tsv,S0517,S0525
yeah i know,3,137,"[86, 556]",[137],S3M4.tsv,S0517,S0525
i know i,3,153,"[86, 307]","[153, 416]",S3M4.tsv,S0517,S0525
i know,2,183,"[86, 196, 307, 556]","[183, 197, 225, 416, 424, 426, 551]",S3M4.tsv,S0517,S0525
how long,2,90,"[90, 114]",[89],S3M4.tsv,S0517,S0525
out there,2,189,[90],[189],S3M4.tsv,S0517,S0525
long,1,207,"[90, 114, 116, 287, 366]","[207, 348, 420, 573]",S3M4.tsv,S0517,S0525
saturday,1,225,[90],[225],S3M4.tsv,S0517,S0525
till,1,276,"[90, 283]","[276, 278, 284]",S3M4.tsv,S0517,S0525
yeah you,2,348,[90],[348],S3M4.tsv,S0517,S0525
would,1,119,"[92, 182, 206, 212, 253, 300, 325, 327, 347, 351, 364, 476]","[119, 121, 286, 322, 324, 326, 363, 371, 395, 426, 440, 446, 485, 549, 422]",S3M4.tsv,S0517,S0525
i would,2,422,[92],"[422, 485]",S3M4.tsv,S0517,S0525
