Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
literally,1,6,"[6, 453, 1311]","[5, 33, 209, 1219]",SXSM.tsv,S0529,S0530
can't,1,6,"[6, 8, 10, 22, 298, 553, 623, 976]","[5, 21, 340, 460, 501, 675, 827, 843, 1167]",SXSM.tsv,S0529,S0530
money,1,6,"[6, 8, 28, 62, 1037, 1248, 1250]","[5, 33, 1036]",SXSM.tsv,S0529,S0530
still pay,2,27,[6],[27],SXSM.tsv,S0529,S0530
still,1,27,"[6, 28, 44, 53, 284, 441, 559, 768, 780, 787, 1304]","[27, 442]",SXSM.tsv,S0529,S0530
no no,2,47,"[6, 700]","[47, 324, 1002]",SXSM.tsv,S0529,S0530
last year,2,68,"[6, 67, 118]",[68],SXSM.tsv,S0529,S0530
when i,2,68,"[6, 67, 114, 118, 848]","[68, 111, 305, 347, 358]",SXSM.tsv,S0529,S0530
have it,2,103,"[6, 138, 342]",[103],SXSM.tsv,S0529,S0530
what i do,3,113,[6],[113],SXSM.tsv,S0529,S0530
it out,2,133,[6],[133],SXSM.tsv,S0529,S0530
they'd,1,168,"[6, 1015]","[168, 467, 1269]",SXSM.tsv,S0529,S0530
i do,2,183,"[6, 53, 280, 284, 966, 991, 1192]","[183, 1267]",SXSM.tsv,S0529,S0530
enough,1,187,"[6, 28, 570, 686]","[187, 472]",SXSM.tsv,S0529,S0530
i didn't,2,209,"[6, 164, 264, 266, 268, 850, 964]","[209, 254, 263, 340, 1090, 1144, 1148, 1152, 1180]",SXSM.tsv,S0529,S0530
but my,2,252,[6],[252],SXSM.tsv,S0529,S0530
to do,2,263,"[6, 8, 12, 18, 92, 323, 649]","[263, 817, 1080]",SXSM.tsv,S0529,S0530
didn't have,2,273,[6],[273],SXSM.tsv,S0529,S0530
a month,2,307,"[6, 30, 342]","[307, 340]",SXSM.tsv,S0529,S0530
last,1,340,"[6, 8, 53, 67, 118, 593, 708, 910, 914, 931, 976]","[340, 450, 525, 713, 920]",SXSM.tsv,S0529,S0530
no i,2,394,"[6, 36, 127, 138, 172, 772, 850, 981, 1015]","[394, 1199]",SXSM.tsv,S0529,S0530
of the,2,452,"[6, 28, 134, 221, 489, 495, 798]","[452, 658, 980]",SXSM.tsv,S0529,S0530
and they,2,474,"[6, 559, 1055, 1186]","[474, 1040]",SXSM.tsv,S0529,S0530
something,1,610,"[6, 28, 150, 215, 235, 272, 323, 371, 593, 597, 649, 864, 1031, 1059, 1087, 1196]","[610, 650, 894, 1082, 612]",SXSM.tsv,S0529,S0530
or something,2,612,"[6, 28, 235, 272, 323, 597, 864, 1031, 1059, 1087, 1196]",[612],SXSM.tsv,S0529,S0530
take,1,940,"[6, 382, 530, 630, 634, 640, 905]",[940],SXSM.tsv,S0529,S0530
out of the,3,980,"[6, 489]",[980],SXSM.tsv,S0529,S0530
what i,2,1152,"[6, 583, 605, 836]",[1152],SXSM.tsv,S0529,S0530
pound,1,1255,"[6, 30, 162]",[1255],SXSM.tsv,S0529,S0530
to pay,2,33,"[8, 28, 92, 1240]","[33, 1257]",SXSM.tsv,S0529,S0530
do it,2,318,"[8, 18, 53, 752, 991, 1278]","[318, 561, 845, 1014]",SXSM.tsv,S0529,S0530
i can't,2,340,"[8, 298, 623, 976]","[340, 501, 675, 827, 1167]",SXSM.tsv,S0529,S0530
thing,1,12,"[12, 80, 142, 212, 237, 280, 304, 421, 423, 441, 506, 619, 638, 959, 1043, 1055, 1131, 1186, 1188]","[5, 33, 57, 68, 72, 281, 301, 345, 416, 464, 731]",SXSM.tsv,S0529,S0530
horrendous,1,13,[12],"[13, 15]",SXSM.tsv,S0529,S0530
cos,1,27,"[12, 28, 32, 42, 53, 62, 121, 129, 134, 166, 172, 224, 274, 373, 384, 397, 441, 453, 469, 491, 506, 530, 533, 553, 564, 591, 601, 625, 626, 634, 640, 651, 686, 770, 838, 848, 850, 858, 953, 957, 972, 981, 995, 1015, 1053, 1059, 1135, 1151, 1207, 1222, 1240, 1276, 1302, 1318]","[27, 111, 263, 584, 893, 980, 1078, 1082, 440, 681]",SXSM.tsv,S0529,S0530
know,1,45,"[12, 16, 18, 26, 32, 38, 44, 49, 53, 60, 62, 78, 80, 86, 162, 169, 171, 172, 200, 215, 232, 239, 245, 266, 274, 302, 304, 367, 373, 382, 461, 477, 493, 504, 506, 514, 524, 572, 579, 581, 587, 589, 601, 605, 609, 611, 636, 651, 659, 670, 686, 696, 742, 762, 798, 814, 819, 836, 878, 882, 901, 953, 1043, 1089, 1113, 1138, 1252, 1294]","[45, 165, 195, 197, 205, 263, 468, 507, 544, 573, 643, 759, 765, 794, 837, 893, 946, 1152, 1180, 1195, 1293, 1301, 55, 59, 199, 1048]",SXSM.tsv,S0529,S0530
you know,2,55,"[12, 18, 26, 44, 53, 62, 80, 86, 215, 245, 266, 367, 373, 477, 493, 605, 670, 762, 798, 814, 819, 1043, 1113, 1252]","[55, 59, 199, 1048]",SXSM.tsv,S0529,S0530
we're,1,63,"[12, 981, 1157]","[63, 161, 1229]",SXSM.tsv,S0529,S0530
be a,2,68,"[12, 44, 342, 531, 601, 803, 981, 1015, 1109]","[68, 231, 260, 281, 442, 476, 755, 1319, 1321]",SXSM.tsv,S0529,S0530
feel,1,85,"[12, 215, 219, 268, 310, 463, 748, 850, 991, 1031]","[85, 130, 992, 187, 201, 209, 311, 440]",SXSM.tsv,S0529,S0530
a good,2,97,"[12, 319, 435, 659, 1079]","[97, 1080]",SXSM.tsv,S0529,S0530
in a,2,103,"[12, 401]","[103, 170, 263, 295, 460, 472]",SXSM.tsv,S0529,S0530
would be,2,170,"[12, 67, 369, 510, 524, 601, 1019, 1023, 1025, 1077, 1083]","[170, 1024, 1026, 1078]",SXSM.tsv,S0529,S0530
feel like,2,187,"[12, 215, 310, 463, 850]","[187, 201, 209, 311, 440]",SXSM.tsv,S0529,S0530
like just,2,203,"[12, 160]","[203, 831]",SXSM.tsv,S0529,S0530
good,1,203,"[12, 118, 319, 435, 539, 657, 659, 856, 868, 872, 886, 892, 1077, 1079, 1083, 1093, 1140, 1164, 1224]","[203, 222, 267, 673, 703, 1279, 1281, 1080]",SXSM.tsv,S0529,S0530
with this,2,254,"[12, 758, 1138]",[254],SXSM.tsv,S0529,S0530
cos it,2,440,"[12, 166, 625, 626, 1015, 1059, 1276]","[440, 681]",SXSM.tsv,S0529,S0530
it would,2,600,"[12, 67, 1007]","[600, 1026, 1271]",SXSM.tsv,S0529,S0530
like to,2,900,"[12, 86, 868, 1246]",[900],SXSM.tsv,S0529,S0530
do like,2,1297,"[12, 274]",[1297],SXSM.tsv,S0529,S0530
get a,2,33,"[14, 18, 86, 160, 443]","[33, 111, 130, 654, 77]",SXSM.tsv,S0529,S0530
get a job,3,77,"[14, 18, 86]",[77],SXSM.tsv,S0529,S0530
get,1,97,"[14, 18, 86, 94, 100, 102, 118, 132, 142, 146, 152, 160, 176, 212, 232, 233, 288, 304, 321, 371, 374, 382, 386, 437, 441, 443, 477, 493, 495, 508, 530, 557, 566, 674, 872, 925, 927, 968, 970, 997, 1063, 1117, 1179, 1218, 1220, 1250, 1264]","[97, 99, 177, 183, 187, 203, 252, 254, 301, 320, 349, 392, 446, 487, 507, 527, 567, 663, 675, 687, 747, 869, 893, 906, 938, 965, 980, 1048, 1052, 1174, 1178, 111, 130, 654, 900]",SXSM.tsv,S0529,S0530
but i,2,205,"[14, 32, 71, 212, 243, 264, 413, 570, 623, 850, 964, 1029, 1250]","[205, 408, 467, 920, 924]",SXSM.tsv,S0529,S0530
to get,2,900,"[14, 18, 132, 371, 493, 530]",[900],SXSM.tsv,S0529,S0530
i know,2,507,"[16, 38, 49, 60, 78, 162, 169, 171, 172, 232, 274, 302, 304, 382, 461, 504, 506, 514, 524, 587, 589, 601, 609, 611, 636, 686, 696, 742, 878, 882, 901, 1089]","[507, 544, 573, 794, 837, 946]",SXSM.tsv,S0529,S0530
really,1,18,"[18, 20, 53, 71, 102, 110, 114, 118, 129, 158, 166, 215, 217, 224, 226, 232, 249, 350, 359, 365, 374, 397, 401, 441, 469, 473, 477, 510, 526, 530, 531, 545, 557, 583, 591, 601, 617, 634, 657, 702, 728, 850, 856, 868, 886, 895, 989, 993, 995, 999, 1003, 1029, 1051, 1055, 1071, 1091, 1123, 1151, 1168, 1234, 1302, 1304]","[7, 248, 262, 311, 313, 316, 426, 458, 498, 552, 556, 658, 679, 681, 729, 769, 841, 849, 894, 904, 913, 963, 1026, 1086, 1090, 1092, 1098, 1104, 1106, 1124, 1130, 1132, 1141, 1200, 1229, 1241, 1312, 577]",SXSM.tsv,S0529,S0530
it i,2,33,[18],"[33, 1199]",SXSM.tsv,S0529,S0530
couldn't like,2,205,[18],[205],SXSM.tsv,S0529,S0530
like you,2,338,"[18, 53, 367, 473, 1057, 1063, 1101]","[338, 894, 1052]",SXSM.tsv,S0529,S0530
i couldn't,2,340,"[18, 86]",[340],SXSM.tsv,S0529,S0530
but it's,2,444,"[18, 60, 127, 152, 233, 284, 455, 858, 1061, 1228]","[444, 677, 681, 785, 786, 1299, 610, 1249, 1253]",SXSM.tsv,S0529,S0530
just really,2,577,"[18, 226, 995, 1123]",[577],SXSM.tsv,S0529,S0530
it's just,2,606,"[18, 44, 80, 127, 146, 152, 235, 421, 457, 583, 585, 601, 850, 989, 1037]","[606, 817, 893, 1062, 1249, 1253, 610]",SXSM.tsv,S0529,S0530
but it's just,3,610,"[18, 152]","[610, 1249, 1253]",SXSM.tsv,S0529,S0530
upset,1,965,"[18, 249, 970]",[965],SXSM.tsv,S0529,S0530
about it,2,1012,"[18, 232, 489, 840, 953]","[1012, 1271, 1295]",SXSM.tsv,S0529,S0530
it really do,3,311,"[20, 993]","[311, 313, 1141]",SXSM.tsv,S0529,S0530
yes,1,377,"[20, 435, 555, 657, 716, 762, 766, 909, 1166]","[377, 875, 982, 1176]",SXSM.tsv,S0529,S0530
pay it back,3,22,"[22, 24]",[5],SXSM.tsv,S0529,S0530
why can't you,3,22,[22],[21],SXSM.tsv,S0529,S0530
twenty,1,575,"[22, 28]",[575],SXSM.tsv,S0529,S0530
twenty years,2,1010,"[22, 28, 1007]",[1010],SXSM.tsv,S0529,S0530
years,1,1044,"[22, 28, 53, 96, 118, 1007, 1087]","[1044, 1046]",SXSM.tsv,S0529,S0530
else,1,263,"[24, 819, 876, 886, 1099]",[263],SXSM.tsv,S0529,S0530
everyone,1,426,"[24, 477, 651]",[426],SXSM.tsv,S0529,S0530
yeah,1,28,"[28, 32, 44, 49, 53, 58, 65, 67, 69, 76, 84, 88, 100, 106, 114, 129, 134, 140, 154, 180, 194, 202, 215, 223, 224, 241, 266, 284, 290, 292, 294, 308, 323, 331, 359, 361, 382, 388, 393, 401, 409, 427, 429, 431, 439, 445, 447, 449, 451, 459, 465, 471, 482, 486, 500, 502, 504, 510, 512, 539, 553, 570, 576, 595, 615, 621, 623, 630, 632, 638, 651, 657, 664, 672, 682, 688, 690, 708, 710, 714, 724, 726, 736, 738, 740, 770, 774, 797, 805, 828, 834, 856, 860, 866, 872, 884, 886, 897, 903, 914, 947, 949, 951, 953, 955, 966, 981, 989, 997, 1013, 1027, 1037, 1041, 1047, 1053, 1067, 1069, 1073, 1081, 1085, 1091, 1095, 1099, 1101, 1103, 1107, 1123, 1125, 1140, 1142, 1153, 1159, 1179, 1190, 1215, 1216, 1224, 1232, 1248, 1260, 1298, 1320]","[3, 17, 23, 25, 50, 52, 70, 81, 99, 101, 107, 115, 117, 124, 143, 145, 167, 201, 218, 220, 271, 275, 281, 287, 289, 297, 315, 320, 328, 343, 360, 366, 372, 422, 424, 434, 464, 515, 532, 538, 546, 548, 606, 616, 644, 650, 660, 662, 685, 723, 775, 777, 792, 815, 827, 835, 847, 857, 867, 885, 891, 930, 938, 942, 944, 946, 958, 971, 973, 1004, 1016, 1018, 1020, 1030, 1046, 1070, 1076, 1094, 1130, 1150, 1162, 1219, 1267, 1275, 1303, 1319, 41, 87, 135, 790, 1008, 1237, 1287]",SXSM.tsv,S0529,S0530
you have,2,28,"[28, 182, 365, 1057]","[5, 55, 948, 1217]",SXSM.tsv,S0529,S0530
pay for it,3,28,"[28, 1242]",[27],SXSM.tsv,S0529,S0530
you do,2,33,"[28, 720, 1177, 1240]",[33],SXSM.tsv,S0529,S0530
pay back,2,33,[28],[33],SXSM.tsv,S0529,S0530
i'm,1,33,"[28, 38, 44, 60, 129, 134, 158, 244, 249, 393, 489, 493, 502, 560, 568, 591, 601, 607, 613, 819, 822, 850, 1138, 1177]","[33, 48, 99, 197, 201, 324, 464, 503, 534, 743, 799, 855, 893, 894, 928, 1136, 1210, 1269]",SXSM.tsv,S0529,S0530
yeah yeah,2,41,"[28, 724, 1085, 1123]","[41, 87, 135, 790, 1008, 1237, 1287]",SXSM.tsv,S0529,S0530
even,1,48,"[28, 127, 150, 397, 493, 559, 581, 597, 664, 760, 770, 838]","[48, 173, 358, 1014]",SXSM.tsv,S0529,S0530
gonna,1,50,"[28, 36, 172, 568, 619, 797, 819, 822, 850, 1033, 1238, 1240]","[50, 91, 99, 438, 567, 829, 998, 1008, 1052]",SXSM.tsv,S0529,S0530
well,1,54,"[28, 86, 200, 284, 356, 363, 489, 738, 798, 1023, 1037, 1075, 1211, 1234, 1246, 1270, 1302, 1316]","[54, 181, 191, 197, 209, 260, 381, 420, 470, 542, 697, 767, 938, 1301, 450, 534, 1040]",SXSM.tsv,S0529,S0530
that's,1,72,"[28, 142, 210, 264, 304, 319, 339, 449, 506, 510, 570, 583, 587, 708, 756, 760, 772, 822, 836, 838, 868, 870, 1011, 1037, 1149, 1159, 1220, 1256, 1262, 1264, 1284, 1288, 1304, 1309]","[72, 113, 195, 222, 238, 248, 267, 301, 567, 703, 729, 745, 1104, 1114, 1247]",SXSM.tsv,S0529,S0530
there's,1,381,"[28, 591, 615, 886, 1053, 1205, 1228]","[381, 567, 608, 616]",SXSM.tsv,S0529,S0530
like the,2,400,"[28, 399, 962, 1186]","[400, 654, 775, 783, 796, 1141, 1229]",SXSM.tsv,S0529,S0530
as well,2,450,"[28, 86, 1075, 1316]","[450, 534, 1040]",SXSM.tsv,S0529,S0530
whenever,1,811,[28],[811],SXSM.tsv,S0529,S0530
it's not,2,30,"[30, 127, 304, 560, 664, 678, 712, 742, 744, 760, 858, 1061, 1307]","[21, 48, 50, 79, 151, 295, 681, 781, 908, 1008, 1062, 1223, 191]",SXSM.tsv,S0529,S0530
i have to pay,4,33,[30],[33],SXSM.tsv,S0529,S0530
i have to,3,50,[30],"[50, 320]",SXSM.tsv,S0529,S0530
i have,2,103,"[30, 114, 413, 417, 453, 457, 530, 599, 726]","[103, 177, 341, 426, 894, 918, 320]",SXSM.tsv,S0529,S0530
it's not it's not,4,191,"[30, 127]",[191],SXSM.tsv,S0529,S0530
so it's not,3,295,[30],[295],SXSM.tsv,S0529,S0530
later,1,324,"[30, 243]",[324],SXSM.tsv,S0529,S0530
just be,2,1026,[30],[1026],SXSM.tsv,S0529,S0530
accommodation,1,33,[32],[33],SXSM.tsv,S0529,S0530
i don't know,3,45,"[32, 200, 572, 651, 659, 836, 1138, 1252, 1294]","[45, 165, 197, 205, 468, 643, 759, 893, 1293]",SXSM.tsv,S0529,S0530
i don't,2,97,"[32, 67, 200, 264, 397, 399, 401, 413, 493, 512, 572, 583, 651, 659, 686, 714, 836, 838, 840, 850, 983, 1015, 1029, 1138, 1205, 1230, 1236, 1252, 1294]","[97, 187, 197, 353, 658, 779, 839, 898, 1199, 165, 205, 468, 643, 759, 893, 1293]",SXSM.tsv,S0529,S0530
i expect,2,191,[32],[191],SXSM.tsv,S0529,S0530
much,1,199,"[32, 152, 373, 399, 401, 787, 1111, 1137, 1161, 1256]","[199, 446, 779, 871, 345, 517, 1199, 1261, 1269]",SXSM.tsv,S0529,S0530
how much,2,345,"[32, 1256]","[345, 517, 1199, 1261, 1269]",SXSM.tsv,S0529,S0530
how much be,3,517,[32],[517],SXSM.tsv,S0529,S0530
two,1,920,"[32, 162, 457, 762, 778, 931, 976, 1087, 1105]","[920, 1104, 1110]",SXSM.tsv,S0529,S0530
term,1,1036,[32],[1036],SXSM.tsv,S0529,S0530
leave,1,36,"[36, 42, 480, 634, 728]","[21, 33, 68, 320, 979, 1169]",SXSM.tsv,S0529,S0530
if i,2,36,"[36, 53, 621, 1031]","[33, 906]",SXSM.tsv,S0529,S0530
christmas,1,36,"[36, 854]",[33],SXSM.tsv,S0529,S0530
be gonna,2,91,"[36, 172, 1033]","[91, 998]",SXSM.tsv,S0529,S0530
i be,2,111,"[36, 42, 71, 114, 118, 134, 172, 244, 264, 473, 531, 533, 535, 634, 692, 716, 726, 848, 850, 1031, 1091, 1123, 1135, 1311]","[111, 167, 197, 199, 205, 211, 347, 358, 466, 467, 472, 476, 719, 849, 940, 1310, 1312]",SXSM.tsv,S0529,S0530
i wouldn't,2,295,"[36, 86]",[295],SXSM.tsv,S0529,S0530
leave i,2,979,[36],[979],SXSM.tsv,S0529,S0530
it until,2,1295,[36],[1295],SXSM.tsv,S0529,S0530
i'm not,2,38,"[38, 249, 393, 493, 819]","[33, 48, 894, 1210, 503, 799]",SXSM.tsv,S0529,S0530
all the,2,43,"[38, 224, 668, 734, 1164, 1184]","[43, 301]",SXSM.tsv,S0529,S0530
this be,2,45,"[38, 134, 415, 504, 628, 630, 726, 728]","[45, 643]",SXSM.tsv,S0529,S0530
i just,2,48,"[38, 53, 80, 86, 129, 138, 172, 247, 314, 469, 491, 516, 570, 617, 772, 830, 1236]","[48, 168, 193, 205, 209, 262, 340, 353, 922, 924, 936, 940, 1156, 1169, 1269, 1279]",SXSM.tsv,S0529,S0530
like this,2,73,"[38, 129, 146, 1055]",[73],SXSM.tsv,S0529,S0530
like i'm,2,201,"[38, 850]","[201, 894]",SXSM.tsv,S0529,S0530
i'm just,2,324,"[38, 129, 158]","[324, 893]",SXSM.tsv,S0529,S0530
like i'm not,3,503,[38],"[503, 799]",SXSM.tsv,S0529,S0530
the way,2,775,"[38, 221, 830]",[775],SXSM.tsv,S0529,S0530
that like,2,1066,"[38, 245, 484, 1196]",[1066],SXSM.tsv,S0529,S0530
think,1,42,"[42, 53, 67, 114, 200, 212, 221, 251, 280, 359, 374, 382, 421, 441, 465, 512, 583, 638, 659, 661, 686, 712, 714, 762, 772, 782, 830, 836, 974, 1007, 1015, 1029, 1105, 1205]","[33, 43, 48, 68, 99, 177, 189, 205, 213, 281, 289, 340, 353, 408, 452, 467, 474, 476, 707, 725, 777, 831, 841, 855, 893, 998, 1048, 1088, 1267, 1277, 1291, 199, 719, 1012, 1271, 1295]",SXSM.tsv,S0529,S0530
cos i,2,111,"[42, 129, 172, 274, 397, 441, 530, 533, 601, 634, 651, 686, 848, 850, 858, 957, 1135]","[111, 263]",SXSM.tsv,S0529,S0530
whether,1,197,[42],[197],SXSM.tsv,S0529,S0530
whether i,2,199,[42],[199],SXSM.tsv,S0529,S0530
think about,2,199,"[42, 762]","[199, 1012, 1271, 1295]",SXSM.tsv,S0529,S0530
i be think,3,719,[42],[719],SXSM.tsv,S0529,S0530
the options,2,44,[44],[43],SXSM.tsv,S0529,S0530
a bite,2,55,"[44, 120, 413, 597, 601, 607, 686, 981, 1063, 1135]","[55, 99, 891]",SXSM.tsv,S0529,S0530
also,1,57,"[44, 127, 657]",[57],SXSM.tsv,S0529,S0530
just the,2,61,"[44, 146]",[61],SXSM.tsv,S0529,S0530
yeah it's,2,87,"[44, 100, 382, 553, 828, 856, 1103]","[87, 167, 1008, 1130, 606]",SXSM.tsv,S0529,S0530
want,1,137,"[44, 469, 493, 570, 642, 651, 1173, 1175]","[137, 330, 1072, 1279, 1199, 197]",SXSM.tsv,S0529,S0530
want to,2,197,"[44, 469, 651]","[197, 1199]",SXSM.tsv,S0529,S0530
i still,2,442,[44],[442],SXSM.tsv,S0529,S0530
yeah it's just,3,606,[44],[606],SXSM.tsv,S0529,S0530
at the,2,1126,"[44, 120, 134, 493, 495, 760, 798, 848, 912, 1240]","[1126, 1231]",SXSM.tsv,S0529,S0530
bite,1,1126,"[44, 120, 121, 146, 321, 413, 502, 597, 601, 607, 686, 981, 1063, 1135]",[1126],SXSM.tsv,S0529,S0530
helpful,1,46,"[46, 374, 510]",[45],SXSM.tsv,S0529,S0530
you don't,2,48,"[46, 92, 200, 670, 987]","[48, 398, 893, 503]",SXSM.tsv,S0529,S0530
try,1,48,"[46, 132, 712, 748, 1240]","[48, 466, 620, 811, 133, 293, 318]",SXSM.tsv,S0529,S0530
try and,2,133,"[46, 712, 1240]","[133, 318]",SXSM.tsv,S0529,S0530
you don't have to,4,163,"[46, 92, 200, 670]","[163, 503]",SXSM.tsv,S0529,S0530
to try,2,293,[46],[293],SXSM.tsv,S0529,S0530
yeah i,2,50,"[49, 53, 129, 134, 266, 465, 504, 510, 630, 651, 657, 856, 966, 1248]","[50, 201, 289, 775, 777, 827, 938, 958, 1267, 1287, 946]",SXSM.tsv,S0529,S0530
yeah i know,3,946,"[49, 504]",[946],SXSM.tsv,S0529,S0530
have like,2,53,"[53, 457, 599, 868, 1057]","[33, 205, 426]",SXSM.tsv,S0529,S0530
time,1,53,"[53, 60, 120, 224, 504, 647, 668, 876, 888, 1109, 1164, 1184]","[33, 193, 311, 347, 351, 891]",SXSM.tsv,S0529,S0530
stay,1,53,"[53, 570]","[48, 569, 513]",SXSM.tsv,S0529,S0530
like a,2,53,"[53, 71, 215, 232, 237, 268, 310, 441, 455, 533, 597, 682, 848, 854, 1033, 1055, 1057, 1059, 1061, 1125, 1151, 1186, 1318]","[50, 195, 229, 252, 307, 311, 476, 596, 612, 681, 731, 802, 1052, 1200, 1306]",SXSM.tsv,S0529,S0530
go,1,66,"[53, 67, 140, 172, 278, 342, 413, 560, 568, 623, 810, 838, 848, 850, 852, 985, 1033, 1055, 1157, 1177, 1222, 1248, 1266]","[66, 209, 297, 336, 567, 569, 614, 808, 855, 861, 1110, 1158, 1291, 998]",SXSM.tsv,S0529,S0530
i'd,1,111,"[53, 138, 634, 787, 1035, 1097]","[111, 126, 155, 189, 295, 336, 340, 360, 467, 900, 958]",SXSM.tsv,S0529,S0530
age,1,153,"[53, 530, 640]","[153, 1143]",SXSM.tsv,S0529,S0530
enjoy,1,165,"[53, 166, 1035, 1097]","[165, 1090]",SXSM.tsv,S0529,S0530
be nice,2,168,"[53, 108]","[168, 170]",SXSM.tsv,S0529,S0530
be nice to,3,170,[53],[170],SXSM.tsv,S0529,S0530
