Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
to think,2,9,[8],[9],SFYP.tsv,S0144,S0024
things,1,11,"[8, 66, 413, 1116, 1124, 1263]","[11, 328, 450, 605, 641, 955, 1230]",SFYP.tsv,S0144,S0024
go,1,11,"[8, 146, 178, 182, 196, 210, 259, 265, 303, 311, 353, 383, 439, 467, 542, 592, 632, 661, 663, 703, 721, 789, 811, 843, 891, 1025, 1072, 1116, 1154, 1156, 1198, 1202, 1220, 1231, 1263, 1293, 1297, 1323, 1329, 1331, 1343, 1344, 1425]","[11, 173, 203, 209, 314, 603, 634, 684, 692, 712, 758, 884, 953, 1022, 1099, 1183, 1189, 1191, 1197, 1199, 1201, 1203, 1206, 1223, 1272, 1274, 1288, 1292, 1294, 1304, 1347, 1349, 1376]",SFYP.tsv,S0144,S0024
need to,2,55,"[8, 797, 1413]","[55, 57, 103, 115, 876, 1332]",SFYP.tsv,S0144,S0024
write,1,77,"[8, 220, 224, 1231]",[77],SFYP.tsv,S0144,S0024
all the,2,117,"[8, 170, 259, 303, 353, 439, 721]","[117, 119, 474, 489, 551, 718, 738]",SFYP.tsv,S0144,S0024
of all,2,127,"[8, 709]",[127],SFYP.tsv,S0144,S0024
well we,2,159,[8],"[159, 756]",SFYP.tsv,S0144,S0024
think of,2,328,"[8, 339, 833]","[328, 362, 1216, 1374]",SFYP.tsv,S0144,S0024
need,1,1035,"[8, 795, 797, 1413]","[1035, 1332]",SFYP.tsv,S0144,S0024
yeah yeah,2,133,"[10, 108, 126, 206, 236, 339, 357, 475, 526, 540, 615, 904, 992, 1142, 1224]","[133, 187, 245, 264, 386, 569, 616, 633, 660, 792, 901, 997, 1143, 1242, 1406]",SFYP.tsv,S0144,S0024
so yeah,2,207,"[16, 417]",[207],SFYP.tsv,S0144,S0024
hmm,1,251,"[16, 136, 138, 204, 506, 512, 613, 626, 685, 725, 813, 934, 1072, 1164]","[251, 312, 406, 924, 1418]",SFYP.tsv,S0144,S0024
yeah i,2,386,"[16, 26, 102, 586, 602, 608, 638, 687, 703, 741, 1368, 1429]","[386, 466, 519, 766, 770, 978, 1179]",SFYP.tsv,S0144,S0024
suppose,1,997,"[16, 741, 1072]",[997],SFYP.tsv,S0144,S0024
know,1,18,"[18, 42, 66, 90, 112, 128, 134, 136, 142, 158, 196, 216, 218, 261, 272, 290, 307, 361, 363, 413, 447, 457, 502, 508, 510, 528, 542, 552, 556, 586, 691, 693, 703, 715, 723, 733, 739, 759, 801, 823, 827, 855, 871, 887, 900, 938, 944, 994, 996, 1044, 1078, 1086, 1088, 1094, 1134, 1352, 1354, 1356]","[11, 45, 57, 75, 167, 316, 358, 380, 384, 491, 507, 519, 521, 674, 676, 748, 750, 778, 872, 947, 951, 957, 986, 1031, 1063, 1091, 1097, 1109, 1161, 1172, 1179, 1189, 1285, 1376, 49, 386, 812, 935, 939, 1151, 1361]",SFYP.tsv,S0144,S0024
i know,2,49,"[18, 552, 759]","[49, 386, 519, 812, 935, 939, 1151, 1361]",SFYP.tsv,S0144,S0024
yep,1,1240,"[18, 1231, 1417, 1425]",[1240],SFYP.tsv,S0144,S0024
look,1,35,"[20, 26, 140, 144, 220, 257, 288, 292, 759, 765, 889, 923, 1040, 1072, 1094, 1144, 1231, 1241, 1249, 1317, 1333, 1335, 1383]","[35, 43, 137, 245, 910, 1145, 1412, 1416, 201, 230, 1101, 1107, 1322]",SFYP.tsv,S0144,S0024
look at,2,201,"[20, 220, 257, 759, 765, 1040, 1072, 1094, 1317]","[201, 230, 1101, 1107, 1322]",SFYP.tsv,S0144,S0024
you be,2,814,[20],"[814, 926]",SFYP.tsv,S0144,S0024
okay,1,832,"[20, 276, 703, 781, 1027, 1029, 1323, 1325, 1344, 1425]","[832, 846, 892, 1077]",SFYP.tsv,S0144,S0024
moodle,1,23,"[22, 124]","[23, 25, 123]",SFYP.tsv,S0144,S0024
and it,2,29,"[26, 88, 220, 224, 238, 257, 259, 303, 630, 689, 691, 703, 1235]","[29, 497, 576]",SFYP.tsv,S0144,S0024
have a,2,115,"[26, 144, 292, 351, 526, 588, 865, 871, 881, 885, 887, 889, 981, 992, 1231, 1249, 1335, 1381]","[115, 121, 125, 1380, 1063]",SFYP.tsv,S0144,S0024
on their,2,193,"[26, 357]","[193, 205, 910]",SFYP.tsv,S0144,S0024
it and,2,230,"[26, 399, 502, 1343]","[230, 378, 573, 778]",SFYP.tsv,S0144,S0024
and the,2,266,"[26, 128, 172, 353, 558, 711, 1171]","[266, 682, 814]",SFYP.tsv,S0144,S0024
i have,2,384,[26],"[384, 926, 930, 971, 1063, 1099, 1161]",SFYP.tsv,S0144,S0024
shit,1,576,"[26, 162, 261, 861, 1265]",[576],SFYP.tsv,S0144,S0024
i have a,3,1063,[26],[1063],SFYP.tsv,S0144,S0024
be it,2,103,"[30, 375, 377, 415, 425, 483, 648, 673, 675, 779, 998, 1243, 1370, 1373, 1379, 1383]","[103, 302, 396, 1135, 1227]",SFYP.tsv,S0144,S0024
no it,2,1201,"[30, 355, 1200]",[1201],SFYP.tsv,S0144,S0024
you can,2,57,"[40, 92, 94, 96, 98, 265, 542, 544, 556, 1218, 1222, 1282]","[57, 81, 115, 153, 163, 352, 466, 549, 965, 1238, 1285]",SFYP.tsv,S0144,S0024
i don't know,3,42,"[42, 136, 142, 158, 290, 361, 413, 447, 457, 528, 586, 693, 703, 733, 739, 855, 871, 1078, 1134]","[11, 358, 380, 384, 507, 519, 674, 676, 750, 872, 947, 957, 986, 1097, 1161, 1179, 1376]",SFYP.tsv,S0144,S0024
don't know,2,42,"[42, 136, 142, 158, 272, 361, 447, 457, 528, 733, 739, 855, 871, 1078, 1134]","[11, 358, 380, 384, 507, 519, 674, 676, 750, 872, 947, 957, 986, 1097, 1161, 1179, 1376]",SFYP.tsv,S0144,S0024
i don't,2,42,"[42, 62, 136, 142, 158, 216, 290, 361, 413, 447, 457, 528, 586, 604, 693, 703, 733, 739, 811, 855, 871, 1056, 1078, 1134, 1194, 1338]","[25, 137, 324, 346, 517, 748, 882, 926, 928, 1016, 1103, 1416, 358, 380, 384, 507, 519, 674, 676, 750, 872, 947, 957, 986, 1097, 1161, 1179, 1376]",SFYP.tsv,S0144,S0024
put,1,65,"[42, 44, 504, 596, 723]","[65, 75, 107, 342, 878, 991]",SFYP.tsv,S0144,S0024
different,1,75,"[42, 443, 445, 483, 650, 803, 962, 964, 966, 1064, 1245, 1341]","[75, 484, 1101, 1103, 1310]",SFYP.tsv,S0144,S0024
class,1,107,"[42, 44]","[107, 109, 824]",SFYP.tsv,S0144,S0024
work,1,44,"[44, 755, 799, 803, 1032, 1064]","[3, 1061]",SFYP.tsv,S0144,S0024
on there,2,44,"[44, 383, 504, 1286]","[33, 730, 732, 1137]",SFYP.tsv,S0144,S0024
extra,1,45,"[44, 1259]",[45],SFYP.tsv,S0144,S0024
to do,2,55,"[44, 62, 1209, 1215, 1284]","[55, 332, 742, 748, 1225, 1230, 1332]",SFYP.tsv,S0144,S0024
and then,2,63,"[44, 62, 92, 98, 184, 210, 224, 353, 439, 532, 534, 568, 628, 721, 775, 889, 1019, 1403]","[63, 81, 354, 416, 1018]",SFYP.tsv,S0144,S0024
put it,2,65,[44],"[65, 991]",SFYP.tsv,S0144,S0024
in the class,3,109,[44],[109],SFYP.tsv,S0144,S0024
in the,2,109,"[44, 184, 220, 257, 331, 341, 355, 465, 467, 536, 584, 889, 1231, 1263, 1405, 1409]","[109, 155, 201, 336, 342, 575, 740, 762, 804, 850, 856, 991, 1169, 1204]",SFYP.tsv,S0144,S0024
for them,2,127,[44],[127],SFYP.tsv,S0144,S0024
them to,2,191,"[44, 457]","[191, 1181]",SFYP.tsv,S0144,S0024
it on,2,193,[44],"[193, 205]",SFYP.tsv,S0144,S0024
for the,2,49,"[46, 98, 140]","[49, 680, 820, 878]",SFYP.tsv,S0144,S0024
the teacher,2,55,"[46, 62]",[55],SFYP.tsv,S0144,S0024
quite a lot,3,48,[48],[9],SFYP.tsv,S0144,S0024
quite,1,137,"[48, 128, 134, 140, 624, 835, 843, 887, 889, 925, 1162]","[137, 340, 941, 1020]",SFYP.tsv,S0144,S0024
a lot,2,362,"[48, 550, 691, 723, 805, 809, 837, 936, 1064]","[362, 625, 806, 836, 1045, 1047, 1332]",SFYP.tsv,S0144,S0024
lot,1,937,"[48, 596, 1064]","[937, 1045, 1047, 1332]",SFYP.tsv,S0144,S0024
god,1,559,"[50, 1321]","[559, 577, 890, 895, 901, 908, 916, 1107]",SFYP.tsv,S0144,S0024
yeah well,2,52,"[52, 110, 236, 391, 508, 526, 564, 584, 588, 917, 944, 1013, 1036, 1224]","[3, 239, 452, 999, 1035]",SFYP.tsv,S0144,S0024
long,1,352,"[54, 1224]","[352, 696, 1095]",SFYP.tsv,S0144,S0024
into the,2,758,[54],[758],SFYP.tsv,S0144,S0024
job,1,1063,"[54, 60, 62]","[1063, 1067]",SFYP.tsv,S0144,S0024
time,1,56,"[56, 182, 381, 439, 546, 1058, 1084, 1112]","[45, 55, 65, 115, 352, 464, 611, 748]",SFYP.tsv,S0144,S0024
you need,2,57,[56],"[57, 115, 1035]",SFYP.tsv,S0144,S0024
yeah you,2,1107,[56],"[1107, 1189]",SFYP.tsv,S0144,S0024
stuff like that,3,60,"[60, 252]",[3],SFYP.tsv,S0144,S0024
like,1,60,"[60, 66, 88, 92, 98, 110, 176, 178, 180, 182, 184, 200, 216, 220, 244, 252, 257, 353, 399, 413, 423, 455, 469, 490, 502, 546, 560, 604, 606, 608, 610, 619, 628, 632, 665, 687, 689, 693, 695, 703, 713, 733, 767, 773, 803, 821, 825, 843, 889, 904, 919, 936, 994, 1038, 1058, 1072, 1116, 1128, 1146, 1180, 1261, 1335, 1393]","[3, 11, 27, 31, 57, 59, 75, 79, 81, 117, 193, 230, 233, 336, 358, 362, 378, 414, 420, 480, 487, 497, 607, 634, 744, 746, 804, 910, 926, 930, 937, 941, 943, 953, 959, 988, 1031, 1047, 1063, 1099, 1131, 1135, 1139, 1166, 1189, 1208, 1318, 1363, 1416]",SFYP.tsv,S0144,S0024
stuff,1,60,"[60, 176, 190, 196, 252, 343, 353, 793, 994, 1084, 1094, 1142]","[3, 17, 127, 137, 163, 607, 611, 910, 914, 945, 959, 986, 997, 1069, 1221]",SFYP.tsv,S0144,S0024
british council,2,60,[60],[15],SFYP.tsv,S0144,S0024
at the,2,107,"[60, 759, 765]","[107, 201, 748]",SFYP.tsv,S0144,S0024
like that,2,233,"[60, 252, 423, 994, 1116]","[233, 336, 358, 746, 988, 1208]",SFYP.tsv,S0144,S0024
that be,2,376,"[60, 130, 327, 439, 518, 564, 566, 594, 624, 867, 998, 1013, 1064, 1387]","[376, 444, 474, 573, 625, 654, 660, 947, 1008, 1227]",SFYP.tsv,S0144,S0024
and he,2,412,"[60, 255, 257, 502, 619, 621]","[412, 1139]",SFYP.tsv,S0144,S0024
have that,2,416,"[60, 387]","[416, 517]",SFYP.tsv,S0144,S0024
council,1,708,[60],"[708, 742, 774]",SFYP.tsv,S0144,S0024
he have,2,1400,"[60, 619, 881, 885, 887]",[1400],SFYP.tsv,S0144,S0024
gonna,1,62,"[62, 134, 508, 809, 1333, 1350, 1383]","[11, 19, 121, 167, 169, 193, 462, 551, 768, 926, 1005, 1022, 1176, 1347, 1351, 1380, 1396, 810]",SFYP.tsv,S0144,S0024
that's,1,95,"[62, 214, 339, 437, 471, 522, 644, 703, 719, 721, 777, 779, 787, 799, 839, 863, 865, 944, 996, 1064, 1086, 1106, 1108, 1215, 1235, 1243, 1253, 1325, 1405]","[95, 215, 344, 466, 578, 631, 678, 726, 768, 778, 826, 910, 1035, 1135, 1151, 1242, 1250, 1256, 1342, 1376, 1402, 1420]",SFYP.tsv,S0144,S0024
end,1,107,"[62, 632]","[107, 740, 1204]",SFYP.tsv,S0144,S0024
the same,2,115,"[62, 72, 110, 288, 355, 379, 391, 825, 1231, 1241, 1243]","[115, 388, 390, 501, 748, 961]",SFYP.tsv,S0144,S0024
people,1,149,"[62, 174, 190, 198, 353, 453, 526, 548, 550, 556, 621, 703, 771, 789, 795, 805, 809, 835, 837, 938, 998, 1118, 1128, 1146, 1259, 1387]","[149, 153, 165, 173, 191, 458, 460, 523, 525, 553, 746, 836, 943, 971, 1181]",SFYP.tsv,S0144,S0024
probably,1,163,"[62, 164, 242, 270, 274, 389, 449, 530, 865]","[163, 388, 390, 856, 858, 939, 1031, 1165, 1169]",SFYP.tsv,S0144,S0024
fair,1,215,[62],[215],SFYP.tsv,S0144,S0024
could,1,233,"[62, 224, 257, 307, 483, 568, 759, 889, 964, 1317, 1319]","[233, 275, 420, 748, 756, 872, 1179, 1216, 1310, 678]",SFYP.tsv,S0144,S0024
i don't think,3,346,"[62, 811, 1194]","[346, 928, 1103]",SFYP.tsv,S0144,S0024
think it's,2,390,[62],"[390, 784, 975]",SFYP.tsv,S0144,S0024
people to,2,525,[62],[525],SFYP.tsv,S0144,S0024
be the,2,573,"[62, 280, 596, 779, 859, 974]","[573, 778]",SFYP.tsv,S0144,S0024
it could,2,678,[62],[678],SFYP.tsv,S0144,S0024
it's gonna,2,810,"[62, 809]",[810],SFYP.tsv,S0144,S0024
i don't think it's,4,1103,[62],[1103],SFYP.tsv,S0144,S0024
yeah but,2,66,"[66, 415, 502, 540, 548, 600, 705, 755, 759, 761, 805, 966, 992, 1064, 1142, 1311]","[25, 45, 539, 736, 848, 860, 1063, 1089, 1131, 1165, 1193, 547]",SFYP.tsv,S0144,S0024
but you,2,66,"[66, 96, 1112]","[31, 718, 804, 547, 748]",SFYP.tsv,S0144,S0024
you know,2,66,"[66, 90, 112, 128, 134, 196, 216, 218, 261, 307, 363, 502, 508, 542, 556, 691, 703, 715, 723, 823, 827, 887, 900, 938, 944, 994, 996, 1044, 1086, 1088, 1094, 1352, 1354, 1356]","[45, 75, 167, 316, 491, 521, 778, 947, 951, 1031, 1063, 1091, 1109, 1172, 1189, 1285, 748]",SFYP.tsv,S0144,S0024
yeah but you,3,547,[66],[547],SFYP.tsv,S0144,S0024
but you know,3,748,[66],[748],SFYP.tsv,S0144,S0024
always,1,762,"[66, 140, 779, 821, 825, 1116, 1329]","[762, 778, 959, 971]",SFYP.tsv,S0144,S0024
get,1,68,"[68, 88, 94, 112, 174, 178, 182, 184, 190, 198, 236, 261, 301, 307, 309, 349, 367, 379, 389, 467, 502, 510, 530, 536, 556, 570, 617, 619, 630, 650, 675, 703, 715, 721, 727, 755, 771, 775, 787, 799, 843, 853, 879, 905, 940, 994, 1058, 1060, 1084, 1100, 1106, 1124, 1138, 1156, 1186, 1190, 1209, 1213, 1215, 1218, 1245, 1307, 1343, 1417]","[65, 75, 79, 91, 169, 235, 289, 342, 414, 418, 482, 491, 493, 501, 547, 551, 553, 637, 670, 674, 688, 744, 746, 748, 750, 756, 762, 764, 772, 784, 790, 866, 897, 910, 912, 914, 931, 943, 953, 1003, 1067, 1099, 1105, 1107, 1109, 1183, 1204, 1223, 1227, 1229, 1266, 1270, 1279, 1310, 1361]",SFYP.tsv,S0144,S0024
into your,2,165,[68],[165],SFYP.tsv,S0144,S0024
thing,1,81,"[70, 88, 90, 102, 110, 413, 522, 628, 673, 771, 1286, 1407]","[81, 115, 489, 961, 1135, 1191]",SFYP.tsv,S0144,S0024
don't they,2,137,"[70, 152, 343]","[137, 149]",SFYP.tsv,S0144,S0024
it's the,2,390,"[72, 771, 827, 898]","[390, 1216]",SFYP.tsv,S0144,S0024
anything,1,420,"[72, 502, 564, 568, 1062]","[420, 1001, 1300]",SFYP.tsv,S0144,S0024
and and,2,88,"[88, 457, 467]",[3],SFYP.tsv,S0144,S0024
person,1,88,"[88, 717]",[27],SFYP.tsv,S0144,S0024
show,1,88,"[88, 1138, 1339, 1368, 1372, 1387]","[29, 358, 517, 527]",SFYP.tsv,S0144,S0024
get a,2,88,"[88, 261, 389, 775, 940, 1058, 1245]","[79, 342, 414, 744, 756, 1361]",SFYP.tsv,S0144,S0024
avatar,1,91,[88],[91],SFYP.tsv,S0144,S0024
yeah and,2,115,"[88, 845, 1116, 1263]","[115, 266, 563, 1139]",SFYP.tsv,S0144,S0024
um,1,125,"[88, 210, 220, 282, 367, 423, 425, 502, 628, 823, 981, 1072]","[125, 149, 230, 332, 430, 734, 742, 748, 764, 818, 959, 1047, 1137, 1355, 1376]",SFYP.tsv,S0144,S0024
a little,2,187,"[88, 488, 628]",[187],SFYP.tsv,S0144,S0024
little,1,412,"[88, 257, 439, 488, 628, 889, 904, 1015, 1076]","[412, 910, 914, 930, 1109]",SFYP.tsv,S0144,S0024
as well,2,742,"[88, 96, 98, 184, 305, 483, 608, 900, 1142]","[742, 986]",SFYP.tsv,S0144,S0024
an avatar,2,91,[90],[91],SFYP.tsv,S0144,S0024
and then you,3,92,"[92, 98]",[81],SFYP.tsv,S0144,S0024
see,1,92,"[92, 94, 317, 321, 341, 498, 556, 663, 705, 801, 843, 875, 1124, 1128, 1323, 1379]","[89, 215, 285, 312, 318, 324, 340, 573, 578, 633, 645, 986, 1135, 1361]",SFYP.tsv,S0144,S0024
then you,2,115,"[92, 98, 112, 632]","[115, 778]",SFYP.tsv,S0144,S0024
they're,1,121,"[92, 140, 303, 305, 363, 429, 530, 715, 719, 723, 791, 996, 1036, 1038, 1060, 1070, 1086, 1120, 1245, 1339]","[121, 193, 428, 462, 491, 495, 742, 790, 957, 961, 997, 1097, 1169, 350, 525]",SFYP.tsv,S0144,S0024
you can make,3,153,[92],[153],SFYP.tsv,S0144,S0024
but they're,2,350,"[92, 363, 1070]","[350, 525]",SFYP.tsv,S0144,S0024
make,1,1119,"[92, 632, 646, 1211, 1259, 1425]","[1119, 1121]",SFYP.tsv,S0144,S0024
right,1,94,"[94, 367, 459, 520, 665, 743, 765, 823, 1004, 1323, 1325, 1333, 1335]","[27, 639, 696, 854, 1165]",SFYP.tsv,S0144,S0024
so you can,3,94,[94],[57],SFYP.tsv,S0144,S0024
wrong,1,173,"[94, 311]","[173, 784, 1001]",SFYP.tsv,S0144,S0024
keep,1,191,"[96, 619, 725]","[191, 464, 493, 684, 814, 390, 688]",SFYP.tsv,S0144,S0024
keep it,2,390,"[96, 619]","[390, 688]",SFYP.tsv,S0144,S0024
room,1,991,"[98, 889]","[991, 1169]",SFYP.tsv,S0144,S0024
question,1,100,"[100, 526, 1231, 1239, 1356]","[31, 57, 77, 79, 109]",SFYP.tsv,S0144,S0024
can just,2,100,[100],[57],SFYP.tsv,S0144,S0024
they can,2,472,[100],"[472, 774, 790, 1069]",SFYP.tsv,S0144,S0024
i think it's,3,390,"[102, 128, 811, 900]","[390, 784, 975]",SFYP.tsv,S0144,S0024
it's a,2,486,"[102, 244, 648, 1072]",[486],SFYP.tsv,S0144,S0024
so it's,2,501,"[102, 184]",[501],SFYP.tsv,S0144,S0024
yeah i think,3,770,"[102, 638, 687]",[770],SFYP.tsv,S0144,S0024
brilliant,1,1008,"[102, 128]",[1008],SFYP.tsv,S0144,S0024
teach,1,110,[110],"[63, 115, 906]",SFYP.tsv,S0144,S0024
come up,2,110,"[110, 1235]",[109],SFYP.tsv,S0144,S0024
the same thing,3,115,[110],[115],SFYP.tsv,S0144,S0024
you're teach,2,115,[110],[115],SFYP.tsv,S0144,S0024
come,1,153,"[110, 255, 413, 799, 841, 889, 891, 893, 1235]","[153, 165, 300, 622, 1170, 1229]",SFYP.tsv,S0144,S0024
like the,2,607,"[110, 200, 216, 490, 604, 606, 608, 825]","[607, 1131]",SFYP.tsv,S0144,S0024
well if,2,1283,[110],"[1283, 1285]",SFYP.tsv,S0144,S0024
you've get,2,112,"[112, 184, 261, 307, 570, 715]","[65, 79, 289, 551]",SFYP.tsv,S0144,S0024
get your,2,931,"[112, 994]",[931],SFYP.tsv,S0144,S0024
oh yeah yeah,3,386,[126],[386],SFYP.tsv,S0144,S0024
oh yeah,2,774,"[126, 210, 638, 687]","[774, 790, 794, 802, 836, 1166]",SFYP.tsv,S0144,S0024
and we,2,128,"[128, 755, 889]","[3, 1113]",SFYP.tsv,S0144,S0024
way,1,128,"[128, 259, 303, 311, 632, 825, 966, 1064, 1286]","[11, 211, 213]",SFYP.tsv,S0144,S0024
mm mm,2,143,"[128, 492, 747, 1110]","[143, 800]",SFYP.tsv,S0144,S0024
seem,1,215,[128],"[215, 647]",SFYP.tsv,S0144,S0024
of it,2,285,"[128, 186, 650, 1130]","[285, 376, 378, 645]",SFYP.tsv,S0144,S0024
no i,2,324,"[128, 305, 1056]","[324, 499, 618, 872, 928, 1030, 784]",SFYP.tsv,S0144,S0024
no i think it's,4,390,[128],"[390, 784]",SFYP.tsv,S0144,S0024
the name,2,390,[128],"[390, 618]",SFYP.tsv,S0144,S0024
fresh,1,390,[128],[390],SFYP.tsv,S0144,S0024
first,1,416,"[128, 184, 280, 709, 1401]","[416, 1216]",SFYP.tsv,S0144,S0024
even,1,458,"[128, 556, 723, 769, 1064, 1116, 1235]","[458, 744, 762, 1024, 1067, 1227, 1281, 1416]",SFYP.tsv,S0144,S0024
it seem,2,497,[128],[497],SFYP.tsv,S0144,S0024
use,1,597,"[128, 178, 393, 621, 709, 715, 717, 721, 723, 727, 1178, 1180, 1188, 1233, 1263, 1313, 1335, 1336, 1341, 1362, 1368, 1393, 1429]","[597, 599, 647, 814, 943, 959, 1176, 1177, 1179, 1225, 1229, 1236, 1320, 1334, 1363]",SFYP.tsv,S0144,S0024
the the,2,910,"[128, 216, 1076]",[910],SFYP.tsv,S0144,S0024
just the,2,949,"[128, 556, 905, 1130]","[949, 961]",SFYP.tsv,S0144,S0024
when we be,3,959,[128],[959],SFYP.tsv,S0144,S0024
whereas,1,1115,"[128, 1038]",[1115],SFYP.tsv,S0144,S0024
we be,2,1131,"[128, 254, 596, 889]",[1131],SFYP.tsv,S0144,S0024
the first,2,1216,"[128, 184, 280]",[1216],SFYP.tsv,S0144,S0024
be so,2,233,[130],[233],SFYP.tsv,S0144,S0024
know i,2,134,[134],"[11, 384]",SFYP.tsv,S0144,S0024
this be,2,134,"[134, 413, 687, 689, 789, 843, 859, 974, 1335, 1356]","[31, 87, 113, 820, 822, 971, 1225]",SFYP.tsv,S0144,S0024
it be,2,134,"[134, 136, 216, 224, 238, 261, 274, 307, 355, 357, 381, 586, 628, 663, 671, 691, 703, 823, 867, 889, 904, 964, 998, 1162, 1235, 1309, 1335, 1354]","[103, 203, 260, 271, 285, 302, 304, 517, 573, 633, 1201, 1227, 1229, 1376]",SFYP.tsv,S0144,S0024
i dunno,2,233,"[134, 224, 231, 242, 407, 506, 691, 747, 865, 867, 1343, 1352]","[233, 420, 432, 678, 1214]",SFYP.tsv,S0144,S0024
you know i,3,316,[134],"[316, 1063]",SFYP.tsv,S0144,S0024
horrible,1,515,[134],[515],SFYP.tsv,S0144,S0024
wasn't it,2,654,"[134, 345, 425, 1401]",[654],SFYP.tsv,S0144,S0024
be just,2,742,"[134, 224, 596, 889]",[742],SFYP.tsv,S0144,S0024
