Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
yeah,1,8,"[8, 10, 37, 39, 41, 43, 51, 56, 66, 74, 88, 94, 114, 116, 122, 136, 140, 153, 159, 165, 180, 182, 196, 205, 209, 212, 214, 226, 230, 232, 244, 248, 280, 288, 290, 294, 296, 297, 310, 312, 314, 316, 320, 340, 348, 362, 368, 373, 375, 381, 383, 387, 389, 393, 401, 403, 405, 407, 413, 419, 425, 427, 439, 449, 453, 463, 469, 475, 485, 487, 491, 499, 501, 509, 511, 520, 525, 527, 529, 531, 536, 544, 548, 576, 578, 596, 615, 619, 625, 627, 629, 631, 639, 657, 661, 676, 681, 683, 711, 715, 717, 725, 733, 739, 743, 757, 759, 765, 767, 769, 772, 782, 784, 786, 788, 794, 808, 812, 814, 816, 828, 830, 834, 851, 857, 863, 874, 876, 882, 884, 889, 891, 909, 922, 948, 950, 971, 979, 981, 999, 1011, 1025, 1032, 1042, 1053, 1069, 1073, 1075, 1082, 1088, 1090, 1102, 1104, 1112, 1116, 1124, 1134, 1138, 1140, 1160, 1168, 1184, 1190, 1215, 1237, 1250, 1268, 1274, 1280, 1284, 1286, 1292, 1294, 1295, 1313, 1320, 1334, 1344, 1346, 1348, 1362, 1366, 1370, 1376, 1378, 1380, 1395, 1433, 1435, 1443, 1445, 1449, 1457, 1459, 1461, 1463, 1473, 1479, 1499, 1501, 1513, 1517, 1521, 1525, 1531, 1547, 1549, 1559, 1569, 1575, 1577, 1579, 1589, 1591, 1593, 1597, 1607, 1609, 1611, 1615, 1625, 1629, 1633, 1635, 1644, 1668, 1670, 1700, 1703, 1705, 1712, 1721, 1727, 1733, 1739, 1741, 1743, 1745, 1747, 1751, 1755, 1761, 1763, 1769, 1772, 1776, 1788, 1806, 1808, 1812, 1818, 1820, 1836, 1838, 1840, 1850, 1854, 1860, 1862, 1864, 1874, 1886, 1900, 1902, 1910, 1916, 1920, 1922, 1924, 1926, 1928, 1930, 1938, 1950, 1952, 1964, 1982, 1988, 1990, 2000, 2006, 2022, 2034, 2040, 2042, 2054, 2060, 2068, 2072, 2085, 2095, 2103, 2105, 2116, 2122, 2126, 2142, 2146, 2154, 2158, 2166, 2176, 2185, 2189, 2193, 2205, 2211, 2215, 2219, 2223, 2225, 2231, 2243, 2247, 2250, 2254, 2260, 2262, 2268, 2276, 2280, 2284, 2286, 2292, 2294, 2296, 2298, 2303, 2307, 2309, 2311, 2318, 2320, 2322, 2324, 2326, 2328, 2330, 2332, 2341, 2345, 2353, 2359, 2364, 2366, 2370, 2372, 2376, 2381, 2387, 2395, 2397, 2407, 2415, 2417, 2427, 2431, 2437, 2445, 2447, 2451, 2455, 2457, 2459, 2471, 2473, 2475, 2477, 2483, 2485, 2487, 2489, 2491, 2493, 2495, 2503, 2505, 2515, 2517, 2525, 2540, 2542, 2556, 2558, 2560, 2562, 2568, 2578, 2580, 2582, 2602, 2604, 2608, 2610, 2612, 2620, 2634, 2636, 2638, 2660, 2662, 2666, 2676, 2684, 2686, 2690, 2696, 2698, 2702, 2706, 2710, 2712, 2714, 2718, 2720, 2726, 2728, 2742, 2744, 2746, 2750, 2752, 2756, 2762, 2768]","[1, 5, 15, 17, 19, 23, 31, 34, 71, 73, 77, 81, 83, 85, 91, 95, 104, 108, 112, 127, 129, 131, 137, 145, 152, 162, 170, 173, 175, 177, 185, 191, 201, 203, 210, 213, 219, 223, 245, 253, 257, 265, 292, 301, 303, 309, 311, 313, 335, 355, 357, 359, 365, 367, 376, 386, 424, 432, 434, 436, 442, 446, 460, 480, 484, 490, 498, 517, 519, 522, 537, 551, 561, 563, 567, 571, 593, 601, 607, 611, 622, 626, 634, 652, 656, 664, 666, 670, 673, 688, 690, 692, 694, 698, 712, 720, 728, 730, 746, 750, 791, 795, 797, 801, 819, 827, 839, 847, 862, 866, 869, 875, 883, 904, 919, 931, 945, 951, 986, 992, 994, 996, 1002, 1014, 1028, 1041, 1056, 1058, 1080, 1087, 1149, 1155, 1161, 1171, 1177, 1181, 1191, 1193, 1197, 1201, 1205, 1220, 1230, 1245, 1247, 1283, 1338, 1373, 1385, 1387, 1392, 1412, 1428, 1452, 1456, 1470, 1476, 1478, 1502, 1506, 1510, 1532, 1546, 1548, 1550, 1552, 1556, 1564, 1576, 1580, 1594, 1620, 1640, 1642, 1643, 1674, 1688, 1690, 1693, 1697, 1708, 1714, 1718, 1724, 1730, 1734, 1748, 1781, 1783, 1793, 1795, 1797, 1801, 1803, 1805, 1829, 1841, 1843, 1847, 1871, 1883, 1885, 1891, 1893, 1895, 1905, 1907, 1913, 1915, 1919, 1921, 1931, 1943, 1947, 1961, 1971, 1975, 1985, 1995, 2011, 2013, 2017, 2027, 2059, 2079, 2084, 2100, 2108, 2113, 2133, 2137, 2139, 2153, 2159, 2161, 2167, 2184, 2202, 2204, 2238, 2253, 2257, 2259, 2273, 2279, 2285, 2315, 2331, 2342, 2360, 2388, 2412, 2420, 2426, 2432, 2436, 2442, 2456, 2466, 2468, 2476, 2486, 2502, 2520, 2522, 2530, 2539, 2543, 2547, 2551, 2553, 2557, 2571, 2573, 2577, 2585, 2587, 2589, 2593, 2595, 2599, 2619, 2623, 2643, 2651, 2655, 2657, 2669, 2675, 2679, 2683, 2701, 2725, 2727, 2733, 2737, 2741, 2765, 2775, 2777]",SZQX.tsv,S0439,S0450
a bite,2,12,"[12, 147, 395, 425, 516, 570, 584, 761, 932, 1258, 1677, 2110, 2134, 2138, 2162, 2734]","[5, 152, 315, 325, 547, 1159, 1249, 1255, 1267, 1308, 1345, 1347, 2063, 2065, 2090, 2269, 2396, 2418, 2474, 2476, 2486, 2490, 2671, 2719]",SZQX.tsv,S0439,S0450
like,1,12,"[12, 14, 16, 18, 26, 80, 82, 86, 98, 103, 107, 109, 111, 128, 130, 144, 146, 147, 161, 171, 174, 178, 198, 200, 202, 216, 234, 238, 244, 260, 302, 334, 336, 342, 344, 354, 356, 358, 366, 368, 369, 373, 429, 433, 441, 457, 477, 513, 515, 542, 544, 546, 560, 562, 568, 586, 598, 600, 604, 612, 615, 631, 651, 665, 669, 671, 672, 685, 689, 701, 705, 709, 717, 721, 725, 729, 735, 745, 755, 774, 776, 790, 792, 794, 796, 798, 802, 818, 824, 836, 861, 880, 882, 891, 893, 901, 903, 911, 913, 916, 926, 936, 948, 950, 1003, 1007, 1034, 1047, 1049, 1055, 1069, 1086, 1092, 1104, 1112, 1124, 1132, 1148, 1168, 1172, 1174, 1194, 1200, 1202, 1208, 1209, 1217, 1219, 1221, 1225, 1227, 1229, 1242, 1244, 1246, 1248, 1260, 1262, 1264, 1276, 1288, 1290, 1292, 1294, 1295, 1307, 1309, 1311, 1313, 1315, 1324, 1330, 1334, 1337, 1339, 1342, 1354, 1356, 1360, 1362, 1366, 1368, 1372, 1382, 1384, 1399, 1403, 1405, 1407, 1411, 1413, 1423, 1425, 1433, 1437, 1455, 1461, 1465, 1469, 1471, 1481, 1507, 1509, 1533, 1555, 1573, 1599, 1603, 1619, 1637, 1639, 1662, 1666, 1668, 1677, 1683, 1685, 1687, 1689, 1692, 1698, 1700, 1701, 1712, 1719, 1729, 1733, 1757, 1778, 1790, 1794, 1828, 1838, 1844, 1846, 1868, 1876, 1880, 1882, 1884, 1890, 1896, 1898, 1902, 1906, 1916, 1942, 1944, 1956, 1960, 1962, 1978, 1980, 1984, 2000, 2002, 2008, 2018, 2042, 2048, 2050, 2052, 2056, 2068, 2072, 2073, 2074, 2076, 2078, 2099, 2107, 2109, 2110, 2112, 2118, 2128, 2138, 2142, 2144, 2146, 2160, 2235, 2307, 2405, 2409, 2411, 2413, 2421, 2465, 2469, 2481, 2497, 2499, 2511, 2519, 2523, 2535, 2536, 2544, 2552, 2556, 2570, 2574, 2576, 2584, 2586, 2594, 2596, 2598, 2606, 2614, 2618, 2622, 2652, 2654, 2656, 2666, 2674, 2678, 2732, 2736]","[7, 9, 38, 42, 44, 50, 52, 54, 55, 61, 63, 65, 67, 93, 97, 123, 125, 137, 141, 152, 154, 156, 166, 168, 170, 179, 181, 191, 195, 204, 206, 208, 211, 213, 215, 223, 225, 227, 229, 233, 255, 265, 273, 275, 281, 309, 315, 317, 319, 349, 361, 363, 374, 392, 398, 400, 402, 406, 414, 420, 436, 438, 440, 442, 454, 464, 466, 468, 472, 474, 484, 494, 508, 526, 528, 530, 532, 533, 541, 547, 553, 557, 577, 597, 603, 626, 628, 636, 656, 660, 662, 675, 677, 679, 680, 682, 688, 710, 724, 738, 740, 764, 766, 768, 770, 775, 781, 783, 785, 787, 793, 805, 813, 815, 817, 827, 829, 833, 856, 858, 862, 864, 866, 869, 873, 883, 885, 886, 888, 890, 908, 933, 935, 947, 951, 953, 955, 957, 959, 965, 970, 972, 974, 980, 982, 984, 1014, 1022, 1024, 1026, 1029, 1033, 1039, 1041, 1066, 1068, 1072, 1074, 1080, 1081, 1083, 1087, 1089, 1103, 1127, 1137, 1141, 1145, 1147, 1153, 1155, 1161, 1165, 1173, 1181, 1185, 1187, 1212, 1214, 1220, 1232, 1236, 1239, 1247, 1249, 1251, 1257, 1265, 1267, 1269, 1273, 1275, 1281, 1283, 1296, 1300, 1302, 1306, 1316, 1319, 1331, 1333, 1341, 1343, 1347, 1371, 1377, 1387, 1392, 1404, 1420, 1422, 1434, 1442, 1446, 1448, 1450, 1456, 1458, 1460, 1462, 1478, 1480, 1500, 1502, 1512, 1514, 1516, 1518, 1522, 1524, 1526, 1538, 1546, 1548, 1558, 1568, 1576, 1578, 1580, 1596, 1598, 1610, 1612, 1616, 1630, 1636, 1642, 1652, 1654, 1656, 1669, 1680, 1702, 1706, 1722, 1726, 1738, 1740, 1742, 1744, 1754, 1760, 1762, 1773, 1775, 1777, 1797, 1799, 1805, 1807, 1819, 1821, 1831, 1833, 1835, 1837, 1839, 1841, 1851, 1865, 1873, 1875, 1885, 1897, 1909, 1911, 1913, 1919, 1921, 1923, 1925, 1927, 1929, 1937, 1939, 1947, 1949, 1951, 1963, 1965, 1989, 1997, 2003, 2005, 2019, 2021, 2033, 2039, 2045, 2055, 2061, 2084, 2092, 2094, 2123, 2127, 2139, 2145, 2147, 2153, 2157, 2159, 2165, 2167, 2171, 2175, 2178, 2192, 2206, 2210, 2230, 2234, 2238, 2246, 2253, 2263, 2275, 2277, 2279, 2281, 2291, 2293, 2295, 2297, 2299, 2304, 2308, 2319, 2323, 2325, 2329, 2335, 2336, 2342, 2344, 2346, 2348, 2350, 2352, 2354, 2360, 2362, 2363, 2365, 2367, 2369, 2371, 2375, 2380, 2396, 2416, 2426, 2438, 2446, 2450, 2456, 2460, 2474, 2476, 2482, 2484, 2488, 2502, 2504, 2516, 2539, 2557, 2561, 2577, 2603, 2607, 2613, 2625, 2633, 2635, 2637, 2647, 2655, 2657, 2659, 2661, 2663, 2665, 2675, 2685, 2687, 2689, 2691, 2701, 2707, 2713, 2715, 2719, 2727, 2743, 2751, 2753, 2755, 2759, 2761, 2763, 2765, 2767, 2769, 2771, 162, 378, 2125]",SZQX.tsv,S0439,S0450
the last few weekend i've literally,6,12,[12],[11],SZQX.tsv,S0439,S0450
i've,1,12,"[12, 26, 76, 92, 194, 196, 234, 354, 373, 457, 477, 505, 538, 548, 560, 562, 584, 977, 1110, 1146, 1188, 1204, 1229, 1270, 1295, 1648, 1701, 1856, 1880, 1890, 1902, 2168, 2170, 2213, 2584, 2622, 2624, 2676]","[11, 63, 67, 106, 195, 197, 231, 273, 319, 372, 386, 506, 512, 535, 553, 555, 583, 675, 688, 770, 813, 1008, 1014, 1029, 1041, 1052, 1109, 1135, 1141, 1157, 1163, 1205, 1232, 1275, 1296, 1486, 1516, 1570, 1598, 1651, 1661, 1760, 1855, 2015, 2147, 2171, 2210, 2212, 2216, 2232, 2360, 2498, 2541, 2625, 2633, 2655, 2657, 2731, 1919]",SZQX.tsv,S0439,S0450
that's,1,19,"[12, 260, 268, 296, 314, 497, 556, 560, 562, 665, 695, 818, 865, 891, 901, 1055, 1104, 1174, 1184, 1213, 1262, 1423, 1439, 1533, 1571, 1790, 1908, 1992, 2074, 2124, 2152, 2290, 2307, 2614, 2764]","[19, 36, 235, 241, 243, 253, 263, 345, 370, 398, 414, 462, 470, 565, 640, 662, 673, 760, 896, 947, 965, 972, 1002, 1043, 1045, 1048, 1072, 1074, 1089, 1099, 1101, 1127, 1131, 1133, 1145, 1199, 1216, 1232, 1239, 1249, 1255, 1257, 1381, 1385, 1430, 1442, 1444, 1478, 1534, 1592, 1596, 1620, 1636, 1659, 1671, 1813, 1827, 1849, 1899, 1907, 1909, 1911, 1923, 1927, 1931, 2055, 2212, 2224, 2373, 2406, 2418, 2450, 2452, 2492, 2537, 2675, 2721, 2741, 2765, 2769, 162, 378, 908, 2003, 2005, 2125, 2210]",SZQX.tsv,S0439,S0450
literally,1,97,"[12, 200, 369, 477, 1326, 2535, 2544, 2564]","[97, 408, 452, 500, 524, 553, 679, 680, 684, 781, 785, 856, 862, 898, 1612, 1652, 1748, 1766, 1817, 1821, 1999, 2019, 2186, 2273, 2308, 2323, 2325, 2336, 2346, 2371, 2504, 2534, 2541, 2657, 2703, 2769, 1919, 2299, 2767, 390, 2360]",SZQX.tsv,S0439,S0450
see,1,106,"[12, 28, 310, 427, 489, 546, 552, 615, 729, 1069, 1077, 1079, 1110, 1118, 1120, 1146, 1150, 1170, 1172, 1188, 1555, 1583, 1648, 1765, 1810, 1856, 1882, 1892, 1956, 2028, 2097, 2101, 2128, 2407, 2507, 2564, 2572, 2594, 2606, 2624]","[106, 402, 420, 510, 526, 537, 675, 684, 722, 768, 770, 781, 829, 888, 955, 998, 1029, 1072, 1109, 1117, 1119, 1127, 1135, 1151, 1153, 1157, 1181, 1267, 1572, 1650, 1720, 1803, 1821, 1855, 1925, 1927, 1965, 1989, 2015, 2017, 2029, 2090, 2204, 2275, 2297, 2367, 2458, 2569, 2577, 2655, 2725]",SZQX.tsv,S0439,S0450
in the,2,137,"[12, 47, 128, 375, 685, 687, 707, 796, 1104, 1503, 1533, 1553, 1715, 1733, 1780]","[137, 148, 229, 267, 476, 530, 662, 825, 1143, 1181, 1375, 1387, 1389, 1408, 1610, 1750, 1981, 2167, 2295, 2426, 2484, 2769, 1234, 2659]",SZQX.tsv,S0439,S0450
that's like,2,162,"[12, 562]","[162, 378, 908, 2003, 2005, 2125, 2210]",SZQX.tsv,S0439,S0450
look,1,259,"[12, 161, 302, 316, 421, 1192, 1219, 1691, 1701, 2738]","[259, 267, 319, 420, 845, 998, 1014, 1091, 1797, 1799, 2045, 2277, 2476, 2484, 2709]",SZQX.tsv,S0439,S0450
bite,1,271,"[12, 147, 222, 395, 425, 516, 570, 584, 761, 932, 1258, 1451, 1677, 2110, 2134, 2138, 2162, 2330, 2734]","[271, 384, 412, 424, 547, 1070, 1089, 1143, 1145, 1281, 1353, 1430, 1446, 1616, 1669, 1867, 2055, 2306, 2340, 2385, 2577, 2715, 315, 325, 1159, 1249, 1255, 1267, 1308, 1345, 1347, 2063, 2065, 2090, 2269, 2396, 2418, 2474, 2476, 2486, 2490, 2671, 2719]",SZQX.tsv,S0439,S0450
the last,2,307,"[12, 457, 477, 1339]","[307, 484, 1137, 1181, 2281, 2317, 1234]",SZQX.tsv,S0439,S0450
weekend,1,349,"[12, 16, 24, 26, 234, 326, 371, 373, 375, 377, 457, 477, 481, 538, 570]","[349, 468, 484, 488, 526, 636, 724, 1137, 1165, 1740, 1949, 2488, 474]",SZQX.tsv,S0439,S0450
literally be so,3,390,[12],[390],SZQX.tsv,S0439,S0450
last,1,392,"[12, 30, 198, 326, 334, 457, 477, 536, 570, 1120, 1168, 1324, 1339, 1707, 1882, 2118, 2229]","[392, 535, 970, 1137, 1546, 1720, 1811, 1953, 2171, 2184, 2210, 2310, 2472, 2661, 484, 1181, 1234, 2281, 2317]",SZQX.tsv,S0439,S0450
few weekend,2,474,[12],[474],SZQX.tsv,S0439,S0450
opposite,1,679,"[12, 1307]",[679],SZQX.tsv,S0439,S0450
to me,2,1041,"[12, 354, 544, 1272, 1561]","[1041, 1205, 1273, 1702]",SZQX.tsv,S0439,S0450
in the last,3,1234,[12],[1234],SZQX.tsv,S0439,S0450
i've literally,2,1919,[12],[1919],SZQX.tsv,S0439,S0450
literally be,2,2299,[12],"[2299, 2360, 2767]",SZQX.tsv,S0439,S0450
me in the,3,2659,"[12, 1715]",[2659],SZQX.tsv,S0439,S0450
i have,2,38,"[14, 114, 188, 198, 843, 928, 1017, 1168, 1178, 1425, 1427, 1709, 1960]","[38, 40, 206, 213, 390, 628, 817, 829, 1141, 1185, 1304, 1420, 1462, 1478, 1616, 2293, 2323, 2344, 2375, 2655, 2687, 2711, 2761]",SZQX.tsv,S0439,S0450
to be,2,42,"[14, 383, 903, 1034, 1352, 1425, 1453, 1733, 1778, 1780, 1790, 1846, 1890, 2008, 2101, 2120, 2134]","[42, 372, 526, 1165, 1193, 1444, 1989, 2053, 2340, 2342, 2765]",SZQX.tsv,S0439,S0450
not be,2,67,"[14, 1455, 1778, 2112]","[67, 583, 965]",SZQX.tsv,S0439,S0450
be at,2,394,"[14, 26, 1707]","[394, 951, 1817]",SZQX.tsv,S0439,S0450
at home,2,496,"[14, 26, 32, 689, 1846, 1858]","[496, 682, 809, 829, 1212, 1304, 2242]",SZQX.tsv,S0439,S0450
home,1,831,"[14, 26, 32, 689, 1710, 1731, 1846, 1858]","[831, 961, 1919, 1937, 2232, 2238, 2476, 1212, 1304, 2242]",SZQX.tsv,S0439,S0450
be able to,3,1661,"[14, 26, 340]",[1661],SZQX.tsv,S0439,S0450
i think,2,16,"[16, 72, 262, 373, 546, 631, 647, 655, 685, 977, 1046, 1166, 1204, 1217, 1235, 1258, 1260, 1322, 1337, 1429, 1599, 1685, 1689, 1723, 1729, 1866, 1958, 2110, 2152, 2207, 2564, 2570, 2586, 2588, 2618]","[11, 106, 137, 195, 229, 386, 392, 414, 418, 448, 462, 482, 490, 494, 506, 512, 526, 547, 660, 680, 682, 777, 813, 829, 854, 951, 955, 980, 1026, 1041, 1085, 1087, 1089, 1101, 1123, 1125, 1137, 1143, 1153, 1155, 1157, 1159, 1255, 1304, 1546, 1550, 1576, 1658, 1702, 1706, 1722, 1728, 1738, 1787, 1817, 1923, 1965, 2019, 2023, 2039, 2043, 2192, 2194, 2204, 2230, 2257, 2273, 2281, 2297, 2317, 2321, 2323, 2336, 2367, 2392, 2436, 2502, 2577, 2581, 2603, 2605, 2633, 2661, 2665, 2705, 2743, 2759, 2761, 2769]",SZQX.tsv,S0439,S0450
and like,2,38,"[16, 198, 344, 368, 513, 568, 729, 911, 948, 1069, 1227, 1260, 1399, 1469, 1729, 1880, 1898, 1942, 2068, 2118, 2570]","[38, 65, 166, 208, 273, 454, 464, 766, 813, 888, 1014, 1024, 1041, 1072, 1319, 1422, 1744, 1773, 1799, 2281, 2344, 2363, 2375, 2516, 2691, 2767]",SZQX.tsv,S0439,S0450
weeks ago,2,137,"[16, 368, 1958, 2134]","[137, 2230, 484]",SZQX.tsv,S0439,S0450
think,1,215,"[16, 72, 262, 373, 441, 546, 631, 643, 647, 653, 655, 685, 774, 948, 977, 1046, 1150, 1166, 1204, 1217, 1235, 1240, 1258, 1260, 1322, 1337, 1429, 1599, 1685, 1689, 1700, 1723, 1729, 1866, 1958, 2110, 2152, 2207, 2556, 2564, 2570, 2586, 2588, 2618, 2704]","[215, 249, 386, 575, 583, 624, 638, 710, 775, 777, 888, 943, 957, 965, 1000, 1010, 1087, 1183, 1296, 1546, 1560, 1671, 1722, 1726, 1728, 1797, 1799, 1821, 1935, 2190, 2224, 2293, 2541, 2569, 2625, 2655, 2707, 2743, 392, 414, 418, 448, 462, 482, 490, 494, 506, 512, 526, 547, 660, 680, 682, 813, 829, 854, 951, 955, 980, 1026, 1041, 1085, 1089, 1101, 1123, 1125, 1137, 1143, 1153, 1155, 1157, 1159, 1255, 1304, 1550, 1576, 1658, 1702, 1706, 1738, 1787, 1817, 1923, 1965, 2019, 2023, 2039, 2043, 2192, 2194, 2204, 2230, 2257, 2273, 2281, 2297, 2317, 2321, 2323, 2336, 2367, 2392, 2436, 2502, 2577, 2581, 2603, 2605, 2633, 2661, 2705, 2759, 2761, 2769, 229, 2665]",SZQX.tsv,S0439,S0450
be this,2,231,"[16, 130]",[231],SZQX.tsv,S0439,S0450
three,1,317,"[16, 161, 566, 647, 1934, 1958, 2429, 2465, 2467]","[317, 440, 567, 569, 831, 885, 1137, 1139, 1546, 1578, 1580, 1582, 1835, 1933, 1951, 1953, 2293, 2295, 2331, 2428, 2559, 2561, 2635, 2689, 2701, 1738, 484]",SZQX.tsv,S0439,S0450
there be,2,436,"[16, 631, 1069, 1429, 1455, 1675, 2132, 2134]","[436, 775, 996, 1010, 1083, 1089, 1304, 1801, 1989, 2257, 2269, 2297, 2323, 2335, 2340]",SZQX.tsv,S0439,S0450
three weeks ago,3,484,"[16, 1958]",[484],SZQX.tsv,S0439,S0450
weekend and,2,526,"[16, 570]",[526],SZQX.tsv,S0439,S0450
i dunno,2,640,"[16, 483, 975, 991, 2097, 2744]","[640, 1205, 2047, 2171, 2178, 2210, 2759]",SZQX.tsv,S0439,S0450
big,1,677,"[16, 409, 671, 753, 1339, 1350, 1637, 1639, 1653, 1679, 1804, 2620]","[677, 768, 1121, 1349, 1618, 1652, 1654, 1661, 1937, 2127, 2609]",SZQX.tsv,S0439,S0450
weeks,1,738,"[16, 234, 368, 1075, 1673, 1942, 1958, 2103, 2134, 2429]","[738, 831, 1181, 1251, 1546, 2159, 2216, 2426, 2428, 2438, 1738, 2230]",SZQX.tsv,S0439,S0450
dunno,1,1306,"[16, 483, 975, 991, 2097, 2744, 2780]","[1306, 2047, 2171, 2178, 2210, 2759]",SZQX.tsv,S0439,S0450
three weeks,2,1738,"[16, 1958, 2429]",[1738],SZQX.tsv,S0439,S0450
be like,2,38,"[18, 103, 144, 146, 161, 202, 260, 354, 701, 880, 882, 916, 1174, 1246, 1248, 1276, 1288, 1292, 1339, 1433, 1455, 1573, 1683, 1687, 1692, 1701, 1729, 1733, 1790, 1838, 1846, 1882, 1884, 1902, 1916, 1960, 2008, 2110, 2112, 2405, 2421, 2544, 2666]","[38, 42, 44, 50, 52, 61, 123, 125, 137, 141, 170, 195, 211, 213, 215, 229, 233, 315, 317, 420, 436, 438, 468, 526, 528, 530, 532, 577, 597, 626, 770, 783, 866, 873, 970, 1026, 1029, 1039, 1080, 1083, 1127, 1137, 1141, 1145, 1155, 1165, 1181, 1220, 1239, 1247, 1281, 1387, 1420, 1446, 1500, 1502, 1516, 1548, 1558, 1576, 1598, 1616, 1636, 1706, 1722, 1740, 1760, 1775, 1799, 1819, 1839, 1851, 1885, 1911, 1921, 1937, 1989, 2153, 2230, 2234, 2281, 2291, 2297, 2299, 2323, 2335, 2342, 2346, 2348, 2350, 2352, 2360, 2362, 2363, 2367, 2375, 2446, 2460, 2484, 2504, 2607, 2661, 2665, 2675, 2685, 2691, 2763, 2767]",SZQX.tsv,S0439,S0450
one,1,61,"[18, 421, 529, 538, 905, 926, 1017, 1049, 1146, 1178, 1227, 1335, 1339, 1354, 1374, 1403, 1551, 1692, 2026, 2066, 2083, 2107, 2205, 2499, 2535, 2544]","[61, 181, 229, 492, 856, 885, 959, 986, 1080, 1111, 1133, 1143, 1147, 1181, 1590, 1789, 1873, 2057, 2186, 2230, 2248, 2269, 2310, 2327, 2331, 2333, 2335, 2338, 2340, 2346, 2367, 2534, 2539, 2541, 787, 2246, 400, 1010, 1052, 1193, 1381, 1919, 1989, 2079, 2456, 2458, 2689, 2691, 2727]",SZQX.tsv,S0439,S0450
