Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
tea,1,28,"[0, 21, 285]",[28],S36Z.tsv,S0024,S0144
well,1,48,"[2, 37, 43, 49, 73, 86, 106, 195, 250, 252, 267, 273]","[48, 79, 97, 105, 129, 174, 178, 188, 325]",S36Z.tsv,S0024,S0144
can't,1,105,"[2, 37, 61, 68, 88, 181, 189, 267, 293, 297, 328]","[105, 305]",S36Z.tsv,S0024,S0144
i can't,2,305,"[2, 181, 293]",[305],S36Z.tsv,S0024,S0144
well i,2,325,"[2, 106, 252]",[325],S36Z.tsv,S0024,S0144
teeth,1,4,"[4, 10, 65]",[1],S36Z.tsv,S0024,S0144
know,1,13,"[4, 29, 57, 61, 71, 80, 82, 84, 152, 231, 246, 261, 293, 295, 326]","[13, 64, 95, 151, 270, 272]",S36Z.tsv,S0024,S0144
but i,2,151,"[4, 45, 61, 84]",[151],S36Z.tsv,S0024,S0144
like,1,6,"[6, 20, 21, 23, 37, 45, 55, 68, 69, 71, 78, 80, 84, 88, 254, 293, 295, 300, 314, 316, 317, 319, 323, 326, 336]","[1, 36, 131, 155, 251, 294, 305, 318]",S36Z.tsv,S0024,S0144
it help,2,6,[6],[5],S36Z.tsv,S0024,S0144
really,1,15,"[6, 8, 10, 21, 41, 43, 51, 61, 80, 100, 113, 117, 138, 179, 295]","[15, 131, 200]",S36Z.tsv,S0024,S0144
say,1,72,"[6, 77, 84, 246, 250, 254, 255, 259]","[72, 76, 83, 118, 221, 311]",S36Z.tsv,S0024,S0144
make,1,91,"[6, 84, 86]","[91, 232]",S36Z.tsv,S0024,S0144
break,1,184,[6],[184],S36Z.tsv,S0024,S0144
things,1,200,"[6, 117, 203, 328]",[200],S36Z.tsv,S0024,S0144
help,1,8,"[8, 257]",[5],S36Z.tsv,S0024,S0144
must,1,95,"[8, 242]","[95, 186]",S36Z.tsv,S0024,S0144
i've,1,13,"[12, 14, 80, 161, 250, 254]","[13, 168, 172, 200]",S36Z.tsv,S0024,S0144
