speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,141,155,426,0.3032258064516129,36,59,46,0,50,S3JF.tsv
3,158,204,522,0.2581699346405229,54,54,50,50,100,S3JF.tsv
3,130,229,652,0.18922852983988356,56,15,59,100,150,S3JF.tsv
3,160,187,543,0.28520499108734404,55,42,63,150,200,S3JF.tsv
3,134,204,528,0.21895424836601307,58,42,34,200,250,S3JF.tsv
3,114,167,384,0.2275449101796407,39,27,48,250,300,S3JF.tsv
3,104,247,697,0.14035087719298245,42,16,46,300,350,S3JF.tsv
3,124,199,500,0.20770519262981574,28,44,52,350,400,S3JF.tsv
3,135,207,538,0.21739130434782608,49,31,55,400,450,S3JF.tsv
3,147,257,728,0.19066147859922178,69,10,68,450,500,S3JF.tsv
3,141,222,590,0.21171171171171171,59,35,47,500,550,S3JF.tsv
3,182,259,741,0.23423423423423423,66,61,55,550,600,S3JF.tsv
3,199,211,664,0.31437598736176936,49,77,73,600,650,S3JF.tsv
3,132,164,420,0.2682926829268293,36,42,54,650,700,S3JF.tsv
3,136,197,466,0.23011844331641285,18,59,59,700,750,S3JF.tsv
3,149,206,642,0.24110032362459546,37,59,53,750,800,S3JF.tsv
3,110,172,402,0.2131782945736434,26,40,44,800,850,S3JF.tsv
3,81,143,359,0.1888111888111888,27,22,32,850,900,S3JF.tsv
3,139,217,567,0.21351766513056836,51,37,51,900,950,S3JF.tsv
3,104,154,381,0.22510822510822512,41,22,41,950,1000,S3JF.tsv
3,137,158,408,0.2890295358649789,41,42,54,1000,1050,S3JF.tsv
3,123,170,408,0.2411764705882353,53,15,55,1050,1100,S3JF.tsv
3,74,170,403,0.1450980392156863,34,7,33,1100,1150,S3JF.tsv
3,151,227,721,0.22173274596182085,63,19,69,1150,1200,S3JF.tsv
3,104,276,820,0.12560386473429952,35,24,45,1200,1250,S3JF.tsv
3,129,251,734,0.17131474103585656,44,33,52,1250,1300,S3JF.tsv
3,155,213,571,0.24256651017214398,58,35,62,1300,1350,S3JF.tsv
3,94,200,569,0.15666666666666668,47,0,47,1350,1400,S3JF.tsv
3,129,202,578,0.21287128712871287,55,17,57,1400,1450,S3JF.tsv
3,127,226,621,0.1873156342182891,51,20,56,1450,1500,S3JF.tsv
3,86,198,589,0.1447811447811448,43,0,43,1500,1550,S3JF.tsv
3,74,159,366,0.15513626834381553,29,14,31,1550,1600,S3JF.tsv
3,125,208,473,0.20032051282051283,56,21,48,1600,1650,S3JF.tsv
3,131,199,532,0.21943048576214405,51,45,35,1650,1700,S3JF.tsv
3,153,205,615,0.24878048780487805,58,63,32,1700,1750,S3JF.tsv
3,215,344,1143,0.20833333333333334,84,56,75,1750,1800,S3JF.tsv
3,77,211,648,0.12164296998420221,36,12,29,1800,1850,S3JF.tsv
3,138,282,768,0.16312056737588654,69,0,69,1850,1900,S3JF.tsv
3,146,273,715,0.17826617826617827,67,13,66,1900,1950,S3JF.tsv
3,124,203,519,0.20361247947454844,48,21,55,1950,2000,S3JF.tsv
3,123,218,568,0.18807339449541285,53,11,59,2000,2050,S3JF.tsv
3,98,177,460,0.18455743879472694,49,0,49,2050,2100,S3JF.tsv
3,49,116,214,0.14080459770114942,24,1,24,2100,2126,S3JF.tsv
