speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,150,246,819,0.2032520325203252,66,34,50,0,50,SCG9.tsv
3,154,253,792,0.2028985507246377,61,45,48,50,100,SCG9.tsv
3,161,207,601,0.25925925925925924,65,48,48,100,150,SCG9.tsv
3,93,185,591,0.16756756756756758,39,42,12,150,200,SCG9.tsv
3,109,178,483,0.20411985018726592,48,47,14,200,250,SCG9.tsv
3,106,220,651,0.1606060606060606,45,39,22,250,300,SCG9.tsv
3,60,112,256,0.17857142857142858,22,24,14,300,350,SCG9.tsv
3,97,127,327,0.2545931758530184,27,40,30,350,400,SCG9.tsv
3,64,117,284,0.18233618233618235,24,22,18,400,450,SCG9.tsv
3,75,120,269,0.20833333333333334,29,22,24,450,500,SCG9.tsv
3,103,129,324,0.2661498708010336,43,24,36,500,550,SCG9.tsv
3,63,182,484,0.11538461538461539,29,12,22,550,600,SCG9.tsv
3,49,94,177,0.17375886524822695,22,20,7,600,622,SCG9.tsv
