speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,42,138,310,0.10144927536231885,21,21,0,0,50,SJ4X.tsv
3,82,145,362,0.18850574712643678,21,37,24,50,100,SJ4X.tsv
3,67,144,344,0.1550925925925926,24,26,17,100,150,SJ4X.tsv
3,79,152,393,0.17324561403508773,35,35,9,150,200,SJ4X.tsv
3,46,138,331,0.1111111111111111,23,23,0,200,250,SJ4X.tsv
3,81,194,489,0.13917525773195877,26,36,19,250,300,SJ4X.tsv
3,99,176,521,0.1875,39,41,19,300,350,SJ4X.tsv
3,96,139,363,0.2302158273381295,35,41,20,350,400,SJ4X.tsv
3,72,161,376,0.14906832298136646,36,36,0,400,450,SJ4X.tsv
3,46,128,287,0.11979166666666667,23,23,0,450,500,SJ4X.tsv
3,98,192,478,0.1701388888888889,37,41,20,500,550,SJ4X.tsv
3,56,150,397,0.12444444444444444,26,27,3,550,600,SJ4X.tsv
3,83,183,452,0.151183970856102,22,32,29,600,650,SJ4X.tsv
3,78,147,367,0.17687074829931973,27,18,33,650,700,SJ4X.tsv
3,111,148,427,0.25,28,39,44,700,750,SJ4X.tsv
3,104,159,364,0.2180293501048218,33,36,35,750,800,SJ4X.tsv
3,144,213,539,0.22535211267605634,53,53,38,800,850,SJ4X.tsv
3,89,165,377,0.1797979797979798,39,40,10,850,900,SJ4X.tsv
3,103,167,436,0.2055888223552894,41,37,25,900,950,SJ4X.tsv
3,68,135,322,0.16790123456790124,34,34,0,950,1000,SJ4X.tsv
3,93,140,376,0.22142857142857142,22,37,34,1000,1050,SJ4X.tsv
3,75,153,306,0.16339869281045752,24,23,28,1050,1100,SJ4X.tsv
3,98,154,380,0.21212121212121213,30,40,28,1100,1150,SJ4X.tsv
3,0,6,6,0.0,0,0,0,1150,1152,SJ4X.tsv
