speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,94,142,364,0.22065727699530516,36,30,28,0,50,SZ8H.tsv
3,129,184,469,0.23369565217391305,48,39,42,50,100,SZ8H.tsv
3,100,119,277,0.2801120448179272,31,33,36,100,150,SZ8H.tsv
3,124,164,381,0.25203252032520324,47,39,38,150,200,SZ8H.tsv
3,119,160,381,0.24791666666666667,43,38,38,200,250,SZ8H.tsv
3,113,155,427,0.24301075268817204,45,27,41,250,300,SZ8H.tsv
3,91,168,403,0.18055555555555555,39,33,19,300,350,SZ8H.tsv
3,111,152,386,0.24342105263157895,43,31,37,350,400,SZ8H.tsv
3,136,183,507,0.24772313296903462,51,51,34,400,450,SZ8H.tsv
3,115,135,348,0.2839506172839506,38,37,40,450,500,SZ8H.tsv
3,108,121,310,0.2975206611570248,36,39,33,500,550,SZ8H.tsv
3,111,130,328,0.2846153846153846,43,46,22,550,600,SZ8H.tsv
3,53,75,154,0.23555555555555555,18,16,19,600,626,SZ8H.tsv
