speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,94,189,424,0.1657848324514991,40,33,21,0,50,SQPN.tsv
3,90,154,382,0.19480519480519481,40,38,12,50,100,SQPN.tsv
3,101,152,339,0.22149122807017543,42,46,13,100,150,SQPN.tsv
3,142,177,482,0.2674199623352166,53,44,45,150,200,SQPN.tsv
3,120,180,590,0.2222222222222222,51,30,39,200,250,SQPN.tsv
3,91,141,341,0.21513002364066194,41,41,9,250,300,SQPN.tsv
3,112,127,356,0.29396325459317585,26,46,40,300,350,SQPN.tsv
3,151,195,612,0.25811965811965815,58,39,54,350,400,SQPN.tsv
3,93,186,521,0.16666666666666666,40,34,19,400,450,SQPN.tsv
3,92,141,358,0.21749408983451538,33,34,25,450,500,SQPN.tsv
3,107,126,317,0.2830687830687831,41,27,39,500,550,SQPN.tsv
3,111,172,422,0.21511627906976744,46,39,26,550,600,SQPN.tsv
3,99,159,406,0.20754716981132076,39,40,20,600,650,SQPN.tsv
3,130,190,535,0.22807017543859648,48,54,28,650,700,SQPN.tsv
3,103,182,526,0.18864468864468864,45,32,26,700,750,SQPN.tsv
3,119,192,558,0.2065972222222222,51,23,45,750,800,SQPN.tsv
3,121,160,405,0.2520833333333333,43,49,29,800,850,SQPN.tsv
3,133,157,423,0.2823779193205945,47,38,48,850,900,SQPN.tsv
3,86,172,413,0.16666666666666666,42,4,40,900,950,SQPN.tsv
3,166,179,541,0.3091247672253259,59,62,45,950,1000,SQPN.tsv
3,107,144,408,0.24768518518518517,40,25,42,1000,1050,SQPN.tsv
3,105,138,307,0.2536231884057971,36,36,33,1050,1100,SQPN.tsv
3,103,156,373,0.22008547008547008,38,36,29,1100,1150,SQPN.tsv
3,109,137,324,0.26520681265206814,44,46,19,1150,1200,SQPN.tsv
3,28,68,106,0.13725490196078433,12,12,4,1200,1216,SQPN.tsv
