speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,128,220,729,0.19393939393939394,64,64,0,0,50,SDUM.tsv
3,160,259,780,0.2059202059202059,80,80,0,50,100,SDUM.tsv
3,121,199,469,0.20268006700167504,57,56,8,100,150,SDUM.tsv
3,111,154,328,0.24025974025974026,35,41,35,150,200,SDUM.tsv
3,130,194,453,0.22336769759450173,38,50,42,200,250,SDUM.tsv
3,132,185,486,0.23783783783783785,57,58,17,250,300,SDUM.tsv
3,133,214,580,0.2071651090342679,57,45,31,300,350,SDUM.tsv
3,79,174,457,0.15134099616858238,33,23,23,350,400,SDUM.tsv
3,149,214,527,0.23208722741433022,62,39,48,400,450,SDUM.tsv
3,92,215,714,0.14263565891472868,42,40,10,450,500,SDUM.tsv
3,170,253,739,0.22397891963109354,69,64,37,500,550,SDUM.tsv
3,103,187,433,0.1836007130124777,47,47,9,550,600,SDUM.tsv
3,143,205,533,0.23252032520325203,46,47,50,600,650,SDUM.tsv
3,103,163,324,0.21063394683026584,37,31,35,650,684,SDUM.tsv
