speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,109,139,316,0.26139088729016785,35,39,35,0,50,S37K.tsv
3,81,119,242,0.226890756302521,31,28,22,50,100,S37K.tsv
3,93,135,290,0.22962962962962963,29,39,25,100,150,S37K.tsv
3,131,179,401,0.24394785847299813,36,57,38,150,200,S37K.tsv
3,104,149,312,0.232662192393736,38,36,30,200,250,S37K.tsv
3,117,142,336,0.2746478873239437,31,42,44,250,300,S37K.tsv
3,88,120,264,0.24444444444444444,31,33,24,300,350,S37K.tsv
3,118,137,283,0.2871046228710462,39,44,35,350,400,S37K.tsv
3,94,139,365,0.22541966426858512,23,42,29,400,450,S37K.tsv
3,107,188,456,0.18971631205673758,36,46,25,450,500,S37K.tsv
3,112,161,374,0.2318840579710145,41,42,29,500,550,S37K.tsv
3,143,195,498,0.24444444444444444,47,63,33,550,600,S37K.tsv
3,90,126,302,0.23809523809523808,19,34,37,600,650,S37K.tsv
3,121,184,415,0.21920289855072464,37,45,39,650,700,S37K.tsv
3,119,182,407,0.21794871794871795,40,33,46,700,750,S37K.tsv
3,102,152,300,0.2236842105263158,38,31,33,750,800,S37K.tsv
3,85,145,332,0.19540229885057472,29,28,28,800,850,S37K.tsv
3,130,210,486,0.20634920634920634,33,47,50,850,900,S37K.tsv
3,131,209,427,0.20893141945773525,26,52,53,900,950,S37K.tsv
3,94,140,309,0.22380952380952382,38,41,15,950,1000,S37K.tsv
3,136,210,526,0.21587301587301588,14,62,60,1000,1050,S37K.tsv
3,110,185,399,0.1981981981981982,15,49,46,1050,1100,S37K.tsv
3,99,163,340,0.20245398773006135,36,39,24,1100,1150,S37K.tsv
3,122,184,390,0.2210144927536232,38,41,43,1150,1200,S37K.tsv
3,175,229,521,0.2547307132459971,61,63,51,1200,1250,S37K.tsv
3,118,177,420,0.2222222222222222,34,50,34,1250,1300,S37K.tsv
3,153,184,428,0.27717391304347827,43,59,51,1300,1350,S37K.tsv
3,89,130,280,0.2282051282051282,34,37,18,1350,1400,S37K.tsv
3,149,206,500,0.24110032362459546,36,56,57,1400,1450,S37K.tsv
3,139,213,537,0.21752738654147105,30,50,59,1450,1500,S37K.tsv
3,108,200,438,0.18,23,41,44,1500,1550,S37K.tsv
3,152,209,550,0.24242424242424243,23,64,65,1550,1600,S37K.tsv
3,98,182,397,0.1794871794871795,45,14,39,1600,1647,S37K.tsv
