speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,122,190,418,0.21403508771929824,43,30,49,0,50,S4KW.tsv
3,96,222,616,0.14414414414414414,40,11,45,50,100,S4KW.tsv
3,100,151,336,0.22075055187637968,46,19,35,100,150,S4KW.tsv
3,106,156,352,0.2264957264957265,39,26,41,150,200,S4KW.tsv
3,133,160,368,0.27708333333333335,42,40,51,200,250,S4KW.tsv
3,125,197,516,0.21150592216582065,46,29,50,250,300,S4KW.tsv
3,87,187,450,0.15508021390374332,37,12,38,300,350,S4KW.tsv
3,121,228,646,0.17690058479532164,51,13,57,350,400,S4KW.tsv
3,126,246,698,0.17073170731707318,47,20,59,400,450,S4KW.tsv
3,145,262,776,0.18447837150127228,61,17,67,450,500,S4KW.tsv
3,127,219,515,0.1933028919330289,36,35,56,500,550,S4KW.tsv
3,120,145,357,0.27586206896551724,40,40,40,550,600,S4KW.tsv
3,107,146,382,0.24429223744292236,41,22,44,600,650,S4KW.tsv
3,82,162,390,0.16872427983539096,38,6,38,650,700,S4KW.tsv
3,109,174,459,0.20881226053639848,52,4,53,700,750,S4KW.tsv
3,91,177,466,0.1713747645951036,44,2,45,750,800,S4KW.tsv
3,24,120,221,0.06666666666666667,9,4,11,800,819,S4KW.tsv
