speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,95,104,268,0.30448717948717946,31,28,36,0,50,SHXJ.tsv
3,136,148,397,0.3063063063063063,52,39,45,50,100,SHXJ.tsv
3,167,220,593,0.25303030303030305,58,42,67,100,150,SHXJ.tsv
3,131,159,410,0.2746331236897275,44,41,46,150,200,SHXJ.tsv
3,140,170,528,0.27450980392156865,52,42,46,200,250,SHXJ.tsv
3,80,136,361,0.19607843137254902,36,15,29,250,300,SHXJ.tsv
3,84,104,210,0.2692307692307692,27,26,31,300,350,SHXJ.tsv
3,118,124,376,0.3172043010752688,31,46,41,350,400,SHXJ.tsv
3,115,141,357,0.2718676122931442,38,44,33,400,450,SHXJ.tsv
3,122,115,282,0.3536231884057971,40,42,40,450,500,SHXJ.tsv
3,123,147,337,0.2789115646258503,48,46,29,500,550,SHXJ.tsv
3,135,168,493,0.26785714285714285,53,54,28,550,600,SHXJ.tsv
3,120,151,347,0.26490066225165565,43,34,43,600,650,SHXJ.tsv
3,116,141,334,0.27423167848699764,37,30,49,650,700,SHXJ.tsv
3,161,184,508,0.2916666666666667,41,62,58,700,750,SHXJ.tsv
3,137,158,521,0.2890295358649789,51,49,37,750,800,SHXJ.tsv
3,139,158,534,0.29324894514767935,53,58,28,800,850,SHXJ.tsv
3,92,112,303,0.27380952380952384,16,38,38,850,900,SHXJ.tsv
3,142,156,392,0.3034188034188034,36,56,50,900,950,SHXJ.tsv
3,31,77,130,0.1341991341991342,13,6,12,950,972,SHXJ.tsv
