speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,106,159,419,0.2222222222222222,53,53,0,0,50,SWSX.tsv
3,80,145,414,0.1839080459770115,40,40,0,50,100,SWSX.tsv
3,66,138,348,0.15942028985507245,33,33,0,100,150,SWSX.tsv
3,58,204,560,0.09477124183006536,29,29,0,150,200,SWSX.tsv
3,88,190,492,0.1543859649122807,44,44,0,200,250,SWSX.tsv
3,62,173,428,0.11946050096339114,31,31,0,250,300,SWSX.tsv
3,92,202,599,0.15181518151815182,46,46,0,300,350,SWSX.tsv
3,54,131,331,0.13740458015267176,27,27,0,350,400,SWSX.tsv
3,72,181,482,0.13259668508287292,36,36,0,400,450,SWSX.tsv
3,60,147,358,0.1360544217687075,30,30,0,450,500,SWSX.tsv
3,72,133,338,0.18045112781954886,36,36,0,500,550,SWSX.tsv
3,96,218,533,0.14678899082568808,48,48,0,550,600,SWSX.tsv
3,68,170,466,0.13333333333333333,31,19,18,600,650,SWSX.tsv
3,60,209,658,0.09569377990430622,29,29,2,650,700,SWSX.tsv
3,26,177,352,0.04896421845574388,13,13,0,700,750,SWSX.tsv
3,64,162,438,0.13168724279835392,32,32,0,750,800,SWSX.tsv
3,72,183,513,0.13114754098360656,36,36,0,800,850,SWSX.tsv
3,48,174,443,0.09195402298850575,22,18,8,850,900,SWSX.tsv
3,72,174,424,0.13793103448275862,36,36,0,900,950,SWSX.tsv
3,80,146,368,0.182648401826484,37,16,27,950,1000,SWSX.tsv
3,72,221,616,0.1085972850678733,32,31,9,1000,1050,SWSX.tsv
3,84,184,506,0.15217391304347827,39,38,7,1050,1100,SWSX.tsv
3,90,167,429,0.17964071856287425,45,45,0,1100,1150,SWSX.tsv
3,76,149,431,0.17002237136465326,38,38,0,1150,1200,SWSX.tsv
3,54,189,526,0.09523809523809523,27,27,0,1200,1250,SWSX.tsv
3,132,198,592,0.2222222222222222,66,66,0,1250,1300,SWSX.tsv
3,38,102,261,0.12418300653594772,19,19,0,1300,1336,SWSX.tsv
