speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,124,161,424,0.2567287784679089,49,25,50,0,50,SPC3.tsv
3,141,185,497,0.25405405405405407,62,19,60,50,100,SPC3.tsv
3,125,175,407,0.23809523809523808,45,31,49,100,150,SPC3.tsv
3,126,169,414,0.2485207100591716,39,39,48,150,200,SPC3.tsv
3,117,149,387,0.26174496644295303,43,27,47,200,250,SPC3.tsv
3,114,186,496,0.20430107526881722,43,23,48,250,300,SPC3.tsv
3,88,162,352,0.18106995884773663,34,14,40,300,350,SPC3.tsv
3,102,171,394,0.19883040935672514,44,13,45,350,400,SPC3.tsv
3,81,187,486,0.1443850267379679,32,12,37,400,450,SPC3.tsv
3,72,169,389,0.14201183431952663,36,0,36,450,480,SPC3.tsv
