speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,156,174,529,0.2988505747126437,42,51,63,0,50,SVLZ.tsv
3,137,186,565,0.24551971326164876,53,53,31,50,100,SVLZ.tsv
3,125,215,535,0.1937984496124031,56,58,11,100,150,SVLZ.tsv
3,150,212,598,0.2358490566037736,46,61,43,150,200,SVLZ.tsv
3,137,207,555,0.22061191626409019,40,47,50,200,250,SVLZ.tsv
3,128,192,502,0.2222222222222222,46,55,27,250,300,SVLZ.tsv
3,125,196,532,0.21258503401360543,59,60,6,300,350,SVLZ.tsv
3,134,233,678,0.1917024320457797,26,55,53,350,400,SVLZ.tsv
3,139,211,608,0.21958925750394945,36,46,57,400,450,SVLZ.tsv
3,140,190,555,0.24561403508771928,55,56,29,450,500,SVLZ.tsv
3,106,196,523,0.18027210884353742,40,42,24,500,550,SVLZ.tsv
3,12,44,64,0.09090909090909091,6,6,0,550,562,SVLZ.tsv
