speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,102,160,424,0.2125,42,44,16,0,50,S75W.tsv
3,96,183,433,0.17486338797814208,39,42,15,50,100,S75W.tsv
3,129,176,413,0.24431818181818182,42,42,45,100,150,S75W.tsv
3,140,212,563,0.22012578616352202,53,51,36,150,200,S75W.tsv
3,118,169,400,0.23274161735700197,35,44,39,200,250,S75W.tsv
3,145,204,520,0.2369281045751634,50,43,52,250,300,S75W.tsv
3,123,169,384,0.24260355029585798,37,50,36,300,350,S75W.tsv
3,118,187,499,0.2103386809269162,38,49,31,350,400,S75W.tsv
3,96,165,386,0.19393939393939394,41,34,21,400,450,S75W.tsv
3,88,151,316,0.19426048565121412,34,28,26,450,500,S75W.tsv
3,112,177,486,0.21092278719397364,43,29,40,500,550,S75W.tsv
3,46,130,318,0.11794871794871795,18,9,19,550,583,S75W.tsv
