speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,135,155,433,0.2903225806451613,56,35,44,0,50,SR7C.tsv
3,111,135,318,0.2740740740740741,29,34,48,50,100,SR7C.tsv
3,145,167,417,0.2894211576846307,50,57,38,100,150,SR7C.tsv
3,74,145,432,0.17011494252873563,19,32,23,150,200,SR7C.tsv
3,101,165,354,0.20404040404040405,32,41,28,200,250,SR7C.tsv
3,90,178,372,0.16853932584269662,36,40,14,250,300,SR7C.tsv
3,103,156,431,0.22008547008547008,31,44,28,300,350,SR7C.tsv
3,123,152,351,0.26973684210526316,42,44,37,350,400,SR7C.tsv
3,136,157,351,0.28874734607218683,56,59,21,400,450,SR7C.tsv
3,94,146,303,0.2146118721461187,42,42,10,450,500,SR7C.tsv
3,87,146,383,0.19863013698630136,39,39,9,500,550,SR7C.tsv
3,62,169,346,0.1222879684418146,25,24,13,550,600,SR7C.tsv
3,93,174,433,0.1781609195402299,44,46,3,600,650,SR7C.tsv
3,64,154,310,0.13852813852813853,27,30,7,650,700,SR7C.tsv
3,109,119,444,0.30532212885154064,47,40,22,700,750,SR7C.tsv
3,99,180,392,0.18333333333333332,40,19,40,750,800,SR7C.tsv
3,110,129,305,0.2842377260981912,34,42,34,800,850,SR7C.tsv
3,99,185,471,0.1783783783783784,41,41,17,850,900,SR7C.tsv
3,114,142,413,0.2676056338028169,45,40,29,900,950,SR7C.tsv
3,102,126,279,0.2698412698412698,33,38,31,950,1000,SR7C.tsv
3,66,153,310,0.1437908496732026,21,31,14,1000,1050,SR7C.tsv
3,107,153,429,0.23311546840958605,46,44,17,1050,1100,SR7C.tsv
3,106,145,470,0.24367816091954023,52,52,2,1100,1150,SR7C.tsv
3,109,126,326,0.28835978835978837,39,44,26,1150,1200,SR7C.tsv
3,105,147,324,0.23809523809523808,36,36,33,1200,1250,SR7C.tsv
3,99,169,469,0.1952662721893491,17,42,40,1250,1300,SR7C.tsv
3,94,135,307,0.23209876543209876,31,33,30,1300,1350,SR7C.tsv
3,108,158,398,0.22784810126582278,52,50,6,1350,1400,SR7C.tsv
3,88,195,451,0.15042735042735042,44,44,0,1400,1450,SR7C.tsv
3,72,150,343,0.16,36,36,0,1450,1500,SR7C.tsv
3,80,129,346,0.20671834625322996,40,40,0,1500,1550,SR7C.tsv
3,58,143,319,0.1351981351981352,29,29,0,1550,1600,SR7C.tsv
