speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,98,171,383,0.19103313840155944,41,36,21,0,50,SMME.tsv
3,104,150,376,0.2311111111111111,51,2,51,50,100,SMME.tsv
3,111,182,394,0.2032967032967033,43,27,41,100,150,SMME.tsv
3,94,165,414,0.1898989898989899,29,26,39,150,200,SMME.tsv
3,173,198,528,0.29124579124579125,48,64,61,200,250,SMME.tsv
3,135,243,699,0.18518518518518517,50,28,57,250,300,SMME.tsv
3,107,236,574,0.15112994350282485,47,9,51,300,350,SMME.tsv
3,104,173,387,0.2003853564547206,37,31,36,350,400,SMME.tsv
3,116,182,441,0.21245421245421245,38,27,51,400,450,SMME.tsv
3,139,207,614,0.22383252818035426,39,45,55,450,500,SMME.tsv
3,96,317,906,0.10094637223974763,44,7,45,500,550,SMME.tsv
3,165,262,906,0.2099236641221374,73,23,69,550,600,SMME.tsv
3,93,171,442,0.18128654970760233,44,4,45,600,650,SMME.tsv
3,52,218,668,0.07951070336391437,26,0,26,650,700,SMME.tsv
3,104,206,530,0.16828478964401294,48,6,50,700,750,SMME.tsv
3,161,233,736,0.23032904148783978,66,28,67,750,800,SMME.tsv
3,107,162,341,0.22016460905349794,39,34,34,800,850,SMME.tsv
3,97,135,307,0.23950617283950618,32,31,34,850,900,SMME.tsv
3,89,127,308,0.2335958005249344,32,27,30,900,950,SMME.tsv
3,116,149,332,0.2595078299776286,37,37,42,950,1000,SMME.tsv
3,123,153,377,0.2679738562091503,51,18,54,1000,1050,SMME.tsv
3,132,166,548,0.26506024096385544,49,43,40,1050,1100,SMME.tsv
3,119,160,619,0.24791666666666667,48,25,46,1100,1150,SMME.tsv
3,126,171,574,0.24561403508771928,47,40,39,1150,1200,SMME.tsv
3,115,162,462,0.2366255144032922,29,41,45,1200,1250,SMME.tsv
3,141,196,601,0.23979591836734693,61,19,61,1250,1300,SMME.tsv
3,148,187,475,0.2638146167557932,42,47,59,1300,1350,SMME.tsv
3,128,165,400,0.2585858585858586,49,28,51,1350,1400,SMME.tsv
3,108,159,416,0.22641509433962265,41,30,37,1400,1450,SMME.tsv
3,143,186,507,0.25627240143369173,57,46,40,1450,1500,SMME.tsv
3,94,177,458,0.17702448210922786,47,46,1,1500,1550,SMME.tsv
3,119,167,423,0.2375249500998004,41,44,34,1550,1600,SMME.tsv
3,133,181,448,0.24493554327808473,52,42,39,1600,1650,SMME.tsv
3,111,156,353,0.23717948717948717,33,36,42,1650,1700,SMME.tsv
3,146,205,671,0.23739837398373984,42,42,62,1700,1750,SMME.tsv
3,106,137,313,0.25790754257907544,40,24,42,1750,1800,SMME.tsv
3,149,183,449,0.27140255009107467,61,34,54,1800,1850,SMME.tsv
3,113,198,511,0.19023569023569023,56,3,54,1850,1893,SMME.tsv
