speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,129,177,445,0.24293785310734464,43,49,37,0,50,SFRW.tsv
3,121,165,436,0.24444444444444444,48,36,37,50,100,SFRW.tsv
3,156,174,483,0.2988505747126437,59,51,46,100,150,SFRW.tsv
3,130,163,398,0.2658486707566462,48,44,38,150,200,SFRW.tsv
3,118,166,418,0.23694779116465864,51,27,40,200,250,SFRW.tsv
3,119,211,606,0.18799368088467613,50,45,24,250,300,SFRW.tsv
3,91,159,405,0.19077568134171907,44,44,3,300,350,SFRW.tsv
3,81,171,400,0.15789473684210525,37,34,10,350,400,SFRW.tsv
3,118,197,467,0.1996615905245347,47,35,36,400,450,SFRW.tsv
3,96,168,424,0.19047619047619047,45,45,6,450,500,SFRW.tsv
3,72,156,304,0.15384615384615385,22,32,18,500,546,SFRW.tsv
