speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,148,181,460,0.27255985267034993,29,58,61,0,50,SAAF.tsv
3,104,149,352,0.232662192393736,37,43,24,50,100,SAAF.tsv
3,111,139,332,0.26618705035971224,29,44,38,100,150,SAAF.tsv
3,108,143,356,0.2517482517482518,29,44,35,150,200,SAAF.tsv
3,142,196,583,0.24149659863945577,42,57,43,200,250,SAAF.tsv
3,163,241,743,0.22544951590594745,40,67,56,250,300,SAAF.tsv
3,145,209,610,0.23125996810207336,30,64,51,300,350,SAAF.tsv
3,90,123,333,0.24390243902439024,18,39,33,350,400,SAAF.tsv
3,143,173,454,0.27552986512524086,42,54,47,400,450,SAAF.tsv
3,94,107,312,0.29283489096573206,32,31,31,450,500,SAAF.tsv
3,90,131,274,0.22900763358778625,24,39,27,500,550,SAAF.tsv
3,94,180,434,0.17407407407407408,20,42,32,550,600,SAAF.tsv
3,13,46,76,0.09420289855072464,3,6,4,600,611,SAAF.tsv
