speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,64,126,274,0.1693121693121693,10,27,27,0,50,ST6R.tsv
3,134,280,980,0.1595238095238095,34,40,60,50,100,ST6R.tsv
3,109,133,313,0.2731829573934837,35,30,44,100,150,ST6R.tsv
3,119,144,372,0.27546296296296297,42,31,46,150,200,ST6R.tsv
3,85,105,287,0.2698412698412698,25,29,31,200,250,ST6R.tsv
3,91,106,310,0.2861635220125786,33,35,23,250,300,ST6R.tsv
3,113,173,506,0.21772639691714837,21,44,48,300,350,ST6R.tsv
3,105,153,321,0.22875816993464052,31,36,38,350,400,ST6R.tsv
3,94,138,302,0.22705314009661837,25,37,32,400,450,ST6R.tsv
3,106,204,637,0.17320261437908496,25,35,46,450,500,ST6R.tsv
3,81,145,305,0.18620689655172415,30,27,24,500,550,ST6R.tsv
3,122,160,408,0.25416666666666665,25,48,49,550,600,ST6R.tsv
3,94,121,289,0.25895316804407714,30,29,35,600,650,ST6R.tsv
3,95,121,268,0.26170798898071623,30,31,34,650,700,ST6R.tsv
3,83,122,314,0.226775956284153,21,30,32,700,750,ST6R.tsv
3,142,164,429,0.2886178861788618,42,47,53,750,800,ST6R.tsv
3,84,126,314,0.2222222222222222,33,23,28,800,850,ST6R.tsv
3,78,102,240,0.2549019607843137,30,17,31,850,900,ST6R.tsv
3,80,120,286,0.2222222222222222,16,30,34,900,950,ST6R.tsv
3,79,118,248,0.2231638418079096,29,20,30,950,985,ST6R.tsv
