Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
to,1,37,"[13, 27, 37, 39, 56, 59, 60, 62, 71, 73, 75, 85, 97, 101, 105, 108, 114, 128, 132, 138, 156, 162, 168, 169, 181, 191, 192, 194, 204, 205, 211, 213, 217, 223, 226, 256, 260, 268, 269, 271, 274, 276]",SVN7.tsv
if,1,39,"[13, 39, 57, 63, 96, 98, 106, 194, 260, 261, 269, 271]",SVN7.tsv
them,1,39,"[13, 22, 33, 39, 60, 62, 85, 120, 220, 223, 255, 261, 271, 276]",SVN7.tsv
have to,2,60,"[13, 60, 71, 73, 85, 105, 128]",SVN7.tsv
end,1,119,"[13, 91, 118, 119, 213, 271]",SVN7.tsv
right yeah,2,145,"[13, 145, 251]",SVN7.tsv
can,1,192,"[13, 87, 134, 192, 217, 220, 228, 260, 261, 265, 271]",SVN7.tsv
if you,2,261,"[13, 261, 271]",SVN7.tsv
there's a,2,262,"[13, 262]",SVN7.tsv
see,1,269,"[13, 15, 186, 269]",SVN7.tsv
at the,2,271,"[13, 224, 271]",SVN7.tsv
they're yellow,2,15,"[5, 15]",SVN7.tsv
they're,1,15,"[5, 15, 39, 63, 93, 106, 118, 142, 152, 162, 168, 169, 181, 182, 183, 185, 195, 220, 231, 234, 236, 269]",SVN7.tsv
there,1,15,"[9, 15, 18, 33, 37, 49, 69, 91, 155, 261]",SVN7.tsv
get,1,15,"[11, 14, 15, 63, 75, 85, 87, 89, 91, 146, 151, 178, 211, 217, 223, 224, 232, 237, 239, 255, 271]",SVN7.tsv
get it,2,15,"[14, 15, 151, 239]",SVN7.tsv
it,1,41,"[15, 31, 35, 41, 49, 55, 56, 59, 63, 93, 97, 101, 108, 114, 119, 120, 132, 146, 151, 155, 188, 204, 217, 223, 231, 239, 268, 269, 272]",SVN7.tsv
there's,1,262,"[15, 262]",SVN7.tsv
go,1,18,"[7, 9, 18, 49, 71, 89, 126, 137, 138, 142, 152, 156, 162, 168, 169, 172, 181, 182, 183, 185, 213, 217, 220, 256, 268, 269, 271]",SVN7.tsv
mm,1,102,"[18, 102, 104, 190, 193, 195, 212, 216, 235, 237, 273]",SVN7.tsv
i,1,22,"[11, 22, 33, 35, 39, 41, 42, 56, 57, 59, 60, 73, 79, 85, 96, 98, 101, 112, 126, 128, 134, 142, 144, 148, 181, 182, 184, 185, 186, 188, 191, 192, 194, 195, 197, 202, 209, 211, 213, 215, 220, 221, 223, 226, 237, 239, 250, 251, 252, 253, 254, 255, 258, 260, 264, 269, 271, 272, 279, 280]",SVN7.tsv
the crew,2,22,"[19, 21, 22]",SVN7.tsv
so,1,22,"[19, 22, 71, 77, 98, 100, 132, 134, 144, 154, 182, 192, 204, 215, 220, 221, 223, 226, 230, 250, 251, 260, 261, 262, 263, 265, 269, 271, 279]",SVN7.tsv
so i,2,98,"[22, 98, 144, 215, 220, 221, 223, 271]",SVN7.tsv
about,1,145,"[22, 25, 35, 101, 136, 145, 182, 195, 213, 243, 247]",SVN7.tsv
i be,2,191,"[22, 191, 221, 226, 260, 280]",SVN7.tsv
so i be,3,221,"[22, 221]",SVN7.tsv
tell,1,255,"[22, 255, 260]",SVN7.tsv
be so,2,262,"[22, 226, 262]",SVN7.tsv
they,1,24,"[7, 24, 27, 36, 49, 63, 67, 115, 137, 220, 228, 234, 255, 256, 268, 279]",SVN7.tsv
be they,2,137,"[24, 137]",SVN7.tsv
say,1,211,"[24, 33, 35, 85, 101, 107, 112, 211, 258]",SVN7.tsv
and they,2,220,"[24, 27, 220, 255, 279]",SVN7.tsv
they be,2,234,"[24, 27, 67, 115, 234, 268]",SVN7.tsv
his,1,39,"[25, 29, 39, 49, 71, 202, 209, 213, 234, 268, 269]",SVN7.tsv
quite,1,27,"[9, 27, 36, 56, 123, 126, 217, 231, 234, 268, 269]",SVN7.tsv
want,1,27,"[11, 27, 101, 202, 205]",SVN7.tsv
and er,2,48,"[27, 48]",SVN7.tsv
er,1,51,"[27, 51, 57, 59, 77, 91, 93, 112, 121, 126, 128, 136, 194, 207, 211, 223, 231, 268, 269, 274]",SVN7.tsv
want to,2,211,"[27, 101, 211, 271]",SVN7.tsv
be quite,2,231,"[27, 231, 268]",SVN7.tsv
er and,2,269,"[27, 77, 112, 269]",SVN7.tsv
to know,2,269,"[27, 269]",SVN7.tsv
when,1,29,"[5, 29, 114, 262, 271]",SVN7.tsv
hand on,2,37,"[29, 37]",SVN7.tsv
put,1,62,"[29, 59, 62, 63]",SVN7.tsv
by,1,108,"[29, 44, 108, 217]",SVN7.tsv
on,1,217,"[29, 89, 101, 142, 158, 217, 224, 225, 232]",SVN7.tsv
on the,2,225,"[29, 142, 225]",SVN7.tsv
just,1,36,"[31, 36, 60, 87, 134, 136, 182, 202, 205, 207, 211, 220, 245, 264, 265, 271, 280]",SVN7.tsv
like,1,37,"[31, 37, 39, 48, 56, 60, 62, 63, 64, 65, 192, 194, 202, 205, 211, 220, 236, 257, 260, 269]",SVN7.tsv
not,1,37,"[31, 37, 39, 51, 85, 96, 106, 107, 123, 132, 194, 195, 269, 274]",SVN7.tsv
not in,2,51,"[31, 51]",SVN7.tsv
in a,2,56,"[31, 56, 248, 254, 260]",SVN7.tsv
off,1,262,"[31, 115, 262]",SVN7.tsv
need space,2,34,"[33, 34]",SVN7.tsv
space,1,34,"[33, 34]",SVN7.tsv
need,1,36,"[33, 36, 59, 269]",SVN7.tsv
i think,2,41,"[33, 35, 41, 101, 126, 142, 144, 148, 181, 182, 185, 188, 195, 202, 213, 250, 251, 252, 272]",SVN7.tsv
up,1,63,"[33, 59, 63, 122, 181, 223, 260, 271, 272, 279]",SVN7.tsv
other,1,63,"[33, 63, 255, 268, 269]",SVN7.tsv
i'm,1,94,"[33, 94, 96, 98, 106, 128, 132, 189, 192]",SVN7.tsv
some,1,108,"[33, 93, 108, 123, 268]",SVN7.tsv
think,1,183,"[33, 35, 101, 126, 142, 144, 148, 182, 183, 185, 188, 195, 202, 213, 250, 251, 252, 264, 271, 272]",SVN7.tsv
and i say,3,211,"[33, 101, 112, 211]",SVN7.tsv
one,1,217,"[33, 140, 176, 217, 272]",SVN7.tsv
and i,2,255,"[33, 101, 112, 142, 255]",SVN7.tsv
he,1,37,"[35, 37, 39, 48, 49, 51, 60, 62, 64, 65, 83, 205, 211, 220, 240, 265, 269]",SVN7.tsv
what,1,41,"[35, 41, 87, 189, 199, 211, 269]",SVN7.tsv
think i,2,271,"[35, 271]",SVN7.tsv
more,1,42,"[36, 42, 49]",SVN7.tsv
i mean,2,60,"[42, 60, 79, 237]",SVN7.tsv
day,1,49,"[44, 49, 144, 148]",SVN7.tsv
okay,1,96,"[53, 66, 96, 173, 244, 248, 269]",SVN7.tsv
tidy,1,55,"[37, 55]",SVN7.tsv
yes,1,86,"[55, 86, 109, 126, 128, 159, 201, 203, 242, 250, 251, 270]",SVN7.tsv
also,1,279,"[55, 279]",SVN7.tsv
cos,1,57,"[5, 9, 39, 56, 57, 96, 130, 176, 181, 195, 202, 268]",SVN7.tsv
don't,1,57,"[7, 9, 36, 57, 59, 60, 97, 101, 194, 220, 246, 247, 262, 271, 279]",SVN7.tsv
well,1,57,"[36, 37, 57, 66, 101, 126, 237, 272]",SVN7.tsv
things,1,57,"[37, 48, 57, 60, 101, 217, 258, 268]",SVN7.tsv
i i,2,57,"[41, 57, 98, 182, 184, 269]",SVN7.tsv
things be,2,57,"[48, 57]",SVN7.tsv
place,1,57,"[48, 51, 57]",SVN7.tsv
out,1,57,"[51, 57, 62, 114, 155, 254, 258]",SVN7.tsv
er i,2,194,"[57, 194]",SVN7.tsv
i don't,2,194,"[57, 59, 101, 194, 271, 279]",SVN7.tsv
don't really,2,59,"[9, 59]",SVN7.tsv
to be,2,59,"[37, 39, 56, 59, 60, 205, 274]",SVN7.tsv
or,1,59,"[37, 39, 49, 59, 63, 171, 211, 213]",SVN7.tsv
it to be,3,59,"[56, 59]",SVN7.tsv
again,1,137,"[59, 137, 182]",SVN7.tsv
like that,2,64,"[39, 64]",SVN7.tsv
he doesn't like,3,64,"[48, 64]",SVN7.tsv
doesn't like,2,64,"[63, 64]",SVN7.tsv
he doesn't like that,4,65,"[64, 65]",SVN7.tsv
all,1,67,"[7, 49, 52, 63, 67, 93, 140, 170, 172, 213, 220, 255, 260, 268, 269, 271]",SVN7.tsv
be all,2,67,"[52, 67]",SVN7.tsv
no,1,67,"[65, 67, 94, 97, 115, 172, 182, 246, 262, 265, 271, 277]",SVN7.tsv
go to,2,169,"[71, 156, 162, 168, 169, 181, 256, 268, 269, 271]",SVN7.tsv
to go to,3,181,"[71, 181]",SVN7.tsv
to take,2,73,"[62, 73, 128]",SVN7.tsv
then,1,73,"[62, 73, 75, 89, 98, 160, 162, 168, 215, 217, 223, 260, 265, 271]",SVN7.tsv
i have,2,96,"[73, 85, 96]",SVN7.tsv
then i,2,98,"[73, 98, 260]",SVN7.tsv
with,1,171,"[73, 171, 172, 209, 220, 223, 232, 264, 269]",SVN7.tsv
me,1,181,"[73, 114, 181, 237]",SVN7.tsv
take,1,192,"[73, 101, 128, 192]",SVN7.tsv
and then,2,215,"[73, 75, 89, 168, 215, 217, 223, 265]",SVN7.tsv
home,1,223,"[75, 105, 223]",SVN7.tsv
to get,2,271,"[75, 85, 271]",SVN7.tsv
a slow eater,3,94,"[77, 83, 94]",SVN7.tsv
and be,2,181,"[77, 181]",SVN7.tsv
actually i,2,79,"[56, 79]",SVN7.tsv
slow,1,94,"[79, 94]",SVN7.tsv
actually,1,96,"[79, 96, 151, 185, 209, 217, 276]",SVN7.tsv
he be,2,83,"[51, 83, 220]",SVN7.tsv
not be,2,85,"[51, 85]",SVN7.tsv
will,1,96,"[85, 96, 105, 253]",SVN7.tsv
be able to,3,205,"[85, 205]",SVN7.tsv
i say,2,211,"[85, 211]",SVN7.tsv
to the,2,213,"[85, 213]",SVN7.tsv
as,1,87,"[36, 37, 87, 123, 128]",SVN7.tsv
you can,2,217,"[87, 217, 220, 261, 271]",SVN7.tsv
get your,2,89,"[11, 89]",SVN7.tsv
go and,2,89,"[49, 89]",SVN7.tsv
in the,2,91,"[51, 91, 170, 201, 213, 217, 255]",SVN7.tsv
the end,2,119,"[91, 119]",SVN7.tsv
in the end,3,213,"[91, 213]",SVN7.tsv
we get,2,255,"[91, 255]",SVN7.tsv
they're all,2,93,"[63, 93, 220]",SVN7.tsv
don't have to,3,97,"[60, 97]",SVN7.tsv
you don't,2,220,"[97, 220]",SVN7.tsv
to you,2,260,"[97, 260]",SVN7.tsv
no you,2,271,"[97, 271]",SVN7.tsv
no no,2,277,"[97, 277]",SVN7.tsv
erm and,2,101,"[100, 101, 128, 152, 213, 223]",SVN7.tsv
to her,2,108,"[101, 108]",SVN7.tsv
her,1,108,"[101, 108, 112]",SVN7.tsv
i don't know,3,194,"[101, 194, 279]",SVN7.tsv
these,1,217,"[101, 217, 279]",SVN7.tsv
to erm,2,260,"[101, 260]",SVN7.tsv
for,1,120,"[103, 106, 120, 152, 168, 176, 181, 188, 192, 207, 209, 220, 272]",SVN7.tsv
your,1,105,"[11, 105, 239]",SVN7.tsv
come,1,105,"[49, 105, 122, 160, 164, 213, 226, 260, 262, 271]",SVN7.tsv
if they're,2,106,"[63, 106]",SVN7.tsv
i'm not sure,3,106,"[96, 106]",SVN7.tsv
sure,1,269,"[106, 269]",SVN7.tsv
my,1,107,"[39, 107, 130, 146]",SVN7.tsv
it's not,2,194,"[107, 194]",SVN7.tsv
look,1,110,"[1, 110, 258, 271]",SVN7.tsv
and erm,2,112,"[51, 112, 220]",SVN7.tsv
and erm in,3,213,"[112, 213]",SVN7.tsv
it to,2,114,"[56, 114]",SVN7.tsv
be in,2,115,"[48, 115]",SVN7.tsv
it's the end of term,5,119,"[118, 119]",SVN7.tsv
long,1,123,"[120, 122, 123]",SVN7.tsv
erm in,2,213,"[123, 213, 272]",SVN7.tsv
it'll,1,155,"[126, 155, 243]",SVN7.tsv
far,1,128,"[9, 128]",SVN7.tsv
away,1,128,"[60, 128, 276]",SVN7.tsv
holiday,1,128,"[122, 128, 130, 132, 136, 170]",SVN7.tsv
at that,2,130,"[36, 130, 269]",SVN7.tsv
now,1,132,"[96, 98, 132]",SVN7.tsv
to do,2,191,"[132, 191, 211, 268]",SVN7.tsv
erm i,2,192,"[134, 188, 192, 197, 211, 252, 254, 264, 280]",SVN7.tsv
just erm,2,211,"[134, 211]",SVN7.tsv
i can,2,260,"[134, 260]",SVN7.tsv
i can just,3,271,"[134, 271]",SVN7.tsv
can just,2,265,"[134, 265, 271]",SVN7.tsv
it's the,2,140,"[119, 140, 144, 148, 272]",SVN7.tsv
and it's,2,217,"[140, 217, 271]",SVN7.tsv
they're go,2,169,"[142, 152, 162, 168, 169, 181, 182, 183, 185]",SVN7.tsv
i think they're go,4,181,"[142, 181, 185]",SVN7.tsv
think they're go,3,183,"[142, 183]",SVN7.tsv
before,1,211,"[144, 148, 211]",SVN7.tsv
down,1,146,"[9, 49, 146, 151, 262]",SVN7.tsv
i've get it,3,146,"[14, 146, 151]",SVN7.tsv
thing,1,146,"[63, 96, 146, 192, 195, 209, 279, 280]",SVN7.tsv
down in,2,260,"[146, 260]",SVN7.tsv
birthday,1,192,"[148, 192, 202, 207, 209]",SVN7.tsv
two,1,209,"[152, 209]",SVN7.tsv
and they're,2,269,"[152, 269]",SVN7.tsv
they're go to,3,169,"[162, 168, 169, 181]",SVN7.tsv
go to scotland,3,181,"[162, 181]",SVN7.tsv
for the,2,220,"[168, 220]",SVN7.tsv
all the,2,172,"[49, 172, 213]",SVN7.tsv
the kid,2,172,"[171, 172]",SVN7.tsv
be go,2,181,"[172, 181, 268]",SVN7.tsv
yeah yeah,2,174,"[26, 124, 174, 179, 271]",SVN7.tsv
sort of,2,178,"[108, 178, 217]",SVN7.tsv
plan,1,178,"[177, 178]",SVN7.tsv
plan and,2,268,"[178, 268]",SVN7.tsv
because,1,182,"[37, 182, 272]",SVN7.tsv
maybe,1,192,"[182, 192, 213]",SVN7.tsv
oh no,2,262,"[182, 262]",SVN7.tsv
i know,2,271,"[184, 271]",SVN7.tsv
i won't,2,186,"[98, 186]",SVN7.tsv
won't,1,186,"[155, 186]",SVN7.tsv
birthdays,1,194,"[186, 194]",SVN7.tsv
be away,2,188,"[60, 188]",SVN7.tsv
cos they're,2,195,"[5, 39, 195]",SVN7.tsv
they're not,2,195,"[39, 195, 269]",SVN7.tsv
bite,1,195,"[54, 195]",SVN7.tsv
nice thing,2,195,"[96, 195]",SVN7.tsv
nice,1,195,"[96, 195, 217, 223, 224]",SVN7.tsv
a bite,2,223,"[195, 223]",SVN7.tsv
have a,2,207,"[197, 207]",SVN7.tsv
i still,2,269,"[197, 269]",SVN7.tsv
those,1,268,"[199, 268]",SVN7.tsv
erm in the,3,213,"[201, 213]",SVN7.tsv
sit,1,222,"[217, 220, 221, 222, 223]",SVN7.tsv
please,1,262,"[222, 226, 262]",SVN7.tsv
how,1,224,"[19, 21, 100, 224, 232]",SVN7.tsv
that sound,2,224,"[145, 224]",SVN7.tsv
the sleepovers,2,225,"[224, 225, 232]",SVN7.tsv
age,1,226,"[36, 226, 269, 272]",SVN7.tsv
come to the,3,226,"[213, 226]",SVN7.tsv
be i,2,279,"[226, 279]",SVN7.tsv
where they,2,228,"[36, 228]",SVN7.tsv
where,1,228,"[137, 228, 269, 272]",SVN7.tsv
sleepovers,1,228,"[225, 228]",SVN7.tsv
with the,2,232,"[171, 232, 269]",SVN7.tsv
i get,2,239,"[11, 239]",SVN7.tsv
have i,2,239,"[96, 239]",SVN7.tsv
don't worry,2,247,"[246, 247]",SVN7.tsv
here,1,271,"[248, 264, 271]",SVN7.tsv
minute,1,271,"[248, 254, 271]",SVN7.tsv
that's the,2,252,"[49, 252]",SVN7.tsv
i think that's,3,252,"[181, 252]",SVN7.tsv
they go,2,256,"[49, 137, 256]",SVN7.tsv
sleep,1,256,"[255, 256]",SVN7.tsv
with with,2,264,"[171, 264]",SVN7.tsv
i just,2,271,"[264, 271]",SVN7.tsv
way,1,272,"[37, 56, 60, 260, 272]",SVN7.tsv
it be,2,272,"[41, 49, 223, 231, 268, 269, 272]",SVN7.tsv
be erm,2,272,"[100, 272]",SVN7.tsv
the erm,2,274,"[19, 274]",SVN7.tsv
to be away,3,274,"[60, 274]",SVN7.tsv
mean,1,280,"[60, 280]",SVN7.tsv
whole,1,280,"[63, 280]",SVN7.tsv
minutes,1,243,"[87, 243]",SVN7.tsv
i think so,3,251,"[144, 182, 250, 251]",SVN7.tsv
around,1,265,"[49, 265]",SVN7.tsv
yeah i,2,251,"[60, 251, 271]",SVN7.tsv
i will,2,253,"[96, 253]",SVN7.tsv
it'll be,2,243,"[155, 243]",SVN7.tsv
yeah i think,3,251,"[181, 251]",SVN7.tsv
five,1,243,"[213, 243]",SVN7.tsv
bring,1,253,"[223, 253]",SVN7.tsv
play,1,265,"[255, 265]",SVN7.tsv
