Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
i,1,5,"[0, 5, 7, 9, 16, 26, 29, 31, 32, 34, 37, 47, 50, 62, 66, 73, 81, 83, 88, 92, 99, 102, 106, 112, 114, 116, 118, 120, 123, 128, 130, 132, 140, 163, 164, 169, 205, 207, 209, 215, 239, 251, 256, 258, 259, 261, 263, 271, 279, 299, 301, 306, 309, 315, 332, 334, 338, 340, 347, 349, 351, 353, 358, 359, 360, 362, 366, 375, 379, 380, 384, 388]",SQU6.tsv
a,1,5,"[0, 5, 7, 31, 34, 40, 46, 54, 68, 70, 72, 84, 91, 106, 123, 124, 128, 130, 131, 133, 146, 149, 161, 177, 179, 180, 185, 188, 196, 198, 202, 237, 252, 255, 257, 261, 271, 272, 275, 279, 291, 293, 298, 301, 308, 311, 314, 315, 320, 322, 327, 328, 338, 350, 353, 357, 361, 365, 366, 384]",SQU6.tsv
and,1,7,"[0, 7, 13, 15, 19, 23, 34, 46, 52, 54, 55, 69, 80, 82, 83, 86, 89, 95, 101, 102, 106, 114, 117, 140, 149, 151, 152, 153, 160, 161, 170, 174, 184, 187, 189, 196, 209, 210, 211, 212, 220, 224, 225, 229, 237, 243, 258, 277, 279, 295, 299, 322, 324, 328, 332, 335, 353, 357, 363, 365, 385]",SQU6.tsv
i'm,1,13,"[0, 13, 19, 21, 22, 46, 69, 71, 85, 127, 167, 200, 256, 261, 263, 272, 297, 357, 366, 380, 381, 382]",SQU6.tsv
he's,1,28,"[0, 28, 124, 151, 152, 153, 297, 349]",SQU6.tsv
anything,1,32,"[0, 32]",SQU6.tsv
like,1,17,"[0, 17, 31, 66, 73, 80, 140, 147, 160, 170, 196, 229, 230, 272, 273, 282, 287, 288, 320, 322, 328, 358, 366]",SQU6.tsv
doesn't,1,106,"[0, 106, 286]",SQU6.tsv
as,1,15,"[0, 15, 48, 81, 114, 179, 258, 273, 323, 341, 343, 347]",SQU6.tsv
he,1,124,"[0, 124, 125, 211, 298, 301, 343, 349]",SQU6.tsv
and he's,2,152,"[0, 152, 153]",SQU6.tsv
as a,2,179,"[0, 179]",SQU6.tsv
a lovely,2,338,"[0, 338]",SQU6.tsv
yeah,1,6,"[3, 6, 23, 51, 62, 67, 73, 84, 86, 107, 111, 112, 113, 114, 120, 125, 132, 150, 156, 158, 165, 167, 171, 176, 178, 180, 181, 197, 199, 203, 206, 231, 234, 245, 246, 258, 294, 329, 355, 364, 373, 385, 387]",SQU6.tsv
when,1,13,"[8, 13, 19, 23, 34, 66, 102, 211, 279, 332, 366, 368]",SQU6.tsv
will,1,32,"[8, 32, 34, 37, 106, 199, 259, 260, 261, 262, 263, 268, 299, 301, 340, 362]",SQU6.tsv
you,1,33,"[13, 20, 23, 24, 33, 34, 47, 55, 68, 70, 72, 80, 82, 86, 91, 93, 102, 106, 113, 114, 120, 121, 122, 131, 133, 146, 159, 160, 170, 194, 200, 202, 210, 211, 215, 228, 229, 230, 232, 246, 248, 250, 252, 258, 260, 262, 268, 272, 273, 275, 277, 279, 283, 291, 295, 297, 301, 309, 311, 321, 323, 352, 359, 361, 363, 365, 370, 375, 380, 383, 385]",SQU6.tsv
you can,2,68,"[33, 68, 146, 200, 272]",SQU6.tsv
can,1,33,"[31, 33, 68, 83, 102, 106, 146, 179, 200, 272, 320, 340, 341, 343, 347, 350, 383, 384]",SQU6.tsv
some,1,361,"[33, 98, 174, 243, 361, 385]",SQU6.tsv
preferably brownies,2,37,"[36, 37]",SQU6.tsv
preferably,1,37,"[36, 37, 39, 41]",SQU6.tsv
what,1,39,"[5, 16, 24, 31, 39, 55, 65, 91, 100, 175, 194, 215, 232, 253, 277, 291, 380, 381]",SQU6.tsv
