Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
big,1,5,"[0, 5, 18, 25, 34, 65, 103, 118, 229, 236, 363, 611, 641, 798, 828, 838]",S5U8.tsv
ears,1,9,"[0, 9, 28, 34, 43, 118, 123, 125, 181, 229, 236, 361, 363]",S5U8.tsv
have,1,15,"[0, 15, 25, 43, 49, 94, 98, 101, 115, 125, 136, 149, 164, 177, 185, 207, 216, 233, 236, 244, 246, 251, 271, 273, 339, 349, 392, 394, 396, 424, 426, 436, 468, 480, 513, 524, 567, 588, 606, 639, 643, 647, 650, 687, 689, 690, 705, 734, 755, 758, 763, 765, 767, 793, 802, 811, 835, 838, 856, 878, 901, 904, 909, 913, 926, 929, 933, 937, 942, 962, 972, 978, 985, 1021, 1029, 1114, 1158, 1160, 1166, 1179, 1186, 1192, 1209, 1273, 1290, 1305, 1313, 1325, 1332]",S5U8.tsv
very big ears,3,18,"[0, 18, 118, 229, 236]",S5U8.tsv
big ears,2,34,"[0, 34]",S5U8.tsv
very,1,34,"[0, 16, 34, 45, 118, 123, 168, 178, 229, 236, 494, 531, 575, 666, 692, 807, 878, 978, 991, 1153, 1214]",S5U8.tsv
have very,2,978,"[0, 978]",S5U8.tsv
oh,1,26,"[2, 6, 16, 26, 61, 73, 90, 116, 222, 303, 323, 386, 410, 480, 481, 491, 524, 580, 588, 628, 668, 673, 674, 676, 687, 691, 693, 697, 703, 737, 752, 754, 773, 786, 799, 844, 848, 918, 939, 941, 966, 1000, 1002, 1029, 1042, 1044, 1054, 1063, 1065, 1104, 1140, 1143, 1144, 1177, 1180, 1202, 1254]",S5U8.tsv
i,1,4,"[3, 4, 5, 27, 32, 40, 44, 45, 59, 67, 72, 74, 77, 87, 90, 94, 96, 101, 115, 119, 134, 136, 138, 144, 146, 149, 151, 157, 162, 166, 168, 172, 177, 178, 180, 181, 182, 191, 194, 198, 204, 207, 209, 212, 221, 224, 227, 231, 236, 241, 246, 255, 261, 263, 275, 277, 293, 296, 299, 302, 303, 305, 313, 317, 319, 322, 324, 325, 326, 339, 344, 348, 361, 365, 369, 376, 378, 379, 381, 383, 386, 388, 392, 396, 398, 404, 408, 410, 420, 424, 426, 428, 429, 434, 436, 442, 455, 457, 463, 464, 466, 472, 473, 475, 478, 480, 481, 484, 486, 488, 491, 492, 500, 501, 507, 511, 513, 515, 518, 520, 526, 528, 529, 530, 531, 534, 535, 536, 538, 542, 544, 545, 546, 548, 550, 552, 553, 554, 556, 560, 564, 567, 573, 575, 576, 578, 580, 584, 588, 590, 592, 606, 609, 611, 613, 617, 634, 650, 652, 656, 664, 666, 667, 668, 670, 672, 677, 694, 695, 696, 698, 700, 716, 728, 746, 755, 763, 788, 791, 813, 835, 847, 849, 852, 856, 860, 874, 878, 881, 883, 894, 897, 901, 903, 904, 906, 907, 909, 913, 915, 921, 925, 927, 935, 937, 946, 958, 962, 978, 980, 984, 985, 991, 993, 999, 1007, 1013, 1015, 1019, 1029, 1030, 1033, 1035, 1045, 1059, 1063, 1067, 1078, 1082, 1085, 1089, 1095, 1098, 1104, 1121, 1123, 1124, 1126, 1136, 1144, 1147, 1149, 1151, 1155, 1160, 1164, 1170, 1173, 1177, 1182, 1184, 1186, 1202, 1210, 1212, 1216, 1218, 1236, 1240, 1247, 1249, 1252, 1254, 1256, 1265, 1270, 1271, 1273, 1274, 1277, 1279, 1289, 1297, 1299, 1303, 1305, 1309, 1315, 1319, 1321, 1323, 1335, 1336, 1338, 1343, 1344]",S5U8.tsv
it,1,5,"[4, 5, 8, 10, 23, 24, 28, 42, 43, 49, 52, 60, 61, 67, 73, 77, 94, 103, 106, 107, 110, 115, 138, 147, 156, 161, 168, 172, 175, 178, 180, 186, 207, 216, 217, 226, 227, 233, 236, 237, 238, 270, 271, 273, 277, 293, 298, 303, 305, 307, 311, 313, 317, 322, 324, 326, 332, 347, 349, 357, 368, 371, 386, 392, 396, 405, 410, 412, 414, 420, 423, 436, 444, 445, 473, 477, 515, 518, 524, 528, 534, 548, 552, 560, 567, 573, 588, 592, 598, 604, 606, 608, 617, 652, 654, 656, 659, 664, 667, 670, 677, 680, 695, 696, 716, 728, 758, 767, 775, 787, 801, 809, 854, 860, 883, 888, 890, 897, 899, 904, 906, 909, 913, 919, 951, 952, 960, 966, 968, 991, 993, 997, 1003, 1017, 1019, 1033, 1076, 1080, 1082, 1095, 1098, 1108, 1110, 1114, 1124, 1126, 1133, 1151, 1153, 1166, 1172, 1182, 1192, 1196, 1222, 1241, 1242, 1256, 1261, 1274, 1276, 1277, 1290, 1301, 1319, 1321, 1328]",S5U8.tsv
