Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
have a look at,4,1,"[0, 1]",SPC3.tsv
ticket,1,1,"[0, 1, 2, 5, 26, 30, 45, 63, 76, 338]",SPC3.tsv
have a look,3,1,"[0, 1, 44, 111]",SPC3.tsv
a,1,12,"[0, 1, 12, 25, 44, 46, 75, 76, 79, 80, 88, 90, 100, 105, 111, 114, 116, 127, 130, 135, 140, 149, 165, 177, 192, 204, 206, 207, 208, 225, 229, 232, 239, 245, 249, 270, 272, 274, 275, 280, 311, 319, 346, 354, 357, 363, 366, 367, 370, 372, 374, 378, 397, 399, 409, 416, 418, 432, 436, 440, 446, 454, 456, 462, 466, 469, 471, 478]",SPC3.tsv
at,1,38,"[0, 1, 38, 108, 116, 142, 183, 184, 189, 254, 261, 418, 454, 466, 471]",SPC3.tsv
have a,2,135,"[0, 1, 44, 90, 111, 135, 280, 478]",SPC3.tsv
have,1,21,"[0, 1, 18, 21, 44, 66, 67, 75, 76, 90, 99, 111, 127, 135, 136, 142, 173, 184, 192, 201, 211, 234, 242, 280, 286, 296, 308, 336, 363, 377, 378, 393, 409, 429, 431, 446, 475, 478]",SPC3.tsv
my,1,5,"[0, 2, 5, 320, 471]",SPC3.tsv
steam fair,2,4,"[3, 4, 5, 9, 32]",SPC3.tsv
see,1,6,"[1, 6, 7, 32, 59, 88, 99, 108, 111, 125, 141, 143, 144, 149, 295, 343, 446]",SPC3.tsv
i,1,12,"[6, 8, 12, 14, 17, 21, 26, 28, 32, 34, 36, 40, 43, 63, 65, 66, 74, 76, 77, 79, 88, 93, 95, 104, 105, 109, 115, 116, 136, 142, 144, 152, 155, 157, 162, 163, 164, 169, 173, 178, 179, 184, 185, 187, 188, 215, 216, 223, 230, 235, 248, 251, 253, 267, 273, 274, 275, 291, 293, 295, 300, 303, 309, 313, 321, 325, 328, 338, 343, 344, 348, 359, 363, 367, 374, 376, 377, 382, 386, 390, 395, 403, 412, 421, 429, 432, 439, 440, 442, 454, 457, 467, 471]",SPC3.tsv
well,1,36,"[6, 36, 41, 44, 67, 75, 78, 81, 93, 97, 115, 116, 122, 128, 155, 160, 161, 162, 170, 172, 173, 183, 207, 217, 251, 265, 321, 323, 338, 343, 348, 358, 377, 380, 387, 398, 416, 429, 431, 432, 478]",SPC3.tsv
be,1,6,"[5, 6, 8, 14, 21, 25, 26, 28, 38, 39, 41, 48, 50, 59, 61, 63, 67, 68, 69, 71, 76, 77, 82, 85, 86, 88, 90, 93, 96, 116, 146, 157, 172, 173, 178, 179, 180, 187, 188, 192, 195, 197, 207, 208, 214, 215, 216, 223, 225, 233, 235, 237, 239, 243, 264, 267, 269, 270, 274, 277, 280, 281, 291, 293, 295, 298, 302, 313, 317, 319, 327, 328, 340, 343, 352, 360, 363, 367, 368, 378, 404, 406, 407, 425, 426, 429, 432, 438, 439, 440, 446, 447, 450, 451, 452, 454, 456, 457, 460, 462, 469, 471, 472, 474, 475, 476, 478]",SPC3.tsv
it,1,6,"[5, 6, 7, 8, 10, 17, 21, 28, 32, 38, 41, 53, 57, 63, 66, 67, 69, 74, 75, 77, 81, 82, 85, 88, 93, 99, 116, 122, 125, 129, 137, 141, 142, 144, 145, 146, 169, 171, 174, 181, 187, 188, 190, 204, 207, 208, 210, 211, 217, 223, 234, 235, 239, 242, 243, 245, 248, 249, 250, 252, 254, 255, 257, 261, 264, 269, 270, 273, 274, 278, 280, 295, 296, 334, 343, 348, 349, 373, 386, 389, 403, 418, 427, 431, 444, 446, 454, 456, 462, 463, 464, 478]",SPC3.tsv
but i,2,17,"[6, 17, 63, 152, 403, 454, 471]",SPC3.tsv
think,1,12,"[8, 12, 40, 43, 66, 76, 178, 184, 190, 223, 235, 248, 251, 295, 321, 343, 357, 439, 442, 454, 457, 471]",SPC3.tsv
to,1,17,"[8, 17, 18, 21, 26, 38, 63, 66, 67, 75, 93, 99, 105, 114, 127, 136, 160, 163, 165, 179, 185, 190, 191, 192, 193, 204, 215, 234, 237, 238, 239, 247, 274, 278, 280, 284, 295, 298, 308, 314, 315, 336, 338, 343, 363, 367, 373, 376, 377, 378, 382, 386, 403, 409, 412, 420, 422, 425, 429, 432, 439, 440, 446, 452, 454, 460, 462, 464, 469, 471, 474, 475]",SPC3.tsv
i don't think,3,178,"[8, 178, 248, 251, 295, 442, 457]",SPC3.tsv
think it,2,235,"[8, 235, 248]",SPC3.tsv
don't,1,57,"[8, 57, 99, 109, 118, 155, 177, 178, 187, 190, 192, 193, 248, 251, 258, 295, 306, 308, 320, 363, 380, 427, 434, 442, 454, 457]",SPC3.tsv
no,1,19,"[11, 13, 19, 26, 40, 47, 48, 104, 126, 166, 171, 178, 179, 185, 198, 199, 201, 211, 242, 252, 268, 269, 270, 274, 300, 322, 326, 327, 348, 367, 380, 382, 392, 394, 405, 406, 442, 469, 479]",SPC3.tsv
mm,1,42,"[16, 20, 42, 52, 76, 79, 92, 94, 101, 103, 110, 114, 117, 147, 151, 158, 161, 186, 196, 203, 205, 209, 212, 221, 240, 244, 246, 248, 283, 289, 292, 297, 364, 369, 371, 381, 413, 417, 419, 421, 435, 441, 443, 445, 453, 455, 459, 465, 470, 482]",SPC3.tsv
we,1,78,"[18, 35, 66, 78, 127, 130, 134, 136, 179, 180, 232, 233, 242, 262, 280, 284, 442, 464, 475]",SPC3.tsv
we'll,1,75,"[18, 75, 88, 178, 179]",SPC3.tsv
sixteen fifty,2,24,"[22, 24, 26]",SPC3.tsv
the ticket,2,26,"[1, 26, 338]",SPC3.tsv
look,1,17,"[0, 1, 17, 26, 32, 44, 111, 239, 311, 454]",SPC3.tsv
fifty,1,26,"[22, 24, 26, 61, 68, 280]",SPC3.tsv
it's,1,26,"[7, 10, 21, 26, 38, 40, 46, 57, 59, 104, 116, 142, 146, 164, 191, 207, 249, 265, 267, 270, 274, 291, 321, 332, 358, 398, 416, 471]",SPC3.tsv
the,1,5,"[1, 5, 9, 21, 23, 26, 28, 35, 36, 37, 38, 44, 45, 57, 59, 63, 66, 69, 71, 77, 78, 86, 99, 105, 108, 111, 115, 122, 137, 146, 149, 155, 161, 173, 175, 179, 183, 185, 187, 188, 189, 195, 199, 213, 214, 230, 237, 238, 254, 260, 262, 264, 266, 267, 274, 275, 280, 295, 299, 307, 308, 311, 312, 315, 328, 329, 334, 338, 340, 343, 358, 379, 382, 383, 388, 418, 420, 422, 425, 429, 439, 442, 446, 452, 454, 457, 458, 460, 462, 464, 471, 474, 475]",SPC3.tsv
and,1,27,"[26, 27, 32, 63, 69, 71, 81, 88, 93, 96, 99, 114, 118, 122, 127, 137, 144, 146, 149, 157, 161, 187, 206, 224, 229, 230, 239, 245, 262, 280, 290, 291, 295, 300, 324, 332, 336, 343, 357, 362, 378, 379, 380, 398, 409, 418, 431, 432, 436, 440, 446, 451, 452, 454, 457, 460, 462, 466]",SPC3.tsv
pay,1,36,"[26, 28, 33, 36, 46, 152, 219]",SPC3.tsv
two,1,154,"[26, 33, 66, 154, 187, 220, 222, 223, 224, 291, 295]",SPC3.tsv
three,1,154,"[26, 154, 460]",SPC3.tsv
more,1,116,"[26, 33, 116, 225, 235, 329]",SPC3.tsv
me,1,105,"[26, 54, 105, 173, 177, 280, 339, 341, 382, 412, 471, 480]",SPC3.tsv
come,1,46,"[26, 46, 53, 99, 149, 230, 291, 295, 384, 386, 442, 446, 464]",SPC3.tsv
you,1,28,"[12, 15, 21, 25, 28, 36, 38, 46, 55, 57, 66, 67, 68, 69, 75, 76, 77, 88, 90, 93, 96, 104, 118, 122, 125, 134, 141, 142, 143, 165, 166, 171, 172, 185, 190, 192, 206, 210, 211, 219, 236, 239, 243, 245, 247, 256, 258, 262, 299, 302, 305, 306, 307, 308, 312, 314, 339, 341, 343, 357, 362, 363, 366, 368, 372, 380, 382, 385, 387, 389, 404, 412, 414, 416, 418, 420, 422, 424, 425, 426, 454, 471, 474, 478]",SPC3.tsv
on the,2,44,"[28, 38, 44, 45, 59, 69, 274, 275, 280, 295, 308, 334]",SPC3.tsv
it be,2,82,"[28, 41, 82, 85, 188, 208, 223, 269, 270, 280, 343, 462]",SPC3.tsv
if you,2,28,"[21, 28, 38, 104, 236, 239, 243, 420]",SPC3.tsv
on,1,46,"[28, 44, 45, 46, 59, 63, 65, 66, 69, 96, 137, 172, 177, 206, 242, 262, 274, 275, 280, 295, 300, 308, 321, 334, 354, 411, 418, 431]",SPC3.tsv
if,1,99,"[28, 93, 99, 104, 111, 152, 183, 188, 217, 236, 239, 243, 261, 376, 414, 420]",SPC3.tsv
