Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
i,1,1,"[0, 1, 2, 5, 13, 21, 23, 25, 43, 47, 54, 56, 61, 81, 83, 85, 87, 91, 107, 111, 116, 122, 136, 145, 150, 152, 154, 155, 162, 180, 182, 183, 185, 186, 199, 201, 203, 205, 211, 214, 215, 216, 217, 219, 220, 221, 224, 226, 230, 232, 235, 238, 244, 245, 247, 248, 250, 251, 254, 259, 264, 265, 268, 273, 275, 276, 282, 283, 284, 287, 291, 299, 301, 304, 306, 311, 327, 331, 333, 338, 342, 344, 351, 355, 364, 365, 376, 388, 396, 401, 408, 415, 417, 419, 429, 431, 433, 435, 440, 458, 462, 471, 473, 490, 495, 496, 497, 501, 505, 509, 514, 515, 516, 518, 519, 520, 525, 526, 528, 532, 534, 536, 551, 564, 568, 570, 577, 579, 582, 583, 585, 586, 592, 594, 598, 606, 621, 629, 634, 636, 654, 655, 656, 670, 673, 675, 691, 692, 694, 699, 702, 705, 708, 709, 715, 716, 719, 720, 731, 733, 745, 748, 765, 771, 772, 778, 792, 793, 794, 795, 810, 815, 832, 834, 835, 846, 848, 851, 877, 917, 919, 920, 921, 923, 933, 934, 935, 936, 937, 952, 954, 957, 971, 972, 973, 976, 979, 983, 988, 991, 997, 999, 1001, 1003, 1004, 1007, 1018, 1020, 1023, 1027, 1031, 1048, 1055, 1060, 1063, 1064, 1065, 1070, 1071, 1074, 1081, 1088, 1092, 1093, 1097, 1099, 1101, 1119, 1130, 1134, 1135, 1138, 1165, 1169, 1174, 1194, 1195, 1207, 1214]",S2W4.tsv
what be,2,10,"[0, 10, 146, 184, 239, 257, 377, 405, 500, 963, 966, 983, 1133]",S2W4.tsv
it,1,10,"[0, 6, 10, 19, 21, 25, 68, 85, 92, 110, 122, 135, 159, 160, 166, 168, 170, 171, 211, 217, 228, 239, 259, 265, 271, 288, 289, 297, 298, 305, 314, 322, 329, 345, 346, 349, 353, 354, 355, 364, 365, 380, 381, 389, 391, 396, 399, 400, 401, 405, 411, 413, 419, 420, 421, 423, 458, 465, 471, 504, 509, 512, 519, 522, 525, 532, 533, 536, 542, 543, 584, 586, 594, 602, 621, 627, 634, 636, 638, 640, 642, 646, 648, 649, 650, 652, 654, 655, 656, 663, 668, 669, 675, 687, 690, 692, 693, 694, 695, 704, 705, 709, 722, 723, 725, 728, 730, 733, 734, 743, 745, 774, 775, 800, 810, 837, 844, 854, 856, 876, 888, 918, 923, 954, 958, 961, 968, 969, 975, 976, 977, 983, 999, 1004, 1005, 1007, 1018, 1031, 1046, 1053, 1054, 1058, 1066, 1067, 1071, 1073, 1074, 1084, 1085, 1101, 1125, 1126, 1128, 1165, 1203]",S2W4.tsv
be,1,10,"[0, 6, 7, 10, 14, 19, 37, 44, 45, 49, 51, 54, 62, 68, 75, 83, 85, 92, 94, 97, 107, 118, 146, 148, 150, 151, 166, 168, 170, 171, 183, 184, 206, 220, 226, 232, 233, 239, 249, 254, 257, 259, 264, 273, 275, 276, 285, 289, 292, 297, 298, 299, 301, 312, 316, 329, 333, 334, 353, 360, 366, 377, 378, 380, 381, 402, 405, 406, 411, 413, 423, 425, 433, 434, 436, 446, 447, 454, 458, 460, 465, 471, 482, 484, 494, 500, 501, 504, 513, 532, 533, 534, 536, 538, 551, 564, 582, 583, 584, 594, 596, 621, 632, 634, 636, 642, 648, 652, 657, 668, 690, 693, 700, 705, 710, 713, 716, 730, 748, 753, 755, 759, 761, 763, 765, 767, 786, 787, 788, 796, 804, 810, 814, 817, 825, 835, 872, 952, 954, 963, 966, 980, 983, 985, 988, 989, 991, 998, 999, 1003, 1008, 1019, 1027, 1030, 1066, 1067, 1071, 1086, 1090, 1094, 1095, 1096, 1097, 1098, 1099, 1101, 1125, 1126, 1128, 1133, 1137, 1163, 1165, 1176, 1177, 1178, 1204, 1212]",S2W4.tsv
oh,1,17,"[0, 17, 28, 37, 42, 46, 52, 53, 55, 58, 63, 67, 68, 85, 96, 97, 107, 109, 117, 131, 133, 135, 144, 159, 198, 202, 208, 225, 228, 268, 273, 299, 338, 344, 345, 363, 366, 368, 378, 389, 396, 419, 429, 485, 490, 496, 499, 506, 508, 527, 530, 531, 534, 536, 554, 568, 578, 579, 588, 593, 594, 596, 598, 617, 620, 658, 666, 671, 679, 680, 685, 688, 691, 698, 705, 713, 715, 717, 742, 748, 770, 771, 778, 785, 796, 805, 807, 811, 812, 822, 835, 840, 843, 856, 862, 926, 950, 951, 959, 960, 978, 981, 982, 989, 992, 1001, 1002, 1003, 1010, 1012, 1014, 1017, 1018, 1028, 1032, 1050, 1058, 1060, 1062, 1069, 1070, 1117, 1128, 1134, 1135, 1138, 1172, 1173, 1175, 1182, 1188, 1197, 1202, 1213]",S2W4.tsv
and,1,25,"[0, 7, 9, 25, 34, 36, 38, 41, 51, 64, 66, 85, 92, 136, 137, 144, 152, 193, 196, 215, 217, 220, 234, 236, 239, 241, 268, 271, 273, 279, 309, 311, 323, 333, 392, 436, 437, 444, 463, 468, 471, 504, 519, 526, 528, 532, 533, 534, 536, 558, 579, 594, 602, 627, 634, 636, 638, 652, 654, 684, 690, 767, 773, 776, 785, 800, 819, 821, 823, 832, 856, 868, 870, 948, 953, 954, 1004, 1062, 1074, 1101, 1132, 1162, 1181, 1195, 1202, 1209, 1210, 1212, 1215, 1216]",S2W4.tsv
like,1,27,"[0, 6, 7, 9, 27, 43, 64, 81, 83, 87, 108, 119, 121, 136, 137, 138, 148, 211, 214, 216, 217, 220, 236, 239, 247, 250, 264, 268, 271, 273, 275, 289, 329, 333, 381, 433, 437, 444, 465, 468, 469, 471, 476, 496, 504, 519, 521, 532, 533, 534, 536, 539, 541, 548, 550, 551, 552, 554, 558, 579, 580, 594, 604, 619, 634, 636, 638, 640, 642, 643, 648, 649, 650, 652, 663, 675, 681, 683, 690, 691, 692, 708, 709, 716, 718, 743, 772, 809, 812, 832, 846, 847, 848, 849, 856, 861, 868, 871, 913, 918, 933, 936, 953, 954, 961, 983, 991, 1007, 1008, 1026, 1053, 1061, 1068, 1085, 1190, 1201, 1210]",S2W4.tsv
what,1,22,"[0, 6, 7, 10, 22, 101, 128, 132, 146, 150, 181, 184, 185, 186, 190, 191, 239, 247, 251, 257, 259, 265, 266, 298, 303, 309, 310, 320, 344, 348, 377, 380, 394, 395, 402, 405, 408, 441, 463, 491, 500, 515, 517, 546, 559, 561, 563, 564, 583, 590, 598, 618, 690, 696, 706, 730, 750, 798, 810, 826, 828, 852, 865, 868, 929, 945, 963, 966, 983, 986, 1066, 1067, 1120, 1133, 1147, 1150, 1170, 1194, 1198, 1206, 1214]",S2W4.tsv
you,1,4,"[0, 4, 14, 21, 28, 51, 54, 59, 60, 68, 92, 108, 125, 127, 135, 144, 146, 147, 150, 151, 162, 181, 183, 186, 199, 201, 203, 206, 207, 209, 213, 214, 216, 220, 242, 245, 247, 249, 257, 258, 259, 273, 283, 287, 289, 295, 297, 303, 335, 352, 354, 367, 390, 392, 393, 395, 396, 402, 433, 434, 436, 441, 446, 463, 471, 472, 474, 476, 485, 493, 494, 498, 501, 504, 519, 520, 522, 523, 532, 546, 548, 554, 563, 566, 573, 578, 580, 587, 590, 594, 606, 614, 621, 623, 649, 668, 671, 674, 683, 690, 691, 700, 725, 728, 733, 744, 746, 747, 748, 749, 776, 787, 793, 794, 808, 825, 843, 847, 853, 860, 863, 865, 873, 918, 919, 920, 921, 954, 963, 966, 970, 971, 972, 991, 997, 998, 1008, 1020, 1026, 1033, 1035, 1036, 1037, 1042, 1045, 1047, 1056, 1061, 1063, 1070, 1086, 1095, 1098, 1099, 1101, 1106, 1107, 1109, 1110, 1111, 1112, 1113, 1114, 1115, 1116, 1118, 1120, 1133, 1143, 1170, 1172, 1175, 1176, 1185, 1186, 1204]",S2W4.tsv
have you,2,209,"[0, 206, 209, 335, 463, 485, 563, 860, 1045, 1170]",S2W4.tsv
