begin,end,s1_er_ratio,s2_er_ratio,er_ratio_average,file
0,50,0.2755102040816326,0.04941860465116279,0.09954751131221719,SXAN.tsv
50,100,0.4306930693069307,0.2706422018348624,0.3476190476190476,SXAN.tsv
100,150,0.3891891891891892,0.25943396226415094,0.3198992443324937,SXAN.tsv
150,200,0.391304347826087,0.34558823529411764,0.36097560975609755,SXAN.tsv
200,250,0.5579399141630901,0.32967032967032966,0.4578313253012048,SXAN.tsv
250,300,0.5263157894736842,0.29957805907172996,0.3644578313253012,SXAN.tsv
300,350,0.5597014925373134,0.3248730964467005,0.4199395770392749,SXAN.tsv
350,400,0.48031496062992124,0.4013605442176871,0.43795620437956206,SXAN.tsv
400,416,0.6739130434782609,0.4935064935064935,0.5609756097560976,SXAN.tsv
