begin,end,s1_er_ratio,s2_er_ratio,er_ratio_average,file
0,50,0.30714285714285716,0.43425076452599387,0.3961456102783726,S55B.tsv
50,100,0.6859504132231405,0.5868263473053892,0.6284722222222222,S55B.tsv
100,150,0.6790697674418604,0.631578947368421,0.6556603773584906,S55B.tsv
150,200,0.7487437185929648,0.7687074829931972,0.7572254335260116,S55B.tsv
200,250,0.7784431137724551,0.7852760736196319,0.7818181818181819,S55B.tsv
250,300,0.8278145695364238,0.7644628099173554,0.7888040712468194,S55B.tsv
300,350,0.7843137254901961,0.8223938223938224,0.8116343490304709,S55B.tsv
350,400,0.7936507936507936,0.7608695652173914,0.7741935483870968,S55B.tsv
400,450,0.8125,0.7570621468926554,0.780327868852459,S55B.tsv
450,500,0.8299319727891157,0.7754010695187166,0.7994011976047904,S55B.tsv
500,550,0.8346456692913385,0.8108108108108109,0.8218181818181818,S55B.tsv
550,600,0.8148148148148148,0.821256038647343,0.8187134502923976,S55B.tsv
600,650,0.7793103448275862,0.7777777777777778,0.7784256559766763,S55B.tsv
650,657,0.5714285714285714,0.7142857142857143,0.6785714285714286,S55B.tsv
