begin,end,s1_er_ratio,s2_er_ratio,er_ratio_average,file
0,50,0.19741935483870968,0.6,0.23508771929824562,SZLE.tsv
50,100,0.5445544554455446,0.7137546468401487,0.6675675675675675,SZLE.tsv
100,150,0.6115702479338843,0.7866666666666666,0.69593147751606,SZLE.tsv
150,200,0.8640776699029126,0.7906976744186046,0.8094059405940595,SZLE.tsv
200,250,0.7414634146341463,0.8431372549019608,0.7849162011173184,SZLE.tsv
250,300,0.7905759162303665,0.8555555555555555,0.8221024258760108,SZLE.tsv
300,350,0.7586206896551724,0.8064516129032258,0.7900943396226415,SZLE.tsv
350,400,0.8226950354609929,0.8360215053763441,0.8323586744639376,SZLE.tsv
400,450,0.7560975609756098,0.8632218844984803,0.834070796460177,SZLE.tsv
450,459,0.75,0.7857142857142857,0.7777777777777778,SZLE.tsv
