speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,23,163,427,0.04703476482617587,11,11,1,0,50,S37E.tsv
3,88,297,1030,0.09876543209876543,34,30,24,0,100,S37E.tsv
3,121,364,1398,0.1108058608058608,45,37,39,0,150,S37E.tsv
3,159,394,1741,0.13451776649746192,58,52,49,0,200,S37E.tsv
3,213,457,2190,0.15536105032822758,77,65,71,0,250,S37E.tsv
3,274,545,2698,0.1675840978593272,103,75,96,0,300,S37E.tsv
3,366,627,3353,0.19457735247208932,139,92,135,0,350,S37E.tsv
3,428,694,3865,0.20557156580211336,163,109,156,0,400,S37E.tsv
3,477,739,4395,0.21515561569688768,179,131,167,0,450,S37E.tsv
3,489,747,4465,0.2182061579651941,183,137,169,0,465,S37E.tsv
