speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,28,181,441,0.05156537753222836,14,14,0,0,50,SDZC.tsv
3,78,280,939,0.09285714285714286,39,39,0,0,100,SDZC.tsv
3,106,332,1216,0.10642570281124498,53,53,0,0,150,SDZC.tsv
3,128,403,1640,0.10587262200165426,64,64,0,0,200,SDZC.tsv
3,164,458,2102,0.11935953420669577,82,82,0,0,250,SDZC.tsv
3,200,527,2613,0.1265022137887413,100,100,0,0,300,SDZC.tsv
3,230,580,3295,0.13218390804597702,115,115,0,0,350,SDZC.tsv
3,266,616,3699,0.14393939393939395,133,133,0,0,400,SDZC.tsv
3,294,644,4105,0.15217391304347827,147,147,0,0,450,SDZC.tsv
3,308,695,4666,0.14772182254196642,154,154,0,0,500,SDZC.tsv
3,326,726,5092,0.14967860422405876,163,163,0,0,550,SDZC.tsv
3,352,753,5461,0.15582115980522354,176,176,0,0,600,SDZC.tsv
3,392,786,5890,0.1662425784563189,192,192,8,0,650,SDZC.tsv
3,420,824,6394,0.16990291262135923,206,206,8,0,700,SDZC.tsv
3,436,843,6747,0.17240015816528273,214,214,8,0,750,SDZC.tsv
3,461,873,7330,0.1760213822069492,226,227,8,0,800,SDZC.tsv
3,496,916,7840,0.1804949053857351,243,244,9,0,850,SDZC.tsv
3,547,939,8165,0.1941782037628683,254,257,36,0,900,SDZC.tsv
3,643,977,8699,0.21937905151825315,268,281,94,0,950,SDZC.tsv
3,681,1013,9124,0.2240868706811451,273,293,115,0,1000,SDZC.tsv
3,717,1041,9470,0.22958693563880883,284,304,129,0,1050,SDZC.tsv
3,761,1087,9936,0.2333639987733824,293,319,149,0,1100,SDZC.tsv
3,768,1090,9995,0.23486238532110093,294,322,152,0,1108,SDZC.tsv
