speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,46,148,378,0.1036036036036036,6,21,19,0,50,SRGR.tsv
3,73,247,723,0.09851551956815115,7,34,32,0,100,SRGR.tsv
3,121,307,1033,0.13137893593919653,18,55,48,0,150,SRGR.tsv
3,150,368,1374,0.1358695652173913,19,69,62,0,200,SRGR.tsv
3,168,414,1672,0.13526570048309178,20,78,70,0,232,SRGR.tsv
