speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,35,145,326,0.08045977011494253,9,12,14,0,50,SMRV.tsv
3,93,218,676,0.14220183486238533,31,31,31,0,100,SMRV.tsv
3,135,276,1013,0.16304347826086957,47,41,47,0,150,SMRV.tsv
3,190,348,1446,0.18199233716475097,71,47,72,0,200,SMRV.tsv
3,240,436,1978,0.1834862385321101,92,63,85,0,250,SMRV.tsv
3,284,515,2553,0.18381877022653723,114,68,102,0,300,SMRV.tsv
3,310,572,3038,0.18065268065268064,125,74,111,0,350,SMRV.tsv
3,346,605,3381,0.19063360881542699,136,90,120,0,400,SMRV.tsv
3,391,648,3834,0.20113168724279834,152,103,136,0,450,SMRV.tsv
3,430,673,4176,0.2129767211490837,161,121,148,0,500,SMRV.tsv
3,453,704,4487,0.21448863636363635,171,127,155,0,550,SMRV.tsv
3,474,731,4789,0.2161422708618331,180,131,163,0,600,SMRV.tsv
3,503,755,5034,0.22207505518763798,191,139,173,0,650,SMRV.tsv
3,544,781,5352,0.23218096457533077,204,159,181,0,700,SMRV.tsv
3,565,803,5627,0.23453715234537154,209,168,188,0,750,SMRV.tsv
3,605,822,5914,0.24533657745336576,220,181,204,0,800,SMRV.tsv
3,647,853,6287,0.25283313794450957,231,200,216,0,850,SMRV.tsv
3,673,889,6667,0.25234345706786654,238,214,221,0,900,SMRV.tsv
3,703,919,6959,0.254987305041712,248,226,229,0,950,SMRV.tsv
3,738,954,7228,0.2578616352201258,261,237,240,0,1000,SMRV.tsv
3,767,973,7477,0.262761219595752,270,246,251,0,1050,SMRV.tsv
3,797,994,7753,0.26727028839704897,280,254,263,0,1100,SMRV.tsv
3,815,1009,8011,0.2692434753881731,284,262,269,0,1150,SMRV.tsv
3,833,1022,8302,0.271689497716895,288,265,280,0,1200,SMRV.tsv
3,852,1044,8558,0.2720306513409962,297,267,288,0,1250,SMRV.tsv
3,874,1068,8892,0.2727840199750312,304,277,293,0,1300,SMRV.tsv
3,903,1088,9192,0.2766544117647059,308,289,306,0,1350,SMRV.tsv
3,921,1098,9438,0.2795992714025501,311,294,316,0,1400,SMRV.tsv
3,956,1124,9928,0.2835112692763938,318,308,330,0,1450,SMRV.tsv
3,975,1136,10251,0.2860915492957746,329,311,335,0,1500,SMRV.tsv
3,1005,1157,10633,0.2895419187554019,338,318,349,0,1550,SMRV.tsv
3,1024,1173,10930,0.29099175902244956,343,324,357,0,1600,SMRV.tsv
3,1042,1183,11242,0.29360383206537055,347,329,366,0,1650,SMRV.tsv
3,1055,1190,11564,0.29551820728291317,352,333,370,0,1700,SMRV.tsv
3,1068,1208,11915,0.2947019867549669,355,341,372,0,1750,SMRV.tsv
3,1120,1334,12616,0.2798600699650175,381,352,387,0,1800,SMRV.tsv
3,1140,1341,12974,0.2833706189410887,386,360,394,0,1850,SMRV.tsv
3,1157,1360,13321,0.283578431372549,392,366,399,0,1900,SMRV.tsv
3,1173,1367,13606,0.28602779809802487,397,370,406,0,1950,SMRV.tsv
3,1195,1375,13870,0.2896969696969697,405,376,414,0,2000,SMRV.tsv
3,1212,1392,14211,0.29022988505747127,412,379,421,0,2050,SMRV.tsv
3,1241,1413,14511,0.292757725878745,419,389,433,0,2100,SMRV.tsv
3,1253,1425,14754,0.29309941520467836,424,391,438,0,2150,SMRV.tsv
3,1270,1439,15255,0.2941857771600649,431,396,443,0,2200,SMRV.tsv
3,1299,1490,16072,0.2906040268456376,447,400,452,0,2250,SMRV.tsv
3,1318,1505,16380,0.2919158361018826,455,404,459,0,2300,SMRV.tsv
3,1336,1534,16857,0.29030856149500217,464,407,465,0,2350,SMRV.tsv
3,1358,1556,17306,0.29091688089117396,474,410,474,0,2400,SMRV.tsv
3,1372,1575,17608,0.2903703703703704,479,414,479,0,2450,SMRV.tsv
3,1390,1582,17929,0.29287821323219554,485,419,486,0,2500,SMRV.tsv
3,1396,1587,18173,0.29321571098508714,486,422,488,0,2550,SMRV.tsv
3,1427,1614,18556,0.2947129285419248,502,424,501,0,2600,SMRV.tsv
3,1435,1621,18889,0.2950853382685585,504,428,503,0,2650,SMRV.tsv
3,1456,1644,19341,0.29521492295214924,512,432,512,0,2700,SMRV.tsv
3,1469,1664,19678,0.2942708333333333,518,435,516,0,2750,SMRV.tsv
3,1490,1683,20059,0.29510794216676567,527,438,525,0,2800,SMRV.tsv
3,1519,1710,20585,0.29610136452241714,539,445,535,0,2850,SMRV.tsv
3,1529,1727,20930,0.2951167728237792,542,447,540,0,2900,SMRV.tsv
3,1542,1737,21249,0.29591249280368453,547,449,546,0,2950,SMRV.tsv
3,1548,1741,21325,0.2963813900057438,548,451,549,0,2963,SMRV.tsv
