speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,34,149,277,0.07606263982102908,12,11,11,0,50,SAAB.tsv
3,90,266,652,0.11278195488721804,36,21,33,0,100,SAAB.tsv
3,142,331,954,0.14300100704934543,57,33,52,0,150,SAAB.tsv
3,186,410,1319,0.15121951219512195,73,44,69,0,200,SAAB.tsv
3,226,464,1665,0.16235632183908047,85,54,87,0,250,SAAB.tsv
3,275,515,2031,0.1779935275080906,106,65,104,0,300,SAAB.tsv
3,346,594,2566,0.1941638608305275,135,76,135,0,350,SAAB.tsv
3,391,639,2878,0.2039645279081899,150,90,151,0,400,SAAB.tsv
3,442,729,3498,0.20210333790580703,176,94,172,0,450,SAAB.tsv
3,484,771,3974,0.20925205361003027,193,99,192,0,500,SAAB.tsv
3,518,819,4500,0.21082621082621084,204,107,207,0,550,SAAB.tsv
3,572,873,5056,0.21840397098129058,226,118,228,0,600,SAAB.tsv
3,623,895,5353,0.23202979515828678,245,134,244,0,650,SAAB.tsv
3,685,963,6040,0.23710626514364833,270,159,256,0,700,SAAB.tsv
3,745,1008,6460,0.24636243386243387,293,178,274,0,750,SAAB.tsv
3,770,1051,6746,0.24421186171899778,302,189,279,0,782,SAAB.tsv
