length,els_ex_sw,s1_er_ratio,s2_er_ratio,er_ratio_average,file
1588,1550,0.46283737024221455,0.5159155373463599,0.4876575049738413,S7FK.tsv
483,350,0.306,0.36980306345733044,0.32859726168948594,SYDJ.tsv
495,472,0.271280532938564,0.4987864077669903,0.35747126436781607,SUPB.tsv
334,213,0.3414918414918415,0.29011913104414855,0.30940919037199127,SRVD.tsv
251,220,0.2792566549472627,0.3501984126984127,0.30310103367789265,SN26.tsv
840,901,0.4743431855500821,0.39735772357723576,0.43994096276112626,S72Q.tsv
118,244,0.5427728613569321,0.08954100827689992,0.15541264737406216,SBS5.tsv
266,215,0.27165586328815555,0.40843507214206437,0.3190916089299461,S7P2.tsv
258,182,0.26982097186700765,0.258610624635143,0.262124248496994,SFPK.tsv
323,438,0.3431144683323649,0.4379746835443038,0.3674086881348606,SAZ8.tsv
279,338,0.4146341463414634,0.29646017699115046,0.35509554140127386,SAXQ.tsv
782,569,0.4340245051837889,0.3363861386138614,0.37000973709834467,SZXQ.tsv
272,353,0.38973491257755216,0.3342873497424156,0.3622159090909091,SXAQ.tsv
330,332,0.22923816060398078,0.48518204911092294,0.30305250305250303,S87R.tsv
721,681,0.48186528497409326,0.40518596123624934,0.4394729220967275,SHJJ.tsv
688,506,0.46721734641197726,0.3653510303877052,0.4064583333333333,SVCW.tsv
1208,993,0.44019830613509603,0.5231524789522919,0.47910496873971703,S682.tsv
678,786,0.4240117849251166,0.449746192893401,0.4348321001707456,SAA3.tsv
1023,956,0.3895800933125972,0.4475777295733912,0.42680776014109345,SQ37.tsv
245,136,0.23469387755102042,0.35244755244755244,0.28165086447295035,SQEF.tsv
3355,3037,0.5590897661553935,0.5699375229694965,0.5640904008403077,S8B9.tsv
749,840,0.36670360793005785,0.522145469321414,0.4028539028539029,SCWJ.tsv
578,568,0.3557999290528556,0.5123558484349259,0.4282447112635792,SFJ2.tsv
159,237,0.3416506717850288,0.34320074005550416,0.3424399434762129,SAMQ.tsv
846,842,0.471505698860228,0.4585635359116022,0.4644614543466375,SX6D.tsv
337,345,0.29991007194244607,0.4543509272467903,0.35962493105350246,SDFR.tsv
287,277,0.27803468208092486,0.41721234798877455,0.3311897106109325,SHP3.tsv
394,427,0.3426093241778099,0.39751552795031053,0.36148007590132825,SMMK.tsv
207,455,0.4193877551020408,0.43929471032745593,0.429404309252218,STBF.tsv
716,762,0.447822514379622,0.3659609568325543,0.4069703622392975,ST47.tsv
487,973,0.4698934691987031,0.4596571428571429,0.46474174623260095,STLZ.tsv
432,500,0.4739257405089696,0.408570004982561,0.444141689373297,SZCM.tsv
945,800,0.3987473903966597,0.40101362052581563,0.39950980392156865,SMCW.tsv
973,1468,0.4725068306010929,0.4937924572499414,0.48513269417812976,SUGJ.tsv
717,1043,0.4226459030708776,0.4559868780754511,0.43422927153575835,SE58.tsv
231,224,0.38764547896150403,0.3238897396630934,0.3532810565414775,S7RM.tsv
832,831,0.4445927903871829,0.456010312600709,0.44925628537580625,SRCD.tsv
557,515,0.3355650776647027,0.47327852004111,0.3827464788732394,SRNT.tsv
794,754,0.34926396450897357,0.5035685963521015,0.4012832509022858,SLDD.tsv
1389,1222,0.4959830866807611,0.4958201746238157,0.49589637100761397,SRNC.tsv
592,480,0.39525283797729616,0.37917222963951935,0.38548844750709366,SR9W.tsv
366,461,0.310790039963111,0.47574039067422813,0.3648760330578512,SR96.tsv
470,500,0.45513654096228867,0.32403779672735655,0.35834609494640124,SRVR.tsv
235,254,0.3416289592760181,0.358974358974359,0.3505494505494505,SN27.tsv
150,104,0.25535714285714284,0.21428571428571427,0.233843537414966,SETW.tsv
1949,1428,0.5827275874004846,0.3983012457531144,0.4712486308871851,SP9F.tsv
368,396,0.3347183748845799,0.43087248322147653,0.3739059080962801,S9KS.tsv
962,1328,0.5074211502782932,0.4613588892984396,0.47971025205114937,S9GP.tsv
542,532,0.35162180814354727,0.3952787543947765,0.36940069543874005,S5QP.tsv
1690,2101,0.5513307984790875,0.5183550651955867,0.5341851368970013,S7SZ.tsv
604,503,0.3185931364179614,0.5375394321766561,0.3652244020424617,SE6F.tsv
1358,1304,0.48086014945859384,0.5260789527510739,0.5001747335313647,STMM.tsv
472,416,0.29707639107198996,0.4140786749482402,0.33369330453563717,SAVH.tsv
746,650,0.40425531914893614,0.39640491958372753,0.40037418147801684,S6ZU.tsv
625,650,0.4499185667752443,0.42745569240012016,0.4369922212618842,SCA5.tsv
883,775,0.5091709464416728,0.38789237668161436,0.4338992485388255,SMNC.tsv
629,640,0.6052753354928274,0.2670560747663551,0.3805309734513274,S8XE.tsv
637,985,0.4598997493734336,0.4585269932070075,0.4590257227407239,SMYJ.tsv
286,231,0.3079633544749824,0.37644151565074135,0.3395366502088872,SXLD.tsv
696,832,0.4696048632218845,0.4484356894553882,0.45972972972972975,S3RZ.tsv
928,1064,0.43653474903474904,0.5346628679962013,0.49144436178127326,SHHG.tsv
386,545,0.44092732946946056,0.41853553093758444,0.42698519515477795,SVCS.tsv
539,612,0.3966286564204264,0.4634920634920635,0.4179608372721134,SQ2W.tsv
216,160,0.23340248962655602,0.3151862464183381,0.2677496991576414,SCYD.tsv
347,290,0.4014657980456026,0.3261904761904762,0.3579779917469051,S3RL.tsv
512,781,0.46450567260940034,0.42787177203918075,0.44278738286920943,STZ3.tsv
427,462,0.38934426229508196,0.40117994100294985,0.39622641509433965,S6BR.tsv
165,169,0.2913165266106443,0.38552437223042835,0.32780320366132726,S4ZA.tsv
187,159,0.20054570259208732,0.3109004739336493,0.2656599552572707,STVQ.tsv
1003,1031,0.4853060124022648,0.48926812104152007,0.48770360907058447,SCVK.tsv
171,141,0.2509469696969697,0.29432624113475175,0.2660493827160494,SDS7.tsv
811,1119,0.3992529978376253,0.523709167544784,0.45931651749389746,SV8E.tsv
340,361,0.2070496083550914,0.42964196502914237,0.2601868415821904,SX6V.tsv
577,659,0.4416167664670659,0.3504007123775601,0.3713109128345916,SHSL.tsv
329,900,0.3786407766990291,0.526368658965344,0.4512466057763515,S3KY.tsv
709,778,0.3355876164712955,0.4474336283185841,0.36892077223335795,S33B.tsv
1131,1283,0.46894269815009776,0.4904024767801858,0.47798851574734647,S3DA.tsv
560,585,0.38842779226938584,0.46097433211105293,0.4110349330721515,S8U5.tsv
507,377,0.37538844002486016,0.39400921658986177,0.38608097380259326,SYRT.tsv
406,347,0.2616992276238074,0.4377791959157626,0.3349256900212314,SPZA.tsv
229,271,0.24182638105975196,0.38860103626943004,0.29979536152796726,SRCA.tsv
363,375,0.3455418793155209,0.3437779767233662,0.34509892086330934,SNQB.tsv
750,1053,0.5198908842918846,0.4213734982965752,0.46481555733761026,SBG4.tsv
662,461,0.3771377137713771,0.41137440758293836,0.3938134810710988,SGY6.tsv
965,726,0.45547493403693934,0.42424242424242425,0.4362552327793987,SGYW.tsv
110,159,0.3623481781376518,0.23640526617057814,0.26416778224007137,SRZT.tsv
185,180,0.25311812179016874,0.4433833560709413,0.3196564885496183,SWD7.tsv
532,549,0.4007696536558549,0.3257871454592766,0.3498763687742847,SRWD.tsv
863,697,0.39885714285714285,0.5110714285714286,0.4426480836236934,S2YK.tsv
1868,1054,0.4604787714543812,0.4121604468139122,0.4295465626523647,SN22.tsv
60,50,0.17532467532467533,0.15807560137457044,0.16865869853917662,SEV9.tsv
452,536,0.4971209213051823,0.38748495788206977,0.4225496214446491,SLRY.tsv
370,455,0.38985074626865673,0.3195558297347316,0.34350213544844416,S9G2.tsv
648,457,0.45407835581245987,0.284688995215311,0.3385023464599061,SWGX.tsv
168,143,0.3344947735191638,0.2219804134929271,0.2652377762893503,SRN2.tsv
826,1379,0.4575645756457565,0.5673169171730092,0.5102463734745567,S2AX.tsv
203,258,0.4262734584450402,0.33360128617363344,0.37748624629708,SRND.tsv
506,767,0.4859559045605557,0.3994815668202765,0.44169246646026833,S2B5.tsv
532,549,0.3102174805088223,0.44158339738662566,0.37805120063504666,SKNF.tsv
1117,987,0.5711556829035339,0.4324838341574743,0.4939656997670972,SLH6.tsv
316,234,0.36022253129346316,0.30374238468233244,0.33513722458446077,SMBC.tsv
406,503,0.34956744633130404,0.4075829383886256,0.3715139442231076,SVWU.tsv
138,383,0.35412026726057905,0.3573959255978742,0.3561719833564494,SZBN.tsv
140,311,0.315820198482195,0.4612676056338028,0.37381537381537383,S8VZ.tsv
352,331,0.35722543352601155,0.3718723037100949,0.36310141917618555,S45F.tsv
459,387,0.2649071358748778,0.4920283436669619,0.3840613382899628,SZLE.tsv
700,716,0.4381625441696113,0.43220660843144704,0.43399734395750333,SZ98.tsv
522,318,0.36567704561911657,0.32400932400932403,0.3403289846851957,SVN6.tsv
99,161,0.3375912408759124,0.22448979591836735,0.28875064800414724,S4ZT.tsv
294,234,0.382903981264637,0.23782416192283365,0.2887063655030801,SXAW.tsv
908,1158,0.46596356663470756,0.44729628706703217,0.4586700418654464,SCXU.tsv
283,379,0.4335766423357664,0.37104743083003955,0.39628756629345907,S3RN.tsv
397,305,0.3378895571350465,0.2990415335463259,0.3199764289923394,SZT4.tsv
2011,1916,0.5885840108401084,0.47441019069872614,0.5095717489958792,SFG3.tsv
484,563,0.41811637672465507,0.46733855916386713,0.440046565774156,SQ2C.tsv
843,781,0.4423897581792319,0.4668574153552694,0.4557011285510442,SH2A.tsv
994,835,0.39407041383570107,0.4596327601282425,0.42121138996138996,SCUS.tsv
818,766,0.40812870448772226,0.41494490358126723,0.4111990072902125,STW7.tsv
307,317,0.33049180327868855,0.41556091676718937,0.37480364436066604,SC4J.tsv
429,165,0.46865671641791046,0.10266429840142095,0.17302725968436156,SDEX.tsv
405,381,0.3925039042165539,0.410828025477707,0.4007447722715554,SFR2.tsv
214,155,0.21318681318681318,0.28425655976676384,0.243734335839599,S323.tsv
2694,2179,0.46925427872860637,0.5869672333086967,0.5082931612059809,S28F.tsv
128,244,0.2873923257635082,0.4332313965341488,0.3507528786536758,S7SX.tsv
352,390,0.37295373665480425,0.3986784140969163,0.3899249212884476,SBFR.tsv
1414,1415,0.5500716446425729,0.38251618871415355,0.46494869585650506,SU3C.tsv
1229,1246,0.48376353039134057,0.4747529200359389,0.4794295592048401,S5JX.tsv
235,250,0.289544235924933,0.371946964410328,0.3358150470219436,SK7X.tsv
258,363,0.30023980815347723,0.45073375262054505,0.36149032992036406,S52C.tsv
964,1985,0.49258523161596085,0.5156188216686437,0.5065738128114307,SLDB.tsv
265,425,0.3868648130393097,0.4078638497652582,0.39630606860158313,SUHT.tsv
551,594,0.4051084051084051,0.3911333571683947,0.3987670343932511,S7HR.tsv
540,717,0.529639175257732,0.5056264066016504,0.514461830251304,S5QR.tsv
322,277,0.2694986072423398,0.3714445064138316,0.3261071539176216,S9F7.tsv
599,341,0.39337175792507206,0.39143730886850153,0.3925208501479688,SP79.tsv
585,746,0.379585326953748,0.4825970548862115,0.42130947539650265,SNDW.tsv
1205,1569,0.5345291479820627,0.47671730515191546,0.5070610387572572,SGHZ.tsv
798,828,0.34739007456929805,0.527965889139704,0.4388014220416455,S7ZG.tsv
555,737,0.4909560723514212,0.41562064156206413,0.44472971045499926,S7VD.tsv
315,367,0.3389145496535797,0.36618876941457584,0.35231943628890194,SDLP.tsv
226,351,0.49473684210526314,0.2517375590770086,0.2775500062119518,SJ6L.tsv
469,676,0.3700218818380744,0.4416765519968367,0.3955486688265953,SHXX.tsv
557,289,0.3530150753768844,0.3632047477744807,0.35825450106805007,SJN6.tsv
1658,1157,0.5177319174514126,0.4809543174732276,0.4957956015523933,S6SH.tsv
252,453,0.3917654398003743,0.37662337662337664,0.38172268907563023,SZJ5.tsv
2713,2852,0.5320066919080744,0.5833670415014967,0.558773926975293,S38V.tsv
423,605,0.43421973407977604,0.3932472691161867,0.41316550433747234,SFM7.tsv
603,664,0.46095238095238095,0.469198088157196,0.46544245228455755,SQ6L.tsv
502,589,0.4375,0.43014009844755774,0.433656317975084,SJWU.tsv
715,743,0.45481845481845484,0.4528301886792453,0.45398384286393156,S4PF.tsv
238,359,0.15760869565217392,0.4169321802457897,0.3054762522709577,SXJW.tsv
780,682,0.3350996719656826,0.4654153632255822,0.3899122807017544,SE3Y.tsv
252,145,0.2742574257425743,0.2746031746031746,0.27439024390243905,SLMK.tsv
978,830,0.363914373088685,0.453787693062025,0.4079231692677071,SB6S.tsv
106,60,0.17985611510791366,0.22162162162162163,0.19949174078780177,SL9D.tsv
195,164,0.37485714285714283,0.32860262008733626,0.3512004466778336,S7ZF.tsv
1596,1412,0.5541336583384115,0.44727457972491086,0.48845401174168296,SLBS.tsv
1016,1126,0.4898271712973091,0.43478260869565216,0.46041772796739683,S5B4.tsv
1689,1858,0.5399294065740128,0.5070175438596491,0.5257764365648183,SB9K.tsv
671,1403,0.43665804871411074,0.5526997041420119,0.4858509053852787,SYX3.tsv
908,1580,0.5697493901086715,0.45821296941926487,0.4927825130602145,SKPP.tsv
1416,1454,0.5288361749444033,0.46589381720430106,0.49933055052374575,SESD.tsv
947,907,0.5054125571325475,0.4534648457258472,0.4800887683392923,S7NV.tsv
1567,1574,0.5590148698884758,0.4785283402018754,0.4949874091319428,SNNG.tsv
699,917,0.4825834542815675,0.4454819277108434,0.4563644103873989,SKRZ.tsv
230,274,0.24759405074365703,0.3848334514528703,0.32341425215348474,SYZX.tsv
499,562,0.366144668158091,0.45109368551382584,0.40646425073457393,SBCZ.tsv
695,822,0.39081812831077106,0.46650351789538086,0.42039206311259864,S9YG.tsv
453,304,0.26836002208724463,0.3957264957264957,0.31834954713183494,SRG8.tsv
1473,1687,0.45595854922279794,0.5440783615316117,0.48681174783313585,SYTD.tsv
1616,1797,0.5093945720250522,0.5094339622641509,0.5094131354632979,SMEB.tsv
268,219,0.23598130841121495,0.3484848484848485,0.2715654952076677,S8S2.tsv
242,290,0.358814352574103,0.3153153153153153,0.33423820834747203,SASU.tsv
1431,1235,0.4811002091040695,0.5111970684039088,0.4943840416928745,SFYP.tsv
571,704,0.3204019630754849,0.5071181223547518,0.39095667345158475,SQ82.tsv
194,157,0.3778966131907308,0.24617524339360222,0.2831415707853927,SFLQ.tsv
2389,2453,0.5647788168540506,0.48688796680497926,0.5212593313859136,SV2V.tsv
328,232,0.28054953000723065,0.33482142857142855,0.3018867924528302,SXKQ.tsv
361,295,0.3898916967509025,0.3441692466460268,0.360801050558109,SQ55.tsv
539,410,0.40858318636096413,0.3417047184170472,0.367983367983368,SQ68.tsv
534,694,0.4781439139206456,0.4085810431856422,0.44021406727828744,SVET.tsv
200,245,0.4259485924112607,0.30042918454935624,0.34672686230248306,SH9T.tsv
328,444,0.4265536723163842,0.4100781928757602,0.4172396856581532,S8G6.tsv
887,684,0.4306139613120269,0.3799002138275125,0.4082849521418484,SMPU.tsv
302,187,0.321640903686088,0.2984869325997249,0.31465338314653385,S622.tsv
176,157,0.31910352187833513,0.3866213151927438,0.3518416712479384,STRH.tsv
630,527,0.4247881355932203,0.4220870379036032,0.42362648420205273,SZKE.tsv
430,459,0.47187293183322304,0.3857777777777778,0.4351289833080425,SCEL.tsv
422,405,0.3327993592310773,0.46626506024096387,0.3860957421217224,S6QU.tsv
815,1083,0.46754468485418627,0.5081413820492454,0.4895564168819983,S346.tsv
515,412,0.315086782376502,0.362089914945322,0.32943795214245963,SQWW.tsv
1608,2384,0.5342583076396026,0.5170441279477002,0.5269736192075882,SEGU.tsv
166,294,0.4022906227630637,0.2865627319970304,0.3454810495626822,SB49.tsv
812,1271,0.49061522419186654,0.4495818210509705,0.46910925481763294,SRD5.tsv
414,451,0.29585492227979276,0.4609435421500387,0.33727925480302734,SEFQ.tsv
508,512,0.2897911150338335,0.4645061728395062,0.35335953584128765,SNWS.tsv
743,685,0.44686411149825783,0.43403238651446774,0.4388916378030678,SYU7.tsv
521,370,0.2376470588235294,0.46760895170789163,0.33978550876275176,S57J.tsv
120,103,0.23024830699774265,0.25592885375494073,0.24810996563573884,SL46.tsv
1699,1917,0.5331400165700083,0.4570171149144254,0.488578462243087,SK3B.tsv
657,468,0.4005235602094241,0.37025796661608495,0.38297404311482625,S55B.tsv
1662,1719,0.5804322505500195,0.4321998612074948,0.5089070452718992,S9WZ.tsv
800,582,0.3197415329768271,0.4809119830328738,0.36743018512707876,SNLY.tsv
536,441,0.3144626271561256,0.3879310344827586,0.3507278835386338,SWBG.tsv
801,738,0.5049318929074683,0.3119168536671785,0.35069837674594184,SY5K.tsv
180,164,0.3051020408163265,0.2736318407960199,0.29091928251121074,SY7T.tsv
633,524,0.35264428351985955,0.40995607613469986,0.37042082954889494,SBYQ.tsv
396,576,0.40771678599840894,0.4139849026618991,0.4108527131782946,SN97.tsv
1065,1344,0.4391206313416009,0.5640268896540417,0.5058226074774538,SP3Q.tsv
329,452,0.48416608022519353,0.38403329549754067,0.41904527559055116,SEJ7.tsv
316,345,0.3824855119124276,0.3373639661426844,0.3592142188961646,SYXU.tsv
323,303,0.263387297633873,0.40567200986436497,0.33488228004956627,S59R.tsv
447,328,0.2817047817047817,0.44535691724573595,0.3555745651554035,SBA6.tsv
645,932,0.47910614525139666,0.42324818373564566,0.4518416838252116,SYUR.tsv
501,401,0.3080488832701222,0.43757575757575756,0.3611732537907035,SD8N.tsv
367,546,0.43482963764196864,0.39498644986449866,0.4103311810039575,SFXF.tsv
883,764,0.4544378698224852,0.43178220955998736,0.44349288882092064,SXFD.tsv
777,987,0.4363995392463387,0.5009462016761287,0.4608224222585925,SQ9R.tsv
626,634,0.4084287200832466,0.4568165596002855,0.4288293710502558,SDY6.tsv
850,947,0.39666666666666667,0.5442910070730885,0.4455346192440629,SAG4.tsv
2781,2581,0.5595905914772168,0.5947352984308549,0.5797302407664188,SZQX.tsv
423,462,0.37838742054198726,0.40671641791044777,0.3882967152490755,SXJP.tsv
986,1235,0.48808094666438,0.4881293491608678,0.48810301390314453,S6JL.tsv
1460,1057,0.49320794148380354,0.49245669584652635,0.49281071498916684,SXK5.tsv
1192,1565,0.4774995463618218,0.5323395046886271,0.49252354917330876,SXK4.tsv
1198,1117,0.48263358778625953,0.49125836391107275,0.48668084675377293,SJV7.tsv
1044,1656,0.5118323191345504,0.5343992958779522,0.5226569096538137,SFLB.tsv
269,213,0.35938903863432164,0.2923728813559322,0.32863393291200776,SXFR.tsv
1891,1393,0.5002780352177942,0.46417884175321245,0.4758011577251298,SDVN.tsv
1436,1533,0.494,0.48927566807313644,0.49210600507471103,SVH7.tsv
1083,1322,0.4399047996826656,0.5239616613418531,0.4720998531571219,S38F.tsv
362,374,0.35514511873350924,0.4206451612903226,0.38461538461538464,SD62.tsv
267,205,0.28027681660899656,0.3144,0.29800498753117205,SFZ9.tsv
338,305,0.24804417855499308,0.4198952879581152,0.30051150895140666,S36Z.tsv
245,119,0.2724306688417618,0.1962962962962963,0.22909346451159524,SFT2.tsv
1218,1933,0.5033763772064921,0.5206691720208511,0.5119233073696824,SMGY.tsv
483,574,0.4053175775480059,0.3640985529917872,0.3875799394143386,SLNV.tsv
4116,4204,0.5641410769915443,0.5563592525617842,0.5602208419599723,SU82.tsv
112,173,0.2331288343558282,0.34026745913818723,0.26236820762368207,S97B.tsv
470,424,0.40066103562247524,0.4735714285714286,0.4254183846713558,SUZS.tsv
474,391,0.3445974134334585,0.42114384748700173,0.37669573643410853,SBX7.tsv
430,479,0.405086285195277,0.3422847399829497,0.37269129287598945,SPFN.tsv
420,360,0.3215835140997831,0.379746835443038,0.3527784762383706,SW55.tsv
943,987,0.5199128811449907,0.38032024086492405,0.42296359661629124,SNXL.tsv
513,442,0.34845443596949016,0.42863894139886577,0.38528326459735185,S2E2.tsv
546,595,0.40161242161839356,0.4763157894736842,0.42865307677652886,SCKW.tsv
1603,1590,0.46818991719945496,0.5215627668659265,0.4857644991212654,S382.tsv
824,915,0.45916905444126077,0.4564135842526498,0.45772330041992965,S8J6.tsv
464,500,0.34310850439882695,0.44714587737843553,0.3827857286837331,SH79.tsv
1240,1213,0.4781319495922906,0.4650606840750276,0.4715709802473694,SVFH.tsv
204,371,0.4485981308411215,0.2608267716535433,0.3131360946745562,S4PC.tsv
4749,2787,0.546227552509677,0.6077352175529936,0.5745445829338447,S6HP.tsv
853,687,0.4312684365781711,0.44036962171527577,0.4358675032832336,SVED.tsv
325,283,0.3700410396716826,0.31072749691738594,0.33884565499351493,SZR7.tsv
929,960,0.4414396887159533,0.5015539086779823,0.4684114555400622,SVDV.tsv
253,195,0.07988505747126437,0.5023474178403756,0.1454236465161447,S6J8.tsv
709,765,0.3742875237492084,0.46801264899051326,0.4272939881689366,SC3M.tsv
324,297,0.3918291550603528,0.3083816552451239,0.33860121049092134,SJ5D.tsv
613,523,0.29606727677467226,0.5171102661596958,0.35812133072407043,SD9H.tsv
299,205,0.31808943089430897,0.31189083820662766,0.31492537313432833,S43S.tsv
589,767,0.5190789473684211,0.3929703255545952,0.4518507141760098,SFUT.tsv
836,665,0.3896218117854002,0.4229471316085489,0.40424481737413626,S432.tsv
1489,1557,0.44273127753303965,0.5669983416252073,0.4990973371445765,SB7R.tsv
189,415,0.4432656826568266,0.33798604187437686,0.3926689027311931,S7LN.tsv
952,987,0.5204163330664532,0.4348903043170559,0.4689860623470582,SKPB.tsv
1306,1178,0.4811091292362575,0.4599736296854398,0.4713314743813175,SNCG.tsv
2886,2113,0.5644878048780487,0.5108647053563444,0.536509121448234,SNA4.tsv
1998,1794,0.5652565256525652,0.47893605160468267,0.5088695833116579,SBVQ.tsv
290,396,0.4106217616580311,0.35437972432192083,0.37727392565251777,SNMA.tsv
337,315,0.37775133848899467,0.44386761842959116,0.409373060211049,SKPX.tsv
695,1077,0.49426784783741534,0.409148665819568,0.43906235692702134,S95D.tsv
303,370,0.46354799513973266,0.37365853658536585,0.41369047619047616,S9VB.tsv
479,1120,0.441268316118184,0.48738945299705205,0.4686921803486221,SGSY.tsv
358,282,0.2418582375478927,0.4533333333333333,0.3091740124061378,S7Z8.tsv
3080,3547,0.5245582401730977,0.5993116135540918,0.5655684333897643,SUNM.tsv
524,404,0.36793327154772937,0.42314540059347183,0.3921415560759823,SWU3.tsv
289,180,0.23000583771161703,0.38,0.27351844177372564,SRF6.tsv
318,550,0.363324764353042,0.3772594752186589,0.37161693268563495,SHXF.tsv
1059,760,0.446843853820598,0.4306263110578364,0.4402060591193426,SDMJ.tsv
605,384,0.41585852823730746,0.3866432337434095,0.3993546785802929,SD8A.tsv
1713,1312,0.44183330900598455,0.5778567199526347,0.4996643732169827,STKV.tsv
241,340,0.38124125058329444,0.413961038961039,0.3931851851851852,STK7.tsv
591,625,0.4977142857142857,0.3782545805207329,0.4136995591726009,SXQU.tsv
808,849,0.4542524175551699,0.43548789618168204,0.4449004975124378,SJ88.tsv
768,685,0.4125208283741966,0.4666666666666667,0.4337052601072308,SAHB.tsv
405,419,0.48628613787991104,0.2671332750072908,0.3290079531184596,S63K.tsv
998,741,0.4490121096239643,0.41448636739190303,0.43049194858915646,S4QK.tsv
656,574,0.3137496155029222,0.5172903837044055,0.39388287952256623,S4S5.tsv
652,810,0.42191066188457776,0.4693491124260355,0.4493965990126166,SZPS.tsv
472,355,0.3769063180827887,0.4510433386837881,0.3976227853778874,SVFD.tsv
313,264,0.33747300215982723,0.3310708898944193,0.33480176211453744,SQ63.tsv
298,600,0.4578313253012048,0.3574926542605289,0.3998868778280543,S4RF.tsv
115,236,0.31841432225063937,0.3378995433789954,0.33131749460043197,S3XC.tsv
343,353,0.3035132198478812,0.4138775510204082,0.33743100852985447,SCQC.tsv
484,322,0.30430754979157015,0.3841642228739003,0.33954451345755693,SZKX.tsv
262,274,0.41370716510903427,0.3545586107091172,0.38634081017743555,SMHY.tsv
578,895,0.4318555008210181,0.47238008638326895,0.4558033315421816,S3M4.tsv
251,283,0.39349871685201027,0.315847598012148,0.34630872483221475,SHT2.tsv
1186,1207,0.5436022819885901,0.4797605922192471,0.5075952740517011,SD92.tsv
238,234,0.291040288634997,0.3326904532304725,0.30703703703703705,S37F.tsv
362,568,0.3517500723170379,0.4756648268941295,0.39706422018348625,S3AV.tsv
925,748,0.42610114192495924,0.44922059518186114,0.4395122619536923,SMF3.tsv
282,219,0.3263234227701233,0.2846715328467153,0.30787878787878786,SWYP.tsv
552,669,0.36624775583482944,0.5065375302663438,0.414822266934943,SE2C.tsv
1216,1887,0.4935687263556116,0.5432071019215642,0.5198169825895775,SRFV.tsv
716,760,0.3331271647699159,0.4875962360992301,0.36777969679524086,SLMB.tsv
1258,1411,0.5123555555555556,0.5039732994278449,0.5079298481161366,SKJ6.tsv
184,207,0.23806998939554613,0.45980707395498394,0.2930622009569378,SEDD.tsv
344,486,0.38728813559322034,0.4114035087719298,0.39913793103448275,SU6W.tsv
1567,1322,0.5511091127098321,0.4655560558307069,0.5083614548181478,S56S.tsv
208,398,0.39285714285714285,0.38487394957983195,0.3886072174172383,S9WP.tsv
1849,1450,0.44938554467819203,0.549889135254989,0.4836228799011193,S97Z.tsv
682,828,0.44772447724477243,0.4457793234271262,0.4468732706142778,S7MF.tsv
393,348,0.3143989431968296,0.3620689655172414,0.3402777777777778,S7NJ.tsv
425,474,0.2845238095238095,0.43077501881113617,0.37413554633471646,SRRS.tsv
256,208,0.22281639928698752,0.34863123993558776,0.288917089678511,S7AR.tsv
