begin,end,s1_er_ratio,s2_er_ratio,er_ratio_average,file
0,50,0.265625,0.10452961672473868,0.1339031339031339,SZAP.tsv
50,100,0.301255230125523,0.15080527086383602,0.1898047722342733,SZAP.tsv
100,150,0.4828571428571429,0.328125,0.4280442804428044,SZAP.tsv
150,200,0.43023255813953487,0.24324324324324326,0.4177215189873418,SZAP.tsv
200,250,0.4230769230769231,0.4626865671641791,0.43272727272727274,SZAP.tsv
250,300,0.5172413793103449,0.5084745762711864,0.5131578947368421,SZAP.tsv
300,350,0.49528301886792453,0.5281385281385281,0.5124153498871332,SZAP.tsv
350,400,0.4701195219123506,0.5,0.4858757062146893,SZAP.tsv
400,450,0.4798387096774194,0.516042780748663,0.5016077170418006,SZAP.tsv
450,500,0.6030150753768844,0.5070422535211268,0.5630498533724341,SZAP.tsv
500,550,0.6224489795918368,0.602291325695581,0.6050775740479548,SZAP.tsv
550,600,0.6753246753246753,0.6024844720496895,0.650319829424307,SZAP.tsv
600,650,0.6066176470588235,0.5952380952380952,0.6016597510373444,SZAP.tsv
650,700,0.6203090507726269,0.6541353383458647,0.6279863481228669,SZAP.tsv
700,750,0.6056338028169014,0.672,0.6367041198501873,SZAP.tsv
750,800,0.6951672862453532,0.6013986013986014,0.662621359223301,SZAP.tsv
800,850,0.7286821705426356,0.654627539503386,0.6713286713286714,SZAP.tsv
850,900,0.6183745583038869,0.6313725490196078,0.6245353159851301,SZAP.tsv
900,950,0.6700680272108843,0.625,0.6522633744855967,SZAP.tsv
950,1000,0.6439393939393939,0.6651162790697674,0.6513911620294599,SZAP.tsv
1000,1009,0.5333333333333333,0.6170212765957447,0.5967741935483871,SZAP.tsv
