speaker1,speaker1_token_number,speaker1_expression_token_number,speaker1_expression_number,speaker1_er_ratio,speaker2,speaker2_token_number,speaker2_expression_token_number,speaker2_expression_number,speaker2_er_ratio,speaker3,speaker3_token_number,speaker3_expression_token_number,speaker3_expression_number,speaker3_er_ratio,total_token_number,total_er_token_number,av_er_ratio,total_er_number,file
S0589,1132,386,272,0.3409893992932862,S0590,2847,1022,723,0.358974358974359,S0588,932,433,291,0.4645922746781116,4911,1841,0.3748727346772551,1286,SKDP.tsv
S0262,4082,2094,1287,0.512983831455169,S0301,4263,1988,1179,0.4663382594417077,S0261,2491,1133,680,0.4548374146928944,10836,5215,0.481266149870801,3146,SEJT.tsv
S0104,1217,268,191,0.22021364009860311,S0167,752,286,192,0.3803191489361702,S0110,395,156,107,0.3949367088607595,2364,710,0.3003384094754653,490,SK3S.tsv
S0075,2400,1039,666,0.43291666666666667,S0150,788,363,247,0.4606598984771574,S0068,2044,944,589,0.461839530332681,5232,2346,0.44839449541284404,1502,S2PS.tsv
S0417,4334,2378,1531,0.5486848177203507,S0475,6578,2979,1779,0.45287321374277895,S0416,218,82,46,0.3761467889908257,11130,5439,0.48867924528301887,3356,S5U8.tsv
S0346,5419,2739,1730,0.5054438088208156,S0337,5054,2538,1552,0.5021764938662445,S0336,4930,2787,1689,0.5653144016227181,15403,8064,0.5235343764201779,4971,S985.tsv
S0192,19420,10508,6415,0.541091658084449,S0196,9542,4306,2518,0.45126807797107527,S0194,10449,7965,4350,0.7622739018087855,39411,22779,0.5779858415163279,13283,S5XD.tsv
S0328,10560,5415,3287,0.5127840909090909,S0326,4790,2554,1482,0.5331941544885177,S0330,3362,2267,1362,0.674301011302796,18712,10236,0.5470286447199658,6131,SWWZ.tsv
S0091,759,331,211,0.43610013175230566,S0058,2295,1062,687,0.4627450980392157,S0179,4509,1567,1043,0.34752716788644933,7563,2960,0.391379082374719,1941,SUAB.tsv
S0417,2114,789,496,0.37322611163670766,S0416,1252,424,272,0.33865814696485624,S0418,111,26,17,0.23423423423423423,3477,1239,0.35634167385677307,785,SYWB.tsv
S0653,3600,1169,766,0.32472222222222225,S0655,1645,810,508,0.49240121580547114,S0654,813,349,231,0.42927429274292744,6058,2328,0.3842852426543414,1505,SCG9.tsv
S0520,956,345,228,0.3608786610878661,S0519,1009,252,169,0.24975222993062438,S0521,413,136,86,0.32929782082324455,2378,733,0.308242220353238,483,STDN.tsv
S0198,1350,211,153,0.1562962962962963,S0230,415,162,108,0.39036144578313253,S0229,282,129,87,0.4574468085106383,2047,502,0.24523693209574987,348,S4KE.tsv
S0519,2019,777,493,0.3848439821693908,S0520,1995,807,515,0.4045112781954887,S0521,835,333,216,0.39880239520958083,4849,1917,0.3953392452051969,1224,SXGX.tsv
S0405,9050,4625,2806,0.511049723756906,S0556,5954,3156,1841,0.5300638226402419,S0555,6321,3496,2033,0.553077044771397,21325,11277,0.5288159437280188,6680,SMRV.tsv
S0617,3142,1584,988,0.5041374920432845,S0641,5817,2174,1426,0.37373216434588274,S0622,1036,677,401,0.6534749034749034,9995,4435,0.44372186093046523,2815,SDZC.tsv
S0290,3332,987,617,0.296218487394958,S0282,632,330,198,0.5221518987341772,S0291,3338,1940,1170,0.5811863391252247,7302,3257,0.446042180224596,1985,SVDM.tsv
S0653,1626,359,246,0.22078720787207873,S0655,455,205,126,0.45054945054945056,S0654,168,68,45,0.40476190476190477,2249,632,0.2810137839039573,417,SQBK.tsv
S0653,1736,645,403,0.3715437788018433,S0654,491,144,89,0.29327902240325865,S0655,572,209,141,0.36538461538461536,2799,998,0.3565559128260093,633,SF7M.tsv
S0520,4596,1695,1086,0.368798955613577,S0519,2125,973,612,0.45788235294117646,S0521,831,439,267,0.5282791817087846,7552,3107,0.4114141949152542,1965,SDUM.tsv
S0556,4591,2436,1468,0.530603354389022,S0405,4962,2135,1367,0.4302700523982265,S0555,2756,1605,979,0.5823657474600871,12309,6176,0.5017466894142497,3814,SXR9.tsv
S0135,8928,4904,2995,0.5492831541218638,S0084,12140,6192,3771,0.5100494233937397,S0041,2508,1694,1019,0.6754385964912281,23576,12790,0.5425008483203257,7785,SVR6.tsv
S0084,2788,1143,767,0.4099713055954089,S0157,2043,1050,673,0.5139500734214391,S0041,1113,528,328,0.4743935309973046,5944,2721,0.45777254374158816,1768,STJD.tsv
S0229,111,37,27,0.3333333333333333,S0198,1032,227,154,0.21996124031007752,S0230,529,197,133,0.3724007561436673,1672,461,0.2757177033492823,314,SRGR.tsv
S0478,1280,449,268,0.35078125,S0240,1361,496,310,0.36443791329904485,S0479,79,30,21,0.379746835443038,2720,975,0.3584558823529412,599,SGFN.tsv
S0317,3670,2047,1226,0.5577656675749318,S0255,8009,4046,2482,0.5051816706205519,S0318,7004,3764,2197,0.537407195888064,18683,9857,0.5275919284911417,5905,SN8K.tsv
S0189,1778,851,545,0.47862767154105734,S0192,3899,1815,1164,0.4655039753783021,S0228,1854,835,540,0.45037756202804746,7531,3501,0.4648785021909441,2249,SNAC.tsv
S0590,8354,4409,2855,0.5277711276035432,S0588,5161,2501,1584,0.48459600852547957,S0589,1979,1108,684,0.5598787266296109,15494,8018,0.5174906415386601,5123,SN64.tsv
S0422,1552,706,462,0.45489690721649484,S0423,3807,1656,1045,0.43498817966903075,S0421,2851,1543,936,0.5412136092599088,8210,3905,0.4756394640682095,2443,S776.tsv
S0521,444,229,150,0.5157657657657657,S0519,598,201,125,0.33612040133779264,S0520,1828,260,166,0.1422319474835886,2870,690,0.24041811846689895,441,SWLS.tsv
S0653,2401,847,571,0.35276967930029157,S0655,952,443,282,0.4653361344537815,S0654,804,286,190,0.35572139303482586,4157,1576,0.3791195573731056,1043,SLT4.tsv
S0266,180,72,43,0.4,S0272,3324,807,510,0.2427797833935018,S0273,1476,795,483,0.5386178861788617,4980,1674,0.336144578313253,1036,SYNT.tsv
S0240,6297,4065,2356,0.6455454978561219,S0238,5779,3048,1773,0.5274268904654784,S0241,13889,6809,4061,0.49024407804737563,25965,13922,0.5361833237049874,8190,SP2Y.tsv
S0653,1578,481,312,0.30481622306717365,S0654,751,262,165,0.3488681757656458,S0655,532,169,108,0.3176691729323308,2861,912,0.3187696609577071,585,SBNC.tsv
S0008,9568,4185,2604,0.43739548494983277,S0012,6185,3728,2266,0.6027485852869846,S0013,1901,998,628,0.524986849026828,17654,8911,0.5047581284694687,5498,SNYG.tsv
S0419,976,359,231,0.367827868852459,S0013,760,306,198,0.4026315789473684,S0012,1122,490,305,0.43672014260249553,2858,1155,0.40412876137158854,734,SE2A.tsv
S0417,1907,707,471,0.3707393812270582,S0416,2129,937,639,0.4401127289807421,S0418,2,0,0,0.0,4038,1644,0.40713224368499257,1110,S3CK.tsv
S0417,820,264,175,0.32195121951219513,S0416,1473,459,302,0.31160896130346233,S0418,12,3,3,0.25,2305,726,0.3149674620390456,480,S8Q3.tsv
S0655,528,192,132,0.36363636363636365,S0653,1957,542,357,0.27695452222789985,S0654,533,187,118,0.350844277673546,3018,921,0.305168986083499,607,SQU6.tsv
S0212,2436,1093,695,0.4486863711001642,S0209,181,34,22,0.1878453038674033,S0202,3837,1496,963,0.3898879332812093,6454,2623,0.40641462658816235,1680,STG7.tsv
S0084,12084,6306,3931,0.5218470705064548,S0041,11249,6555,3964,0.5827184638634545,S0046,444,231,143,0.5202702702702703,23777,13092,0.5506161416494932,8038,STSS.tsv
S0439,4658,1919,1255,0.4119793902962645,S0481,3086,1707,1052,0.5531432274789372,S0440,1622,617,371,0.3803945745992602,9366,4243,0.45302156737134314,2678,SCPR.tsv
S0653,925,292,195,0.31567567567567567,S0654,531,166,111,0.3126177024482109,S0655,694,218,142,0.31412103746397696,2150,676,0.3144186046511628,448,SXH5.tsv
S0589,647,324,218,0.500772797527048,S0590,3239,1376,966,0.424822476072862,S0588,3176,1274,852,0.40113350125944586,7062,2974,0.42112715944491647,2036,SFMJ.tsv
S0468,1717,637,460,0.3709959231217239,S0467,1597,660,454,0.41327489041953663,S0428,160,12,8,0.075,3474,1309,0.37679907887161773,922,SX3B.tsv
S0070,2941,1139,724,0.3872832369942196,S0180,2954,1242,799,0.42044685172647256,S0183,83,49,28,0.5903614457831325,5978,2430,0.4064904650384744,1551,SHBJ.tsv
S0655,541,214,152,0.3955637707948244,S0653,1627,530,346,0.3257529194837124,S0654,428,195,114,0.45560747663551404,2596,939,0.3617103235747304,612,SXQ6.tsv
S0454,8942,4847,3029,0.5420487586669649,S0455,7634,4074,2459,0.5336651820801677,S0452,2066,1244,767,0.6021297192642788,18642,10165,0.5452741122197189,6255,S8PW.tsv
S0417,2829,1008,635,0.3563096500530223,S0416,2073,988,641,0.47660395561987456,S0418,27,4,4,0.14814814814814814,4929,2000,0.4057618178129438,1280,SHX2.tsv
S0018,3192,1416,909,0.44360902255639095,S0006,4502,1569,1013,0.34851177254553534,S0005,1309,723,445,0.5523300229182582,9003,3708,0.41186271242919026,2367,SJ4X.tsv
S0439,1903,630,417,0.3310562270099842,S0440,967,445,267,0.46018614270941055,S0481,1595,634,402,0.3974921630094044,4465,1709,0.3827547592385218,1086,S37E.tsv
S0417,1542,445,322,0.28858625162127105,S0418,167,53,35,0.31736526946107785,S0416,857,330,225,0.38506417736289383,2566,828,0.32268121590023385,582,SYTL.tsv
S0018,3562,1596,1050,0.4480628860190904,S0019,3095,1270,809,0.41033925686591277,S0017,2517,1125,732,0.4469606674612634,9174,3991,0.43503379114889906,2591,S575.tsv
S0227,10034,4141,2583,0.4126968307753638,S0192,10817,6231,3746,0.5760377184062124,S0190,4131,2885,1634,0.6983781166787703,24982,13257,0.5306620766952206,7963,SW6A.tsv
S0382,8338,4581,2718,0.5494123290957064,S0326,6871,3848,2259,0.5600349294134769,S0381,4749,2581,1503,0.5434828384923142,19958,11010,0.5516584828139092,6480,SP2X.tsv
S0167,1568,544,337,0.3469387755102041,S0110,263,57,31,0.21673003802281368,S0104,1263,476,310,0.3768804433887569,3094,1077,0.348093083387201,678,S79Y.tsv
S0653,2395,853,542,0.35615866388308975,S0654,985,381,240,0.3868020304568528,S0655,718,265,170,0.36908077994428967,4098,1499,0.36578818936066376,952,S57G.tsv
S0013,2470,1599,942,0.6473684210526316,S0008,11234,4936,2873,0.43938045219868255,S0012,6406,3292,1967,0.5138932251014674,20110,9827,0.48866235703630034,5782,SL8N.tsv
S0008,9896,4864,2894,0.49151172190784154,S0012,6289,3708,2211,0.5896008904436317,S0013,1884,875,575,0.46443736730360935,18069,9447,0.522829154906193,5680,S7TT.tsv
S0653,1106,386,263,0.34900542495479203,S0654,964,180,122,0.18672199170124482,S0655,1789,750,471,0.41922861934041367,3859,1316,0.34102098989375484,856,S2JV.tsv
S0440,3428,1794,1124,0.5233372228704785,S0439,4447,1574,993,0.3539464807735552,S0481,1240,539,320,0.4346774193548387,9115,3907,0.42863411958310477,2437,SE3W.tsv
S0654,683,251,151,0.36749633967789164,S0655,665,296,189,0.44511278195488724,S0653,1717,606,387,0.35294117647058826,3065,1153,0.3761827079934747,727,SXPW.tsv
S0631,625,206,142,0.3296,S0632,707,232,163,0.32814710042432815,S0635,454,125,87,0.2753303964757709,1786,563,0.31522956326987683,392,SFC2.tsv
S0421,1052,509,326,0.4838403041825095,S0423,1474,520,344,0.35278154681139756,S0422,530,135,99,0.25471698113207547,3056,1164,0.38089005235602097,769,SH8K.tsv
S0013,2961,1694,1078,0.5721040189125296,S0012,6291,3456,2134,0.5493562231759657,S0152,7464,3250,2008,0.4354233654876742,16716,8400,0.5025125628140703,5220,SF8D.tsv
S0417,897,270,193,0.3010033444816054,S0416,693,210,154,0.30303030303030304,S0418,14,3,2,0.21428571428571427,1604,483,0.3011221945137157,349,SH6W.tsv
S0086,2251,1111,686,0.4935584184806753,S0085,518,235,142,0.45366795366795365,S0083,4632,1906,1193,0.4114853195164076,7401,3252,0.4394000810701257,2021,S6GC.tsv
S0653,2904,1038,693,0.3574380165289256,S0654,1252,619,382,0.49440894568690097,S0655,1006,509,322,0.5059642147117296,5162,2166,0.41960480433940334,1397,SMF5.tsv
S0013,1238,644,412,0.5201938610662359,S0012,3247,1733,1063,0.5337234370187866,S0152,6530,2647,1640,0.40535987748851454,11015,5024,0.4561053109396278,3115,SVRQ.tsv
S0454,1673,572,382,0.34190077704722055,S0455,1567,604,395,0.38544990427568604,S0452,270,106,74,0.3925925925925926,3510,1282,0.36524216524216524,851,SZ2V.tsv
S0144,3103,1497,953,0.4824363519174992,S0281,4026,1587,991,0.39418777943368105,S0024,1150,586,365,0.5095652173913043,8279,3670,0.44329025244594755,2309,SU6F.tsv
S0612,3393,1330,848,0.3919834954317713,S0610,1541,698,437,0.45295262816353016,S0428,1630,852,508,0.5226993865030675,6564,2880,0.43875685557586835,1793,SKKB.tsv
S0012,3281,1721,1107,0.5245352026821091,S0008,4524,2082,1307,0.46021220159151194,S0013,1471,651,447,0.44255608429639703,9276,4454,0.48016386373436826,2861,S2PY.tsv
S0013,1949,1100,678,0.564391995895331,S0152,5600,2107,1272,0.37625,S0012,3915,2139,1314,0.546360153256705,11464,5346,0.4663293789253315,3264,SY4A.tsv
S0390,938,316,207,0.3368869936034115,S0391,185,73,50,0.3945945945945946,S0392,1061,322,229,0.30348727615457116,2184,711,0.32554945054945056,486,SBZW.tsv
S0245,480,181,121,0.3770833333333333,S0246,1394,420,271,0.3012912482065997,S0244,1048,321,204,0.3062977099236641,2922,922,0.31553730321697465,596,S2RD.tsv
S0454,2687,1016,684,0.3781168589505024,S0455,2450,1172,752,0.47836734693877553,S0452,855,396,264,0.4631578947368421,5992,2584,0.43124165554072097,1700,SEJK.tsv
S0653,2857,1155,738,0.40427021351067555,S0655,1141,454,281,0.3978965819456617,S0654,1475,537,334,0.36406779661016947,5473,2146,0.39210670564589806,1353,SJA5.tsv
S0278,12909,5176,3276,0.4009605701448602,S0012,4347,2829,1703,0.6507936507936508,S0013,2602,1648,1003,0.633358954650269,19858,9653,0.48610131936750933,5982,SHTW.tsv
S0230,2060,983,634,0.4771844660194175,S0229,748,354,229,0.4732620320855615,S0198,5158,1960,1291,0.37999224505622337,7966,3297,0.413884007029877,2154,S4KW.tsv
S0653,1757,550,361,0.3130335799658509,S0655,625,256,177,0.4096,S0654,757,263,183,0.3474240422721268,3139,1069,0.3405543166613571,721,S83A.tsv
S0521,949,310,192,0.3266596417281349,S0520,5128,2046,1275,0.39898595943837756,S0519,2000,932,569,0.466,8077,3288,0.4070818373158351,2036,SZP6.tsv
S0653,2239,928,605,0.41447074586869137,S0654,1173,412,247,0.3512361466325661,S0655,1237,483,316,0.3904607922392886,4649,1823,0.3921273392127339,1168,SADE.tsv
S0198,1878,460,302,0.24494142705005326,S0230,484,205,132,0.42355371900826444,S0229,838,371,245,0.44272076372315033,3200,1036,0.32375,679,SKJ3.tsv
S0266,151,51,37,0.33774834437086093,S0269,798,331,241,0.41478696741854637,S0314,2910,559,339,0.1920962199312715,3859,941,0.24384555584348278,617,SBBP.tsv
S0058,1005,258,183,0.25671641791044775,S0179,530,183,134,0.3452830188679245,S0057,266,84,62,0.3157894736842105,1801,525,0.2915047196002221,379,S2GS.tsv
S0439,5292,2654,1687,0.50151171579743,S0440,4337,2009,1229,0.4632234263315656,S0481,4754,2453,1516,0.5159865376525031,14383,7116,0.49475074741013697,4432,SKRC.tsv
S0420,1844,764,500,0.41431670281995664,S0366,1550,581,362,0.37483870967741933,S0365,1325,480,336,0.3622641509433962,4719,1825,0.38673447764356855,1198,S78H.tsv
S0391,1323,518,335,0.3915343915343915,S0393,1326,481,320,0.3627450980392157,S0392,914,330,237,0.3610503282275711,3563,1329,0.3730002806623632,892,SKZX.tsv
S0454,1575,768,510,0.4876190476190476,S0455,1783,669,434,0.3752103196859226,S0579,1094,487,327,0.44515539305301643,4452,1924,0.43216531895777177,1271,SG7X.tsv
S0084,12739,7253,4398,0.569353952429547,S0041,13363,7883,4693,0.5899124448102971,S0046,197,122,66,0.6192893401015228,26299,15258,0.5801741511084072,9157,S7SU.tsv
S0405,3555,1792,1137,0.5040787623066104,S0555,3126,1481,877,0.47376839411388355,S0556,4218,2175,1292,0.515647226173542,10899,5448,0.49986237269474265,3306,S2LD.tsv
S0654,716,259,166,0.361731843575419,S0653,1766,583,371,0.3301245753114383,S0655,696,344,213,0.4942528735632184,3178,1186,0.37319068596601634,750,SUGV.tsv
S0624,253,74,55,0.2924901185770751,S0567,409,104,69,0.254278728606357,S0623,774,199,136,0.2571059431524548,1436,377,0.26253481894150416,260,SUDM.tsv
S0229,236,86,59,0.3644067796610169,S0198,1022,298,210,0.29158512720156554,S0230,720,190,142,0.2638888888888889,1978,574,0.2901921132457027,411,SJEM.tsv
S0013,493,214,153,0.4340770791075051,S0152,8909,2934,1906,0.329329891121338,S0012,4872,3077,1885,0.631568144499179,14274,6225,0.4361076082387558,3944,S6YA.tsv
S0653,3065,1051,683,0.3429037520391517,S0654,1488,683,439,0.459005376344086,S0655,678,302,201,0.44542772861356933,5231,2036,0.38921812272987955,1323,SZ94.tsv
S0521,1468,664,418,0.45231607629427795,S0519,1692,826,497,0.48817966903073284,S0520,4344,1625,1021,0.3740791896869245,7504,3115,0.41511194029850745,1936,SZNA.tsv
S0417,652,215,153,0.32975460122699385,S0418,61,29,26,0.47540983606557374,S0416,834,215,158,0.2577937649880096,1547,459,0.2967032967032967,337,SVAT.tsv
S0259,676,341,225,0.5044378698224852,S0260,909,344,235,0.37843784378437845,S0255,1649,444,327,0.2692540933899333,3234,1129,0.3491032776747062,787,SF2C.tsv
S0262,6039,2456,1654,0.4066898493128001,S0305,2260,1073,682,0.4747787610619469,S0306,952,493,302,0.5178571428571429,9251,4022,0.4347638093179116,2638,S8CW.tsv
S0384,783,257,179,0.3282247765006386,S0187,1311,430,303,0.32799389778794813,S0188,557,224,147,0.4021543985637343,2651,911,0.34364390795926064,629,S4T3.tsv
S0058,1405,627,419,0.4462633451957295,S0179,1466,529,359,0.3608458390177353,S0056,980,428,270,0.43673469387755104,3851,1584,0.41132173461438587,1048,SCWW.tsv
S0008,6602,2846,1767,0.43108149045743716,S0013,418,125,78,0.29904306220095694,S0012,3141,1924,1202,0.6125437758675581,10161,4895,0.48174392284223994,3047,SXAZ.tsv
S0653,722,187,120,0.2590027700831025,S0654,526,132,89,0.2509505703422053,S0655,272,80,59,0.29411764705882354,1520,399,0.2625,268,S49H.tsv
S0198,3795,1312,901,0.34571805006587614,S0230,1394,601,395,0.43113342898134865,S0229,1068,417,289,0.3904494382022472,6257,2330,0.3723829311171488,1585,SDJL.tsv
S0669,2374,786,561,0.33108677337826453,S0670,1224,524,359,0.42810457516339867,S0671,694,333,235,0.47982708933717577,4292,1643,0.38280521901211556,1155,S8W2.tsv
S0341,1807,920,555,0.509131156613171,S0337,3216,1374,858,0.42723880597014924,S0336,9138,4405,2845,0.4820529656379952,14161,6699,0.4730598121601582,4258,SG78.tsv
S0653,1191,328,225,0.2753988245172124,S0655,654,248,151,0.37920489296636084,S0654,407,173,117,0.4250614250614251,2252,749,0.33259325044404975,493,S2TC.tsv
S0227,9412,5256,3200,0.5584360390990225,S0190,6914,4147,2311,0.5997975122938964,S0192,14559,7805,4713,0.5360945119857133,30885,17208,0.5571636716852841,10224,SNJP.tsv
S0454,2492,1331,866,0.5341091492776886,S0452,1255,644,435,0.5131474103585657,S0455,2360,745,493,0.3156779661016949,6107,2720,0.44539053545112167,1794,SGCA.tsv
S0012,2176,1164,726,0.5349264705882353,S0278,5536,2054,1310,0.37102601156069365,S0013,1320,649,409,0.49166666666666664,9032,3867,0.42814437555358725,2445,SG5Q.tsv
S0008,6586,3218,1989,0.4886122077133313,S0012,4376,2251,1374,0.5143967093235832,S0013,1369,727,456,0.5310445580715851,12331,6196,0.5024734409212553,3819,SUQM.tsv
S0255,7073,4274,2495,0.6042697582355436,S0257,4947,1869,1090,0.37780473013947846,S0258,4746,2659,1690,0.5602612726506532,16766,8802,0.5249910533221996,5275,SNG4.tsv
S0588,4372,1966,1300,0.44967978042086004,S0613,2532,1058,668,0.4178515007898894,S0589,1813,1065,660,0.5874241588527302,8717,4089,0.46908340025238043,2628,SRU7.tsv
S0041,2858,1180,784,0.41287613715885235,S0086,2595,1217,762,0.4689788053949904,S0046,542,161,109,0.29704797047970477,5995,2558,0.42668890742285237,1655,SBSJ.tsv
S0475,2385,1150,687,0.48218029350104824,S0476,2500,1197,705,0.4788,S0417,3528,1469,988,0.41638321995464855,8413,3816,0.4535837394508499,2380,S9F9.tsv
S0152,3923,1369,881,0.3489676268162121,S0012,3166,1744,1063,0.5508528111181301,S0013,725,308,205,0.42482758620689653,7814,3421,0.4378039416432045,2149,SYHW.tsv
S0018,4766,1860,1164,0.39026437263953,S0014,5025,2528,1612,0.5030845771144279,S0004,1302,844,512,0.6482334869431644,11093,5232,0.47164878752366357,3288,SKCY.tsv
S0588,4390,2018,1271,0.4596810933940774,S0613,5501,2692,1692,0.48936556989638247,S0589,148,99,61,0.668918918918919,10039,4809,0.4790317760733141,3024,S7PM.tsv
S0623,4353,2359,1456,0.541925109120147,S0525,5946,2712,1715,0.45610494450050454,S0622,1731,814,514,0.4702484113229347,12030,5885,0.48919368246051537,3685,SR7C.tsv
S0058,3313,1644,1100,0.4962269846060972,S0184,2465,1217,799,0.49371196754563895,S0179,2835,1254,805,0.44232804232804235,8613,4115,0.4777661674213398,2704,SK8N.tsv
S0481,2650,1291,795,0.4871698113207547,S0439,4553,2072,1323,0.4550845596310125,S0440,3610,1803,1109,0.4994459833795014,10813,5166,0.4777582539535744,3227,SJSC.tsv
S0167,4565,2149,1370,0.47075575027382255,S0110,763,344,210,0.4508519003931848,S0104,4960,2039,1311,0.41108870967741934,10288,4532,0.4405132192846034,2891,SAB7.tsv
S0517,12187,6503,3969,0.5336013785180931,S0558,10597,5845,3519,0.5515711993960555,S0572,95,66,39,0.6947368421052632,22879,12414,0.542593644827134,7527,S8BQ.tsv
S0167,1935,874,544,0.4516795865633075,S0104,1860,813,523,0.43709677419354837,S0110,1085,409,260,0.37695852534562213,4880,2096,0.42950819672131146,1327,SQ2L.tsv
S0110,910,427,275,0.46923076923076923,S0104,2462,913,586,0.37083671811535335,S0167,1757,692,442,0.39385315879339783,5129,2032,0.3961785923181907,1303,S6MQ.tsv
S0592,8202,4028,2421,0.49109973177273836,S0593,4806,2231,1388,0.4642114024136496,S0594,528,208,134,0.3939393939393939,13536,6467,0.4777630023640662,3943,S8CB.tsv
S0538,5456,2387,1480,0.4375,S0546,4621,2358,1418,0.5102791603549015,S0539,451,218,130,0.48337028824833705,10528,4963,0.4714095744680851,3028,SHGE.tsv
S0529,2655,1199,758,0.45160075329566857,S0530,2924,1315,824,0.4497264021887825,S0531,947,643,389,0.6789862724392819,6526,3157,0.4837572785779957,1971,SCWC.tsv
S0227,9720,5754,3470,0.5919753086419753,S0190,3703,1794,1057,0.484472049689441,S0192,10770,5163,3292,0.47938718662952645,24193,12711,0.5253999090646054,7819,S3JF.tsv
S0567,1105,286,202,0.25882352941176473,S0621,528,260,151,0.49242424242424243,S0622,537,138,89,0.2569832402234637,2170,684,0.3152073732718894,442,SJKD.tsv
S0104,5438,2262,1422,0.41596175064361895,S0376,2652,1280,817,0.48265460030165913,S0377,2379,1320,775,0.5548549810844893,10469,4862,0.46441876014901134,3014,SQPN.tsv
S0654,509,150,97,0.29469548133595286,S0653,1201,363,222,0.302248126561199,S0655,420,191,117,0.45476190476190476,2130,704,0.3305164319248826,436,S7RD.tsv
S0152,8052,3188,2014,0.395926477893691,S0013,2370,1197,765,0.5050632911392405,S0012,5934,3428,2091,0.5776879002359285,16356,7813,0.4776840303252629,4870,SP62.tsv
S0008,12296,5914,3535,0.4809694209499024,S0012,6898,4322,2590,0.6265584227312264,S0013,2732,1559,1005,0.5706442166910688,21926,11795,0.5379458177506157,7130,S2T6.tsv
S0653,3822,1137,773,0.29748822605965464,S0654,454,170,116,0.3744493392070485,S0655,635,278,179,0.4377952755905512,4911,1585,0.3227448584809611,1068,SKY7.tsv
S0104,303,76,48,0.2508250825082508,S0167,691,167,115,0.24167872648335745,S0110,258,65,49,0.25193798449612403,1252,308,0.24600638977635783,212,SYFN.tsv
S0046,47,11,8,0.23404255319148937,S0084,5520,2323,1544,0.42083333333333334,S0041,4941,2238,1468,0.45294474802671525,10508,4572,0.4350970688998858,3020,SJG5.tsv
S0008,9580,4442,2736,0.46367432150313154,S0012,7158,4361,2622,0.6092483934059794,S0013,1439,735,456,0.5107713690062543,18177,9538,0.5247290531990978,5814,SZNG.tsv
S0326,4219,2537,1456,0.6013273287508888,S0383,7372,3800,2169,0.5154639175257731,S0328,7397,3628,2034,0.49046910909828306,18988,9965,0.5248051400884769,5659,SXCB.tsv
S0663,7579,3961,2339,0.5226283150811453,S0662,6500,3351,1942,0.5155384615384615,S0661,4055,2141,1287,0.5279901356350185,18134,9453,0.5212859821330098,5568,SXNE.tsv
S0282,9413,4511,2770,0.4792308509508127,S0287,3777,1752,1094,0.46386020651310567,S0288,2906,1645,1003,0.5660701995870613,16096,7908,0.4913021868787276,4867,SF3V.tsv
S0262,3654,1975,1231,0.5405035577449371,S0301,1714,606,389,0.35355892648774795,S0304,4089,1802,1133,0.44069454634384936,9457,4383,0.4634662155017447,2753,SA6K.tsv
S0486,5575,2034,1258,0.3648430493273543,S0523,2285,1135,686,0.49671772428884026,S0489,2563,1488,844,0.5805696449473273,10423,4657,0.44680034539000285,2788,SJSQ.tsv
S0422,512,185,118,0.361328125,S0423,2238,977,614,0.43655049151027703,S0421,2550,1355,855,0.5313725490196078,5300,2517,0.4749056603773585,1587,S3SA.tsv
S0572,1729,952,608,0.5506072874493927,S0571,1749,906,547,0.5180102915951973,S0517,3925,1332,854,0.3393630573248408,7403,3190,0.4309063893016345,2009,ST6R.tsv
S0013,2367,1380,882,0.5830164765525983,S0008,11859,5423,3244,0.4572898220760604,S0012,7547,4175,2459,0.5531999469988075,21773,10978,0.5042024525788821,6585,SDHB.tsv
S0631,2333,872,572,0.37376768109729963,S0632,2181,1059,647,0.4855570839064649,S0635,656,229,154,0.3490853658536585,5170,2160,0.41779497098646035,1373,S3GS.tsv
S0262,2302,953,595,0.41398783666377065,S0298,1994,887,533,0.4448345035105316,S0261,987,465,281,0.47112462006079026,5283,2305,0.43630512966117735,1409,SKMV.tsv
S0525,6546,2811,1804,0.4294225481209899,S0617,2646,1531,966,0.5786092214663643,S0623,2011,1024,639,0.5091994032819492,11203,5366,0.4789788449522449,3409,SB32.tsv
S0278,7581,2528,1660,0.33346524205249967,S0012,2338,1418,897,0.6065012831479898,S0013,1185,688,445,0.580590717299578,11104,4634,0.41732708933717577,3002,S7RA.tsv
S0261,1065,404,251,0.37934272300469485,S0280,927,294,203,0.31715210355987056,S0262,679,226,157,0.3328424153166421,2671,924,0.34593785099213775,611,SKBN.tsv
S0653,1849,748,482,0.40454299621416984,S0655,774,382,240,0.4935400516795866,S0654,957,298,177,0.3113897596656217,3580,1428,0.39888268156424583,899,SBKH.tsv
S0439,2776,1111,739,0.40021613832853026,S0441,823,383,256,0.46537059538274606,S0440,2812,1189,758,0.42283072546230444,6411,2683,0.41849945406332867,1753,SRX4.tsv
S0041,10651,5475,3478,0.5140362407285701,S0084,10851,5872,3655,0.5411482812643996,S0046,87,37,27,0.42528735632183906,21589,11384,0.5273055722821808,7160,S7JG.tsv
S0475,882,100,67,0.11337868480725624,S0418,20,6,6,0.3,S0417,782,318,235,0.40664961636828645,1684,424,0.2517814726840855,308,SKY2.tsv
S0278,5207,2028,1325,0.38947570578067986,S0013,2292,1169,728,0.5100349040139616,S0012,1766,1009,625,0.571347678369196,9265,4206,0.45396654074473825,2678,SKYQ.tsv
