Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
to do business with,4,4,"[0, 4]",SWLS.tsv
don't want,2,4,"[0, 4]",SWLS.tsv
cos,1,6,"[0, 6, 30, 32, 38, 48, 77, 92, 211]",SWLS.tsv
to do,2,8,"[0, 4, 8, 28, 46, 81, 189]",SWLS.tsv
want,1,8,"[0, 8, 28, 72, 73, 74, 136, 194]",SWLS.tsv
with the,2,40,"[0, 40, 68, 206, 238]",SWLS.tsv
they don't,2,70,"[0, 70]",SWLS.tsv
they don't want,3,72,"[0, 72]",SWLS.tsv
from the,2,96,"[0, 96]",SWLS.tsv
directly,1,2,"[1, 2]",SWLS.tsv
cut,1,226,"[2, 226]",SWLS.tsv
yes,1,78,"[10, 78, 82, 106, 182]",SWLS.tsv
probably,1,207,"[87, 207]",SWLS.tsv
not quite,2,90,"[28, 89, 90]",SWLS.tsv
yeah,1,101,"[3, 16, 18, 30, 33, 50, 52, 58, 61, 62, 64, 67, 72, 93, 101, 116, 120, 122, 124, 128, 145, 158, 162, 168, 169, 181, 188]",SWLS.tsv
say,1,102,"[6, 20, 48, 95, 100, 102, 103, 108, 114, 115, 119, 121, 132]",SWLS.tsv
tell,1,102,"[8, 102]",SWLS.tsv
that's,1,102,"[8, 20, 32, 36, 40, 66, 68, 76, 78, 83, 102, 107, 108, 119, 125, 149, 194, 198, 206, 218]",SWLS.tsv
be a,2,102,"[16, 20, 55, 63, 102]",SWLS.tsv
know,1,106,"[4, 6, 16, 18, 20, 22, 28, 32, 38, 48, 57, 58, 74, 78, 94, 100, 105, 106, 112, 210, 214, 216, 219, 222]",SWLS.tsv
right,1,110,"[108, 110, 117, 125, 143, 196, 208, 239]",SWLS.tsv
that's right,2,125,"[108, 125]",SWLS.tsv
yeah i,2,120,"[58, 72, 120]",SWLS.tsv
really,1,132,"[14, 16, 18, 20, 35, 42, 46, 48, 52, 70, 107, 115, 132, 188]",SWLS.tsv
one,1,132,"[20, 44, 56, 57, 61, 127, 130, 132, 134, 181]",SWLS.tsv
sort of,2,132,"[16, 20, 26, 50, 70, 132]",SWLS.tsv
thing,1,132,"[18, 28, 32, 98, 132, 232]",SWLS.tsv
you can,2,132,"[24, 132, 172]",SWLS.tsv
normal,1,218,"[132, 218]",SWLS.tsv
and then,2,136,"[18, 20, 22, 29, 68, 70, 78, 136, 167, 189, 206, 228]",SWLS.tsv
in the,2,136,"[66, 68, 69, 136, 160, 205, 215]",SWLS.tsv
put,1,136,"[70, 136, 172, 199, 233]",SWLS.tsv
return,1,140,"[136, 139, 140, 166, 171]",SWLS.tsv
the return,2,139,"[136, 139, 142]",SWLS.tsv
get,1,151,"[6, 16, 26, 32, 40, 84, 117, 121, 151, 159, 178, 219]",SWLS.tsv
i be,2,226,"[151, 226]",SWLS.tsv
well,1,153,"[52, 63, 68, 77, 81, 95, 98, 105, 153, 172, 191, 197, 206, 212]",SWLS.tsv
and the,2,155,"[18, 55, 155, 157]",SWLS.tsv
like,1,155,"[16, 18, 20, 36, 38, 44, 46, 48, 50, 66, 81, 88, 115, 128, 155]",SWLS.tsv
bed,1,209,"[155, 209, 210, 211]",SWLS.tsv
the bunk bed,3,211,"[155, 211, 212]",SWLS.tsv
go to,2,157,"[40, 56, 59, 60, 85, 152, 157, 167, 173, 189, 195]",SWLS.tsv
things,1,157,"[14, 16, 20, 22, 26, 32, 38, 48, 50, 69, 92, 100, 157, 197]",SWLS.tsv
be store,2,157,"[114, 157]",SWLS.tsv
to be,2,157,"[16, 20, 22, 32, 40, 56, 63, 85, 157, 173, 194, 201]",SWLS.tsv
go,1,60,"[26, 28, 38, 40, 48, 50, 56, 59, 60, 61, 85, 100, 152, 157, 167, 173, 189, 195, 214, 220, 222]",SWLS.tsv
it up,2,164,"[32, 118, 119, 164]",SWLS.tsv
okay,1,198,"[164, 198]",SWLS.tsv
return it,2,166,"[140, 166, 171]",SWLS.tsv
we'll,1,169,"[118, 119, 169, 198, 211]",SWLS.tsv
have to,2,169,"[16, 20, 22, 61, 63, 95, 140, 169, 197, 228]",SWLS.tsv
be your,2,171,"[13, 52, 171]",SWLS.tsv
we're,1,173,"[16, 38, 60, 76, 78, 173, 189, 211]",SWLS.tsv
we've get,2,178,"[84, 117, 178]",SWLS.tsv
if i,2,184,"[4, 184]",SWLS.tsv
can't,1,184,"[6, 48, 160, 184, 217, 233, 238]",SWLS.tsv
see,1,184,"[36, 72, 110, 174, 184, 239]",SWLS.tsv
would,1,184,"[44, 184, 206, 207]",SWLS.tsv
you love,2,234,"[187, 234]",SWLS.tsv
removals,1,189,"[6, 189, 206]",SWLS.tsv
all the,2,189,"[18, 35, 54, 100, 189, 197]",SWLS.tsv
october,1,189,"[53, 189]",SWLS.tsv
of the,2,70,"[16, 18, 44, 48, 50, 70, 177, 189, 232]",SWLS.tsv
the removals,2,190,"[189, 190, 206]",SWLS.tsv
the second,2,192,"[189, 191, 192]",SWLS.tsv
be we,2,213,"[189, 213]",SWLS.tsv
give,1,191,"[70, 191, 198, 217]",SWLS.tsv
friday,1,193,"[80, 193]",SWLS.tsv
week,1,195,"[85, 194, 195, 198, 204]",SWLS.tsv
a week,2,198,"[195, 198]",SWLS.tsv
take,1,197,"[70, 197]",SWLS.tsv
i mean,2,197,"[59, 72, 197, 201]",SWLS.tsv
we have,2,197,"[18, 78, 116, 197]",SWLS.tsv
us,1,206,"[8, 14, 16, 18, 28, 48, 70, 98, 190, 206, 229]",SWLS.tsv
people,1,70,"[18, 20, 40, 70, 206]",SWLS.tsv
day,1,206,"[190, 192, 206, 215, 238]",SWLS.tsv
the whole,2,206,"[194, 206]",SWLS.tsv
it would,2,207,"[206, 207]",SWLS.tsv
you can't,2,48,"[6, 48, 160, 217]",SWLS.tsv
and you,2,78,"[16, 38, 48, 63, 78, 217]",SWLS.tsv
know it's,2,222,"[58, 94, 222]",SWLS.tsv
come,1,231,"[18, 20, 40, 84, 231]",SWLS.tsv
on the,2,233,"[20, 40, 50, 52, 78, 100, 177, 212, 233]",SWLS.tsv
in a,2,233,"[14, 207, 233]",SWLS.tsv
what they,2,239,"[8, 239]",SWLS.tsv
see what they,3,239,"[174, 239]",SWLS.tsv
back,1,36,"[0, 36]",SWLS.tsv
and so,2,18,"[2, 18, 40]",SWLS.tsv
sound,1,214,"[15, 214]",SWLS.tsv
quite,1,89,"[18, 20, 48, 88, 89, 90, 228]",SWLS.tsv
it be,2,102,"[16, 50, 102, 123, 126, 188, 189]",SWLS.tsv
guy,1,102,"[46, 102, 115]",SWLS.tsv
when i,2,102,"[48, 102]",SWLS.tsv
isn't it,2,102,"[77, 88, 102, 119, 189, 225]",SWLS.tsv
he say,2,102,"[100, 102, 103, 108]",SWLS.tsv
of a,2,104,"[48, 104]",SWLS.tsv
bite,1,104,"[48, 97, 104]",SWLS.tsv
bite of a beast,4,105,"[104, 105]",SWLS.tsv
exactly,1,106,"[40, 93, 106, 177, 201]",SWLS.tsv
he know,2,106,"[105, 106]",SWLS.tsv
long,1,108,"[18, 108, 197]",SWLS.tsv
seven foot,2,109,"[108, 109]",SWLS.tsv
feel,1,120,"[88, 120]",SWLS.tsv
better,1,120,"[115, 120]",SWLS.tsv
way,1,132,"[14, 16, 132, 134]",SWLS.tsv
and it,2,132,"[16, 50, 132]",SWLS.tsv
i'm,1,132,"[20, 44, 132, 164, 166, 175, 191, 233]",SWLS.tsv
on a,2,132,"[48, 132]",SWLS.tsv
a van,2,152,"[132, 152]",SWLS.tsv
hire,1,152,"[132, 134, 152]",SWLS.tsv
van,1,152,"[132, 152]",SWLS.tsv
so i,2,134,"[20, 100, 134]",SWLS.tsv
click,1,134,"[24, 134, 217, 232, 233]",SWLS.tsv
do they,2,138,"[130, 138]",SWLS.tsv
