Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
horrible,1,238,"[89, 238]",SCNN.tsv
it's not,2,307,"[89, 278, 307, 351]",SCNN.tsv
open,1,95,"[39, 95, 189, 292]",SCNN.tsv
exactly,1,102,"[90, 94, 102, 109, 113, 124, 354]",SCNN.tsv
yeah exactly,2,109,"[102, 109]",SCNN.tsv
speed,1,108,"[42, 44, 90, 94, 103, 105, 108, 109, 111, 117, 122, 214]",SCNN.tsv
drive,1,108,"[58, 108, 120, 206, 304]",SCNN.tsv
thing,1,112,"[15, 90, 112, 123, 184, 203, 256, 359]",SCNN.tsv
sort of,2,112,"[21, 58, 84, 92, 112, 115, 167, 186, 196, 221, 241, 254, 261, 264, 288, 331, 344, 346, 363]",SCNN.tsv
sort,1,112,"[35, 112, 167, 221, 254, 261, 331, 346]",SCNN.tsv
need,1,112,"[46, 112, 115, 264, 278, 323, 330, 331]",SCNN.tsv
might,1,112,"[83, 105, 112, 238, 276, 277, 278, 280, 332, 334]",SCNN.tsv
thing be,2,112,"[98, 112]",SCNN.tsv
need sort of,3,115,"[112, 115]",SCNN.tsv
to see,2,148,"[112, 148]",SCNN.tsv
that you,2,192,"[112, 192]",SCNN.tsv
come,1,317,"[8, 112, 317]",SCNN.tsv
not for,2,120,"[103, 120]",SCNN.tsv
the speed,2,122,"[90, 122]",SCNN.tsv
i mean,2,126,"[71, 109, 126, 273, 309, 313]",SCNN.tsv
they're,1,126,"[94, 126, 159, 177]",SCNN.tsv
mean,1,220,"[126, 220, 353]",SCNN.tsv
that's what,2,288,"[126, 288]",SCNN.tsv
for a,2,133,"[51, 133, 184]",SCNN.tsv
nice,1,133,"[84, 133, 135, 137, 155, 163, 181, 192, 194, 195, 237, 238, 239, 278, 370, 375]",SCNN.tsv
day for,2,299,"[133, 299]",SCNN.tsv
well,1,135,"[27, 31, 63, 100, 113, 117, 123, 132, 135, 139, 151, 200, 221, 237, 255, 257, 261, 268, 277, 280, 317, 331, 346, 367, 382]",SCNN.tsv
to be,2,135,"[83, 101, 135, 148, 226, 353, 371]",SCNN.tsv
good,1,139,"[35, 46, 139, 158, 245, 299, 359]",SCNN.tsv
there be,2,149,"[109, 130, 149, 167]",SCNN.tsv
box,1,150,"[149, 150, 151]",SCNN.tsv
egg,1,150,"[149, 150, 153, 154, 157, 159, 161, 163, 167]",SCNN.tsv
farm,1,154,"[149, 154, 156]",SCNN.tsv
as well,2,151,"[63, 151]",SCNN.tsv
big,1,160,"[151, 160, 161, 163, 167, 344]",SCNN.tsv
they be,2,176,"[151, 161, 176, 221, 361]",SCNN.tsv
be quite,2,353,"[151, 353, 355]",SCNN.tsv
we've,1,153,"[25, 33, 35, 153, 236]",SCNN.tsv
probably,1,334,"[153, 159, 334, 380]",SCNN.tsv
still,1,361,"[153, 361]",SCNN.tsv
have duck egg,3,157,"[154, 157, 159]",SCNN.tsv
duck,1,157,"[154, 157, 159, 161]",SCNN.tsv
um,1,159,"[5, 69, 86, 98, 103, 105, 111, 117, 136, 159, 161, 167, 168, 169, 302, 305, 311, 317, 331, 346, 349, 351, 355]",SCNN.tsv
i'm sure,2,159,"[158, 159, 161]",SCNN.tsv
point,1,176,"[159, 176]",SCNN.tsv
i imagine,2,259,"[159, 259, 264]",SCNN.tsv
imagine,1,264,"[159, 264]",SCNN.tsv
but i,2,268,"[159, 268, 275, 361]",SCNN.tsv
probably have,2,380,"[159, 380]",SCNN.tsv
outside,1,161,"[71, 83, 161]",SCNN.tsv
you know,2,161,"[75, 92, 98, 161, 219, 278, 282, 307, 330, 351]",SCNN.tsv
duck egg,2,161,"[154, 161]",SCNN.tsv
know,1,262,"[161, 219, 262, 278, 282]",SCNN.tsv
i think they be,4,361,"[161, 361]",SCNN.tsv
a nice,2,163,"[84, 163]",SCNN.tsv
could,1,163,"[111, 163, 200, 202, 221, 275]",SCNN.tsv
get a,2,340,"[163, 340]",SCNN.tsv
in the,2,167,"[73, 105, 167, 215, 384]",SCNN.tsv
we get,2,167,"[86, 136, 167]",SCNN.tsv
they have,2,167,"[154, 167]",SCNN.tsv
stay,1,170,"[167, 170, 173, 368]",SCNN.tsv
of sort of,3,196,"[167, 196, 346, 363]",SCNN.tsv
stuff,1,268,"[167, 202, 268]",SCNN.tsv
of the,2,173,"[16, 33, 105, 173, 268, 328]",SCNN.tsv
place,1,173,"[44, 173]",SCNN.tsv
we be,2,173,"[170, 173, 383]",SCNN.tsv
be stay,2,368,"[173, 368]",SCNN.tsv
keep,1,376,"[189, 376]",SCNN.tsv
pub,1,192,"[191, 192, 194, 195]",SCNN.tsv
a very,2,283,"[191, 283, 284, 359]",SCNN.tsv
be more,2,195,"[5, 195]",SCNN.tsv
it be,2,195,"[35, 158, 178, 195, 288, 302, 357]",SCNN.tsv
be very,2,195,"[49, 195, 243]",SCNN.tsv
but it,2,195,"[105, 195, 334]",SCNN.tsv
that be,2,195,"[132, 195, 324]",SCNN.tsv
very nice,2,238,"[195, 238]",SCNN.tsv
of a,2,344,"[195, 344]",SCNN.tsv
if you,2,200,"[5, 200, 202, 219]",SCNN.tsv
do that,2,200,"[71, 200]",SCNN.tsv
want,1,200,"[71, 150, 200, 202, 332]",SCNN.tsv
for lunch,2,201,"[200, 201]",SCNN.tsv
well we,2,382,"[200, 382]",SCNN.tsv
have breakfast,2,202,"[201, 202]",SCNN.tsv
just have breakfast,3,203,"[202, 203]",SCNN.tsv
brunch,1,203,"[202, 203]",SCNN.tsv
buy,1,357,"[202, 357]",SCNN.tsv
indeed,1,205,"[132, 136, 205, 358]",SCNN.tsv
yes indeed,2,216,"[205, 216, 358]",SCNN.tsv
ooh,1,208,"[207, 208]",SCNN.tsv
ff,1,253,"[210, 253]",SCNN.tsv
the wrong,2,215,"[5, 215, 219, 221]",SCNN.tsv
road,1,219,"[98, 105, 214, 219, 221, 286]",SCNN.tsv
for the,2,219,"[111, 219, 369]",SCNN.tsv
on the,2,219,"[143, 144, 156, 206, 219, 221, 320, 353]",SCNN.tsv
side of it,3,275,"[221, 275]",SCNN.tsv
all the,2,299,"[221, 299]",SCNN.tsv
on this,2,378,"[221, 378]",SCNN.tsv
look quite,2,227,"[49, 227]",SCNN.tsv
one of,2,231,"[27, 33, 176, 231, 328]",SCNN.tsv
one,1,231,"[39, 136, 150, 158, 231, 334]",SCNN.tsv
another,1,231,"[60, 231]",SCNN.tsv
us,1,231,"[63, 231]",SCNN.tsv
there's some,2,237,"[90, 237]",SCNN.tsv
pig,1,237,"[228, 236, 237, 238, 239]",SCNN.tsv
very nice pig,3,238,"[237, 238]",SCNN.tsv
in a,2,239,"[109, 239, 319, 350]",SCNN.tsv
out of,2,305,"[252, 305]",SCNN.tsv
way,1,254,"[17, 18, 254, 320, 371]",SCNN.tsv
the same,2,254,"[94, 123, 254]",SCNN.tsv
she's gonna,2,305,"[254, 278, 305]",SCNN.tsv
actually,1,256,"[69, 170, 174, 194, 243, 256, 257, 270, 280, 302, 305, 324]",SCNN.tsv
be the,2,256,"[71, 123, 256, 309]",SCNN.tsv
the thing,2,256,"[98, 256]",SCNN.tsv
he's actually,2,257,"[256, 257]",SCNN.tsv
but he's,2,259,"[256, 259]",SCNN.tsv
he's,1,259,"[256, 259, 261, 264]",SCNN.tsv
actually get,2,305,"[256, 305]",SCNN.tsv
go to,2,261,"[101, 261, 315]",SCNN.tsv
i don't,2,261,"[150, 245, 261, 262, 268, 273]",SCNN.tsv
you think,2,261,"[160, 261]",SCNN.tsv
as a,2,261,"[203, 259, 261, 268, 340]",SCNN.tsv
he's be,2,261,"[259, 261]",SCNN.tsv
think she's,2,273,"[261, 273]",SCNN.tsv
well do,2,277,"[261, 277]",SCNN.tsv
a sort of,3,288,"[261, 288, 344]",SCNN.tsv
i i,2,361,"[261, 361]",SCNN.tsv
leave,1,261,"[129, 261, 380]",SCNN.tsv
the fact,2,269,"[94, 269]",SCNN.tsv
back,1,276,"[17, 176, 276, 319, 374]",SCNN.tsv
she might,2,277,"[276, 277, 278, 280, 332]",SCNN.tsv
of course,2,288,"[276, 288]",SCNN.tsv
go back,2,374,"[276, 374]",SCNN.tsv
particularly,1,278,"[69, 278]",SCNN.tsv
people,1,278,"[109, 166, 278]",SCNN.tsv
be say,2,278,"[148, 278]",SCNN.tsv
and it's,2,330,"[278, 330]",SCNN.tsv
anything,1,351,"[278, 351]",SCNN.tsv
in this,2,280,"[90, 241, 280, 368]",SCNN.tsv
train,1,280,"[103, 280, 317]",SCNN.tsv
i can,2,280,"[259, 264, 275, 280]",SCNN.tsv
kind of,2,282,"[259, 282, 344]",SCNN.tsv
kind,1,335,"[282, 335]",SCNN.tsv
interest,1,291,"[251, 288, 291]",SCNN.tsv
excuse,1,295,"[294, 295]",SCNN.tsv
cool,1,298,"[3, 48, 298]",SCNN.tsv
it'll be,2,302,"[5, 302]",SCNN.tsv
it's it,2,302,"[58, 302]",SCNN.tsv
five,1,302,"[69, 302]",SCNN.tsv
to pick,2,302,"[111, 302]",SCNN.tsv
would,1,302,"[115, 302, 305, 309, 318, 350]",SCNN.tsv
from the,2,302,"[154, 302]",SCNN.tsv
alright,1,302,"[172, 302, 320]",SCNN.tsv
it would,2,302,"[241, 302]",SCNN.tsv
she say,2,302,"[301, 302]",SCNN.tsv
better,1,305,"[302, 305]",SCNN.tsv
the station,2,324,"[302, 324]",SCNN.tsv
would be,2,318,"[241, 305, 309, 318]",SCNN.tsv
a bite,2,319,"[42, 224, 319]",SCNN.tsv
need to,2,323,"[46, 323, 331]",SCNN.tsv
past,1,323,"[209, 323]",SCNN.tsv
she need to bring,4,330,"[323, 330]",SCNN.tsv
bring,1,332,"[323, 331, 332, 380]",SCNN.tsv
well not,2,331,"[31, 331]",SCNN.tsv
need to bring,3,331,"[330, 331]",SCNN.tsv
towel,1,332,"[331, 332]",SCNN.tsv
um sort of,3,346,"[331, 346]",SCNN.tsv
presumably,1,350,"[337, 350]",SCNN.tsv
be a,2,338,"[42, 232, 259, 283, 284, 299, 338, 359]",SCNN.tsv
have be,2,338,"[117, 238, 338, 378]",SCNN.tsv
must,1,338,"[259, 299, 338]",SCNN.tsv
a present,2,340,"[338, 340]",SCNN.tsv
safety,1,358,"[98, 358]",SCNN.tsv
hand,1,366,"[353, 366]",SCNN.tsv
long,1,381,"[83, 381]",SCNN.tsv
hot,1,381,"[243, 381]",SCNN.tsv
very long,2,381,"[283, 284, 381]",SCNN.tsv
yeah but we,3,383,"[21, 383]",SCNN.tsv
yeah but,2,383,"[98, 186, 383]",SCNN.tsv
day,1,383,"[299, 383]",SCNN.tsv
come up,2,112,"[8, 112]",SCNN.tsv
next,1,143,"[86, 143, 313]",SCNN.tsv
hill,1,369,"[16, 369, 376]",SCNN.tsv
