Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
use,1,426,"[40, 44, 48, 426, 433, 474, 523, 524, 602, 931, 947, 1049, 1057, 1059, 1083]",S8K6.tsv
cos i,2,82,"[44, 82, 89, 121, 130, 212, 256, 315, 321, 472, 707, 761, 808, 899, 992]",S8K6.tsv
cos,1,134,"[44, 58, 82, 89, 101, 121, 130, 133, 134, 143, 150, 156, 166, 190, 192, 193, 194, 212, 221, 225, 226, 234, 235, 250, 256, 258, 266, 276, 315, 321, 332, 336, 369, 371, 377, 390, 391, 403, 433, 470, 472, 495, 518, 528, 555, 602, 621, 641, 645, 649, 651, 669, 691, 707, 715, 723, 728, 733, 735, 761, 765, 786, 808, 826, 850, 852, 854, 898, 899, 913, 929, 930, 934, 954, 958, 970, 992, 1018, 1041, 1052, 1071, 1085]",S8K6.tsv
of them,2,744,"[44, 48, 150, 637, 744, 872]",S8K6.tsv
home,1,1021,"[44, 1021]",S8K6.tsv
come,1,102,"[44, 79, 102, 224, 225, 228, 266, 272, 276, 287, 289, 311, 312, 315, 321, 323, 332, 336, 343, 363, 371, 463, 574, 651, 786, 877, 970, 981, 1022, 1023, 1088]",S8K6.tsv
yeah like,2,267,"[47, 267]",S8K6.tsv
and stuff,2,138,"[47, 71, 136, 138, 140, 145, 426, 477, 482, 641, 897, 954]",S8K6.tsv
something,1,52,"[30, 52, 80, 175, 276, 332, 338, 340, 604, 625, 647, 686, 731, 761, 821, 851, 936, 1005, 1083]",S8K6.tsv
do you,2,54,"[30, 54, 59, 75, 80, 110, 123, 631, 645, 647, 662, 667, 748, 778, 781, 820, 828, 830, 883, 1045]",S8K6.tsv
right,1,54,"[43, 54, 104, 106, 107, 129, 154, 184, 200, 236, 266, 293, 306, 336, 340, 377, 388, 443, 470, 508, 510, 528, 670, 676, 684, 686, 848, 850, 860, 861, 862, 909, 1008, 1020, 1028]",S8K6.tsv
do you wanna,3,662,"[54, 662]",S8K6.tsv
the last wedge,3,56,"[55, 56]",S8K6.tsv
you can,2,633,"[56, 150, 194, 363, 369, 633, 721, 869, 913, 1059, 1071, 1083]",S8K6.tsv
the middle,2,258,"[58, 258, 444]",S8K6.tsv
do the,2,707,"[58, 707, 744, 811, 822]",S8K6.tsv
what it,2,499,"[59, 499, 647, 691]",S8K6.tsv
know what,2,59,"[28, 59, 75, 80, 110, 528, 576, 634, 649, 804, 813, 834]",S8K6.tsv
get,1,61,"[10, 18, 19, 48, 61, 72, 73, 75, 76, 90, 125, 132, 140, 145, 147, 150, 156, 166, 167, 221, 239, 253, 256, 266, 281, 287, 356, 385, 397, 403, 414, 427, 522, 538, 614, 622, 624, 631, 633, 634, 641, 645, 647, 649, 652, 707, 713, 727, 748, 750, 751, 781, 783, 786, 808, 831, 832, 899, 902, 925, 936, 940, 963, 986, 1024, 1040, 1045, 1047, 1064, 1071, 1075, 1077, 1078, 1080, 1081, 1083]",S8K6.tsv
could,1,61,"[36, 43, 61, 321, 391, 399, 448, 472, 723, 804, 811, 818, 842, 896, 898, 990, 994, 1078]",S8K6.tsv
just like,2,252,"[61, 89, 101, 154, 252, 312, 343, 361, 695, 707, 893, 1004, 1084, 1085]",S8K6.tsv
get the,2,140,"[61, 75, 140, 150, 414, 641, 781]",S8K6.tsv
and then,2,61,"[25, 61, 77, 89, 140, 147, 159, 162, 190, 201, 204, 220, 235, 236, 321, 323, 371, 403, 606, 610, 623, 649, 811, 906, 947, 948, 1047, 1054, 1062, 1064, 1080]",S8K6.tsv
many,1,872,"[62, 631, 872]",S8K6.tsv
nice,1,69,"[27, 38, 69, 88, 104, 106, 107, 338, 345, 353, 818, 1027, 1085]",S8K6.tsv
isn't it,2,164,"[69, 164, 592]",S8K6.tsv
what be,2,71,"[11, 71, 463, 489, 586, 1036]",S8K6.tsv
and like,2,71,"[48, 71, 102, 138, 145, 154, 268, 315, 323, 338, 480, 482, 721]",S8K6.tsv
be it,2,100,"[71, 100, 180, 331, 332, 410, 432, 433, 455, 458, 463, 480, 491, 519, 543, 564, 566, 581, 599, 636, 661, 686, 706, 965]",S8K6.tsv
what be it,3,636,"[71, 463, 636]",S8K6.tsv
think,1,75,"[4, 11, 18, 75, 82, 84, 130, 185, 190, 256, 306, 360, 366, 382, 384, 385, 462, 472, 492, 565, 567, 600, 609, 624, 631, 645, 647, 652, 688, 721, 733, 761, 773, 819, 825, 835, 929, 976]",S8K6.tsv
i be like oh,4,75,"[11, 75, 77, 311, 330, 686]",S8K6.tsv
i be like,3,75,"[11, 75, 77, 98, 260, 287, 311, 315, 330, 336, 338, 506, 632, 647, 686, 705]",S8K6.tsv
i be,2,75,"[11, 40, 75, 77, 96, 98, 252, 256, 260, 266, 287, 311, 312, 315, 319, 330, 336, 338, 343, 361, 381, 470, 506, 632, 647, 649, 678, 686, 695, 705, 707, 767, 786, 823, 992, 1025]",S8K6.tsv
like get,2,75,"[48, 75, 132, 403]",S8K6.tsv
be like,2,70,"[11, 48, 70, 75, 77, 84, 89, 96, 98, 130, 150, 154, 166, 260, 266, 287, 289, 311, 315, 321, 330, 334, 336, 338, 345, 394, 482, 506, 617, 622, 631, 632, 645, 647, 677, 679, 686, 705, 797, 931, 954]",S8K6.tsv
time i,2,75,"[48, 75]",S8K6.tsv
time,1,75,"[48, 75, 138, 261, 281, 287, 553, 659, 735, 913, 931, 932, 1025]",S8K6.tsv
last,1,75,"[55, 56, 75, 693, 900]",S8K6.tsv
i'm,1,75,"[23, 63, 75, 97, 99, 115, 142, 200, 215, 276, 287, 293, 336, 349, 377, 528, 555, 617, 622, 623, 649, 775, 777, 801, 825, 920, 981, 1018, 1033, 1039, 1041, 1088]",S8K6.tsv
oh yeah,2,216,"[75, 216, 607, 640, 703, 998, 1019]",S8K6.tsv
of the,2,75,"[50, 75, 235, 503, 691, 1059]",S8K6.tsv
do that,2,130,"[75, 130, 233, 472, 664, 680, 735, 900, 906, 913]",S8K6.tsv
say like,2,679,"[75, 679]",S8K6.tsv
everything,1,707,"[75, 371, 707, 723]",S8K6.tsv
mean,1,77,"[30, 77, 89, 499, 664, 704, 819, 883, 917, 951]",S8K6.tsv
that's,1,77,"[70, 77, 89, 129, 145, 154, 156, 178, 210, 227, 235, 237, 246, 284, 287, 306, 335, 350, 352, 366, 381, 400, 425, 522, 583, 604, 621, 630, 649, 653, 694, 851, 860, 885, 887, 896, 899, 963, 984, 986, 996, 997, 1002, 1003, 1011, 1028, 1044, 1055, 1066]",S8K6.tsv
well,1,77,"[19, 72, 77, 82, 85, 97, 119, 133, 134, 140, 145, 149, 150, 164, 166, 192, 204, 225, 228, 252, 256, 287, 319, 335, 342, 351, 356, 381, 403, 448, 472, 515, 617, 623, 639, 647, 674, 751, 786, 793, 823, 1003, 1035, 1059, 1072, 1079]",S8K6.tsv
alright,1,77,"[68, 77, 149, 250, 256, 694, 786, 814, 981, 1024, 1060, 1091]",S8K6.tsv
i'll,1,102,"[77, 102, 118, 168, 192, 236, 241, 472, 474, 555, 625, 676, 686, 765, 822, 831, 892, 906, 976, 998, 1033]",S8K6.tsv
that's what i,3,381,"[77, 89, 381, 899, 963]",S8K6.tsv
so i,2,90,"[77, 90, 260, 276, 293, 306, 403, 686, 788, 898, 1024, 1044]",S8K6.tsv
quiet,1,258,"[77, 258, 371, 1063, 1064]",S8K6.tsv
send,1,683,"[79, 683, 1083]",S8K6.tsv
and just,2,236,"[81, 82, 236, 395, 902]",S8K6.tsv
gonna,1,85,"[23, 63, 85, 87, 115, 190, 200, 349, 381, 410, 528, 533, 555, 649, 678, 786, 840, 842, 848, 992, 1011, 1018, 1033, 1041]",S8K6.tsv
i like,2,88,"[85, 88, 122, 969, 971]",S8K6.tsv
be that,2,85,"[76, 85, 358, 361, 412, 472, 521, 723, 862, 883, 907, 1071]",S8K6.tsv
as well,2,85,"[19, 85, 97, 119, 133, 134, 140, 145, 149, 403, 751, 793, 1059, 1072, 1079]",S8K6.tsv
the kitchen,2,820,"[85, 804, 820]",S8K6.tsv
wall,1,989,"[85, 87, 89, 606, 988, 989]",S8K6.tsv
want,1,87,"[55, 65, 87, 89, 258, 260, 359, 411, 650, 781, 820, 851, 903]",S8K6.tsv
if it's,2,102,"[87, 102, 371, 893]",S8K6.tsv
thing,1,89,"[24, 89, 188, 260, 480, 574, 652, 653, 679, 693, 702, 723, 735, 744, 793, 896, 902, 986, 992, 1083, 1085]",S8K6.tsv
idea,1,89,"[36, 89]",S8K6.tsv
one,1,89,"[65, 89, 118, 205, 472, 633, 637, 639, 641, 651, 670, 676, 683, 684, 744, 839, 850, 862, 883, 953, 955, 1071, 1075, 1077, 1078, 1079, 1081, 1082, 1083]",S8K6.tsv
like the,2,102,"[89, 102, 122, 312, 390, 425, 480, 623, 652, 693, 899, 931, 1045, 1083]",S8K6.tsv
i didn't,2,228,"[89, 228, 258, 260, 261, 761, 766, 831, 834, 886, 1075, 1077]",S8K6.tsv
have a,2,100,"[89, 100, 145, 220, 281, 359, 403, 540, 700, 899, 964, 1001]",S8K6.tsv
do it,2,91,"[40, 91, 117, 204, 208, 210, 242, 553, 723, 736, 824, 840, 1059, 1084]",S8K6.tsv
just do,2,102,"[91, 102, 707, 875, 906]",S8K6.tsv
make,1,95,"[63, 95, 103, 162, 332, 469, 735, 846, 906, 958, 1078]",S8K6.tsv
go,1,99,"[43, 48, 80, 99, 136, 142, 145, 150, 154, 159, 168, 200, 210, 225, 228, 235, 236, 276, 287, 317, 336, 338, 342, 371, 390, 528, 617, 624, 631, 651, 688, 766, 779, 788, 852, 854, 856, 857, 866, 895, 906, 975, 983, 1016, 1038, 1047, 1083]",S8K6.tsv
back,1,224,"[98, 99, 162, 221, 224, 225, 236, 266, 272, 276, 336, 363, 371, 588, 649, 651, 688, 689, 707, 835, 845, 1022]",S8K6.tsv
go to,2,779,"[99, 317, 336, 624, 766, 779, 852, 854, 856, 866, 906, 983]",S8K6.tsv
pretty,1,335,"[103, 335, 362, 387, 613, 640]",S8K6.tsv
it so,2,707,"[103, 123, 686, 707, 831]",S8K6.tsv
leave,1,114,"[96, 114, 115, 964, 1009]",S8K6.tsv
okay,1,119,"[2, 119, 144, 202, 531, 674, 676, 682, 805, 817, 847, 870, 890, 891, 892, 906, 909, 911, 912, 914, 1061, 1090]",S8K6.tsv
definitely,1,440,"[119, 440, 537, 673]",S8K6.tsv
oh okay,2,1061,"[119, 1061]",S8K6.tsv
like it,2,969,"[123, 321, 969, 1085]",S8K6.tsv
yeah cos,2,226,"[133, 194, 226, 645, 669, 735, 786]",S8K6.tsv
cos then,2,735,"[133, 735, 913]",S8K6.tsv
do they,2,135,"[126, 135, 138, 415, 935]",S8K6.tsv
really,1,143,"[124, 129, 143, 154, 231, 252, 266, 287, 293, 315, 323, 330, 336, 358, 361, 390, 391, 470, 602, 624, 647, 649, 651, 652, 798, 808, 823, 825, 851, 930, 951, 955, 958, 959, 1062, 1072, 1085]",S8K6.tsv
cos you,2,735,"[143, 735, 1071]",S8K6.tsv
for a,2,178,"[150, 178, 975]",S8K6.tsv
like a,2,150,"[88, 140, 150, 183, 266, 267, 303, 332, 394, 717, 733, 846, 902, 954, 1004, 1083, 1085]",S8K6.tsv
go and,2,150,"[80, 145, 150, 154, 168, 788, 1047]",S8K6.tsv
you have,2,154,"[4, 5, 154, 207, 713, 748, 960, 962]",S8K6.tsv
be like oh,3,154,"[11, 75, 77, 154, 311, 330, 482, 622, 686]",S8K6.tsv
you're not allow to,4,154,"[40, 154]",S8K6.tsv
to like,2,154,"[48, 132, 136, 154, 931]",S8K6.tsv
really good,2,154,"[124, 154, 951, 955, 958]",S8K6.tsv
good,1,178,"[124, 154, 178, 180, 183, 377, 480, 806, 951, 955, 958, 1092]",S8K6.tsv
if you,2,411,"[154, 411, 647, 652, 688, 723, 735, 1020]",S8K6.tsv
they're,1,154,"[50, 154, 156, 166, 190, 253, 268, 639, 640, 643, 717, 915, 917, 934, 942, 943, 954]",S8K6.tsv
wanna,1,113,"[54, 113, 154, 617, 662, 667]",S8K6.tsv
the right,2,670,"[154, 670, 676, 862]",S8K6.tsv
it you,2,965,"[154, 965]",S8K6.tsv
oh i,2,230,"[154, 211, 230, 261, 482, 967, 1021]",S8K6.tsv
in your,2,399,"[154, 399, 1047]",S8K6.tsv
dog,1,156,"[136, 145, 156, 166, 167, 178, 249, 252, 256, 258, 260, 725]",S8K6.tsv
to see,2,356,"[156, 356]",S8K6.tsv
with other,2,899,"[156, 899]",S8K6.tsv
so like,2,159,"[142, 159, 258, 274, 287, 482, 709, 846, 954]",S8K6.tsv
day,1,159,"[50, 159, 504, 624, 627, 797, 964, 1055]",S8K6.tsv
make a,2,162,"[63, 162, 735]",S8K6.tsv
just get,2,652,"[166, 647, 652, 707, 750, 902]",S8K6.tsv
give,1,395,"[166, 185, 190, 395, 508, 721, 722, 1085]",S8K6.tsv
old,1,236,"[166, 236, 396, 797]",S8K6.tsv
to be,2,168,"[28, 39, 149, 168, 192, 248, 613, 686, 704, 819, 1044]",S8K6.tsv
start,1,349,"[168, 349, 629, 680, 735]",S8K6.tsv
probably,1,168,"[102, 168, 244, 774, 804]",S8K6.tsv
weird,1,171,"[128, 171, 759]",S8K6.tsv
call,1,171,"[170, 171, 425, 498, 505, 949, 1025, 1044, 1045, 1047]",S8K6.tsv
name,1,178,"[171, 178, 494, 503]",S8K6.tsv
it's like,2,171,"[102, 164, 171, 173, 192, 268, 495, 496, 530, 715, 910, 1083, 1085]",S8K6.tsv
like it's,2,1021,"[171, 268, 274, 308, 647, 686, 715, 1021]",S8K6.tsv
b,1,1092,"[171, 1092]",S8K6.tsv
buggy,1,176,"[173, 175, 176]",S8K6.tsv
no it's,2,425,"[173, 235, 425, 461, 505, 760, 988]",S8K6.tsv
or something like that,4,175,"[30, 175, 332, 821]",S8K6.tsv
something like,2,175,"[30, 175, 332, 821]",S8K6.tsv
or something,2,80,"[30, 80, 175, 276, 332, 731, 821, 1083]",S8K6.tsv
finish,1,707,"[181, 182, 221, 707, 719, 721]",S8K6.tsv
i think,2,185,"[4, 11, 18, 84, 130, 185, 190, 256, 306, 360, 366, 382, 384, 462, 565, 567, 600, 609, 721, 761, 773, 835, 929]",S8K6.tsv
bad,1,185,"[36, 50, 185, 315, 323, 330, 470, 630, 959]",S8K6.tsv
shit,1,603,"[188, 215, 603, 614, 695]",S8K6.tsv
they're not,2,917,"[190, 915, 917]",S8K6.tsv
it'll,1,735,"[192, 735, 791, 850]",S8K6.tsv
be do,2,834,"[192, 319, 834]",S8K6.tsv
's,1,743,"[199, 266, 743, 786, 852, 854, 856, 866, 883, 906]",S8K6.tsv
two,1,205,"[147, 205, 306, 635, 669, 679, 686, 791, 866, 922, 988]",S8K6.tsv
don't you,2,973,"[207, 617, 973, 974]",S8K6.tsv
ring,1,246,"[219, 246, 253, 261, 330, 358, 550]",S8K6.tsv
present,1,222,"[221, 222, 631, 633]",S8K6.tsv
need to,2,693,"[220, 221, 693, 707, 735, 831, 852]",S8K6.tsv
on the,2,225,"[19, 48, 225, 231, 268, 289, 293, 323, 835, 843, 845, 1024, 1054]",S8K6.tsv
dunno,1,375,"[225, 374, 375, 382, 434, 499, 539, 652, 757]",S8K6.tsv
i dunno,2,499,"[225, 382, 499, 539, 652, 757]",S8K6.tsv
er that's,2,1003,"[227, 1003]",S8K6.tsv
fair,1,229,"[39, 229, 248, 613]",S8K6.tsv
it's just,2,231,"[124, 140, 231, 411, 723, 1004, 1059]",S8K6.tsv
fine,1,885,"[231, 321, 850, 885, 887]",S8K6.tsv
out of,2,905,"[235, 905]",S8K6.tsv
get a,2,145,"[18, 48, 145, 253, 713, 832, 1040, 1047, 1080]",S8K6.tsv
ring the,2,358,"[253, 358]",S8K6.tsv
there be,2,253,"[39, 253, 744, 797, 954, 1025]",S8K6.tsv
ring the police,3,358,"[261, 330, 358]",S8K6.tsv
it be,2,266,"[183, 196, 266, 276, 287, 334, 371, 388, 419, 472, 480, 530, 609, 647, 660, 677, 679, 704, 705, 723, 744, 761, 896, 915, 945, 955, 970]",S8K6.tsv
scream,1,331,"[266, 268, 287, 319, 331, 334, 371]",S8K6.tsv
it be like,3,677,"[266, 334, 677, 679]",S8K6.tsv
but it,2,266,"[132, 266, 388, 391, 677, 717, 955]",S8K6.tsv
and it,2,679,"[266, 371, 388, 679, 705, 707, 958, 970, 1085]",S8K6.tsv
and i be,3,266,"[98, 252, 266, 287, 312, 336, 705]",S8K6.tsv
i just,2,266,"[228, 266, 323, 336, 359, 366, 393, 472, 624, 707, 789, 996]",S8K6.tsv
i'd,1,266,"[256, 266, 403, 647, 707, 740, 840, 846, 898, 915]",S8K6.tsv
ten,1,738,"[266, 686, 738, 797]",S8K6.tsv
to 's,2,866,"[266, 866, 906]",S8K6.tsv
i get,2,899,"[266, 403, 647, 899]",S8K6.tsv
let's,1,266,"[5, 266, 1001, 1038]",S8K6.tsv
film,1,1012,"[266, 268, 1012]",S8K6.tsv
car,1,1047,"[266, 306, 1047]",S8K6.tsv
anyone,1,272,"[55, 65, 272, 293]",S8K6.tsv
it's not,2,274,"[76, 274, 366, 425, 426, 461, 492, 529, 951, 952, 955, 968]",S8K6.tsv
i go,2,276,"[48, 276, 287, 617, 631, 688]",S8K6.tsv
in the house,3,356,"[276, 287, 356]",S8K6.tsv
fall,1,733,"[276, 733, 1011]",S8K6.tsv
house,1,276,"[96, 97, 113, 276, 278, 287, 321, 336, 353, 356, 357, 359, 840]",S8K6.tsv
at the,2,281,"[50, 125, 220, 281, 680, 686, 707, 735, 769, 910, 964]",S8K6.tsv
either,1,287,"[34, 287, 813, 952]",S8K6.tsv
quite,1,287,"[183, 287, 480, 646, 929]",S8K6.tsv
and i be like,4,287,"[98, 287, 336, 705]",S8K6.tsv
now i,2,601,"[293, 601]",S8K6.tsv
police,1,261,"[243, 261, 306, 308, 315, 321, 323, 330, 343, 358]",S8K6.tsv
but erm,2,306,"[256, 306, 531]",S8K6.tsv
that's fine,2,885,"[306, 885, 887]",S8K6.tsv
the police,2,261,"[241, 261, 308, 315, 321, 330, 343, 358]",S8K6.tsv
open,1,308,"[130, 308, 631, 633]",S8K6.tsv
it's the,2,683,"[308, 683, 850, 908]",S8K6.tsv
oh my god,3,311,"[9, 311, 330, 337, 590, 686, 740, 741, 747, 922]",S8K6.tsv
fuck,1,335,"[311, 332, 335, 361, 395, 431, 509, 534, 555, 686, 702, 705, 707, 731, 759, 923, 941, 942, 996]",S8K6.tsv
load of,2,311,"[136, 138, 311, 647, 785, 899]",S8K6.tsv
eleven,1,797,"[312, 797]",S8K6.tsv
cos i be,3,315,"[256, 315, 707, 992]",S8K6.tsv
then i be,3,319,"[11, 319]",S8K6.tsv
anyway,1,679,"[321, 679, 689]",S8K6.tsv
then i,2,319,"[11, 102, 220, 319, 323, 403]",S8K6.tsv
alone,1,1021,"[327, 1021]",S8K6.tsv
i feel,2,1021,"[330, 1021]",S8K6.tsv
cos they,2,899,"[332, 899]",S8K6.tsv
i i,2,808,"[334, 382, 808, 899]",S8K6.tsv
in case,2,411,"[338, 411]",S8K6.tsv
but it's,2,426,"[338, 426, 723, 1059]",S8K6.tsv
happen,1,345,"[260, 338, 345, 686, 702, 710, 728]",S8K6.tsv
but i,2,340,"[40, 122, 230, 260, 340, 371, 649, 680, 688, 855, 886, 1085]",S8K6.tsv
i do,2,340,"[50, 252, 260, 340, 654, 671, 680, 902]",S8K6.tsv
i can,2,340,"[90, 102, 220, 340, 427, 602, 750, 752, 788, 1024]",S8K6.tsv
that the,2,862,"[343, 862, 936]",S8K6.tsv
what's,1,345,"[170, 345, 422, 431, 512, 516, 550, 560, 574, 686, 786, 808]",S8K6.tsv
no and,2,580,"[345, 580]",S8K6.tsv
what happen,2,702,"[345, 702]",S8K6.tsv
like just,2,345,"[102, 345, 394, 705]",S8K6.tsv
and the,2,707,"[345, 641, 686, 707, 804, 1047]",S8K6.tsv
god,1,311,"[9, 129, 311, 330, 350, 590, 623, 686, 740, 741, 747]",S8K6.tsv
well at least,3,351,"[342, 351, 356]",S8K6.tsv
die,1,351,"[256, 351, 707]",S8K6.tsv
i always,2,699,"[357, 699]",S8K6.tsv
people's,1,899,"[357, 899]",S8K6.tsv
want to,2,411,"[359, 411, 851]",S8K6.tsv
to have a look,4,359,"[220, 359, 899]",S8K6.tsv
have a look,3,1001,"[220, 359, 1001]",S8K6.tsv
i think it,3,609,"[366, 609]",S8K6.tsv
it it's,2,1024,"[366, 1024]",S8K6.tsv
i think i,3,382,"[18, 382, 761]",S8K6.tsv
why you,2,382,"[358, 382]",S8K6.tsv
dunno why,2,757,"[382, 757]",S8K6.tsv
cool,1,387,"[385, 387, 391, 394, 417, 602, 640, 642, 1003]",S8K6.tsv
put it,2,699,"[393, 699, 992, 998, 1017]",S8K6.tsv
cling film,2,1012,"[398, 913, 1012]",S8K6.tsv
cling,1,1012,"[398, 1012]",S8K6.tsv
true,1,401,"[352, 400, 401]",S8K6.tsv
