Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
they're,1,294,"[124, 134, 293, 294]",SJKD.tsv
wrong way,2,294,"[172, 294]",SJKD.tsv
the wrong way,3,294,"[249, 293, 294]",SJKD.tsv
snowmen,1,298,"[168, 298]",SJKD.tsv
red,1,302,"[260, 268, 297, 302, 303]",SJKD.tsv
coordinate,1,314,"[311, 314]",SJKD.tsv
and i,2,318,"[240, 318]",SJKD.tsv
you're get,2,327,"[276, 327]",SJKD.tsv
it like,2,331,"[330, 331]",SJKD.tsv
can i,2,337,"[268, 337]",SJKD.tsv
green,1,339,"[338, 339]",SJKD.tsv
time,1,106,"[0, 106, 110, 176]",SJKD.tsv
be you,2,88,"[8, 12, 56, 88, 100, 223, 244]",SJKD.tsv
music,1,183,"[17, 183, 184, 283]",SJKD.tsv
oh sorry,2,98,"[23, 98, 173, 250]",SJKD.tsv
i can't,2,149,"[46, 149, 329]",SJKD.tsv
cos,1,88,"[48, 88, 90, 94, 97, 171, 212, 245, 318, 329]",SJKD.tsv
actually sing,2,69,"[63, 69]",SJKD.tsv
actually,1,69,"[63, 69]",SJKD.tsv
can you sing,3,152,"[83, 139, 152]",SJKD.tsv
i'm gonna,2,171,"[89, 137, 171, 233, 256, 331]",SJKD.tsv
into the,2,158,"[90, 95, 158]",SJKD.tsv
i've,1,110,"[94, 110, 207, 208, 291]",SJKD.tsv
okay let me,3,176,"[96, 176]",SJKD.tsv
mind,1,176,"[97, 163, 176, 209, 302]",SJKD.tsv
don't you,2,206,"[99, 206]",SJKD.tsv
to tell you i'm sorry,5,110,"[107, 110]",SJKD.tsv
you're gonna,2,315,"[112, 212, 315]",SJKD.tsv
call,1,119,"[106, 110, 119, 218]",SJKD.tsv
you see,2,127,"[119, 125, 127, 171]",SJKD.tsv
what's,1,181,"[119, 181, 218, 277, 319]",SJKD.tsv
can you put,3,200,"[128, 200]",SJKD.tsv
what song,2,153,"[140, 153]",SJKD.tsv
that be,2,319,"[160, 275, 319]",SJKD.tsv
outside,1,167,"[106, 110, 167]",SJKD.tsv
do that,2,315,"[169, 305, 315]",SJKD.tsv
can't,1,184,"[149, 184]",SJKD.tsv
listen to,2,184,"[183, 184, 283]",SJKD.tsv
oh yeah,2,204,"[198, 204, 305]",SJKD.tsv
hear of,2,209,"[207, 209]",SJKD.tsv
never hear of,3,211,"[207, 211]",SJKD.tsv
a lot,2,208,"[87, 208]",SJKD.tsv
hear of cody simpson,4,210,"[209, 210, 211]",SJKD.tsv
fight,1,212,"[120, 212]",SJKD.tsv
brown eye,2,201,"[174, 201, 220, 240]",SJKD.tsv
all i want for christmas be you,7,223,"[88, 223]",SJKD.tsv
all i want for christmas,5,323,"[223, 227, 323]",SJKD.tsv
wham,1,225,"[224, 225, 264]",SJKD.tsv
in a,2,226,"[149, 226]",SJKD.tsv
this one,2,226,"[193, 226]",SJKD.tsv
yep,1,228,"[18, 228]",SJKD.tsv
cos i'm,2,245,"[171, 245, 318]",SJKD.tsv
but i,2,245,"[178, 245]",SJKD.tsv
hang,1,271,"[100, 271]",SJKD.tsv
i need,2,271,"[116, 271]",SJKD.tsv
the other,2,271,"[195, 271]",SJKD.tsv
name,1,275,"[140, 275, 277, 279]",SJKD.tsv
no i don't,3,279,"[149, 279]",SJKD.tsv
it be,2,289,"[20, 24, 98, 289]",SJKD.tsv
no i,2,300,"[149, 300]",SJKD.tsv
spend,1,300,"[176, 300]",SJKD.tsv
i just,2,300,"[178, 183, 300]",SJKD.tsv
er i,2,335,"[149, 335]",SJKD.tsv
true,1,88,"[14, 88, 332]",SJKD.tsv
hat,1,232,"[35, 170, 232]",SJKD.tsv
yeah i,2,102,"[37, 102]",SJKD.tsv
i be,2,215,"[37, 58, 215]",SJKD.tsv
yes,1,158,"[66, 144, 158, 166, 295]",SJKD.tsv
i don't want,3,87,"[81, 87, 118, 177, 309]",SJKD.tsv
my nail,2,190,"[109, 190]",SJKD.tsv
make,1,122,"[88, 122, 332]",SJKD.tsv
sugar,1,158,"[154, 155, 158, 159]",SJKD.tsv
won't you come,3,161,"[120, 161]",SJKD.tsv
won't you,2,161,"[120, 158, 161, 171]",SJKD.tsv
sugar yes please won't you come on,7,161,"[158, 161]",SJKD.tsv
come on,2,161,"[158, 161, 171, 230, 321]",SJKD.tsv
won't you come on,4,171,"[161, 171]",SJKD.tsv
i have,2,190,"[166, 190, 268]",SJKD.tsv
melt,1,195,"[166, 195]",SJKD.tsv
could,1,170,"[108, 170]",SJKD.tsv
round,1,172,"[70, 80, 172]",SJKD.tsv
love,1,201,"[116, 201, 234]",SJKD.tsv
ruin my nail,3,213,"[190, 213]",SJKD.tsv
can we have,3,227,"[225, 227]",SJKD.tsv
fun,1,240,"[24, 240]",SJKD.tsv
hey,1,240,"[174, 232, 240]",SJKD.tsv
whatcha do,2,240,"[176, 240]",SJKD.tsv
whatcha do later tonight,4,240,"[209, 240]",SJKD.tsv
but it,2,249,"[110, 249]",SJKD.tsv
i think,2,266,"[190, 266]",SJKD.tsv
and the,2,290,"[195, 290]",SJKD.tsv
they be,2,295,"[63, 295]",SJKD.tsv
think i,2,297,"[190, 297]",SJKD.tsv
do my,2,306,"[52, 306]",SJKD.tsv
three,1,321,"[40, 61, 321, 330]",SJKD.tsv
the song,2,321,"[319, 321]",SJKD.tsv
gonna come,2,321,"[319, 321]",SJKD.tsv
leave,1,338,"[317, 338]",SJKD.tsv
