speaker1,speaker1_token_number,speaker1_expression_token_number,speaker1_expression_number,speaker1_er_ratio,speaker2,speaker2_token_number,speaker2_expression_token_number,speaker2_expression_number,speaker2_er_ratio,speaker3,speaker3_token_number,speaker3_expression_token_number,speaker3_expression_number,speaker3_er_ratio,total_token_number,total_er_token_number,av_er_ratio,total_er_number,file
S0120,3203,2123,1575,0.6628161098969716,S0058,5341,3239,2377,0.6064407414341884,S0179,4297,2054,1369,0.478007912497091,12841,7416,0.5775251148664434,5321,S37K.tsv
S0542,2711,1712,1244,0.6315012910365179,S0543,2560,1700,1195,0.6640625,S0544,2410,1096,735,0.45477178423236514,7681,4508,0.586902747038146,3174,SHXJ.tsv
S0485,3815,2155,1649,0.564875491480996,S0432,1369,948,709,0.6924762600438276,S0428,1912,897,626,0.46914225941422594,7096,4000,0.5636978579481398,2984,SFXE.tsv
S0422,1377,938,720,0.6811909949164852,S0423,2274,1458,1104,0.6411609498680739,S0421,1832,783,480,0.42740174672489084,5483,3179,0.5797920846252052,2304,SDTD.tsv
S0417,8116,5534,4104,0.6818629866929522,S0475,6416,2547,1677,0.39697630922693267,S0418,215,146,115,0.6790697674418604,14747,8227,0.5578761782057368,5896,SCSF.tsv
S0319,6648,4549,3366,0.684265944645006,S0255,3387,2220,1691,0.6554472984942427,S0256,3578,1569,916,0.4385131358300727,13613,8338,0.6125027547197531,5973,SVD6.tsv
S0179,2322,1450,1100,0.6244616709732989,S0058,4010,2438,1884,0.6079800498753117,S0020,786,331,244,0.4211195928753181,7118,4219,0.5927226749086822,3228,SVD7.tsv
S0653,2303,1293,1002,0.5614415979157621,S0655,509,321,236,0.630648330058939,S0654,636,318,221,0.5,3448,1932,0.5603248259860789,1459,SMH4.tsv
S0057,3219,2118,1537,0.6579683131407269,S0058,7764,5189,3784,0.6683410613086038,S0179,5850,2742,1876,0.4687179487179487,16833,10049,0.5969821184577913,7197,SLNB.tsv
S0589,1132,605,498,0.534452296819788,S0590,2847,1644,1363,0.5774499473129611,S0588,932,461,330,0.4946351931330472,4911,2710,0.5518224394217064,2191,SKDP.tsv
S0262,4082,2699,1951,0.6611954924056835,S0301,4263,2761,1935,0.6476659629368989,S0261,2491,1150,736,0.4616619831393015,10836,6610,0.6100036913990402,4622,SEJT.tsv
S0104,1217,557,489,0.45768282662284304,S0167,752,435,347,0.5784574468085106,S0110,395,178,132,0.4506329113924051,2364,1170,0.4949238578680203,968,SK3S.tsv
S0075,2400,1489,1153,0.6204166666666666,S0150,788,484,373,0.6142131979695431,S0068,2044,937,658,0.45841487279843446,5232,2910,0.5561926605504587,2184,S2PS.tsv
S0417,4334,2975,2236,0.686432856483618,S0475,6578,4176,3226,0.6348434174521131,S0416,218,103,65,0.4724770642201835,11130,7254,0.6517520215633423,5527,S5U8.tsv
S0346,5419,3400,2429,0.6274220335855324,S0337,5054,3217,2247,0.6365255243371587,S0336,4930,2536,1597,0.5144016227180528,15403,9153,0.5942348893072779,6273,S985.tsv
S0192,19420,13078,9169,0.6734294541709578,S0196,9542,6068,4042,0.635925382519388,S0194,10449,4963,2350,0.47497368169202797,39411,24109,0.6117327649640963,15561,S5XD.tsv
S0328,10560,6993,4980,0.6622159090909091,S0326,4790,3269,2220,0.6824634655532359,S0330,3362,1629,869,0.48453301606186794,18712,11891,0.6354745617785378,8069,SWWZ.tsv
S0091,759,502,386,0.6613965744400527,S0058,2295,1454,1094,0.6335511982570806,S0179,4509,1548,1136,0.34331337325349304,7563,3504,0.4633082110273701,2616,SUAB.tsv
S0417,2114,1225,957,0.5794701986754967,S0416,1252,556,423,0.4440894568690096,S0418,111,33,27,0.2972972972972973,3477,1814,0.5217141213689963,1407,SYWB.tsv
S0653,3600,1952,1585,0.5422222222222223,S0655,1645,1043,752,0.6340425531914894,S0654,813,374,266,0.46002460024600245,6058,3369,0.5561241333773522,2603,SCG9.tsv
S0520,956,548,436,0.5732217573221757,S0519,1009,536,446,0.5312190287413281,S0521,413,167,123,0.4043583535108959,2378,1251,0.5260723296888141,1005,STDN.tsv
S0198,1350,470,414,0.34814814814814815,S0230,415,263,216,0.6337349397590362,S0229,282,132,98,0.46808510638297873,2047,865,0.4225696140693698,728,S4KE.tsv
S0519,2019,1252,983,0.6201089648340763,S0520,1995,1208,935,0.6055137844611529,S0521,835,355,244,0.4251497005988024,4849,2815,0.5805320684677253,2162,SXGX.tsv
S0405,9050,5990,4269,0.661878453038674,S0556,5954,4014,2729,0.6741686261336917,S0555,6321,3235,1938,0.5117861097927543,21325,13239,0.620820633059789,8936,SMRV.tsv
S0617,3142,2182,1643,0.694462126034373,S0641,5817,3526,2805,0.6061543751074437,S0622,1036,583,342,0.5627413127413128,9995,6291,0.6294147073536769,4790,SDZC.tsv
S0290,3332,1492,1140,0.4477791116446579,S0282,632,443,308,0.7009493670886076,S0291,3338,1234,708,0.36968244457759136,7302,3169,0.4339906874828814,2156,SVDM.tsv
S0653,1626,726,615,0.44649446494464945,S0655,455,250,182,0.5494505494505495,S0654,168,83,62,0.49404761904761907,2249,1059,0.47087594486438417,859,SQBK.tsv
S0653,1736,1056,841,0.6082949308755761,S0654,491,252,189,0.5132382892057027,S0655,572,249,177,0.4353146853146853,2799,1557,0.5562700964630225,1207,SF7M.tsv
S0520,4596,2588,2025,0.5630983463881636,S0519,2125,1406,1065,0.6616470588235294,S0521,831,407,245,0.4897713598074609,7552,4401,0.582759533898305,3335,SDUM.tsv
S0556,4591,3071,2175,0.6689174471792638,S0405,4962,3058,2266,0.6162837565497783,S0555,2756,1384,863,0.502177068214804,12309,7513,0.610366398570152,5304,SXR9.tsv
S0135,8928,5986,4211,0.6704749103942652,S0084,12140,8428,6101,0.6942339373970347,S0041,2508,1306,728,0.5207336523125997,23576,15720,0.666779776043434,11040,SVR6.tsv
S0084,2788,1546,1207,0.554519368723099,S0157,2043,1313,955,0.6426823299069995,S0041,1113,600,418,0.5390835579514824,5944,3459,0.5819313593539704,2580,STJD.tsv
S0229,111,59,49,0.5315315315315315,S0198,1032,456,391,0.4418604651162791,S0230,529,256,194,0.4839319470699433,1672,771,0.4611244019138756,634,SRGR.tsv
S0478,1280,693,535,0.54140625,S0240,1361,682,523,0.5011021307861866,S0479,79,38,29,0.4810126582278481,2720,1413,0.5194852941176471,1087,SGFN.tsv
S0317,3670,2529,1755,0.6891008174386921,S0255,8009,5639,4066,0.7040829067299288,S0318,7004,3167,1912,0.452170188463735,18683,11335,0.6067012792378098,7733,SN8K.tsv
S0189,1778,1104,811,0.6209223847019123,S0192,3899,2505,1921,0.6424724288279046,S0228,1854,840,564,0.45307443365695793,7531,4449,0.5907581994423051,3296,SNAC.tsv
S0590,8354,5766,4368,0.6902082834570266,S0588,5161,3321,2417,0.6434799457469482,S0589,1979,1048,665,0.5295603840323395,15494,10135,0.6541241771008132,7450,SN64.tsv
S0422,1552,939,707,0.6050257731958762,S0423,3807,2462,1863,0.6467034410296821,S0421,2851,1309,812,0.45913714486145213,8210,4710,0.5736906211936662,3382,S776.tsv
S0521,444,312,237,0.7027027027027027,S0519,598,347,264,0.580267558528428,S0520,1828,420,321,0.22975929978118162,2870,1079,0.3759581881533101,822,SWLS.tsv
S0653,2401,1355,1098,0.5643481882548937,S0655,952,599,427,0.6292016806722689,S0654,804,332,234,0.4129353233830846,4157,2286,0.549915804666827,1759,SLT4.tsv
S0266,180,124,98,0.6888888888888889,S0272,3324,1568,1280,0.4717208182912154,S0273,1476,732,463,0.4959349593495935,4980,2424,0.4867469879518072,1841,SYNT.tsv
S0240,6297,4781,3181,0.7592504367158964,S0238,5779,3841,2485,0.6646478629520678,S0241,13889,5859,3597,0.42184462524299804,25965,14481,0.5577123050259966,9263,SP2Y.tsv
S0653,1578,904,751,0.5728770595690748,S0654,751,398,297,0.5299600532623169,S0655,532,226,159,0.424812030075188,2861,1528,0.5340789933589654,1207,SBNC.tsv
S0008,9568,5620,4135,0.5873745819397993,S0012,6185,4397,3065,0.7109135004042038,S0013,1901,970,624,0.5102577590741715,17654,10987,0.6223518749291945,7824,SNYG.tsv
S0419,976,493,380,0.5051229508196722,S0013,760,428,318,0.5631578947368421,S0012,1122,506,332,0.45098039215686275,2858,1427,0.4993002099370189,1030,SE2A.tsv
S0417,1907,1033,817,0.5416885159937074,S0416,2129,647,440,0.30389854391733206,S0418,2,0,0,0.0,4038,1680,0.4160475482912333,1257,S3CK.tsv
S0417,820,465,378,0.5670731707317073,S0416,1473,360,247,0.24439918533604887,S0418,12,5,5,0.4166666666666667,2305,830,0.3600867678958785,630,S8Q3.tsv
S0655,528,291,235,0.5511363636363636,S0653,1957,1105,938,0.5646397547266224,S0654,533,228,161,0.4277673545966229,3018,1624,0.538104705102717,1334,SQU6.tsv
S0212,2436,1517,1151,0.6227422003284072,S0209,181,72,58,0.39779005524861877,S0202,3837,1124,715,0.29293719051342193,6454,2713,0.42035946699721105,1924,STG7.tsv
S0084,12084,7481,5319,0.6190830850711685,S0041,11249,7462,5336,0.6633478531425016,S0046,444,233,152,0.5247747747747747,23777,15176,0.638263868444295,10807,STSS.tsv
S0439,4658,2761,2153,0.5927436668097896,S0481,3086,2205,1616,0.7145171743357096,S0440,1622,760,511,0.468557336621455,9366,5726,0.6113602391629297,4280,SCPR.tsv
S0653,925,567,480,0.6129729729729729,S0654,531,309,252,0.5819209039548022,S0655,694,279,214,0.4020172910662824,2150,1155,0.5372093023255814,946,SXH5.tsv
S0589,647,432,332,0.6676970633693973,S0590,3239,2024,1640,0.6248842235257795,S0588,3176,1191,847,0.375,7062,3647,0.5164259416595866,2819,SFMJ.tsv
S0468,1717,889,728,0.5177635410599883,S0467,1597,775,587,0.4852849092047589,S0428,160,39,32,0.24375,3474,1703,0.49021301093839953,1347,SX3B.tsv
S0070,2941,1568,1192,0.5331519891193471,S0180,2954,1487,1122,0.503385240352065,S0183,83,55,34,0.6626506024096386,5978,3110,0.5202408832385413,2348,SHBJ.tsv
S0655,541,301,240,0.55637707948244,S0653,1627,810,641,0.49784880147510757,S0654,428,216,138,0.5046728971962616,2596,1327,0.5111710323574731,1019,SXQ6.tsv
S0454,8942,5952,4248,0.6656229031536569,S0455,7634,5115,3598,0.670028818443804,S0452,2066,1070,629,0.5179090029041626,18642,12137,0.6510567535672138,8475,S8PW.tsv
S0417,2829,1433,1109,0.5065394132202191,S0416,2073,819,542,0.3950795947901592,S0418,27,9,9,0.3333333333333333,4929,2261,0.458713735037533,1660,SHX2.tsv
S0018,3192,1919,1441,0.6011904761904762,S0006,4502,2530,1977,0.5619724566859173,S0005,1309,677,442,0.5171886936592819,9003,5126,0.5693657669665667,3860,SJ4X.tsv
S0439,1903,945,750,0.49658434051497635,S0440,967,617,452,0.6380558428128231,S0481,1595,631,436,0.39561128526645767,4465,2193,0.4911534154535274,1638,S37E.tsv
S0417,1542,762,659,0.49416342412451364,S0418,167,107,89,0.6407185628742516,S0416,857,369,276,0.4305717619603267,2566,1238,0.48246297739672644,1024,SYTL.tsv
S0018,3562,2229,1736,0.6257720381807973,S0019,3095,1989,1520,0.6426494345718902,S0017,2517,1032,683,0.4100119189511323,9174,5250,0.5722694571615435,3939,S575.tsv
S0227,10034,5598,4122,0.5579031293601754,S0192,10817,7747,5419,0.7161874826661736,S0190,4131,2210,1154,0.5349794238683128,24982,15555,0.6226483067808822,10695,SW6A.tsv
S0382,8338,5741,3973,0.6885344207243943,S0326,6871,4869,3316,0.7086304759132587,S0381,4749,2251,1298,0.47399452516319224,19958,12861,0.6444032468183185,8587,SP2X.tsv
S0167,1568,833,655,0.53125,S0110,263,108,76,0.41064638783269963,S0104,1263,505,354,0.3998416468725257,3094,1446,0.4673561732385262,1085,S79Y.tsv
S0653,2395,1424,1156,0.5945720250521921,S0654,985,589,436,0.5979695431472081,S0655,718,303,208,0.4220055710306407,4098,2316,0.5651537335285505,1800,S57G.tsv
S0013,2470,1944,1318,0.7870445344129555,S0008,11234,7003,4805,0.6233754673313157,S0012,6406,3298,2080,0.5148298470184203,20110,12245,0.6089010442565888,8203,SL8N.tsv
S0008,9896,6369,4530,0.6435933710590137,S0012,6289,4534,3154,0.7209413261249801,S0013,1884,740,462,0.39278131634819535,18069,11643,0.6443632741158891,8146,S7TT.tsv
S0653,1106,661,544,0.5976491862567812,S0654,964,417,334,0.43257261410788383,S0655,1789,595,407,0.3325880380100615,3859,1673,0.4335320031096139,1285,S2JV.tsv
S0440,3428,2387,1779,0.6963243873978997,S0439,4447,2672,2079,0.6008545086575219,S0481,1240,630,411,0.5080645161290323,9115,5689,0.6241360394953374,4269,SE3W.tsv
S0654,683,354,261,0.5183016105417276,S0655,665,397,295,0.5969924812030075,S0653,1717,622,438,0.36225975538730343,3065,1373,0.4479608482871126,994,SXPW.tsv
S0631,625,350,287,0.56,S0632,707,389,321,0.5502121640735502,S0635,454,167,129,0.36784140969163,1786,906,0.5072788353863382,737,SFC2.tsv
S0421,1052,709,543,0.6739543726235742,S0423,1474,886,712,0.6010854816824966,S0422,530,214,170,0.4037735849056604,3056,1809,0.5919502617801047,1425,SH8K.tsv
S0013,2961,2251,1671,0.7602161431948666,S0012,6291,4192,2896,0.666348752185662,S0152,7464,2994,1969,0.40112540192926044,16716,9437,0.5645489351519503,6536,SF8D.tsv
S0417,897,439,372,0.48940914158305465,S0416,693,237,177,0.341991341991342,S0418,14,9,5,0.6428571428571429,1604,685,0.4270573566084788,554,SH6W.tsv
S0086,2251,1472,1071,0.6539315859617948,S0085,518,337,240,0.6505791505791506,S0083,4632,1279,790,0.2761226252158895,7401,3088,0.4172409133900824,2101,S6GC.tsv
S0653,2904,1619,1288,0.5575068870523416,S0654,1252,825,607,0.6589456869009584,S0655,1006,556,370,0.5526838966202783,5162,3000,0.581170089112747,2265,SMF5.tsv
S0013,1238,861,634,0.6954765751211631,S0012,3247,2198,1535,0.6769325531259625,S0152,6530,2379,1585,0.36431852986217456,11015,5438,0.49369042215161146,3754,SVRQ.tsv
S0454,1673,914,746,0.5463239689181112,S0455,1567,833,661,0.5315890236119974,S0452,270,146,115,0.5407407407407407,3510,1893,0.5393162393162393,1522,SZ2V.tsv
S0144,3103,2062,1541,0.6645182081856268,S0281,4026,2728,2128,0.6775956284153005,S0024,1150,558,345,0.4852173913043478,8279,5348,0.645971735716874,4014,SU6F.tsv
S0612,3393,1935,1487,0.5702917771883289,S0610,1541,934,680,0.6060999351070734,S0428,1630,895,586,0.549079754601227,6564,3764,0.5734308348567947,2753,SKKB.tsv
S0012,3281,2186,1610,0.6662602864980189,S0008,4524,2992,2240,0.6613616268788682,S0013,1471,697,502,0.4738273283480625,9276,5875,0.6333548943510133,4352,S2PY.tsv
S0013,1949,1417,1010,0.7270395074397127,S0152,5600,3414,2470,0.6096428571428572,S0012,3915,1889,1160,0.48250319284802046,11464,6720,0.5861828332170272,4640,SY4A.tsv
S0390,938,530,429,0.5650319829424307,S0391,185,120,98,0.6486486486486487,S0392,1061,348,263,0.32799245994344955,2184,998,0.45695970695970695,790,SBZW.tsv
S0245,480,296,239,0.6166666666666667,S0246,1394,718,571,0.5150645624103299,S0244,1048,373,267,0.35591603053435117,2922,1387,0.47467488021902804,1077,S2RD.tsv
S0454,2687,1487,1218,0.553405284704131,S0455,2450,1599,1228,0.6526530612244898,S0452,855,378,250,0.4421052631578947,5992,3464,0.5781041388518025,2696,SEJK.tsv
S0653,2857,1794,1426,0.6279313965698284,S0655,1141,630,456,0.5521472392638037,S0654,1475,685,473,0.46440677966101696,5473,3109,0.5680613922894208,2355,SJA5.tsv
S0278,12909,7448,5677,0.5769618095902084,S0012,4347,3224,2184,0.7416609155739591,S0013,2602,1481,878,0.5691775557263643,19858,12153,0.6119951656763017,8739,SHTW.tsv
S0230,2060,1300,966,0.6310679611650486,S0229,748,481,359,0.643048128342246,S0198,5158,1755,1237,0.340248158200853,7966,3536,0.44388651770022597,2562,S4KW.tsv
S0653,1757,1022,860,0.5816733067729084,S0655,625,371,295,0.5936,S0654,757,307,235,0.40554821664464996,3139,1700,0.5415737496017841,1390,S83A.tsv
S0521,949,416,302,0.4383561643835616,S0520,5128,3097,2405,0.6039391575663027,S0519,2000,865,536,0.4325,8077,4378,0.5420329330196856,3243,SZP6.tsv
S0653,2239,1436,1145,0.6413577489950871,S0654,1173,626,472,0.5336743393009378,S0655,1237,576,411,0.465642683912692,4649,2638,0.5674338567433856,2028,SADE.tsv
S0198,1878,790,640,0.4206602768903088,S0230,484,293,221,0.6053719008264463,S0229,838,366,255,0.43675417661097854,3200,1449,0.4528125,1116,SKJ3.tsv
S0266,151,99,85,0.6556291390728477,S0269,798,506,421,0.6340852130325815,S0314,2910,613,460,0.2106529209621993,3859,1218,0.31562580979528376,966,SBBP.tsv
S0058,1005,439,375,0.4368159203980099,S0179,530,296,247,0.5584905660377358,S0057,266,114,96,0.42857142857142855,1801,849,0.4714047751249306,718,S2GS.tsv
S0439,5292,3467,2566,0.6551398337112623,S0440,4337,2734,1963,0.6303896702789947,S0481,4754,2240,1418,0.47118216238956667,14383,8441,0.5868733921991239,5947,SKRC.tsv
S0420,1844,1153,915,0.6252711496746204,S0366,1550,906,681,0.584516129032258,S0365,1325,508,363,0.38339622641509435,4719,2567,0.5439711803348167,1959,S78H.tsv
S0391,1323,779,630,0.5888133030990174,S0393,1326,787,631,0.5935143288084465,S0392,914,339,247,0.37089715536105033,3563,1905,0.5346618018523716,1508,SKZX.tsv
S0454,1575,1043,813,0.6622222222222223,S0455,1783,1061,833,0.5950644980370162,S0579,1094,458,303,0.4186471663619744,4452,2562,0.5754716981132075,1949,SG7X.tsv
S0084,12739,8312,5720,0.6524844964282911,S0041,13363,8280,5828,0.6196213425129088,S0046,197,126,70,0.6395939086294417,26299,16718,0.6356895699456253,11618,S7SU.tsv
S0405,3555,2196,1576,0.6177215189873417,S0555,3126,2004,1385,0.6410748560460653,S0556,4218,1993,1270,0.4724988146040778,10899,6193,0.568217267639233,4231,S2LD.tsv
S0654,716,371,282,0.5181564245810056,S0653,1766,957,763,0.5419026047565119,S0655,696,358,249,0.514367816091954,3178,1686,0.5305223410950283,1294,SUGV.tsv
S0624,253,126,111,0.4980237154150198,S0567,409,201,172,0.49144254278728605,S0623,774,297,249,0.38372093023255816,1436,624,0.43454038997214484,532,SUDM.tsv
S0229,236,129,103,0.5466101694915254,S0198,1022,571,489,0.5587084148727984,S0230,720,230,183,0.3194444444444444,1978,930,0.47017189079878663,775,SJEM.tsv
S0013,493,302,241,0.6125760649087221,S0152,8909,4820,3770,0.5410259288360085,S0012,4872,2055,1216,0.42179802955665024,14274,7177,0.5028022978842651,5227,S6YA.tsv
S0653,3065,1766,1425,0.5761827079934747,S0654,1488,969,734,0.6512096774193549,S0655,678,350,243,0.5162241887905604,5231,3085,0.5897533932326515,2402,SZ94.tsv
S0521,1468,911,676,0.6205722070844687,S0519,1692,1109,804,0.6554373522458629,S0520,4344,1454,974,0.3347145488029466,7504,3474,0.462953091684435,2454,SZNA.tsv
S0417,652,322,268,0.4938650306748466,S0418,61,40,37,0.6557377049180327,S0416,834,249,192,0.29856115107913667,1547,611,0.3949579831932773,497,SVAT.tsv
S0259,676,463,353,0.6849112426035503,S0260,909,563,443,0.6193619361936193,S0255,1649,604,492,0.36628259551243175,3234,1630,0.5040197897340755,1288,SF2C.tsv
S0262,6039,3608,2902,0.5974499089253188,S0305,2260,1409,1051,0.6234513274336283,S0306,952,452,273,0.47478991596638653,9251,5469,0.591179331964112,4226,S8CW.tsv
S0384,783,393,321,0.5019157088122606,S0187,1311,690,572,0.5263157894736842,S0188,557,260,187,0.466786355475763,2651,1343,0.5066012825348924,1080,S4T3.tsv
S0058,1405,877,687,0.6241992882562277,S0179,1466,840,673,0.572987721691678,S0056,980,423,280,0.4316326530612245,3851,2140,0.5556998182290315,1640,SCWW.tsv
S0008,6602,4046,3083,0.6128445925477128,S0013,418,198,147,0.47368421052631576,S0012,3141,1272,736,0.4049665711556829,10161,5516,0.5428599547288653,3966,SXAZ.tsv
S0653,722,378,312,0.5235457063711911,S0654,526,262,219,0.49809885931558934,S0655,272,120,95,0.4411764705882353,1520,760,0.5,626,S49H.tsv
S0198,3795,2206,1829,0.5812911725955204,S0230,1394,829,609,0.5946915351506457,S0229,1068,498,362,0.46629213483146065,6257,3533,0.5646475946939428,2800,SDJL.tsv
S0669,2374,1292,1086,0.544229149115417,S0670,1224,732,594,0.5980392156862745,S0671,694,343,247,0.4942363112391931,4292,2367,0.5514911463187325,1927,S8W2.tsv
S0341,1807,1331,972,0.7365799667957942,S0337,3216,1951,1414,0.6066542288557214,S0336,9138,3383,2156,0.3702123002845262,14161,6665,0.4706588517760045,4542,SG78.tsv
S0653,1191,611,518,0.5130142737195634,S0655,654,352,265,0.5382262996941896,S0654,407,198,142,0.4864864864864865,2252,1161,0.5155417406749556,925,S2TC.tsv
S0227,9412,6482,4508,0.6886952826179346,S0190,6914,4785,2989,0.6920740526468036,S0192,14559,6973,4483,0.4789477299265059,30885,18240,0.5905779504613891,11980,SNJP.tsv
S0454,2492,1735,1308,0.6962279293739968,S0452,1255,880,680,0.701195219123506,S0455,2360,699,456,0.2961864406779661,6107,3314,0.5426559685606681,2444,SGCA.tsv
S0012,2176,1499,1087,0.6888786764705882,S0278,5536,3232,2491,0.5838150289017341,S0013,1320,682,444,0.5166666666666667,9032,5413,0.5993135518157662,4022,SG5Q.tsv
S0008,6586,4171,3045,0.6333130883692681,S0012,4376,3101,2216,0.7086380255941499,S0013,1369,628,372,0.4587289992695398,12331,7900,0.6406617468169654,5633,SUQM.tsv
S0255,7073,5302,3706,0.749611197511664,S0257,4947,2951,2109,0.5965231453406105,S0258,4746,2242,1394,0.4723978086809945,16766,10495,0.6259692234283669,7209,SNG4.tsv
S0588,4372,2779,2141,0.6356358645928637,S0613,2532,1627,1255,0.6425750394944708,S0589,1813,805,481,0.444015444015444,8717,5211,0.5977974073649192,3877,SRU7.tsv
S0041,2858,1684,1315,0.5892232330300909,S0086,2595,1621,1231,0.6246628131021195,S0046,542,212,151,0.39114391143911437,5995,3517,0.5866555462885739,2697,SBSJ.tsv
S0475,2385,1559,1115,0.6536687631027254,S0476,2500,1674,1205,0.6696,S0417,3528,1475,1067,0.41808390022675734,8413,4708,0.5596101271841198,3387,S9F9.tsv
S0152,3923,1944,1510,0.49553912821820034,S0012,3166,2056,1454,0.6493998736576121,S0013,725,337,241,0.46482758620689657,7814,4337,0.5550294343486051,3205,SYHW.tsv
S0018,4766,2758,2113,0.5786823331934536,S0014,5025,3565,2698,0.709452736318408,S0004,1302,696,411,0.5345622119815668,11093,7019,0.6327413684305417,5222,SKCY.tsv
S0588,4390,2719,2018,0.6193621867881549,S0613,5501,3171,2469,0.5764406471550627,S0589,148,105,69,0.7094594594594594,10039,5995,0.5971710329714115,4556,S7PM.tsv
S0623,4353,3071,2223,0.7054904663450494,S0525,5946,3502,2583,0.5889673730238816,S0622,1731,873,578,0.5043327556325823,12030,7446,0.6189526184538653,5384,SR7C.tsv
S0058,3313,2091,1592,0.6311500150920616,S0184,2465,1575,1170,0.6389452332657201,S0179,2835,1140,738,0.4021164021164021,8613,4806,0.5579937304075235,3500,SK8N.tsv
S0481,2650,1701,1228,0.6418867924528302,S0439,4553,2921,2151,0.6415550186690094,S0440,3610,1810,1233,0.5013850415512465,10813,6432,0.5948395449921391,4612,SJSC.tsv
S0167,4565,2923,2218,0.6403066812705367,S0110,763,472,333,0.6186107470511141,S0104,4960,2013,1392,0.40584677419354837,10288,5408,0.5256609642301711,3943,SAB7.tsv
S0517,12187,7872,5627,0.6459341921719866,S0558,10597,5796,4108,0.5469472492214777,S0572,95,70,43,0.7368421052631579,22879,13738,0.6004633069627169,9778,S8BQ.tsv
S0167,1935,1224,921,0.6325581395348837,S0104,1860,1208,921,0.6494623655913978,S0110,1085,461,305,0.4248847926267281,4880,2893,0.592827868852459,2147,SQ2L.tsv
S0110,910,594,450,0.6527472527472528,S0104,2462,1382,1056,0.561332250203087,S0167,1757,784,550,0.44621513944223107,5129,2760,0.5381165919282511,2056,S6MQ.tsv
S0592,8202,5399,3967,0.6582540843696659,S0593,4806,2947,2210,0.6131918435289222,S0594,528,241,160,0.4564393939393939,13536,8587,0.6343823877068558,6337,S8CB.tsv
S0538,5456,3374,2566,0.6184017595307918,S0546,4621,3167,2374,0.6853494914520667,S0539,451,219,137,0.48558758314855877,10528,6760,0.64209726443769,5077,SHGE.tsv
S0529,2655,1621,1201,0.6105461393596987,S0530,2924,1866,1387,0.6381668946648427,S0531,947,543,317,0.573389651531151,6526,4030,0.6175298804780877,2905,SCWC.tsv
S0227,9720,7161,5017,0.7367283950617284,S0190,3703,2410,1629,0.650823656494734,S0192,10770,4686,3100,0.4350974930362117,24193,14257,0.5893026908609929,9746,S3JF.tsv
S0567,1105,525,451,0.4751131221719457,S0621,528,356,253,0.6742424242424242,S0622,537,190,142,0.3538175046554935,2170,1071,0.4935483870967742,846,SJKD.tsv
S0104,5438,3235,2446,0.5948878264067672,S0376,2652,1677,1221,0.6323529411764706,S0377,2379,1340,862,0.5632618747372846,10469,6252,0.597191708854714,4529,SQPN.tsv
S0654,509,237,188,0.4656188605108055,S0653,1201,679,540,0.5653621981681932,S0655,420,204,136,0.4857142857142857,2130,1120,0.5258215962441315,864,S7RD.tsv
S0152,8052,4507,3381,0.5597367113760556,S0013,2370,1686,1258,0.7113924050632912,S0012,5934,3098,2041,0.5220761712167172,16356,9291,0.568048422597212,6680,SP62.tsv
S0008,12296,7747,5491,0.6300422901756669,S0012,6898,5076,3436,0.7358654682516671,S0013,2732,1180,686,0.43191800878477304,21926,14003,0.6386481802426344,9613,S2T6.tsv
S0653,3822,2213,1883,0.5790162218733648,S0654,454,268,219,0.5903083700440529,S0655,635,298,202,0.4692913385826772,4911,2779,0.5658725310527387,2304,SKY7.tsv
S0104,303,151,124,0.49834983498349833,S0167,691,337,288,0.487698986975398,S0110,258,93,79,0.36046511627906974,1252,581,0.46405750798722045,491,SYFN.tsv
S0046,47,17,14,0.3617021276595745,S0084,5520,3072,2418,0.5565217391304348,S0041,4941,1786,1166,0.36146529042703907,10508,4875,0.46393224210125616,3598,SJG5.tsv
S0008,9580,5627,4058,0.5873695198329854,S0012,7158,5001,3436,0.6986588432523051,S0013,1439,755,473,0.5246699096594858,18177,11383,0.6262309512020685,7967,SZNG.tsv
S0326,4219,3008,1968,0.7129651576202891,S0383,7372,4907,3190,0.6656266956049919,S0328,7397,3486,2052,0.47127213735298096,18988,11401,0.6004318516958079,7210,SXCB.tsv
S0663,7579,5067,3575,0.6685578572371025,S0662,6500,4273,2927,0.6573846153846153,S0661,4055,1935,1189,0.47718865598027127,18134,11275,0.6217602294033308,7691,SXNE.tsv
S0282,9413,6188,4609,0.6573887177307979,S0287,3777,2175,1523,0.5758538522637013,S0288,2906,1499,933,0.5158293186510667,16096,9862,0.6126988071570576,7065,SF3V.tsv
S0262,3654,2551,1867,0.6981390257252327,S0301,1714,1004,761,0.5857642940490082,S0304,4089,1444,934,0.3531425776473465,9457,4999,0.5286031511050016,3562,SA6K.tsv
S0486,5575,2960,2272,0.5309417040358745,S0523,2285,1512,1029,0.661706783369803,S0489,2563,1426,908,0.556379243074522,10423,5898,0.565863954715533,4209,SJSQ.tsv
S0422,512,278,214,0.54296875,S0423,2238,1441,1121,0.6438784629133154,S0421,2550,972,600,0.3811764705882353,5300,2691,0.5077358490566037,1935,S3SA.tsv
S0572,1729,1218,899,0.7044534412955465,S0571,1749,1203,851,0.6878216123499142,S0517,3925,1295,864,0.32993630573248406,7403,3716,0.5019586654059165,2614,ST6R.tsv
S0013,2367,1765,1289,0.7456696239966202,S0008,11859,7388,5113,0.6229867611097057,S0012,7547,3841,2401,0.5089439512389029,21773,12994,0.5967941946447435,8803,SDHB.tsv
