Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
toast,1,1,"[0, 1]",S3N4.tsv
the,1,41,"[0, 35, 41, 49, 55, 81, 84, 85, 86, 92, 94, 96, 97, 109, 118, 121, 125, 127, 128, 130, 137, 140, 152, 153, 161, 162, 164, 187, 189, 222, 223, 224, 231, 236, 253, 255, 271, 285, 286, 287, 301, 306, 320, 332, 346, 347, 353, 357, 360, 369, 375, 376, 390, 395, 402, 419, 422, 423, 424, 425, 426, 427, 431, 433, 451, 452, 461, 464, 471, 473, 474, 490, 515, 524, 528, 541, 543, 547, 548, 558, 571, 576, 577, 586, 626, 629]",S3N4.tsv
mm,1,17,"[2, 17, 45, 52, 57, 69, 73, 78, 91, 93, 103, 111, 113, 115, 124, 129, 136, 143, 160, 199, 204, 228, 230, 257, 260, 285, 290, 295, 299, 305, 310, 333, 345, 348, 350, 356, 362, 364, 366, 393, 400, 418, 420, 421, 428, 446, 469, 491, 508, 527, 529, 563, 578, 589, 593, 605, 609]",S3N4.tsv
have toast,2,4,"[1, 4]",S3N4.tsv
have,1,6,"[1, 4, 6, 9, 10, 16, 19, 26, 31, 51, 67, 116, 127, 137, 156, 161, 164, 165, 190, 198, 200, 204, 207, 208, 211, 213, 221, 222, 250, 257, 259, 262, 264, 266, 268, 271, 284, 297, 298, 300, 301, 303, 344, 346, 360, 401, 404, 415, 465, 468, 473, 480, 481, 484, 490, 492, 494, 495, 498, 504, 513, 600, 613, 615, 616]",S3N4.tsv
i,1,28,"[4, 8, 11, 15, 19, 27, 28, 29, 30, 37, 41, 46, 48, 85, 89, 98, 107, 109, 131, 144, 153, 156, 166, 179, 185, 192, 198, 200, 212, 213, 235, 238, 250, 253, 255, 257, 262, 268, 269, 270, 283, 293, 303, 312, 314, 324, 325, 332, 343, 347, 351, 352, 360, 361, 365, 372, 376, 377, 383, 397, 399, 404, 408, 414, 417, 434, 436, 445, 452, 459, 465, 467, 473, 474, 481, 486, 495, 496, 497, 513, 547, 551, 600, 611, 613, 629, 632]",S3N4.tsv
can,1,36,"[4, 19, 36, 55, 65, 88, 107, 108, 109, 156, 161, 166, 200, 253, 255, 257, 262, 268, 307, 321, 359, 365, 401, 435, 465, 481, 515, 531, 532, 613]",S3N4.tsv
pasta,1,8,"[6, 8, 14, 15, 19, 161, 164, 202, 204, 266, 273, 284, 285]",S3N4.tsv
but,1,9,"[8, 9, 10, 11, 27, 28, 29, 30, 54, 65, 66, 70, 75, 85, 100, 107, 109, 114, 119, 128, 131, 137, 139, 177, 182, 183, 185, 297, 313, 330, 332, 383, 401, 415, 416, 461, 495, 547, 556, 588, 629]",S3N4.tsv
don't,1,38,"[8, 11, 15, 27, 28, 29, 38, 45, 48, 89, 98, 100, 116, 144, 153, 186, 234, 246, 254, 312, 324, 329, 351, 414, 452, 459, 474, 495, 496, 497, 498, 547, 551, 554]",S3N4.tsv
