Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
it,1,17,"[0, 4, 17, 18, 24, 51, 63, 73, 88, 89, 98, 100, 103, 113, 150, 161, 187, 189, 212, 236, 237, 243, 249, 250, 256, 266, 269, 288, 295, 304, 309, 316, 332, 340, 342, 344, 346, 363, 365, 367, 371, 372, 373, 375, 379, 381, 394, 405, 412, 418, 419, 420, 430, 461, 464, 467, 470, 472, 508, 510, 512, 514, 518, 524, 528, 531, 532, 533, 541, 542, 547, 548, 550, 553, 557, 561, 562, 566, 568, 584, 609, 612, 617, 622, 626, 628, 631, 637, 639, 646, 648, 649, 651, 660, 662, 669, 695, 699, 701, 734, 741, 743, 761, 771, 784, 785, 793, 795, 797, 808, 826, 827, 828, 835, 847, 864, 877, 878, 899, 906, 909, 910, 916, 919, 940, 942, 944, 946, 948, 950, 963, 965, 967, 971, 972, 975, 983, 985, 994, 1001, 1003, 1007, 1009, 1019, 1022, 1023, 1025, 1026, 1028, 1029, 1030, 1041, 1044, 1050, 1051, 1071, 1084, 1098, 1100, 1104, 1122, 1125, 1134, 1135, 1136, 1140, 1148, 1149, 1160, 1172, 1177, 1186, 1187, 1189, 1198, 1199, 1201, 1202, 1215, 1218, 1222, 1225, 1234, 1239, 1252, 1255, 1259, 1262, 1271, 1282, 1285, 1289, 1295, 1296, 1299, 1315, 1331, 1332, 1360, 1371, 1373, 1377, 1379, 1380, 1383, 1411, 1417, 1418, 1419, 1424, 1426, 1429, 1437, 1453, 1458, 1462, 1476, 1485, 1487, 1523, 1525, 1527, 1540, 1548, 1564, 1568, 1577, 1580, 1591, 1593, 1610, 1620, 1621, 1626, 1630, 1632, 1639, 1641, 1643, 1646, 1686, 1689, 1705, 1706, 1720, 1722, 1724, 1735, 1748, 1750, 1752, 1756, 1769, 1777, 1781, 1785, 1787, 1789, 1820, 1822, 1824, 1825, 1826, 1829, 1851]",SCPC.tsv
go,1,73,"[0, 72, 73, 113, 144, 149, 178, 200, 262, 340, 342, 363, 364, 394, 405, 418, 451, 470, 503, 508, 512, 538, 566, 574, 575, 582, 613, 658, 818, 907, 946, 974, 975, 985, 1005, 1009, 1017, 1063, 1123, 1135, 1172, 1199, 1227, 1237, 1241, 1261, 1299, 1319, 1360, 1379, 1519, 1525, 1536, 1537, 1550, 1552, 1573, 1662, 1665, 1675, 1686, 1698, 1707, 1720, 1721, 1746, 1748, 1785, 1816, 1818, 1829, 1845, 1849]",SCPC.tsv
then,1,220,"[0, 65, 94, 170, 172, 180, 220, 228, 233, 249, 272, 277, 289, 294, 336, 346, 349, 364, 365, 396, 419, 454, 461, 465, 512, 600, 724, 728, 739, 741, 771, 772, 864, 875, 886, 902, 949, 981, 985, 1028, 1071, 1123, 1134, 1142, 1292, 1294, 1300, 1304, 1310, 1319, 1325, 1330, 1338, 1346, 1348, 1354, 1358, 1371, 1379, 1392, 1396, 1431, 1443, 1560, 1564, 1575, 1593, 1708, 1726, 1812, 1819, 1845, 1849, 1851]",SCPC.tsv
how,1,104,"[0, 104, 235, 247, 258, 272, 294, 340, 388, 390, 470, 512, 575, 584, 638, 673, 779, 948, 974, 983, 1165, 1186, 1199, 1679, 1685, 1696, 1720]",SCPC.tsv
good,1,31,"[2, 8, 31, 32, 112, 197, 234, 250, 251, 410, 448, 454, 584, 585, 636, 880, 902, 915, 985, 1136, 1431, 1610, 1722]",SCPC.tsv
be well,2,4,"[3, 4, 649]",SCPC.tsv
yeah,1,4,"[3, 4, 14, 25, 28, 34, 39, 41, 45, 47, 54, 64, 66, 70, 73, 81, 87, 91, 95, 106, 121, 124, 126, 147, 179, 197, 198, 211, 240, 242, 248, 262, 263, 265, 270, 271, 276, 283, 303, 306, 313, 317, 325, 335, 342, 356, 399, 403, 413, 429, 440, 445, 461, 465, 482, 488, 497, 503, 508, 517, 532, 537, 541, 545, 548, 571, 597, 601, 610, 614, 620, 626, 627, 662, 670, 672, 678, 706, 721, 725, 727, 729, 731, 733, 753, 766, 768, 788, 798, 808, 815, 820, 821, 829, 833, 850, 863, 865, 883, 885, 892, 895, 903, 905, 911, 924, 930, 958, 968, 972, 1002, 1006, 1008, 1033, 1124, 1126, 1127, 1129, 1143, 1152, 1180, 1214, 1219, 1220, 1238, 1239, 1246, 1247, 1249, 1283, 1285, 1309, 1314, 1321, 1325, 1329, 1331, 1341, 1355, 1370, 1372, 1374, 1388, 1395, 1399, 1401, 1404, 1412, 1416, 1418, 1434, 1441, 1449, 1454, 1471, 1477, 1482, 1497, 1500, 1518, 1539, 1545, 1551, 1561, 1569, 1579, 1580, 1585, 1590, 1593, 1619, 1635, 1637, 1645, 1653, 1667, 1668, 1672, 1680, 1688, 1694, 1700, 1702, 1704, 1708, 1710, 1713, 1714, 1724, 1726, 1728, 1730, 1732, 1734, 1736, 1743, 1753, 1755, 1761, 1764, 1769, 1780, 1782, 1783, 1794, 1798, 1801, 1809, 1817, 1823, 1829, 1832]",SCPC.tsv
be,1,4,"[3, 4, 24, 40, 51, 60, 82, 90, 103, 104, 107, 111, 115, 130, 133, 137, 146, 152, 157, 159, 176, 178, 188, 192, 195, 212, 224, 235, 249, 256, 266, 284, 287, 288, 294, 295, 296, 300, 302, 307, 309, 328, 332, 338, 340, 342, 344, 346, 349, 352, 357, 363, 365, 367, 373, 375, 384, 390, 394, 396, 398, 410, 412, 416, 418, 430, 455, 461, 470, 471, 494, 502, 510, 524, 529, 530, 532, 539, 541, 553, 557, 566, 570, 572, 584, 587, 596, 615, 619, 622, 626, 638, 649, 651, 660, 671, 683, 686, 687, 690, 691, 693, 695, 701, 703, 712, 718, 720, 724, 726, 730, 732, 734, 739, 741, 743, 758, 785, 793, 797, 802, 804, 810, 812, 825, 826, 827, 828, 835, 846, 847, 858, 862, 864, 878, 880, 882, 897, 902, 910, 915, 918, 921, 923, 929, 944, 948, 949, 950, 961, 964, 965, 967, 972, 974, 975, 981, 983, 985, 1007, 1012, 1021, 1025, 1038, 1041, 1044, 1050, 1051, 1067, 1071, 1078, 1084, 1090, 1092, 1103, 1104, 1106, 1107, 1109, 1122, 1125, 1126, 1136, 1137, 1140, 1156, 1160, 1165, 1172, 1177, 1183, 1187, 1189, 1195, 1198, 1199, 1201, 1202, 1206, 1215, 1216, 1218, 1222, 1227, 1234, 1242, 1252, 1269, 1275, 1277, 1281, 1282, 1285, 1325, 1331, 1360, 1370, 1371, 1373, 1377, 1380, 1384, 1385, 1390, 1400, 1401, 1409, 1430, 1431, 1437, 1440, 1441, 1443, 1446, 1447, 1466, 1483, 1485, 1487, 1493, 1496, 1508, 1517, 1520, 1521, 1523, 1527, 1539, 1545, 1547, 1557, 1573, 1575, 1577, 1580, 1584, 1591, 1592, 1593, 1604, 1606, 1608, 1619, 1620, 1621, 1624, 1626, 1632, 1638, 1646, 1652, 1655, 1658, 1660, 1696, 1703, 1706, 1708, 1712, 1720, 1732, 1738, 1756, 1758, 1766, 1775, 1781, 1789, 1791, 1796, 1797, 1798, 1812, 1817, 1820, 1826, 1829, 1833, 1843, 1845, 1851]",SCPC.tsv
well,1,4,"[3, 4, 6, 7, 18, 22, 47, 48, 113, 143, 144, 150, 195, 204, 210, 228, 233, 256, 273, 294, 307, 312, 342, 396, 416, 418, 423, 459, 461, 472, 494, 533, 555, 559, 575, 580, 584, 621, 625, 646, 649, 683, 690, 699, 714, 749, 752, 754, 761, 784, 804, 856, 871, 887, 897, 902, 915, 917, 972, 974, 1001, 1026, 1030, 1051, 1067, 1071, 1104, 1128, 1156, 1172, 1195, 1216, 1234, 1324, 1332, 1348, 1359, 1362, 1401, 1431, 1452, 1485, 1571, 1592, 1617, 1620, 1675, 1703, 1721, 1796, 1815]",SCPC.tsv
the,1,13,"[4, 10, 12, 13, 14, 20, 21, 26, 38, 44, 47, 60, 74, 78, 92, 100, 115, 119, 142, 144, 146, 154, 157, 159, 165, 166, 168, 180, 192, 209, 228, 241, 255, 272, 273, 275, 281, 294, 316, 326, 328, 331, 332, 334, 340, 342, 346, 352, 354, 355, 357, 363, 364, 365, 370, 373, 376, 377, 381, 386, 394, 396, 407, 408, 416, 418, 430, 433, 437, 461, 494, 502, 508, 510, 528, 529, 532, 553, 557, 559, 561, 566, 568, 570, 580, 584, 585, 604, 605, 613, 615, 631, 641, 646, 649, 658, 662, 665, 667, 671, 677, 679, 688, 695, 697, 699, 714, 715, 724, 728, 730, 732, 734, 737, 739, 741, 743, 745, 747, 751, 761, 771, 772, 781, 793, 797, 828, 837, 845, 856, 858, 871, 880, 882, 887, 891, 899, 902, 907, 910, 914, 929, 944, 949, 950, 967, 974, 975, 983, 989, 1005, 1028, 1038, 1063, 1067, 1082, 1084, 1087, 1092, 1104, 1106, 1107, 1115, 1135, 1136, 1165, 1172, 1181, 1197, 1199, 1201, 1203, 1206, 1209, 1216, 1221, 1225, 1232, 1234, 1237, 1259, 1261, 1263, 1269, 1271, 1273, 1292, 1294, 1298, 1299, 1300, 1304, 1306, 1310, 1319, 1327, 1330, 1338, 1356, 1360, 1366, 1369, 1371, 1373, 1377, 1387, 1398, 1402, 1409, 1415, 1417, 1419, 1431, 1433, 1437, 1440, 1441, 1458, 1466, 1480, 1483, 1489, 1496, 1517, 1536, 1550, 1552, 1555, 1556, 1560, 1575, 1577, 1580, 1582, 1591, 1593, 1610, 1632, 1635, 1638, 1648, 1652, 1655, 1662, 1663, 1664, 1665, 1703, 1705, 1707, 1732, 1758, 1772, 1775, 1781, 1789, 1791, 1796, 1798, 1800, 1802, 1804, 1805, 1807, 1812, 1822, 1824, 1825, 1826, 1827, 1829, 1835, 1843, 1845, 1849, 1851]",SCPC.tsv
