Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
chicken,1,7,"[0, 7, 21, 82, 211, 233, 235]",S2PY.tsv
the the,2,150,"[0, 150, 168, 760, 1139, 1220]",S2PY.tsv
but the the,3,168,"[0, 168]",S2PY.tsv
but the,2,942,"[0, 572, 942, 1183, 1250, 1326, 1507]",S2PY.tsv
chickens,1,5,"[4, 5, 13, 51, 109, 269, 276, 278, 308, 321]",S2PY.tsv
they're,1,5,"[4, 5, 12, 32, 59, 60, 64, 292, 301, 397, 426, 428, 561, 615, 699, 1076, 1112, 1137, 1151, 1189, 1326, 1427, 1540, 1542]",S2PY.tsv
they be,2,44,"[4, 44, 45, 47, 48, 49, 51, 65, 66, 73, 108, 132, 295, 300, 348, 349, 421, 435, 568, 716, 773, 1106, 1151, 1428, 1465, 1487, 1511, 1540]",S2PY.tsv
be they be,3,48,"[4, 48]",S2PY.tsv
be they,2,296,"[4, 62, 74, 296, 380, 428, 850, 1349, 1541]",S2PY.tsv
type,1,1189,"[4, 1189]",S2PY.tsv
yeah,1,6,"[3, 6, 10, 13, 14, 16, 19, 20, 22, 27, 29, 34, 35, 43, 45, 50, 55, 56, 58, 65, 66, 70, 72, 74, 76, 79, 83, 85, 87, 89, 92, 93, 95, 106, 109, 110, 111, 113, 115, 117, 119, 121, 125, 128, 129, 133, 135, 136, 142, 144, 148, 149, 151, 154, 156, 160, 161, 162, 166, 167, 169, 171, 173, 175, 177, 178, 179, 181, 189, 191, 196, 198, 212, 214, 219, 225, 227, 228, 234, 236, 238, 244, 246, 250, 254, 271, 276, 277, 279, 281, 283, 293, 303, 309, 312, 314, 317, 319, 322, 323, 325, 330, 331, 333, 336, 342, 347, 348, 352, 367, 369, 371, 372, 374, 378, 379, 384, 391, 396, 403, 406, 417, 427, 440, 442, 444, 446, 448, 452, 453, 458, 461, 469, 472, 474, 476, 480, 482, 484, 490, 492, 494, 496, 498, 500, 501, 503, 504, 505, 510, 512, 514, 515, 517, 518, 521, 527, 531, 532, 534, 540, 550, 555, 565, 569, 575, 580, 583, 585, 589, 590, 603, 604, 613, 627, 630, 631, 633, 634, 640, 642, 650, 652, 655, 663, 665, 677, 679, 680, 682, 684, 685, 692, 694, 695, 696, 700, 701, 706, 708, 710, 712, 719, 721, 725, 729, 733, 734, 736, 746, 748, 749, 751, 752, 753, 757, 759, 763, 765, 767, 769, 772, 773, 774, 783, 786, 793, 794, 796, 800, 802, 803, 805, 812, 816, 819, 821, 825, 827, 828, 830, 834, 835, 839, 840, 844, 846, 847, 849, 855, 856, 858, 859, 861, 862, 865, 868, 876, 877, 879, 881, 883, 885, 889, 891, 893, 894, 900, 908, 914, 915, 916, 919, 920, 923, 926, 930, 936, 940, 942, 944, 947, 950, 951, 952, 953, 957, 958, 960, 963, 966, 967, 969, 972, 978, 979, 985, 988, 992, 999, 1001, 1004, 1007, 1010, 1011, 1014, 1040, 1042, 1043, 1047, 1048, 1050, 1056, 1058, 1065, 1066, 1067, 1073, 1075, 1077, 1089, 1092, 1096, 1098, 1106, 1107, 1117, 1127, 1128, 1132, 1135, 1136, 1144, 1160, 1162, 1164, 1168, 1170, 1172, 1179, 1181, 1186, 1188, 1190, 1192, 1195, 1196, 1198, 1199, 1205, 1210, 1219, 1235, 1237, 1239, 1244, 1251, 1256, 1260, 1270, 1272, 1273, 1278, 1280, 1282, 1286, 1289, 1293, 1295, 1296, 1298, 1306, 1307, 1311, 1314, 1318, 1320, 1323, 1328, 1329, 1331, 1333, 1335, 1337, 1341, 1350, 1355, 1361, 1366, 1371, 1373, 1378, 1388, 1392, 1398, 1400, 1402, 1403, 1405, 1407, 1416, 1418, 1421, 1426, 1431, 1436, 1440, 1444, 1445, 1448, 1454, 1455, 1459, 1461, 1464, 1472, 1475, 1481, 1490, 1493, 1504, 1509, 1512, 1515, 1517, 1529, 1536, 1538, 1543, 1544, 1553, 1557, 1559, 1561, 1562, 1566, 1567, 1570, 1572, 1574, 1579, 1585, 1588, 1589, 1590, 1592]",S2PY.tsv
yeah yeah,2,89,"[6, 34, 89, 92, 111, 113, 125, 128, 244, 246, 325, 333, 448, 736, 759, 828, 835, 1098, 1168, 1181, 1186, 1318, 1355, 1431, 1536, 1553, 1557, 1590]",S2PY.tsv
that be,2,54,"[10, 21, 54, 118, 181, 225, 347, 807, 924, 948, 1085, 1364, 1453, 1454, 1479, 1508, 1511]",S2PY.tsv
that's,1,13,"[5, 13, 22, 24, 29, 77, 83, 88, 95, 128, 154, 192, 233, 247, 248, 261, 268, 338, 405, 435, 461, 477, 478, 498, 499, 513, 543, 546, 585, 606, 613, 642, 684, 688, 721, 745, 754, 853, 912, 963, 964, 982, 983, 1007, 1009, 1010, 1018, 1023, 1036, 1046, 1048, 1057, 1068, 1079, 1106, 1229, 1253, 1256, 1285, 1291, 1296, 1303, 1306, 1308, 1352, 1388, 1411, 1415, 1416, 1514, 1515, 1580]",S2PY.tsv
yeah that's right,3,22,"[13, 22, 83, 95, 684, 721, 1256, 1388]",S2PY.tsv
right,1,26,"[13, 22, 26, 29, 72, 83, 95, 114, 117, 118, 154, 248, 253, 259, 260, 282, 294, 361, 384, 439, 461, 486, 521, 544, 585, 600, 643, 683, 684, 721, 722, 788, 853, 912, 932, 963, 982, 1007, 1018, 1046, 1057, 1100, 1110, 1124, 1150, 1165, 1174, 1193, 1229, 1232, 1253, 1256, 1262, 1265, 1294, 1296, 1306, 1388, 1416, 1435, 1437, 1500, 1515, 1537, 1559, 1582]",S2PY.tsv
that's right,2,461,"[13, 29, 83, 95, 154, 248, 461, 585, 684, 721, 853, 912, 963, 982, 1007, 1018, 1046, 1057, 1229, 1253, 1256, 1296, 1306, 1388, 1416, 1515]",S2PY.tsv
hormones,1,21,"[18, 21]",S2PY.tsv
and they,2,73,"[21, 73, 150, 257, 300, 568, 574, 1088, 1110, 1112, 1176, 1234, 1253, 1254, 1255, 1487, 1540]",S2PY.tsv
breast,1,84,"[21, 84]",S2PY.tsv
find,1,94,"[21, 94, 253, 375, 1093, 1290]",S2PY.tsv
