speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,99,147,328,0.1683673469387755,37,12,28,22,0,50,SFQE.tsv
4,98,100,238,0.245,35,14,30,19,50,100,SFQE.tsv
4,77,146,291,0.13184931506849315,29,9,22,17,100,150,SFQE.tsv
4,78,107,211,0.1822429906542056,30,6,18,24,150,200,SFQE.tsv
4,85,110,278,0.19318181818181818,30,10,15,30,200,250,SFQE.tsv
4,102,116,293,0.21982758620689655,40,12,6,44,250,300,SFQE.tsv
4,118,166,377,0.17771084337349397,43,10,28,37,300,350,SFQE.tsv
4,109,174,413,0.15660919540229884,41,17,27,24,350,400,SFQE.tsv
4,92,184,433,0.125,37,14,27,14,400,450,SFQE.tsv
4,78,119,257,0.1638655462184874,31,11,8,28,450,500,SFQE.tsv
4,102,138,316,0.18478260869565216,37,21,21,23,500,550,SFQE.tsv
4,113,142,305,0.198943661971831,34,29,17,33,550,600,SFQE.tsv
4,99,150,357,0.165,43,15,10,31,600,650,SFQE.tsv
4,112,164,394,0.17073170731707318,43,24,26,19,650,700,SFQE.tsv
4,40,77,142,0.12987012987012986,19,3,11,7,700,719,SFQE.tsv
