speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,132,124,357,0.2661290322580645,44,38,25,25,0,50,S85D.tsv
4,81,182,477,0.11126373626373626,18,35,18,10,50,100,S85D.tsv
4,122,201,461,0.1517412935323383,38,45,22,17,100,150,S85D.tsv
4,127,166,461,0.19126506024096385,30,44,8,45,150,200,S85D.tsv
4,115,153,385,0.18790849673202614,17,42,11,45,200,250,S85D.tsv
4,122,150,370,0.20333333333333334,38,42,9,33,250,300,S85D.tsv
4,103,159,461,0.1619496855345912,21,38,15,29,300,350,S85D.tsv
4,122,157,374,0.1942675159235669,39,33,16,34,350,400,S85D.tsv
4,96,118,291,0.2033898305084746,21,35,10,30,400,450,S85D.tsv
4,83,129,287,0.16085271317829458,16,7,28,32,450,500,S85D.tsv
4,92,144,284,0.1597222222222222,30,28,6,28,500,550,S85D.tsv
4,81,106,225,0.19103773584905662,27,20,10,24,550,600,S85D.tsv
4,101,127,299,0.19881889763779528,20,18,27,36,600,650,S85D.tsv
4,113,130,356,0.2173076923076923,30,36,40,7,650,700,S85D.tsv
4,111,150,355,0.185,34,41,29,7,700,750,S85D.tsv
4,100,122,265,0.20491803278688525,22,35,29,14,750,800,S85D.tsv
4,124,136,408,0.22794117647058823,31,41,13,39,800,850,S85D.tsv
4,120,144,336,0.20833333333333334,37,42,16,25,850,900,S85D.tsv
4,144,201,626,0.1791044776119403,50,56,16,22,900,950,S85D.tsv
4,123,145,345,0.2120689655172414,39,20,29,35,950,1000,S85D.tsv
4,79,166,401,0.11897590361445783,31,0,22,26,1000,1050,S85D.tsv
4,110,141,353,0.1950354609929078,42,3,27,38,1050,1100,S85D.tsv
4,95,132,363,0.17992424242424243,34,4,30,27,1100,1150,S85D.tsv
4,128,157,387,0.20382165605095542,46,25,25,32,1150,1200,S85D.tsv
4,102,145,280,0.17586206896551723,29,23,22,28,1200,1250,S85D.tsv
4,123,170,463,0.18088235294117647,34,0,35,54,1250,1300,S85D.tsv
4,112,156,412,0.1794871794871795,45,0,21,46,1300,1350,S85D.tsv
4,101,117,298,0.21581196581196582,35,9,19,38,1350,1400,S85D.tsv
4,138,210,848,0.16428571428571428,28,55,10,45,1400,1450,S85D.tsv
4,178,173,726,0.25722543352601157,34,65,26,53,1450,1500,S85D.tsv
4,153,135,493,0.2833333333333333,34,51,29,39,1500,1550,S85D.tsv
4,153,135,425,0.2833333333333333,29,49,40,35,1550,1600,S85D.tsv
4,169,192,691,0.22005208333333334,50,52,11,56,1600,1650,S85D.tsv
4,93,172,428,0.13517441860465115,26,8,18,41,1650,1700,S85D.tsv
4,90,143,407,0.15734265734265734,32,0,18,40,1700,1750,S85D.tsv
4,128,133,313,0.24060150375939848,38,41,24,25,1750,1800,S85D.tsv
4,127,148,397,0.21452702702702703,45,6,30,46,1800,1850,S85D.tsv
4,122,166,401,0.18373493975903615,39,30,18,35,1850,1900,S85D.tsv
4,73,114,230,0.1600877192982456,28,6,10,29,1900,1929,S85D.tsv
