speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,81,131,300,0.15458015267175573,19,18,29,15,0,50,SCZV.tsv
4,84,105,269,0.2,20,8,26,30,50,100,SCZV.tsv
4,93,116,265,0.20043103448275862,28,11,31,23,100,150,SCZV.tsv
4,100,134,298,0.1865671641791045,7,17,41,35,150,200,SCZV.tsv
4,87,116,239,0.1875,11,23,30,23,200,250,SCZV.tsv
4,92,144,339,0.1597222222222222,19,10,37,26,250,300,SCZV.tsv
4,86,116,274,0.1853448275862069,24,12,20,30,300,350,SCZV.tsv
4,88,110,259,0.2,12,24,30,22,350,400,SCZV.tsv
4,71,105,222,0.16904761904761906,18,7,25,21,400,450,SCZV.tsv
4,92,143,364,0.16083916083916083,31,21,40,0,450,500,SCZV.tsv
4,73,107,255,0.1705607476635514,7,34,32,0,500,550,SCZV.tsv
4,101,121,315,0.20867768595041322,34,25,42,0,550,600,SCZV.tsv
4,61,108,287,0.1412037037037037,2,30,29,0,600,650,SCZV.tsv
4,73,93,239,0.19623655913978494,3,26,28,16,650,700,SCZV.tsv
4,59,88,211,0.16761363636363635,1,22,19,17,700,750,SCZV.tsv
4,84,104,219,0.20192307692307693,17,17,28,22,750,800,SCZV.tsv
4,87,119,267,0.18277310924369747,2,27,35,23,800,850,SCZV.tsv
4,74,95,211,0.19473684210526315,0,25,28,21,850,900,SCZV.tsv
4,100,109,277,0.22935779816513763,10,35,26,29,900,950,SCZV.tsv
4,94,147,328,0.1598639455782313,2,27,27,38,950,1000,SCZV.tsv
4,112,128,269,0.21875,24,22,27,39,1000,1050,SCZV.tsv
4,69,119,244,0.14495798319327732,23,4,20,22,1050,1100,SCZV.tsv
4,57,99,220,0.14393939393939395,1,17,16,23,1100,1150,SCZV.tsv
4,75,103,228,0.1820388349514563,1,24,27,23,1150,1200,SCZV.tsv
4,49,82,152,0.14939024390243902,1,8,20,20,1200,1234,SCZV.tsv
