speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,167,205,514,0.20365853658536584,56,59,40,12,0,50,S9WB.tsv
4,141,172,431,0.20494186046511628,45,25,42,29,50,100,S9WB.tsv
4,157,181,486,0.21685082872928177,42,53,34,28,100,150,S9WB.tsv
4,234,290,883,0.20172413793103447,88,81,39,26,150,200,S9WB.tsv
4,165,232,777,0.17780172413793102,51,62,52,0,200,249,S9WB.tsv
