speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,98,171,353,0.14327485380116958,23,35,35,5,0,50,SVBB.tsv
4,65,117,222,0.1388888888888889,25,18,21,1,50,100,SVBB.tsv
4,94,159,351,0.14779874213836477,42,14,38,0,100,150,SVBB.tsv
4,98,147,305,0.16666666666666666,37,15,38,8,150,200,SVBB.tsv
4,78,154,272,0.1266233766233766,29,18,26,5,200,250,SVBB.tsv
4,59,124,211,0.11895161290322581,22,15,21,1,250,300,SVBB.tsv
4,106,149,296,0.17785234899328858,37,18,37,14,300,350,SVBB.tsv
4,89,137,262,0.1624087591240876,38,14,37,0,350,400,SVBB.tsv
4,81,138,279,0.14673913043478262,23,13,19,26,400,450,SVBB.tsv
4,75,132,227,0.14204545454545456,22,9,22,22,450,500,SVBB.tsv
4,99,144,308,0.171875,31,7,31,30,500,550,SVBB.tsv
4,115,140,313,0.20535714285714285,30,5,42,38,550,600,SVBB.tsv
4,127,157,324,0.20222929936305734,36,39,38,14,600,650,SVBB.tsv
4,103,127,299,0.20275590551181102,39,24,40,0,650,700,SVBB.tsv
4,110,183,390,0.15027322404371585,23,7,39,41,700,750,SVBB.tsv
4,86,203,409,0.10591133004926108,0,0,43,43,750,800,SVBB.tsv
4,78,171,362,0.11403508771929824,0,0,39,39,800,850,SVBB.tsv
4,108,176,417,0.1534090909090909,0,0,54,54,850,900,SVBB.tsv
4,80,163,315,0.12269938650306748,19,4,33,24,900,950,SVBB.tsv
4,60,155,318,0.0967741935483871,26,7,25,2,950,1000,SVBB.tsv
4,114,168,361,0.16964285714285715,44,24,46,0,1000,1050,SVBB.tsv
4,90,158,309,0.14240506329113925,32,29,29,0,1050,1100,SVBB.tsv
4,71,146,273,0.12157534246575342,24,2,24,21,1100,1150,SVBB.tsv
4,77,148,276,0.13006756756756757,22,4,23,28,1150,1200,SVBB.tsv
4,116,139,335,0.20863309352517986,42,0,31,43,1200,1250,SVBB.tsv
4,106,167,346,0.15868263473053892,24,0,41,41,1250,1300,SVBB.tsv
4,108,131,301,0.20610687022900764,35,1,35,37,1300,1350,SVBB.tsv
4,90,140,269,0.16071428571428573,27,12,30,21,1350,1400,SVBB.tsv
4,81,124,273,0.16330645161290322,31,1,21,28,1400,1450,SVBB.tsv
4,106,132,338,0.20075757575757575,36,12,22,36,1450,1500,SVBB.tsv
4,133,127,340,0.2618110236220472,45,32,19,37,1500,1550,SVBB.tsv
4,119,185,428,0.1608108108108108,35,0,35,49,1550,1600,SVBB.tsv
4,92,125,305,0.184,39,0,18,35,1600,1650,SVBB.tsv
4,82,137,334,0.14963503649635038,41,0,0,41,1650,1700,SVBB.tsv
4,97,129,286,0.187984496124031,28,1,31,37,1700,1750,SVBB.tsv
4,95,121,254,0.1962809917355372,30,15,16,34,1750,1800,SVBB.tsv
4,127,155,398,0.20483870967741935,42,28,34,23,1800,1850,SVBB.tsv
4,91,137,296,0.16605839416058393,33,28,30,0,1850,1900,SVBB.tsv
4,103,161,415,0.15993788819875776,42,25,36,0,1900,1950,SVBB.tsv
4,108,165,378,0.16363636363636364,48,14,46,0,1950,2000,SVBB.tsv
4,114,142,334,0.2007042253521127,32,38,44,0,2000,2050,SVBB.tsv
4,106,176,365,0.15056818181818182,46,16,44,0,2050,2100,SVBB.tsv
4,85,157,294,0.13535031847133758,34,21,30,0,2100,2150,SVBB.tsv
4,69,143,302,0.12062937062937062,30,22,4,13,2150,2200,SVBB.tsv
4,98,180,385,0.1361111111111111,4,4,45,45,2200,2250,SVBB.tsv
4,77,109,215,0.17660550458715596,23,14,28,12,2250,2300,SVBB.tsv
4,93,150,273,0.155,33,20,22,18,2300,2350,SVBB.tsv
4,91,170,360,0.1338235294117647,42,1,27,21,2350,2400,SVBB.tsv
4,90,152,342,0.14802631578947367,41,0,8,41,2400,2450,SVBB.tsv
4,83,168,388,0.12351190476190477,39,0,5,39,2450,2500,SVBB.tsv
4,121,129,313,0.23449612403100775,36,19,24,42,2500,2550,SVBB.tsv
4,67,102,212,0.1642156862745098,27,2,9,29,2550,2600,SVBB.tsv
4,96,128,257,0.1875,34,20,16,26,2600,2650,SVBB.tsv
4,124,161,335,0.19254658385093168,38,26,42,18,2650,2700,SVBB.tsv
4,114,189,466,0.15079365079365079,47,22,45,0,2700,2750,SVBB.tsv
4,123,195,489,0.1576923076923077,51,2,49,21,2750,2800,SVBB.tsv
4,101,135,334,0.18703703703703703,29,0,38,34,2800,2850,SVBB.tsv
4,86,161,347,0.13354037267080746,33,0,36,17,2850,2900,SVBB.tsv
4,91,157,341,0.1449044585987261,39,0,33,19,2900,2950,SVBB.tsv
4,74,139,253,0.13309352517985612,23,8,26,17,2950,3000,SVBB.tsv
4,31,67,114,0.11567164179104478,14,0,13,4,3000,3012,SVBB.tsv
