speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,46,93,226,0.12365591397849462,23,23,0,0,0,50,S263.tsv
4,59,127,271,0.11614173228346457,24,24,7,4,50,100,S263.tsv
4,58,150,325,0.09666666666666666,29,29,0,0,100,150,S263.tsv
4,62,134,262,0.11567164179104478,29,31,2,0,150,200,S263.tsv
4,86,128,313,0.16796875,13,36,31,6,200,250,S263.tsv
4,64,114,275,0.14035087719298245,0,32,32,0,250,300,S263.tsv
4,89,144,322,0.1545138888888889,11,35,34,9,300,350,S263.tsv
4,66,142,330,0.11619718309859155,0,33,33,0,350,400,S263.tsv
4,78,163,405,0.1196319018404908,13,34,25,6,400,450,S263.tsv
4,55,110,213,0.125,5,23,21,6,450,500,S263.tsv
4,85,114,258,0.18640350877192982,20,31,18,16,500,550,S263.tsv
4,94,135,298,0.17407407407407408,16,24,34,20,550,600,S263.tsv
4,46,138,366,0.08333333333333333,1,10,20,15,600,650,S263.tsv
4,91,123,254,0.18495934959349594,9,36,33,13,650,700,S263.tsv
4,101,128,264,0.197265625,22,21,25,33,700,750,S263.tsv
4,112,114,264,0.24561403508771928,32,32,25,23,750,800,S263.tsv
4,90,102,214,0.22058823529411764,19,25,24,22,800,850,S263.tsv
4,91,132,268,0.17234848484848486,18,27,16,30,850,900,S263.tsv
4,67,97,192,0.17268041237113402,16,20,19,12,900,950,S263.tsv
4,58,95,206,0.15263157894736842,21,18,1,18,950,1000,S263.tsv
4,81,105,221,0.19285714285714287,25,22,22,12,1000,1050,S263.tsv
4,49,146,351,0.0839041095890411,14,12,20,3,1050,1100,S263.tsv
4,62,108,196,0.14351851851851852,15,10,21,16,1100,1150,S263.tsv
4,76,119,248,0.15966386554621848,26,32,12,6,1150,1200,S263.tsv
4,113,144,371,0.19618055555555555,24,36,39,14,1200,1250,S263.tsv
4,87,147,353,0.14795918367346939,17,36,34,0,1250,1300,S263.tsv
4,60,140,388,0.10714285714285714,0,30,30,0,1300,1350,S263.tsv
4,14,118,313,0.029661016949152543,0,7,7,0,1350,1400,S263.tsv
4,38,97,230,0.0979381443298969,0,19,19,0,1400,1450,S263.tsv
4,84,203,619,0.10344827586206896,0,42,42,0,1450,1500,S263.tsv
4,84,110,271,0.19090909090909092,22,30,32,0,1500,1550,S263.tsv
4,101,131,305,0.19274809160305342,40,4,32,25,1550,1600,S263.tsv
4,52,97,258,0.13402061855670103,17,15,10,10,1600,1650,S263.tsv
4,91,124,267,0.18346774193548387,35,31,9,16,1650,1700,S263.tsv
4,99,138,376,0.1793478260869565,9,26,34,30,1700,1750,S263.tsv
4,65,113,235,0.14380530973451328,16,24,21,4,1750,1800,S263.tsv
4,80,124,317,0.16129032258064516,12,34,33,1,1800,1850,S263.tsv
4,83,132,273,0.1571969696969697,11,30,12,30,1850,1900,S263.tsv
4,119,157,385,0.18949044585987262,18,30,37,34,1900,1950,S263.tsv
4,90,149,368,0.15100671140939598,3,23,37,27,1950,2000,S263.tsv
4,87,99,248,0.2196969696969697,23,14,32,18,2000,2050,S263.tsv
4,99,132,266,0.1875,25,22,28,24,2050,2100,S263.tsv
4,87,144,323,0.15104166666666666,19,8,32,28,2100,2150,S263.tsv
4,65,110,235,0.14772727272727273,20,3,25,17,2150,2200,S263.tsv
4,71,117,252,0.1517094017094017,26,16,29,0,2200,2250,S263.tsv
4,100,136,320,0.18382352941176472,36,25,35,4,2250,2300,S263.tsv
4,78,103,255,0.18932038834951456,28,20,30,0,2300,2350,S263.tsv
4,86,148,367,0.14527027027027026,27,33,25,1,2350,2400,S263.tsv
4,92,171,423,0.13450292397660818,15,35,10,32,2400,2450,S263.tsv
4,100,178,505,0.1404494382022472,0,44,43,13,2450,2500,S263.tsv
4,85,126,322,0.16865079365079366,0,27,30,28,2500,2550,S263.tsv
4,106,149,326,0.17785234899328858,0,33,36,37,2550,2600,S263.tsv
4,65,111,286,0.1463963963963964,0,21,31,13,2600,2650,S263.tsv
4,95,131,271,0.18129770992366412,4,28,28,35,2650,2700,S263.tsv
4,113,148,311,0.19087837837837837,15,32,29,37,2700,2750,S263.tsv
4,89,116,268,0.19181034482758622,10,32,31,16,2750,2800,S263.tsv
4,75,123,252,0.1524390243902439,15,18,25,17,2800,2850,S263.tsv
4,85,117,226,0.18162393162393162,23,23,13,26,2850,2900,S263.tsv
4,91,120,246,0.18958333333333333,29,12,23,27,2900,2950,S263.tsv
4,108,131,296,0.20610687022900764,25,37,22,24,2950,3000,S263.tsv
4,80,123,236,0.16260162601626016,21,16,11,32,3000,3048,S263.tsv
