speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,106,144,328,0.1840277777777778,25,33,35,13,0,50,SWFJ.tsv
4,106,152,399,0.17434210526315788,41,29,24,12,50,100,SWFJ.tsv
4,87,141,321,0.15425531914893617,30,20,18,19,100,150,SWFJ.tsv
4,188,246,720,0.1910569105691057,58,73,22,35,150,200,SWFJ.tsv
4,143,172,427,0.20784883720930233,39,39,41,24,200,250,SWFJ.tsv
4,131,180,424,0.18194444444444444,33,28,28,42,250,300,SWFJ.tsv
4,129,153,445,0.2107843137254902,38,47,14,30,300,350,SWFJ.tsv
4,169,159,530,0.26572327044025157,25,56,23,65,350,400,SWFJ.tsv
4,149,174,459,0.21408045977011494,45,49,17,38,400,450,SWFJ.tsv
4,121,170,408,0.17794117647058824,29,45,17,30,450,500,SWFJ.tsv
4,143,164,405,0.21798780487804878,48,42,45,8,500,550,SWFJ.tsv
4,113,224,599,0.12611607142857142,29,42,20,22,550,600,SWFJ.tsv
4,183,193,578,0.23704663212435234,32,62,51,38,600,650,SWFJ.tsv
4,153,191,609,0.20026178010471204,14,58,47,34,650,700,SWFJ.tsv
4,151,195,515,0.1935897435897436,22,57,21,51,700,750,SWFJ.tsv
4,165,168,457,0.24553571428571427,22,52,44,47,750,800,SWFJ.tsv
4,167,242,885,0.1725206611570248,21,72,10,64,800,850,SWFJ.tsv
4,149,174,512,0.21408045977011494,41,42,45,21,850,900,SWFJ.tsv
4,161,180,579,0.22361111111111112,29,48,35,49,900,950,SWFJ.tsv
4,129,160,447,0.2015625,26,44,27,32,950,1000,SWFJ.tsv
4,131,149,384,0.2197986577181208,34,29,38,30,1000,1050,SWFJ.tsv
4,190,233,789,0.20386266094420602,27,67,39,57,1050,1100,SWFJ.tsv
4,91,127,322,0.17913385826771652,20,20,17,34,1100,1139,SWFJ.tsv
