speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,108,146,303,0.18493150684931506,32,18,35,23,0,50,S2UJ.tsv
4,147,171,391,0.2149122807017544,42,49,31,25,50,100,S2UJ.tsv
4,134,155,363,0.2161290322580645,48,21,36,29,100,150,S2UJ.tsv
4,162,173,403,0.23410404624277456,61,38,33,30,150,200,S2UJ.tsv
4,130,161,364,0.20186335403726707,51,26,43,10,200,250,S2UJ.tsv
4,128,161,361,0.19875776397515527,40,30,33,25,250,300,S2UJ.tsv
4,141,173,439,0.203757225433526,43,37,40,21,300,350,S2UJ.tsv
4,146,195,494,0.18717948717948718,40,30,49,27,350,400,S2UJ.tsv
4,106,129,274,0.2054263565891473,36,6,36,28,400,450,S2UJ.tsv
4,179,160,463,0.2796875,54,28,55,42,450,500,S2UJ.tsv
4,126,153,377,0.20588235294117646,34,30,33,29,500,550,S2UJ.tsv
4,122,139,332,0.21942446043165467,35,24,35,28,550,600,S2UJ.tsv
4,109,196,489,0.13903061224489796,48,23,38,0,600,650,S2UJ.tsv
4,141,181,535,0.19475138121546962,53,46,16,26,650,700,S2UJ.tsv
4,29,51,86,0.14215686274509803,12,11,3,3,700,710,S2UJ.tsv
