speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,92,132,325,0.17424242424242425,33,30,10,19,0,50,S3QD.tsv
4,112,136,352,0.20588235294117646,15,24,39,34,50,100,S3QD.tsv
4,117,137,352,0.21350364963503649,27,31,27,32,100,150,S3QD.tsv
4,107,162,433,0.16512345679012347,14,17,36,40,150,200,S3QD.tsv
4,97,117,275,0.20726495726495728,32,14,34,17,200,250,S3QD.tsv
4,121,117,299,0.25854700854700857,37,27,30,27,250,300,S3QD.tsv
4,80,107,263,0.18691588785046728,19,22,18,21,300,350,S3QD.tsv
4,128,127,326,0.25196850393700787,22,33,33,40,350,400,S3QD.tsv
4,120,133,339,0.22556390977443608,42,29,17,32,400,450,S3QD.tsv
4,93,131,308,0.17748091603053434,37,29,1,26,450,500,S3QD.tsv
4,119,146,368,0.20376712328767124,28,42,41,8,500,550,S3QD.tsv
4,65,90,192,0.18055555555555555,17,21,4,23,550,600,S3QD.tsv
4,99,116,251,0.21336206896551724,28,23,20,28,600,650,S3QD.tsv
4,114,183,425,0.1557377049180328,40,22,26,26,650,700,S3QD.tsv
4,124,130,361,0.23846153846153847,38,32,28,26,700,750,S3QD.tsv
4,102,106,274,0.24056603773584906,27,21,21,33,750,800,S3QD.tsv
4,114,107,275,0.26635514018691586,35,20,24,35,800,850,S3QD.tsv
4,87,99,256,0.2196969696969697,29,5,20,33,850,900,S3QD.tsv
4,111,140,325,0.1982142857142857,20,24,27,40,900,950,S3QD.tsv
4,85,125,278,0.17,21,27,16,21,950,1000,S3QD.tsv
4,92,122,324,0.1885245901639344,37,7,13,35,1000,1050,S3QD.tsv
4,72,100,219,0.18,23,13,17,19,1050,1100,S3QD.tsv
4,111,138,346,0.20108695652173914,44,46,6,15,1100,1150,S3QD.tsv
4,136,151,386,0.2251655629139073,32,30,28,46,1150,1200,S3QD.tsv
4,109,121,287,0.22520661157024793,28,28,16,37,1200,1250,S3QD.tsv
4,83,118,264,0.17584745762711865,30,27,3,23,1250,1300,S3QD.tsv
4,93,112,232,0.20758928571428573,20,18,21,34,1300,1350,S3QD.tsv
4,72,111,266,0.16216216216216217,15,26,13,18,1350,1400,S3QD.tsv
4,93,114,283,0.20394736842105263,36,22,7,28,1400,1450,S3QD.tsv
4,81,105,254,0.19285714285714287,17,28,17,19,1450,1500,S3QD.tsv
4,50,65,130,0.19230769230769232,15,15,4,16,1500,1521,S3QD.tsv
