speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,94,117,313,0.20085470085470086,31,31,14,18,0,50,S3M9.tsv
4,94,139,322,0.16906474820143885,33,22,17,22,50,100,S3M9.tsv
4,90,117,264,0.19230769230769232,34,26,11,19,100,150,S3M9.tsv
4,101,129,307,0.19573643410852712,27,10,38,26,150,200,S3M9.tsv
4,118,129,350,0.22868217054263565,36,30,31,21,200,250,S3M9.tsv
4,71,146,371,0.12157534246575342,31,3,16,21,250,300,S3M9.tsv
4,93,109,220,0.21330275229357798,33,12,20,28,300,350,S3M9.tsv
4,78,151,401,0.1291390728476821,33,5,27,13,350,400,S3M9.tsv
4,94,190,505,0.12368421052631579,39,25,5,25,400,450,S3M9.tsv
4,104,119,298,0.2184873949579832,37,33,24,10,450,500,S3M9.tsv
4,84,158,439,0.13291139240506328,35,9,15,25,500,550,S3M9.tsv
4,82,112,247,0.18303571428571427,28,13,20,21,550,600,S3M9.tsv
4,99,135,345,0.18333333333333332,32,19,34,14,600,650,S3M9.tsv
4,106,115,288,0.23043478260869565,12,29,32,33,650,700,S3M9.tsv
4,92,112,259,0.20535714285714285,33,13,18,28,700,750,S3M9.tsv
4,110,147,359,0.1870748299319728,29,21,40,20,750,800,S3M9.tsv
4,114,141,278,0.20212765957446807,30,25,34,25,800,850,S3M9.tsv
4,83,149,290,0.13926174496644295,30,13,26,14,850,900,S3M9.tsv
4,95,80,176,0.296875,33,20,20,22,900,950,S3M9.tsv
4,80,91,230,0.21978021978021978,23,15,23,19,950,1000,S3M9.tsv
4,109,115,260,0.23695652173913043,31,24,28,26,1000,1050,S3M9.tsv
4,76,97,235,0.1958762886597938,18,12,23,23,1050,1100,S3M9.tsv
4,115,121,344,0.23760330578512398,35,30,28,22,1100,1150,S3M9.tsv
4,98,172,374,0.14244186046511628,34,21,20,23,1150,1200,S3M9.tsv
4,120,132,326,0.22727272727272727,33,13,36,38,1200,1250,S3M9.tsv
4,101,124,269,0.20362903225806453,25,25,26,25,1250,1300,S3M9.tsv
4,84,110,250,0.19090909090909092,24,9,30,21,1300,1350,S3M9.tsv
4,114,114,267,0.25,36,10,35,33,1350,1400,S3M9.tsv
4,75,114,221,0.16447368421052633,20,14,27,14,1400,1428,S3M9.tsv
