speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,159,184,463,0.21603260869565216,40,35,53,31,0,50,SWF6.tsv
4,101,161,412,0.15683229813664595,15,15,40,31,50,100,SWF6.tsv
4,125,151,359,0.20695364238410596,27,15,48,35,100,150,SWF6.tsv
4,85,95,214,0.2236842105263158,22,9,25,29,150,200,SWF6.tsv
4,90,143,301,0.15734265734265734,10,8,36,36,200,250,SWF6.tsv
4,86,157,426,0.13694267515923567,16,22,15,33,250,300,SWF6.tsv
4,131,134,343,0.24440298507462688,37,28,31,35,300,350,SWF6.tsv
4,70,98,193,0.17857142857142858,16,25,14,15,350,400,SWF6.tsv
4,77,104,225,0.18509615384615385,16,7,29,25,400,450,SWF6.tsv
4,121,125,283,0.242,27,24,38,32,450,500,SWF6.tsv
4,129,138,415,0.23369565217391305,27,36,23,43,500,550,SWF6.tsv
4,138,153,453,0.22549019607843138,26,40,17,55,550,600,SWF6.tsv
4,107,138,319,0.19384057971014493,16,35,42,14,600,650,SWF6.tsv
4,99,120,294,0.20625,13,25,25,36,650,700,SWF6.tsv
4,64,91,163,0.17582417582417584,12,14,14,24,700,721,SWF6.tsv
