speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,102,147,325,0.17346938775510204,24,17,31,30,0,50,SJNB.tsv
4,94,150,305,0.15666666666666668,33,11,22,28,50,100,SJNB.tsv
4,137,140,348,0.24464285714285713,19,31,49,38,100,150,SJNB.tsv
4,115,168,376,0.17113095238095238,44,19,12,40,150,200,SJNB.tsv
4,105,145,347,0.1810344827586207,34,20,15,36,200,250,SJNB.tsv
4,115,165,463,0.17424242424242425,45,18,8,44,250,300,SJNB.tsv
4,125,143,415,0.21853146853146854,36,32,19,38,300,350,SJNB.tsv
4,134,166,456,0.20180722891566266,34,38,47,15,350,400,SJNB.tsv
4,199,183,562,0.2718579234972678,51,64,33,51,400,450,SJNB.tsv
4,125,151,335,0.20695364238410596,28,37,22,38,450,500,SJNB.tsv
4,116,155,415,0.1870967741935484,39,4,45,28,500,550,SJNB.tsv
4,117,192,489,0.15234375,41,10,36,30,550,600,SJNB.tsv
4,96,166,372,0.14457831325301204,36,0,38,22,600,650,SJNB.tsv
4,140,246,676,0.14227642276422764,53,7,48,32,650,700,SJNB.tsv
4,168,290,1016,0.14482758620689656,73,31,9,55,700,750,SJNB.tsv
4,116,241,756,0.12033195020746888,37,28,4,47,750,800,SJNB.tsv
4,94,134,344,0.17537313432835822,14,17,30,33,800,850,SJNB.tsv
4,147,158,375,0.23259493670886075,46,24,28,49,850,900,SJNB.tsv
4,139,175,489,0.19857142857142857,41,4,43,51,900,950,SJNB.tsv
4,127,158,358,0.20094936708860758,21,24,38,44,950,1000,SJNB.tsv
4,142,155,419,0.22903225806451613,17,33,47,45,1000,1050,SJNB.tsv
4,148,175,477,0.21142857142857144,31,13,43,61,1050,1100,SJNB.tsv
4,143,175,428,0.2042857142857143,42,26,21,54,1100,1150,SJNB.tsv
4,135,162,401,0.20833333333333334,25,32,30,48,1150,1200,SJNB.tsv
4,83,131,300,0.15839694656488548,19,22,15,27,1200,1250,SJNB.tsv
4,129,147,387,0.2193877551020408,32,18,38,41,1250,1300,SJNB.tsv
4,112,160,436,0.175,42,0,30,40,1300,1350,SJNB.tsv
4,171,212,513,0.2016509433962264,60,46,30,35,1350,1400,SJNB.tsv
4,94,113,285,0.2079646017699115,6,19,31,38,1400,1450,SJNB.tsv
4,121,151,381,0.20033112582781457,15,36,28,42,1450,1500,SJNB.tsv
4,167,179,512,0.23324022346368714,45,33,34,55,1500,1550,SJNB.tsv
4,169,177,588,0.2387005649717514,54,13,52,50,1550,1600,SJNB.tsv
4,90,168,429,0.13392857142857142,39,7,35,9,1600,1650,SJNB.tsv
4,108,147,366,0.1836734693877551,41,24,25,18,1650,1700,SJNB.tsv
4,142,193,553,0.18393782383419688,53,22,45,22,1700,1750,SJNB.tsv
4,120,155,327,0.1935483870967742,22,32,33,33,1750,1800,SJNB.tsv
4,74,143,277,0.12937062937062938,15,16,16,27,1800,1850,SJNB.tsv
4,149,168,456,0.22172619047619047,35,42,29,43,1850,1900,SJNB.tsv
4,109,134,329,0.20335820895522388,14,27,29,39,1900,1950,SJNB.tsv
4,160,196,513,0.20408163265306123,44,52,17,47,1950,2000,SJNB.tsv
4,201,249,721,0.20180722891566266,64,54,36,47,2000,2050,SJNB.tsv
4,108,195,465,0.13846153846153847,42,14,26,26,2050,2100,SJNB.tsv
4,0,6,6,0.0,0,0,0,0,2100,2102,SJNB.tsv
