speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,101,129,277,0.19573643410852712,29,21,14,37,0,50,SBQZ.tsv
4,89,121,262,0.18388429752066116,31,3,28,27,50,100,SBQZ.tsv
4,69,112,234,0.15401785714285715,18,6,28,17,100,150,SBQZ.tsv
4,71,137,342,0.12956204379562045,14,16,13,28,150,200,SBQZ.tsv
4,45,133,264,0.08458646616541353,15,1,12,17,200,250,SBQZ.tsv
4,72,139,326,0.12949640287769784,21,2,20,29,250,300,SBQZ.tsv
4,64,107,269,0.14953271028037382,15,8,19,22,300,350,SBQZ.tsv
4,72,134,368,0.13432835820895522,10,29,6,27,350,400,SBQZ.tsv
4,62,137,342,0.11313868613138686,8,0,26,28,400,450,SBQZ.tsv
4,92,128,303,0.1796875,15,18,34,25,450,500,SBQZ.tsv
4,74,115,281,0.1608695652173913,1,3,35,35,500,550,SBQZ.tsv
4,76,169,416,0.11242603550295859,0,0,38,38,550,600,SBQZ.tsv
4,102,165,435,0.15454545454545454,0,0,51,51,600,650,SBQZ.tsv
4,99,152,361,0.16282894736842105,5,27,33,34,650,700,SBQZ.tsv
4,36,168,441,0.05357142857142857,18,18,0,0,700,750,SBQZ.tsv
4,115,145,344,0.19827586206896552,35,19,20,41,750,800,SBQZ.tsv
4,95,145,338,0.16379310344827586,35,0,20,40,800,850,SBQZ.tsv
4,106,131,276,0.20229007633587787,34,22,18,32,850,900,SBQZ.tsv
4,0,18,21,0.0,0,0,0,0,900,904,SBQZ.tsv
