speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,93,110,271,0.21136363636363636,25,20,33,15,0,50,SUWR.tsv
4,132,128,352,0.2578125,37,23,36,36,50,100,SUWR.tsv
4,96,110,285,0.21818181818181817,24,5,36,31,100,150,SUWR.tsv
4,87,94,226,0.23138297872340424,24,16,28,19,150,200,SUWR.tsv
4,105,141,367,0.18617021276595744,21,5,42,37,200,250,SUWR.tsv
4,97,109,261,0.22247706422018348,28,18,32,19,250,300,SUWR.tsv
4,103,158,361,0.1629746835443038,32,20,40,11,300,350,SUWR.tsv
4,82,138,305,0.14855072463768115,23,16,35,8,350,400,SUWR.tsv
4,90,118,269,0.1906779661016949,27,13,30,20,400,450,SUWR.tsv
4,106,140,321,0.18928571428571428,30,13,38,25,450,500,SUWR.tsv
4,101,181,468,0.13950276243093923,37,26,20,18,500,550,SUWR.tsv
4,98,142,333,0.17253521126760563,32,4,37,25,550,600,SUWR.tsv
4,104,121,283,0.21487603305785125,29,28,22,25,600,650,SUWR.tsv
4,101,141,351,0.17907801418439717,40,15,13,33,650,700,SUWR.tsv
4,114,139,319,0.20503597122302158,34,20,32,28,700,750,SUWR.tsv
4,93,127,255,0.1830708661417323,28,33,25,7,750,800,SUWR.tsv
4,90,114,289,0.19736842105263158,15,15,30,30,800,850,SUWR.tsv
4,105,110,262,0.23863636363636365,19,30,30,26,850,900,SUWR.tsv
4,84,133,264,0.15789473684210525,27,13,25,19,900,950,SUWR.tsv
4,108,126,259,0.21428571428571427,31,30,28,19,950,1000,SUWR.tsv
4,112,180,455,0.15555555555555556,46,28,37,1,1000,1050,SUWR.tsv
4,16,48,80,0.08333333333333333,8,0,8,0,1050,1057,SUWR.tsv
