speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,108,167,420,0.16167664670658682,54,54,0,0,0,50,SJ7N.tsv
4,120,138,320,0.21739130434782608,50,41,29,0,50,100,SJ7N.tsv
4,135,222,589,0.15202702702702703,54,47,34,0,100,150,SJ7N.tsv
4,143,210,628,0.17023809523809524,63,58,22,0,150,200,SJ7N.tsv
4,117,198,583,0.14772727272727273,56,57,4,0,200,250,SJ7N.tsv
4,119,168,408,0.17708333333333334,49,51,19,0,250,300,SJ7N.tsv
4,100,167,435,0.1497005988023952,46,41,13,0,300,350,SJ7N.tsv
4,150,271,937,0.13837638376383765,75,75,0,0,350,400,SJ7N.tsv
4,122,210,607,0.14523809523809525,61,61,0,0,400,450,SJ7N.tsv
4,166,318,1070,0.13050314465408805,70,48,48,0,450,500,SJ7N.tsv
4,81,176,384,0.11505681818181818,34,31,16,0,500,550,SJ7N.tsv
4,94,153,337,0.15359477124183007,43,42,9,0,550,600,SJ7N.tsv
4,83,147,304,0.141156462585034,30,30,23,0,600,650,SJ7N.tsv
4,138,177,493,0.19491525423728814,55,31,9,43,650,700,SJ7N.tsv
4,148,208,567,0.1778846153846154,62,57,29,0,700,750,SJ7N.tsv
4,8,24,34,0.08333333333333333,4,0,4,0,750,754,SJ7N.tsv
