speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,96,171,432,0.14035087719298245,48,48,0,0,0,50,STH5.tsv
4,88,156,374,0.14102564102564102,44,44,0,0,50,100,STH5.tsv
4,90,146,366,0.1541095890410959,45,45,0,0,100,150,STH5.tsv
4,76,164,384,0.11585365853658537,38,38,0,0,150,200,STH5.tsv
4,82,144,342,0.1423611111111111,41,41,0,0,200,250,STH5.tsv
4,86,170,401,0.1264705882352941,43,43,0,0,250,300,STH5.tsv
4,98,165,394,0.1484848484848485,49,49,0,0,300,350,STH5.tsv
4,101,163,386,0.1549079754601227,43,47,11,0,350,400,STH5.tsv
4,90,117,296,0.19230769230769232,45,45,0,0,400,450,STH5.tsv
4,106,178,458,0.14887640449438203,53,53,0,0,450,500,STH5.tsv
4,84,148,323,0.14189189189189189,42,42,0,0,500,550,STH5.tsv
4,94,171,370,0.13742690058479531,47,47,0,0,550,600,STH5.tsv
4,76,133,321,0.14285714285714285,35,29,12,0,600,650,STH5.tsv
4,90,160,418,0.140625,38,17,32,3,650,700,STH5.tsv
4,121,135,307,0.22407407407407406,41,28,34,18,700,750,STH5.tsv
4,69,142,339,0.12147887323943662,34,34,0,1,750,800,STH5.tsv
4,78,179,349,0.10893854748603352,39,39,0,0,800,850,STH5.tsv
4,65,156,309,0.10416666666666667,32,32,1,0,850,900,STH5.tsv
4,103,151,348,0.17052980132450332,34,28,20,21,900,950,STH5.tsv
4,92,148,316,0.1554054054054054,35,20,15,22,950,1000,STH5.tsv
4,111,152,326,0.1825657894736842,39,25,25,22,1000,1050,STH5.tsv
4,130,161,387,0.20186335403726707,35,30,24,41,1050,1100,STH5.tsv
4,142,158,352,0.22468354430379747,46,43,28,25,1100,1150,STH5.tsv
4,83,147,323,0.141156462585034,32,19,22,10,1150,1200,STH5.tsv
4,103,111,348,0.23198198198198197,16,20,30,37,1200,1250,STH5.tsv
4,115,171,408,0.16812865497076024,42,24,29,20,1250,1300,STH5.tsv
4,84,142,304,0.14788732394366197,37,20,20,7,1300,1350,STH5.tsv
4,89,113,261,0.19690265486725664,36,17,19,17,1350,1400,STH5.tsv
4,72,116,275,0.15517241379310345,29,24,19,0,1400,1450,STH5.tsv
4,87,124,282,0.17540322580645162,32,29,13,13,1450,1500,STH5.tsv
4,111,120,284,0.23125,43,33,21,14,1500,1550,STH5.tsv
4,83,127,281,0.16338582677165353,31,22,16,14,1550,1600,STH5.tsv
4,68,99,217,0.1717171717171717,24,24,9,11,1600,1650,STH5.tsv
4,96,171,382,0.14035087719298245,44,40,8,4,1650,1700,STH5.tsv
4,123,188,422,0.16356382978723405,48,41,20,14,1700,1750,STH5.tsv
4,104,157,403,0.16560509554140126,52,52,0,0,1750,1800,STH5.tsv
4,103,130,300,0.19807692307692307,37,36,18,12,1800,1850,STH5.tsv
4,84,139,362,0.1510791366906475,42,42,0,0,1850,1900,STH5.tsv
4,90,131,324,0.1717557251908397,43,42,2,3,1900,1950,STH5.tsv
4,100,159,351,0.15723270440251572,44,44,0,12,1950,2000,STH5.tsv
4,116,157,361,0.18471337579617833,30,25,23,38,2000,2050,STH5.tsv
4,83,140,281,0.14821428571428572,18,23,11,31,2050,2100,STH5.tsv
4,103,146,315,0.17636986301369864,11,30,39,23,2100,2150,STH5.tsv
4,96,149,313,0.1610738255033557,24,18,21,33,2150,2200,STH5.tsv
4,102,129,292,0.19767441860465115,28,23,27,24,2200,2250,STH5.tsv
4,89,120,307,0.18541666666666667,35,35,11,8,2250,2300,STH5.tsv
4,106,132,287,0.20075757575757575,30,36,24,16,2300,2350,STH5.tsv
4,116,140,300,0.20714285714285716,39,17,39,21,2350,2393,STH5.tsv
